region_id,C11_All_inc_ns_CF_1Ch,C11_All_inc_ns_CF_2C,C11_All_inc_ns_CF_3C,C11_All_inc_ns_CF_4mC,C11_All_inc_ns_CF_T,C11_Tot_CF_1C,C11_Tot_CF_2C,C11_Tot_CF_3C,C11_Tot_CF_4mC,C11_Tot_CF_T
150104950,0,0,3,3,6,122,111,79,39,351
150105800,8,0,0,0,8,216,215,115,62,608
150107350,5,4,0,0,9,197,214,119,69,599
150107500,5,8,7,3,23,414,508,218,93,1233
150107754,8,3,3,3,17,189,259,152,71,671
150151600,4,0,0,0,4,91,110,52,35,288
150153450,19,28,6,15,68,927,1149,670,247,2993
150153850,0,0,3,0,3,114,114,59,28,315
150154750,5,5,4,3,17,427,431,236,113,1207
150155550,0,3,0,0,3,79,89,52,22,242
155050050,29,27,16,3,75,1766,2055,866,308,4995
155053341,3,0,3,0,6,175,206,102,35,518
155102300,7,6,5,3,21,364,429,201,86,1080
155103342,3,6,0,3,12,230,198,136,76,640
155107450,4,6,4,0,14,103,116,61,39,319
155107700,0,0,0,0,0,26,43,30,16,115
155150650,4,0,0,3,7,256,264,142,80,742
155151860,0,0,4,0,4,61,69,46,30,206
155152500,6,4,4,0,14,234,263,120,50,667
155154250,0,4,0,0,4,44,63,48,13,168
155155500,3,3,3,0,9,219,266,141,37,663
155157800,3,0,0,6,9,137,155,85,25,402
155200300,0,0,3,0,3,95,87,49,27,258
155208200,9,3,3,0,15,240,266,137,62,705
160101250,17,10,7,4,38,665,614,261,102,1642
160101700,0,3,0,0,3,66,53,27,17,163
160108809,3,3,0,0,6,36,29,13,7,85
185019779,0,0,0,0,0,0,0,0,0,0
