region_id,C06_AI_NS_R650m,C06_AI_NS_R_NS,C06_AI_NS_R_Tot,C06_Tot_R0_74,C06_Tot_R75_99,C06_Tot_R100_149,C06_Tot_R150_199,C06_Tot_R200_224,C06_Tot_R225_274,C06_Tot_R275_349,C06_Tot_R350_449,C06_Tot_R450_549,C06_Tot_R550_649,C06_Tot_R650m,C06_Tot_R_NS,C06_Tot_R_Tot,C11_N_inc_R0_74,C11_N_inc_R75_99,C11_Ne_Ni_inc_R100_149,C11_Ne_Ni_inc_R150_199,C11_Ne_Ni_inc_R200_224,C11_Ne_Ni_inc_R225_274,C11_Ne_Ni_inc_R275_349,C11_Ne_Ni_inc_R350_449,C11_Ne_Ni_inc_R450_549,C11_Ne_Ni_inc_R550_649,C11_Ne_Ni_inc_R650me,C11_Ne_Nil_inc_R_NS,C11_N_inc_Re_Tot,C11_1_199_R0_74,C11_1_199_R75_99,C11_1_199_R100_149,C11_1_199_R150_199,C11_1_199_R200_224,C11_1_199_R225_274,C11_1_199_R275_349,C11_1_199_R350_449,C11_1_199_R450_549,C11_1_199_R550_649,C11_1_199_R650m,C11_1_199_R_NS,C11_1_199_R_Tot,C11_200_299_R0_74,C11_200_299_R75_99,C11_200_299_R100_149,C11_200_299_R150_199,C11_200_299_R200_224,C11_200_299_R225_274,C11_200_299_R275_349,C11_200_299_R350_449,C11_200_299_R450_549,C11_200_299_R550_649,C11_200_299_R650m,C11_200_299_R_NS,C11_200_299_R_Tot,C11_300_399_R0_74,C11_300_399_R75_99,C11_300_399_R100_149,C11_300_399_R150_199,C11_300_399_R200_224,C11_300_399_R225_274,C11_300_399_R275_349,C11_300_399_R350_449,C11_300_399_R450_549,C11_300_399_R550_649,C11_300_399_R650m,C11_300_399_R_NS,C11_300_399_R_Tot,C11_400_599_R0_74,C11_400_599_R75_99,C11_400_599_R100_149,C11_400_599_R150_199,C11_400_599_R200_224,C11_400_599_R225_274,C11_400_599_R275_349,C11_400_599_R350_449,C11_400_599_R450_549,C11_400_599_R550_649,C11_400_599_R650m,C11_400_599_R_NS,C11_400_599_R_Tot,C11_600_799_R0_74,C11_600_799_R75_99,C11_600_799_R100_149,C11_600_799_R150_199,C11_600_799_R200_224,C11_600_799_R225_274,C11_600_799_R275_349,C11_600_799_R350_449,C11_600_799_R450_549,C11_600_799_R550_649,C11_600_799_R650m,C11_600_799_R_NS,C11_600_799_R_Tot,C11_800_999_R0_74,C11_800_999_R75_99,C11_800_999_R100_149,C11_800_999_R150_199,C11_800_999_R200_224,C11_800_999_R225_274,C11_800_999_R275_349,C11_800_999_R350_449,C11_800_999_R450_549,C11_800_999_R550_649,C11_800_999_R650m,C11_800_999_R_NS,C11_800_999_R_Tot,C11_1000_1249_R0_74,C11_1000_1249_R75_99,C11_1000_1249_R_100_149,C11_1000_1249_R_150_199,C11_1000_1249_R_200_224,C11_1000_1249_R_225_274,C11_1000_1249_R_275_349,C11_1000_1249_R_350_449,C11_1000_1249_R_450_549,C11_1000_1249_R_550_649,C11_1000_1249_R650m,C11_1000_1249_R_NS,C11_1000_1249_R_Tot,C11_1250_1499_R0_74,C11_1250_1499_R75_99,C11_1250_1499_R_100_149,C11_1250_1499_R_150_199,C11_1250_1499_R_200_224,C11_1250_1499_R_225_274,C11_1250_1499_R_275_349,C11_1250_1499_R_350_449,C11_1250_1499_R_450_549,C11_1250_1499_R_550_649,C11_1250_1499_R650m,C11_1250_1499_R_NS,C11_1250_1499_R_Tot,C11_1500_1999_R0_74,C11_1500_1999_R75_99,C11_1500_1999_R_100_149,C11_1500_1999_R_150_199,C11_1500_1999_R_200_224,C11_1500_1999_R_225_274,C11_1500_1999_R_275_349,C11_1500_1999_R_350_449,C11_1500_1999_R_450_549,C11_1500_1999_R_550_649,C11_1500_1999_R650m,C11_1500_1999_R_NS,C11_1500_1999_R_Tot,C11_2000_2499_R0_74,C11_2000_2499_R75_99,C11_2000_2499_R100_149,C11_2000_2499_R150_199,C11_2000_2499_R200_224,C11_2000_2499_R225_274,C11_2000_2499_R275_349,C11_2000_2499_R350_449,C11_2000_2499_R450_549,C11_2000_2499_R550_649,C11_2000_2499_R650m,C11_2000_2499_R_NS,C11_2000_2499_R_Tot,C11_2500_2999_R0_74,C11_2500_2999_R75_99,C11_2500_2999_R_100_149,C11_2500_2999_R_150_199,C11_2500_2999_R_200_224,C11_2500_2999_R_225_274,C11_2500_2999_R_275_349,C11_2500_2999_R_350_449,C11_2500_2999_R_450_549,C11_2500_2999_R_550_649,C11_2500_2999_Re_650mo,C11_2500_2999_R_NS,C11_2500_2999_Re_Tot,C11_3000m_R0_74,C11_3000m_R75_99,C11_3000m_R100_149,C11_3000m_R150_199,C11_3000m_R200_224,C11_3000m_R225_274,C11_3000m_R275_349,C11_3000m_R350_449,C11_3000m_R450_549,C11_3000m_R550_649,C11_3000m_R650m,C11_3000m_R_NS,C11_3000m_R_Tot,C11_PI_S_R0_74,C11_PI_S_R75_99,C11_PI_S_R100_149,C11_PI_S_R150_199,C11_PI_S_R200_224,C11_PI_S_R225_274,C11_PI_S_R275_349,C11_PI_S_R350_449,C11_PI_S_R450_549,C11_PI_S_R550_649,C11_PI_S_R650me,C11_PI_S_R_NS,C11_PI_S_Re_Tot,C11_AI_NS_R0_74,C11_AI_NS_R75_99
105051100,6,38,179,778,142,371,434,782,1005,566,662,185,41,69,191,5226,10,8,4,3,0,6,22,30,5,9,4,12,113,35,20,15,10,3,7,11,13,6,4,0,10,134,60,159,35,15,3,6,12,13,7,7,0,24,341,62,244,47,25,7,15,30,24,5,3,6,19,487,12,31,115,52,19,40,97,85,18,12,10,20,511,30,25,32,47,18,35,128,113,29,39,12,17,525,12,4,30,18,15,29,102,125,26,32,13,4,410,13,5,10,12,9,47,126,144,48,37,17,7,475,10,3,3,18,5,25,78,130,52,41,15,9,389,7,0,3,9,10,24,114,168,87,77,29,19,547,7,0,0,8,3,16,57,93,64,81,23,9,361,8,3,0,3,6,4,27,54,57,56,31,6,255,8,0,0,0,3,11,18,37,59,104,70,6,316,17,11,14,20,6,22,49,93,44,33,30,18,357,14,34
105054800,12,30,150,628,154,347,552,427,686,1265,2040,1241,437,476,202,8455,6,3,3,9,4,13,19,6,16,7,14,14,114,21,14,13,5,4,11,9,10,7,4,7,3,108,54,115,30,28,10,18,12,14,6,6,6,25,324,62,174,52,32,13,15,17,16,15,8,19,16,439,20,33,60,55,41,48,62,55,26,15,13,10,438,16,25,30,43,38,61,81,52,47,31,20,9,453,20,7,14,19,17,59,76,98,51,39,19,17,436,16,0,9,21,13,46,116,119,83,66,43,17,549,16,3,7,7,17,34,103,127,84,51,57,11,517,17,0,4,8,13,34,107,243,199,154,123,13,915,8,3,0,3,10,14,34,130,211,149,108,10,680,15,0,0,8,3,20,63,159,293,254,423,15,1253,14,3,3,4,3,13,34,93,275,482,847,27,1798,10,9,13,13,7,6,34,60,96,136,232,21,637,10,10
105055200,4,44,229,670,231,620,1778,1483,2032,2389,1955,615,197,131,289,12390,12,4,9,14,15,11,44,27,24,7,6,22,195,22,19,21,5,14,17,27,23,9,4,6,6,173,52,82,53,49,19,41,65,30,5,5,9,25,435,56,116,72,62,55,65,61,50,15,7,3,15,577,33,30,87,96,75,133,163,137,45,17,23,22,861,35,10,28,76,70,158,283,201,70,24,17,25,997,17,8,20,41,57,127,313,258,76,34,23,22,996,19,5,14,36,47,134,313,353,146,80,48,14,1209,8,0,4,20,28,87,276,361,161,68,55,18,1086,37,3,9,24,39,106,320,562,353,155,101,21,1730,20,0,3,13,8,40,158,423,337,188,100,19,1309,20,0,3,9,14,38,75,272,270,199,140,25,1065,17,0,5,4,5,15,44,192,285,290,366,20,1243,19,6,20,25,22,38,108,177,197,152,164,41,969,9,17
105057201,57,60,277,283,34,88,55,41,93,388,916,801,590,678,247,4214,23,0,3,11,3,3,19,43,99,84,204,48,540,17,6,7,6,0,0,3,15,7,10,33,11,115,26,34,12,5,3,3,3,9,22,11,39,13,180,14,54,11,8,4,8,14,9,14,13,44,12,205,13,6,23,15,6,11,21,29,31,26,87,15,283,20,5,8,16,6,11,12,47,65,38,110,18,356,6,0,8,0,8,6,12,34,68,47,117,11,317,9,0,6,7,4,4,21,64,75,65,155,24,434,18,0,3,4,4,4,11,46,76,56,134,20,376,15,0,4,6,6,7,8,53,131,113,237,20,600,3,0,3,3,0,0,6,23,63,39,141,14,295,22,0,3,3,0,3,12,52,165,145,463,36,904,15,0,3,0,0,4,3,13,60,68,428,23,617,16,7,5,5,0,0,11,15,33,44,174,32,342,25,5
105057204,37,45,342,849,158,419,1068,878,1381,2116,2328,1240,567,724,275,12003,27,7,7,8,9,16,40,49,41,19,28,16,267,30,29,10,7,7,14,15,19,7,7,7,24,176,84,168,41,33,30,45,46,39,11,15,16,27,555,84,256,48,39,29,55,49,56,21,13,24,42,716,23,32,98,68,56,102,142,121,47,31,38,23,781,20,25,34,52,65,127,214,135,63,38,43,19,835,16,9,12,27,35,131,257,201,96,65,51,13,913,16,11,16,23,15,110,278,327,152,68,65,11,1092,8,3,10,17,26,86,232,331,184,92,79,14,1082,26,0,11,6,17,51,221,483,388,186,175,31,1595,8,0,3,3,5,21,42,179,264,212,144,13,894,12,4,3,6,10,25,119,359,410,353,600,16,1917,19,0,0,9,6,11,28,136,322,454,1098,18,2101,17,9,16,8,11,19,57,103,145,178,339,30,932,15,27
105057205,18,67,344,1868,382,719,465,343,838,2346,3036,1076,352,251,376,12052,32,20,9,9,3,9,24,57,71,63,58,24,379,79,55,43,24,10,9,10,25,20,24,7,26,332,244,401,65,31,10,9,15,20,20,7,18,69,909,162,585,87,46,15,28,15,32,17,7,24,52,1070,63,110,234,91,25,49,66,66,55,30,38,39,866,48,71,78,102,35,51,83,104,100,49,37,30,788,21,13,25,36,37,46,118,152,137,98,47,17,747,23,12,17,19,15,49,108,177,195,138,68,24,845,7,8,12,11,3,17,102,219,226,137,95,16,853,28,5,8,10,11,29,118,344,417,287,180,23,1460,14,0,3,7,3,18,60,219,382,324,206,19,1255,13,0,3,3,3,17,40,236,371,351,266,14,1317,11,3,3,4,4,12,31,150,378,605,605,25,1831,15,23,29,30,18,24,38,92,188,271,290,40,1058,39,72
105057206,20,53,333,903,217,437,489,368,761,1641,2150,1034,472,464,263,9199,34,4,13,15,5,24,100,108,86,67,71,28,555,30,27,20,12,4,15,29,20,26,23,26,20,252,86,149,54,33,15,12,27,24,23,22,31,33,509,81,251,57,39,15,15,27,30,29,27,30,34,635,25,46,117,69,50,46,72,55,58,33,41,25,637,35,22,40,85,43,80,86,81,79,58,51,18,678,13,10,24,24,24,77,83,123,96,62,62,13,611,26,3,13,12,27,54,116,190,135,73,77,15,741,15,3,6,9,8,37,85,198,143,94,66,13,677,11,5,11,11,13,33,99,240,326,184,177,29,1139,8,0,7,0,7,9,29,133,225,174,153,14,759,14,3,3,4,4,20,35,158,324,261,362,21,1209,21,3,3,5,8,7,32,106,269,349,725,22,1550,18,13,20,20,9,24,29,76,144,133,262,42,790,17,26
105106550,48,100,581,1939,489,931,784,655,2217,5624,4238,1802,649,759,593,20680,42,24,20,27,13,27,55,140,198,145,129,67,887,82,63,29,15,15,4,18,60,52,38,38,34,448,162,316,85,53,15,20,48,49,37,29,30,60,904,157,521,155,65,21,36,50,75,48,24,28,61,1241,82,92,236,119,59,68,146,247,139,58,55,55,1356,57,51,76,128,45,94,165,318,200,77,61,60,1332,45,20,53,67,39,89,179,402,260,77,74,32,1337,35,12,26,33,30,51,187,470,388,166,93,36,1527,32,7,13,14,21,47,160,461,361,160,122,28,1426,53,4,9,16,30,47,203,711,704,301,217,47,2342,34,4,9,12,27,33,77,493,664,286,223,25,1887,32,10,10,5,20,34,67,400,566,339,535,26,2044,41,0,3,9,21,36,64,295,679,565,1005,36,2754,36,19,27,50,25,45,57,295,422,244,399,81,1700,56,45
105108050,29,64,319,560,74,168,293,393,1018,2267,2611,1252,677,824,293,10430,15,3,3,0,3,10,18,30,33,31,41,17,204,18,7,4,3,3,4,7,23,13,4,13,5,104,54,48,13,10,10,21,20,31,18,12,8,13,258,54,105,32,15,6,22,38,36,43,9,15,15,390,26,14,58,27,19,45,74,105,63,31,31,27,520,14,5,16,22,18,53,97,140,103,45,61,26,600,19,3,10,5,12,34,119,184,127,65,76,25,679,22,0,6,3,9,39,94,228,184,83,98,18,784,14,0,3,6,3,18,90,221,178,115,80,13,741,33,0,3,5,10,22,112,353,380,178,194,37,1327,13,3,0,7,4,10,32,206,311,190,194,17,987,18,0,0,4,4,12,47,208,373,332,579,27,1604,18,0,3,5,6,8,32,134,376,463,1149,35,2229,24,3,0,11,10,16,44,134,260,197,409,45,1153,19,18
105108500,28,25,160,379,27,84,274,255,519,1232,1550,945,594,1311,224,7394,20,0,5,0,0,7,4,17,14,13,42,6,128,12,0,4,3,3,0,4,13,8,0,7,6,60,14,8,6,8,7,12,12,7,13,9,13,10,119,28,14,9,6,9,19,31,29,25,21,13,11,215,36,3,23,18,18,27,51,56,48,23,35,16,354,21,3,4,11,6,40,55,69,47,25,30,7,318,14,4,0,7,14,34,60,87,77,34,78,12,421,16,3,7,3,12,25,67,114,80,50,83,14,474,16,0,0,3,4,18,54,129,120,62,72,6,484,19,3,5,0,9,19,71,197,179,113,166,19,800,23,0,3,3,6,8,17,101,146,98,139,12,556,31,0,3,3,3,4,31,140,224,240,603,23,1305,42,0,4,0,3,13,25,79,224,333,1081,44,1848,22,3,0,3,4,3,18,54,110,106,367,39,729,10,0
