region_id,C06_CF_1P1NW_200_399,C06_CF_1P1NW_400_599,C06_CF_1P1NW_600_799,C06_CF_1P1NW_800_999,C06_CF_1P1NW_1000_1499,C06_CF_1P1NW_1500_1999,C06_CF_1P1NW_2000_2499,C06_CF_1P1NW_2500_2999,C06_CF_1P1NW_3000_mr,C06_CF_1P1NW_Ns,C06_CF_1P1NW_Tot,C06_CF_1A1NW_N,C06_CF_1A1NW__1_199,C06_CF_1A1NW_200_399,C06_CF_1A1NW_400_599,C06_CF_1A1NW_600_799,C06_CF_1A1NW_800_999,C06_CF_1A1NW_1000_1499,C06_CF_1A1NW_1500_1999,C06_CF_1A1NW_2000_2499,C06_CF_1A1NW_2500_2999,C06_CF_1A1NW_3000m,C06_CF_1A1NW_Ns,C06_CF_1A1NW_Tot,C06_CF_BA_N,C06_CF_BA_1_199,C06_CF_BA_200_399,C06_CF_BA_400_599,C06_CF_BA_600_799,C06_CF_BA_800_999,C06_CF_BA_1000_1499,C06_CF_BA_1500_1999,C06_CF_BA_2000_2499,C06_CF_BA_2500_2999,C06_CF_BA_3000_more,C06_CF_BA_Ns,C06_CF_BA_Tot,C06_CF_BNW_N,C06_CF_BNW_1_199,C06_CF_BNW_200_399,C06_CF_BNW_400_599,C06_CF_BNW_600_799,C06_CF_BNW_800_999,C06_CF_BNW_1000_1499,C06_CF_BNW_1500_1999,C06_CF_BNW_2000_2499,C06_CF_BNW_2500_2999,C06_CF_BNW_3000_more,C06_CF_BNW_Ns,C06_CF_BNW_Tot,C06_CF_LFns_N,C06_CF_LFns_1_199,C06_CF_LFns_200_399,C06_CF_LFns_400_599,C06_CF_LFns_600_799,C06_CF_LFns_800_999,C06_CF_LFns_1000_1499,C06_CF_LFns_1500_1999,C06_CF_LFns_2000_2499,C06_CF_LFns_2500_2999,C06_CF_LFns_3000_more,C06_CF_LFns_Ns,C06_CF_LFns_Tot,C06_C_f_c_T_Fi_N,C06_C_f_c_T_Fi_1_199,C06_C_f_c_T_Fi_200_399,C06_C_f_c_T_Fi_400_599,C06_C_f_c_T_Fi_600_799,C06_C_f_c_T_Fi_800_999,C06_CF_c_T_Fi_1000_1499,C06_CF_c_T_Fi_1500_1999,C06_CF_c_T_Fi_2000_2499,C06_CF_c_T_Fi_2500_2999,C06_CF_c_T_Fi_3000_more,C06_C_f_with_c_TFI_Ns,C06_C_f_with_c_T_T,C06_1PF_F_N,C06_1PF_F_1_199,C06_1PF_F_200_399,C06_1PF_F_400_599,C06_1PF_F_600_799,C06_1PF_F_800_999,C06_1PF_F_1000_1499,C06_1PF_F_1500_1999,C06_1PF_F_2000_2499,C06_1PF_F_2500_2999,C06_1PF_F_3000_more,C06_1PF_F_Ns,C06_1PF_F_Tot,C06_1PF_P_N,C06_1PF_P_1_199,C06_1PF_P_200_399,C06_1PF_P_400_599,C06_1PF_P_600_799,C06_1PF_P_800_999,C06_1PF_P_1000_1499,C06_1PF_P_1500_1999,C06_1PF_P_2000_2499,C06_1PF_P_2500_2999,C06_1PF_P_3000_more,C06_1PF_P_Ns,C06_1PF_P_Tot,C06_1PF_A_N,C06_1PF_A_1_199,C06_1PF_A_200_399,C06_1PF_A_400_599,C06_1PF_A_600_799,C06_1PF_A_800_999,C06_1PF_A_1000_1499,C06_1PF_A_1500_1999,C06_1PF_A_2000_2499,C06_1PF_A_2500_2999,C06_1PF_A_3000_more,C06_1PF_A_Ns,C06_1PF_A_Tot,C06_1PF_U_N,C06_1PF_U_1_199,C06_1PF_U_200_399,C06_1PF_U_400_599,C06_1PF_U_600_799,C06_1PF_U_800_999,C06_1PF_U_1000_1499,C06_1PF_U_1500_1999,C06_1PF_U_2000_2499,C06_1PF_U_2500_2999,C06_1PF_U_3000_more,C06_1PF_U_Ns,C06_1PF_U_To,C06_1PF_N_lf_Fi_N,C06_1PF_N_lf_Fi_1_199,C06_1PF_N_lf_Fi_200_399,C06_1PF_N_lf_Fi_400_599,C06_1PF_N_lf_Fi_600_799,C06_1PF_N_lf_Fi_800_999,C06_1PF_N_lf_Fi_1000_1499,C06_1PF_N_lf_Fi_1500_1999,C06_1PF_N_lf_Fi_2000_2499,C06_1PF_N_lf_Fi_2500_2999,C06_1PF_N_lf_Fi_3000_more,C06_1PF_N_lf_Fi_Ns,C06_1PF_N_the_lf_Tot,C06_1PF_LFns_N,C06_1PF_LFns_1_199,C06_1PF_LFns_200_399,C06_1PF_LFns_400_599,C06_1PF_LFns_600_799,C06_1PF_LFns_800_999,C06_1PF_lf_ns_Fi_1000_1499,C06_1PF_LFns_1500_1999,C06_1PF_LFns_2000_2499,C06_1PF_lf_ns_Fi_2500_2999,C06_1PF_LFns_3000mo,C06_1PF_LFns_Ns,C06_1PF_LF_NS_T,C06_1PF_TFI_N,C06_1PF_TFI_1_199,C06_1PF_TFI_200_399,C06_1PF_TFI_400_599,C06_1PF_TFI_600_799,C06_1PF_TFI_800_999,C06_1PF_T_Fi_1000_1499,C06_1PF_T_Fi_1500_1999,C06_1PF_T_Fi_2000_2499,C06_1PF_T_Fi_2500_2999,C06_1PF_TFI_3000_mr,C06_One_par_f_TFI_Ns,C06_One_parent_f_T_T,C06_TFI_N,C06_TFI_1_199,C06_TFI_200_399,C06_TFI_400_599,C06_TFI_600_799,C06_TFI_800_999,C06_TFI_1000_1499,C06_TFI_1500_1999,C06_TFI_2000_2499,C06_TFI_2500_2999,C06_TFI_3000_more,C06_TFI_Ns,C06_T_T,C11_CFNC_BF_N,C11_CFNC_BF_1_199,C11_CFNC_BF_200_399,C11_CFNC_BF_400_599,C11_CFNC_BF_600_799,C11_CFNC_BF_800_999,C11_CFNC_BF_1000_1499,C11_CFNC_BF_1500_1999,C11_CFNC_BF_2000_2499,C11_CFNC_BF_2500_2999,C11_CFNC_BF_3000_mr,C11_CFNC_BF_Ns,C11_CFNC_BF_Tot,C11_CFNC_BPT_N,C11_CFNC_BPT_1_199,C11_CFNC_BPT_200_399,C11_CFNC_BPT_400_599,C11_CFNC_BPT_600_799,C11_CFNC_BPT_800_999,C11_CFNC_BPT_1000_1499
105051100,19,41,39,26,46,18,5,7,3,28,235,0,3,3,3,6,14,25,7,3,4,3,11,82,0,0,0,0,0,0,15,15,7,4,5,12,58,18,5,13,67,54,72,113,71,29,15,12,92,561,0,3,3,10,3,3,10,9,4,3,0,218,266,34,20,60,196,252,307,1070,772,490,368,381,651,4601,4,6,6,30,70,79,129,49,34,28,6,68,509,0,3,57,72,42,36,47,15,10,0,0,31,313,3,0,4,3,4,3,11,5,0,0,3,10,46,0,4,24,14,6,4,10,0,0,0,0,13,75,11,19,168,124,90,60,126,43,13,11,3,88,756,3,0,0,3,3,5,0,4,0,0,0,31,49,21,32,259,246,215,187,323,116,57,39,12,241,1748,115,122,399,1118,732,645,1963,1190,777,532,529,1156,9278,3,3,0,0,3,11,86,135,231,109,303,12,896,0,3,3,11,18,40,33
105054800,7,7,12,25,41,24,4,23,4,24,174,0,0,0,0,0,4,11,4,3,16,4,8,50,0,3,0,0,0,0,4,7,5,9,28,10,66,3,3,11,23,40,22,62,39,17,11,13,30,274,0,0,0,0,0,0,4,4,7,3,0,284,302,18,6,18,60,110,123,509,516,430,866,1437,608,4701,6,0,10,22,33,47,147,95,30,86,27,76,579,0,4,37,52,43,37,79,25,7,18,5,31,338,3,0,0,3,7,3,6,4,0,4,0,8,38,0,5,29,14,3,3,3,0,0,0,0,4,61,6,14,112,109,70,36,94,35,12,15,6,59,568,0,0,0,0,3,5,0,0,0,0,0,19,27,15,23,188,200,159,131,329,159,49,123,38,197,1611,75,82,248,606,454,368,1522,1206,1155,1746,3260,1313,12035,9,7,0,3,3,14,60,144,337,266,1762,15,2620,3,3,0,7,14,27,42
105055200,27,43,35,42,60,34,16,16,13,31,330,3,0,3,9,12,9,27,10,13,17,4,25,132,0,0,0,0,0,0,20,13,7,8,12,20,80,30,11,29,130,129,112,186,162,43,31,23,152,1038,0,0,4,6,0,8,20,6,5,3,0,326,378,51,33,100,297,347,388,1148,988,691,736,910,895,6584,0,3,15,65,90,84,246,125,40,72,21,80,841,0,9,61,94,91,51,77,21,11,12,4,52,483,0,0,8,9,5,10,7,8,3,5,3,23,81,4,0,60,30,9,7,6,6,6,0,0,6,134,26,30,292,245,146,83,205,53,17,17,8,145,1267,0,0,5,0,3,3,6,0,0,0,0,38,55,30,42,441,443,344,238,547,213,77,106,36,344,2861,143,180,661,1678,1066,861,2873,2085,1662,1612,1935,1837,16593,9,5,0,0,13,32,155,333,665,423,1486,31,3152,8,0,0,15,59,66,83
105057201,3,6,3,3,6,3,3,0,5,0,35,0,0,0,4,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,5,9,7,0,4,11,3,7,15,3,3,0,3,10,66,0,0,3,0,0,0,3,0,0,3,0,55,64,7,7,16,28,27,34,93,45,28,46,94,100,525,0,0,4,8,6,7,8,4,0,7,6,11,61,0,0,13,3,3,3,10,3,0,3,0,4,42,0,0,0,0,0,0,3,0,0,3,0,0,6,4,0,3,0,0,0,0,0,0,3,0,0,10,34,8,27,18,13,16,7,9,3,3,4,19,161,0,0,0,0,0,0,0,0,0,0,0,6,6,38,8,47,29,22,26,28,16,3,19,10,40,286,128,44,109,144,162,120,387,191,152,232,496,262,2427,4,0,0,5,3,21,58,92,125,84,437,8,837,0,6,0,17,50,56,42
105057204,4,11,0,3,7,4,0,0,11,3,43,0,0,0,0,0,3,9,0,0,3,0,0,15,0,0,0,0,0,0,3,0,3,3,3,3,15,8,0,3,15,6,8,9,9,4,4,7,14,87,0,0,0,0,0,0,0,0,0,0,4,93,97,8,0,7,39,29,43,140,96,87,189,361,200,1199,0,3,4,6,10,16,50,27,10,29,11,27,193,0,3,16,19,16,4,14,6,3,5,0,10,96,0,0,3,3,0,0,6,0,0,0,0,5,17,0,3,12,7,3,0,6,0,3,0,0,3,37,9,9,66,65,20,27,29,11,3,12,4,26,281,0,0,0,0,0,0,0,0,0,0,0,15,15,9,18,101,100,49,47,105,44,19,46,15,86,639,60,58,156,360,249,204,944,668,682,875,1782,799,6837,5,0,3,7,3,9,115,245,520,327,1826,29,3089,0,0,3,12,32,52,53
105057205,10,29,24,14,27,14,3,8,7,3,142,3,0,4,3,3,0,4,3,3,5,3,11,42,0,0,0,0,0,3,3,5,3,0,7,3,24,11,4,28,46,34,23,78,36,18,5,4,40,327,0,0,0,3,3,0,3,0,0,0,0,186,195,20,13,47,115,126,110,448,394,298,339,431,383,2724,0,0,8,24,47,40,126,57,33,58,7,41,441,5,8,33,51,42,24,23,17,0,4,0,25,232,0,0,9,3,8,0,9,4,0,0,3,4,40,0,0,22,19,3,0,6,7,0,0,0,8,65,27,31,180,123,83,36,61,19,7,7,8,88,670,3,0,3,3,3,0,0,0,0,3,0,27,42,35,39,255,223,186,100,225,104,40,72,18,193,1490,123,110,362,846,495,347,1451,1213,1155,1122,1518,1077,9819,8,3,5,3,6,17,121,257,745,480,1749,18,3412,0,0,8,5,23,25,44
105057206,10,15,7,6,10,9,4,11,3,4,83,0,0,3,0,3,0,3,0,3,3,3,4,22,0,0,0,0,0,3,3,3,0,3,4,5,21,6,5,13,19,13,17,16,15,8,6,5,22,145,0,0,0,0,3,0,0,0,0,4,0,115,122,13,5,43,62,57,63,197,149,139,210,378,238,1554,3,3,10,16,28,24,64,29,11,47,15,31,281,0,3,34,28,13,14,11,5,4,5,9,14,140,0,0,0,5,3,3,4,0,0,5,0,3,23,3,3,17,4,3,0,6,0,0,0,0,10,46,20,20,116,90,42,25,41,14,4,3,4,41,420,0,0,0,0,4,4,0,0,0,0,0,16,24,26,29,177,143,93,70,126,48,19,60,28,115,934,113,72,265,439,294,243,930,679,630,741,1350,712,6468,3,3,0,3,3,13,83,180,392,248,1276,20,2224,3,4,0,13,22,33,41
105106550,28,58,50,43,105,78,33,45,43,53,539,0,0,3,11,12,17,43,23,14,20,11,26,180,3,0,0,3,3,4,18,33,17,28,36,33,178,29,15,53,94,112,82,197,137,79,58,71,156,1083,0,0,3,0,10,5,10,9,7,7,4,725,780,50,37,123,287,410,443,1783,1658,1334,1672,2433,1862,12092,7,3,10,78,110,141,396,190,78,116,37,171,1337,4,11,114,183,140,90,135,64,27,17,3,77,865,3,0,6,14,9,12,31,14,0,5,0,24,118,5,7,66,30,14,0,8,0,5,3,0,22,160,69,63,404,288,188,137,240,121,44,27,27,216,1824,0,0,5,7,5,8,6,0,0,0,4,58,93,88,84,605,600,466,388,816,389,154,168,71,568,4397,309,298,907,2122,1691,1252,4501,3268,2667,2799,3875,3467,27156,14,0,0,0,13,44,187,348,811,523,1831,38,3809,4,10,9,22,42,86,110
105108050,5,13,17,19,41,22,12,24,21,32,206,0,0,3,4,5,5,9,6,5,11,3,20,71,0,0,0,0,0,3,10,3,3,10,17,11,57,6,6,10,14,21,23,49,44,25,19,23,56,296,3,0,3,3,3,0,8,4,3,3,0,338,368,21,15,33,76,124,163,632,594,478,885,1376,928,5325,0,3,11,29,41,35,163,81,30,64,22,60,539,7,3,28,81,69,41,73,16,9,8,10,42,387,0,3,3,5,8,6,13,0,3,3,3,13,60,3,3,27,21,5,0,0,0,3,3,0,8,73,30,14,88,88,62,43,111,38,14,21,8,90,607,0,0,0,8,0,0,3,4,0,3,0,20,38,40,26,157,232,185,125,363,139,59,102,43,233,1704,134,88,247,773,626,490,1900,1384,1206,1579,2594,1780,12801,13,0,0,3,3,14,88,212,455,299,1429,27,2543,0,3,0,13,22,47,61
105108500,3,7,9,11,22,9,12,27,62,30,192,0,3,0,0,4,3,6,9,0,27,10,20,82,0,0,0,0,3,0,4,0,4,4,26,16,57,8,3,8,9,8,14,26,26,14,18,54,42,230,0,0,3,3,0,0,3,3,0,11,3,355,381,20,9,17,47,58,69,281,323,298,860,1729,950,4661,0,0,4,15,27,25,84,52,22,97,41,69,436,0,0,21,45,34,18,65,28,12,26,9,52,310,0,0,3,0,3,4,11,3,4,6,3,10,47,5,3,3,6,3,3,3,0,0,0,0,11,37,41,10,36,46,30,36,80,34,21,37,27,82,480,0,0,0,0,3,0,0,0,0,0,0,17,20,46,13,67,112,100,86,243,117,59,166,80,241,1330,109,58,121,329,302,272,1147,946,884,1715,3674,1807,11364,8,3,0,3,5,15,53,87,243,181,1223,27,1848,0,3,0,8,9,23,35
