region_id,C01_OO_DS_Sep_house,C01_OO_DS_SemiDRTHT,C01_OO_DS_FUA,C01_OO_DS_OD,C01_OO_DS_NS_,C01_Owned_Outright_Tot,C01_OWM_DS_Sep_house,C01_OWM_DS_SemiDRTHT,C01_OWM_DS_FUA,C01_OWM_DS_OD,C01_OWM_DS_NS_,C01_Owned_with_mortgage_Tot,C01_R_REA_DS_Sep_house,C01_R_REA_DS_SemiDRTHT,C01_R_REA_DS_FUA,C01_R_REA_DS_OD,C01_R_REA_DS_NS_,C01_R_Real_Estate_Agent_Tot,C01_R_STHA_DS_Sep_house,C01_R_STHA_DS_SemiDRTHT,C01_R_STHA_DS_FUA,C01_R_STHA_DS_OD,C01_R_STHA_DS_NS_,C01_R_ST_House_Auth_Tot,C01_R_PNISH_DS_Sep_house,C01_R_PNISH_DS_SemiDRTHT,C01_R_PNISH_DS_FUA,C01_R_PNISH_DS_OD,C01_R_PNISH_DS_NS_,C01_R_Psn_NI_SameHsehld_Tot,C01_R_HCCCG_DS_Sep_house,C01_R_HCCCG_DS_SemiDRTHT,C01_R_HCCCG_DS_FUA,C01_R_HCCCG_DS_OD,C01_R_HCCCG_DS_NS_,C01_R_HCCCG_Tot,C01_R_OLT_DS_Sep_house,C01_R_OLT_DS_SemiDRTHT,C01_R_OLT_DS_FUA,C01_R_OLT_DS_OD,C01_R_OLT_DS_NS_,C01_R_Oth_Llord_Type_Tot,C01_R_LT_NS_DS_Sep_house,C01_R_LT_NS_DS_SemiDRTHT,C01_R_LT_NS_DS_FUA,C01_R_LT_NS_DS_OD,C01_R_LT_NS_DS_NS_,C01_R_Llord_Type_NS_T,C01_R_Tot_DS_Sep_house,C01_R_Tot_DS_SemiDRTHT,C01_R_Tot_DS_FUA,C01_R_Tot_DS_OD,C01_R_Tot_DS_NS_,C01_R_T_T,C01_OTT_DS_Sep_house,C01_OTT_DS_SemiDRTHT,C01_OTT_DS_FUA,C01_OTT_DS_OD,C01_OTT_DS_NS_,C01_OTT_Tot,C01_TT_NS_DS_Sep_house,C01_TT_NS_DS_SemiDRTHT,C01_TT_NS_DS_FUA,C01_TT_NS_DS_OD,C01_TT_NS_DS_NS_,C01_TT_NS_T,C01_Tot_DS_Sep_house,C01_Tot_DS_SemiDRTHT,C01_Tot_DS_FUA,C01_Tot_DS_OD,C01_Tot_DS_NS_,C01_T_T,C06_OO_DS_Sep_house,C06_OO_DS_SemiDRTHT,C06_OO_DS_FUA,C06_OO_DS_OD,C06_OO_DS_NS_,C06_OO_Tot,C06_OWM_DS_Sep_house,C06_OWM_DS_SemiDRTHT,C06_OWM_DS_FUA,C06_OWM_DS_OD,C06_OWM_DS_NS_,C06_OWM_Tot,C06_R_REA_DS_Sep_house,C06_R_REA_DS_SemiDRTHT,C06_R_REA_DS_FUA,C06_R_REA_DS_OD,C06_R_REA_DS_NS_,C06_R_REA_Tot,C06_R_STHA_DS_Sep_house,C06_R_STHA_DS_SemiDRTHT,C06_R_STHA_DS_FUA,C06_R_STHA_DS_OD,C06_R_STHA_DS_NS_,C06_R_STHA_Tot,C06_R_PNISH_DS_Sep_house,C06_R_PNISH_DS_SemiDRTHT,C06_R_PNISH_DS_FUA,C06_R_PNISH_DS_OD,C06_R_PNISH_DS_NS_,C06_R_PNISH_Tot,C06_R_HCCCG_DS_Sep_house,C06_R_HCCCG_DS_SemiDRTHT,C06_R_HCCCG_DS_FUA,C06_R_HCCCG_DS_OD,C06_R_HCCCG_DS_NS_,C06_R_HCCCG_Tot,C06_R_OLT_DS_Sep_house,C06_R_OLT_DS_SemiDRTHT,C06_R_OLT_DS_FUA,C06_R_OLT_DS_OD,C06_R_OLT_DS_NS_,C06_R_OLT_Tot,C06_R_LT_NS_DS_Sep_house,C06_R_LT_NS_DS_SemiDRTHT,C06_R_LT_NS_DS_FUA,C06_R_LT_NS_DS_OD,C06_R_LT_NS_DS_NS_,C06_R_LT_NS_T,C06_R_Tot_DS_Sep_house,C06_R_Tot_DS_SemiDRTHT,C06_R_Tot_DS_FUA,C06_R_Tot_DS_OD,C06_R_Tot_DS_NS_,C06_R_T_T,C06_OTT_DS_Sep_house,C06_OTT_DS_SemiDRTHT,C06_OTT_DS_FUA,C06_OTT_DS_OD,C06_OTT_DS_NS_,C06_OTT_Tot,C06_TT_NS_DS_Sep_house,C06_TT_NS_DS_SemiDRTHT,C06_TT_NS_DS_FUA,C06_TT_NS_DS_OD,C06_TT_NS_DS_NS_,C06_TT_NS_T,C06_Tot_DS_Sep_house,C06_Tot_DS_SemiDRTHT,C06_Tot_DS_FUA,C06_Tot_DS_OD,C06_Tot_DS_NS_,C06_T_T,C11_OO_DS_Sep_house,C11_OO_DS_SemiDRTHT,C11_OO_DS_FUA,C11_OO_DS_OD,C11_OO_DS_NS_,C11_OO_Tot,C11_OWM_DS_Sep_house,C11_OWM_DS_SemiDRTHT,C11_OWM_DS_FUA,C11_OWM_DS_OD,C11_OWM_DS_NS_,C11_OWM_Tot,C11_R_REA_DS_Sep_house,C11_R_REA_DS_SemiDRTHT,C11_R_REA_DS_FUA,C11_R_REA_DS_OD,C11_R_REA_DS_NS_,C11_R_REA_Tot,C11_R_STHA_DS_Sep_house,C11_R_STHA_DS_SemiDRTHT,C11_R_STHA_DS_FUA,C11_R_STHA_DS_OD,C11_R_STHA_DS_NS_,C11_R_STHA_Tot,C11_R_PNISH_DS_Sep_house,C11_R_PNISH_DS_SemiDRTHT,C11_R_PNISH_DS_FUA,C11_R_PNISH_DS_OD,C11_R_PNISH_DS_NS_,C11_R_PNISH_Tot,C11_R_HCCCG_DS_Sep_house,C11_R_HCCCG_DS_SemiDRTHT,C11_R_HCCCG_DS_FUA,C11_R_HCCCG_DS_OD,C11_R_HCCCG_DS_NS_,C11_R_HCCCG_Tot,C11_R_OLT_DS_Sep_house,C11_R_OLT_DS_SemiDRTHT,C11_R_OLT_DS_FUA,C11_R_OLT_DS_OD,C11_R_OLT_DS_NS_,C11_R_OLT_Tot,C11_R_LT_NS_DS_Sep_house,C11_R_LT_NS_DS_SemiDRTHT,C11_R_LT_NS_DS_FUA,C11_R_LT_NS_DS_OD,C11_R_LT_NS_DS_NS_,C11_R_LT_NS_T,C11_R_Tot_DS_Sep_house,C11_R_Tot_DS_SemiDRTHT,C11_R_Tot_DS_FUA,C11_R_Tot_DS_OD,C11_R_Tot_DS_NS_,C11_R_T_T,C11_OTT_DS_Sep_house,C11_OTT_DS_SemiDRTHT
105051100,3239,607,1048,13,31,4938,1105,416,626,6,9,2162,409,165,1759,41,16,2390,111,498,865,0,4,1478,223,113,418,22,5,781,16,10,6,0,0,32,52,28,69,6,0,155,27,14,48,3,0,92,838,828,3165,72,25,4928,83,17,53,0,5,158,325,153,405,19,25,927,5590,2021,5297,110,95,13113,2713,479,794,14,3,4003,1698,581,1161,12,3,3455,473,292,2058,34,3,2860,187,413,793,0,0,1393,212,78,365,20,0,675,22,5,21,3,0,51,18,38,55,4,0,115,47,22,68,0,0,137,959,848,3360,61,3,5231,27,11,29,0,0,67,326,135,619,8,0,1088,5723,2054,5963,95,9,13844,2592,505,887,10,3,3997,1874,746,1736,9,10,4375,493,280,2169,28,10,2980,171,344,884,0,4,1403,220,69,388,21,5,703,32,20,44,0,3,99,24,36,44,3,0,107,30,10,42,0,0,82,970,759,3571,52,22,5374,29,16
105054800,3477,2243,538,33,36,6327,2305,2121,459,18,24,4927,1015,1606,2388,83,30,5122,41,272,661,0,4,978,569,758,890,99,20,2336,16,28,22,0,0,66,88,108,89,13,4,302,36,33,46,7,0,122,1765,2805,4096,202,58,8926,67,51,25,4,3,150,374,387,517,41,34,1353,7988,7607,5635,298,155,21683,2588,1873,516,25,0,5002,2774,2763,887,29,0,6453,1062,1876,2646,114,0,5698,61,219,607,4,0,891,429,592,438,82,0,1541,23,30,33,0,0,86,30,41,24,13,0,108,46,48,38,3,0,135,1651,2806,3786,216,0,8459,23,31,20,0,0,74,597,603,738,61,3,2002,7633,8076,5947,331,3,21990,2729,1940,565,25,0,5259,2980,2959,1089,38,3,7069,1139,1918,2811,104,8,5980,48,246,621,0,0,915,469,555,460,70,7,1561,21,34,82,0,0,137,23,50,33,9,0,115,32,24,25,3,0,84,1732,2827,4032,186,15,8792,28,26
105055200,4862,2447,1250,95,35,8689,2467,2382,1216,40,22,6127,1040,1730,4575,281,51,7677,80,132,563,0,4,779,631,727,1566,191,28,3143,60,32,127,0,3,222,126,90,164,35,4,419,54,40,104,7,0,205,1991,2751,7099,514,90,12445,120,72,106,9,14,321,617,492,1081,118,48,2356,10057,8144,10752,776,209,29938,4147,1829,984,49,6,7015,3393,2615,1926,51,7,7992,1514,1934,5120,157,8,8733,125,141,555,3,0,824,651,524,904,85,4,2168,121,31,167,3,4,326,48,24,60,12,0,144,71,47,79,4,0,201,2530,2701,6885,264,16,12396,66,26,30,4,0,126,896,719,1555,108,3,3281,11032,7890,11380,476,32,30810,4018,1939,1057,45,9,7068,3468,3112,2639,37,19,9275,1438,2161,5518,170,25,9312,121,167,579,0,0,867,581,624,882,106,10,2203,96,58,172,3,3,332,41,31,67,18,0,157,58,40,64,4,0,166,2335,3081,7282,301,38,13037,55,42
105057201,0,3,959,0,13,975,0,6,462,0,5,473,0,30,1918,3,24,1975,3,136,302,7,5,453,3,11,644,0,6,664,0,8,11,0,0,19,3,13,163,5,0,184,0,3,49,0,3,55,9,201,3087,15,38,3350,0,3,59,0,0,62,3,14,1677,109,44,1847,12,227,6244,124,100,6707,32,31,956,5,11,1035,28,18,874,11,9,940,127,49,2910,9,23,3118,8,201,108,0,0,317,38,7,542,0,9,596,0,3,14,0,0,17,3,3,85,0,0,91,4,11,62,0,0,77,180,274,3721,9,32,4216,0,6,37,0,0,43,187,116,3080,85,57,3525,427,445,8668,110,109,9759,22,22,1392,0,3,1439,36,8,1500,3,3,1550,70,18,4177,0,10,4275,80,134,97,0,12,323,19,4,942,0,4,969,5,8,29,0,0,42,3,0,185,0,3,191,3,7,65,3,3,81,180,171,5495,3,32,5881,4,3
105057204,114,1149,2405,9,69,3746,26,852,2018,6,64,2966,17,934,6320,16,132,7419,0,333,1069,0,13,1415,11,625,2407,18,86,3147,0,15,43,0,0,58,6,78,245,4,8,341,0,33,137,0,3,173,34,2018,10221,38,242,12553,4,46,169,0,3,222,110,644,3602,148,167,4671,288,4709,18415,201,545,24158,117,858,2048,9,4,3036,72,1016,2877,4,7,3976,79,1067,7220,26,0,8392,10,229,926,3,13,1181,35,432,1565,14,5,2051,0,26,52,3,0,81,7,18,97,5,0,127,3,56,118,0,0,177,134,1828,9978,51,18,12009,3,14,75,0,0,92,159,1085,5658,210,51,7163,485,4801,20636,274,80,26276,120,974,2448,9,3,3554,104,1202,3662,6,20,4994,97,1255,8616,49,47,10064,6,270,1004,0,3,1283,25,508,1895,28,15,2471,0,15,72,0,0,87,4,23,99,3,3,132,8,41,102,0,0,151,140,2112,11788,80,68,14188,8,20
105057205,618,1893,609,18,26,3164,203,1822,1098,18,21,3162,119,1498,2432,59,26,4134,80,444,3149,0,44,3717,64,866,718,53,18,1719,16,38,156,0,3,213,27,118,120,10,0,275,5,51,77,3,3,139,311,3015,6652,125,94,10197,12,49,93,0,3,157,82,572,1172,54,72,1952,1226,7351,9624,215,216,18632,672,1253,677,14,4,2620,553,1929,2745,12,5,5244,291,1540,4975,36,3,6845,144,344,2675,28,0,3191,108,593,754,28,10,1493,10,101,119,0,0,230,3,25,78,0,0,106,17,66,108,6,0,197,573,2669,8709,98,13,12062,7,27,85,0,0,119,231,923,2835,105,10,4104,2036,6801,15051,229,32,24149,661,1437,1078,7,3,3186,512,2263,4190,15,13,6993,327,1863,5977,34,34,8235,54,494,2474,6,250,3278,132,684,1090,20,13,1939,15,108,175,0,8,306,15,33,93,0,5,146,8,41,105,0,0,154,551,3223,9914,60,310,14058,12,42
105057206,186,879,861,4,26,1956,93,606,901,6,29,1635,44,738,3264,25,46,4117,48,753,926,0,25,1752,31,444,1162,26,13,1676,3,11,197,0,3,214,16,63,197,7,6,289,0,33,73,0,3,109,142,2042,5819,58,96,8157,9,31,126,3,6,175,31,327,1614,49,62,2083,461,3885,9321,120,219,14006,193,655,933,8,0,1789,147,800,1867,10,0,2824,95,824,4779,47,3,5748,225,523,901,0,0,1649,42,343,820,18,0,1223,12,23,257,0,0,292,9,21,122,4,0,156,12,41,82,3,0,138,395,1775,6961,72,3,9206,32,12,40,0,0,84,124,643,3891,56,0,4714,891,3885,13692,146,3,18617,210,736,1454,7,5,2412,164,921,2633,6,11,3735,157,968,5940,26,21,7112,44,668,897,6,3,1618,66,401,1192,12,7,1678,8,40,322,0,0,370,7,21,174,5,3,210,6,29,71,0,3,109,288,2127,8596,49,37,11097,6,49
105106550,9080,2825,4443,61,143,16552,2638,1766,2430,26,54,6914,945,1148,9120,191,114,11518,157,552,2678,0,13,3400,529,499,2944,133,62,4167,20,10,135,3,9,177,185,236,436,24,38,919,50,43,216,7,21,337,1886,2488,15529,358,257,20518,165,72,188,4,25,454,679,426,2147,55,123,3430,14448,7577,24737,504,602,47868,7646,2068,3546,26,21,13307,4328,2028,3503,16,16,9891,1645,1225,10087,150,11,13118,178,665,2317,3,0,3163,638,418,2273,56,3,3388,29,16,171,0,0,216,120,103,152,11,3,389,109,42,256,6,0,413,2719,2469,15256,226,17,20687,65,54,162,0,0,281,1071,578,3066,66,14,4795,15829,7197,25533,334,68,48961,7243,2228,3725,32,6,13234,4558,2439,4653,14,12,11676,1363,1374,11119,105,22,13983,245,511,2360,0,0,3116,603,463,2539,33,14,3652,56,42,217,0,0,315,80,142,190,8,0,420,70,34,179,3,3,289,2417,2566,16604,149,39,21775,64,56
105108050,3018,2176,3564,22,98,8878,843,1080,1546,21,30,3520,285,718,5680,58,79,6820,0,28,344,0,4,376,229,532,2586,52,36,3435,5,10,83,0,8,106,46,67,275,9,5,402,30,31,144,3,0,208,595,1386,9112,122,132,11347,49,55,160,0,27,291,308,352,2366,43,70,3139,4813,5049,16748,208,357,27175,2468,1479,2648,37,3,6635,1693,1319,2150,26,0,5188,580,723,5769,59,3,7134,9,22,358,0,0,389,331,368,1707,18,3,2427,14,17,81,0,0,112,27,13,96,0,0,136,38,41,153,3,0,235,999,1184,8164,80,6,10433,30,27,87,0,0,144,616,571,3741,57,3,4988,5806,4580,16790,200,12,27388,2329,1590,2588,19,9,6535,1717,1643,2589,16,17,5982,504,853,6911,79,21,8368,12,21,418,0,3,454,264,425,1890,36,5,2620,6,9,93,0,0,108,13,12,106,5,4,140,24,28,154,0,0,206,823,1348,9572,120,33,11896,20,19
105108500,3406,2213,3494,30,188,9331,655,832,1030,13,42,2572,205,772,3176,40,72,4265,0,0,69,0,0,69,244,604,1802,48,60,2758,0,0,34,0,0,34,76,67,190,5,12,350,23,37,90,4,6,160,548,1480,5361,97,150,7636,47,45,200,0,8,300,397,410,1677,31,61,2576,5053,4980,11762,171,449,22415,2742,1589,3014,31,15,7391,1306,1185,1774,21,5,4291,422,933,3696,30,16,5097,4,10,58,3,0,75,240,386,1228,23,7,1884,3,4,54,0,0,61,34,14,37,3,0,88,50,32,106,3,0,191,753,1379,5179,62,23,7396,33,30,132,3,0,198,601,518,2033,44,4,3200,5435,4701,12132,161,47,22476,2640,1724,2935,11,13,7323,1483,1285,2034,7,5,4814,428,1085,4137,19,23,5692,3,8,67,0,0,78,210,370,1237,20,3,1840,5,7,51,0,0,63,30,17,43,7,3,100,39,36,97,0,0,172,715,1523,5632,46,29,7945,20,31
