region_id,C11_C_Sev_day_Adv_0_14,C11_C_Sev_day_Adv_15_24,C11_C_Sev_day_Adv_25_34,C11_C_Sev_day_Adv_35_44,C11_C_Sev_day_Adv_45_54,C11_C_Sev_day_Adv_55_64,C11_C_Sev_day_Adv_65_74,C11_C_Sev_day_Adv_75_84,C11_C_Sev_day_Adv_85ov,C11_C_Sev_day_Adv_Tot,C11_Chr_Unit_Ch_0_14,C11_Chr_Unit_Ch_15_24,C11_Chr_Unit_Ch_25_34,C11_Chr_Unit_Ch_35_44,C11_Chr_Unit_Ch_45_54,C11_Chr_Unit_Ch_55_64,C11_Chr_Unit_Ch_65_74,C11_Chr_Unit_Ch_75_84,C11_Chr_Unit_Ch_85ov,C11_Chr_Unit_Ch_Tot,C11_Chr_Chi_nfd_0_14,C11_Chr_Chi_nfd_15_24,C11_Chr_Chi_nfd_25_34,C11_Chr_Chi_nfd_35_44,C11_Chr_Chi_nfd_45_54,C11_Chr_Chi_nfd_55_64,C11_Chr_Chi_nfd_65_74,C11_Chr_Chi_nfd_75_84,C11_Chr_Chi_nfd_85ov,C11_Chr_Chi_nfd_Tot,C11_Chr_Oth_Chi_0_14,C11_Chr_Oth_Chi_15_24,C11_Chr_Oth_Chi_25_34,C11_Chr_Oth_Chi_35_44,C11_Chr_Oth_Chi_45_54,C11_Chr_Oth_Chi_55_64,C11_Chr_Oth_Chi_65_74,C11_Chr_Oth_Chi_75_84,C11_Chr_Oth_Chi_85ov,C11_Chr_Oth_Chi_Tot,C11_Christ_Tot_0_14,C11_Christ_Tot_15_24,C11_Christ_Tot_25_34,C11_Christ_Tot_35_44,C11_Christ_Tot_45_54,C11_Christ_Tot_55_64,C11_Christ_Tot_65_74,C11_Christ_Tot_75_84,C11_Christ_Tot_85ov,C11_Christ_T_T,C11_Hinduism_0_14,C11_Hinduism_15_24,C11_Hinduism_25_34,C11_Hinduism_35_44,C11_Hinduism_45_54,C11_Hinduism_55_64,C11_Hinduism_65_74,C11_Hinduism_75_84,C11_Hinduism_85ov,C11_Hinduism_Tot,C11_Islam_0_14,C11_Islam_15_24,C11_Islam_25_34,C11_Islam_35_44,C11_Islam_45_54,C11_Islam_55_64,C11_Islam_65_74,C11_Islam_75_84,C11_Islam_85ov,C11_Islam_Tot,C11_Judaism_0_14,C11_Judaism_15_24,C11_Judaism_25_34,C11_Judaism_35_44,C11_Judaism_45_54,C11_Judaism_55_64,C11_Judaism_65_74,C11_Judaism_75_84,C11_Judaism_85ov,C11_Judaism_Tot,C11_OR_AusAborTrad_0_14,C11_OR_AusAborTrad15_24,C11_OR_AusAborTrad25_34,C11_OR_AusAborTrad35_44,C11_OR_AusAborTrad45_54,C11_OR_AusAborTrad55_64,C11_OR_AusAborTrad65_74,C11_OR_AusAborTrad75_84,C11_OR_AusAborTrad85oe,C11_OR_AusAborTrade_Tot,C11_OR_Ot_Re_Gr_0_14,C11_OR_Ot_Re_Gr_15_24,C11_OR_Ot_Re_Gr_25_34,C11_OR_Ot_Re_Gr_35_44,C11_OR_Ot_Re_Gr_45_54,C11_OR_Ot_Re_Gr_55_64,C11_OR_Ot_Re_Gr_65_74,C11_OR_Ot_Re_Gr_75_84,C11_O_R_Ot_Re_Gr_85ov,C11_OR_Ot_Re_Gr_Tot,C11_Oth_Rel_Tot_0_14,C11_Oth_Rel_Tot_15_24,C11_Oth_Rel_Tot_25_34,C11_Oth_Rel_Tot_35_44,C11_Oth_Rel_Tot_45_54,C11_Oth_Rel_Tot_55_64,C11_Oth_Rel_Tot_65_74,C11_Oth_Rel_Tot_75_84,C11_Oth_Rel_Tot_85ov,C11_Other_Rel_T_T,C11_No_religion_0_14,C11_No_religion_15_24,C11_No_religion_25_34,C11_No_religion_35_44,C11_No_religion_45_54,C11_No_religion_55_64,C11_No_religion_65_74,C11_No_religion_75_84,C11_No_religion_85ov,C11_No_religion_Tot,C11_Oth_rel_affi_0_14,C11_Oth_rel_aff_15_24,C11_Oth_rel_aff_25_34,C11_Oth_rel_aff_35_44,C11_Oth_rel_aff_45_54,C11_Oth_rel_aff_55_64,C11_Oth_rel_aff_65_74,C11_Oth_rel_aff_75_84,C11_Oth_rel_affil_85ov,C11_Oth_rel_affil_Tot,C11_Rel_aff_ns_0_14,C11_Rel_aff_ns_15_24,C11_Rel_aff_ns_25_34,C11_Rel_aff_ns_35_44,C11_Rel_aff_ns_45_54,C11_Rel_aff_ns_55_64,C11_Rel_aff_ns_65_74,C11_Rel_aff_ns_75_84,C11_Rel_aff_ns_85ov,C11_Rel_aff_NS_T,C11_OS_vis_0_14,C11_OS_vis_15_24,C11_OS_vis_25_34,C11_OS_vis_35_44,C11_OS_vis_45_54,C11_OS_vis_55_64,C11_OS_vis_65_74,C11_OS_vis_75_84,C11_OS_vis_85ov,C11_OS_vis_Tot,C11_Tot_0_14_yrs,C11_Tot_15_24_yrs,C11_Tot_25_34_yrs,C11_Tot_35_44_yrs,C11_Tot_45_54_yrs,C11_Tot_55_64_yrs,C11_Tot_65_74_yrs,C11_Tot_75_84_yrs,C11_Tot_85o,C11_T_T
105051100,6,6,8,8,4,12,8,0,3,55,116,106,98,100,108,95,75,45,19,762,122,90,130,108,66,40,19,14,3,592,0,4,3,9,4,3,4,0,0,27,4445,2653,3194,3951,3381,2887,2427,1564,551,25053,128,103,248,124,90,61,28,5,0,787,746,497,749,515,350,209,97,17,3,3183,141,58,64,111,77,64,46,32,15,608,0,0,5,0,4,0,0,0,0,9,27,31,45,22,21,23,3,7,0,179,27,31,50,22,25,23,3,7,0,188,861,851,1202,866,639,440,214,121,31,5225,27,41,44,47,26,17,5,0,0,207,525,385,508,451,412,363,233,132,52,3061,36,97,95,45,92,79,35,12,0,491,7084,4898,6474,6337,5313,4329,3153,1926,664,40178
105054800,3,6,19,11,8,5,0,0,0,52,137,90,161,211,165,157,84,57,17,1079,95,45,116,95,66,65,24,6,0,512,3,3,7,5,9,11,3,3,0,44,4375,1729,4480,5501,3577,2875,1885,1239,484,26145,34,23,107,59,30,14,5,4,0,276,69,58,114,76,38,32,17,3,3,410,56,29,40,66,55,64,21,3,5,339,3,3,0,3,0,0,0,0,0,9,14,31,63,73,48,36,18,0,0,283,17,34,63,76,48,36,18,0,0,292,3176,1809,3693,3722,2395,2100,779,250,92,18016,90,113,174,147,95,60,28,6,0,713,742,324,718,826,550,473,284,142,50,4109,39,155,134,62,31,71,31,4,7,534,8709,4361,9760,10784,7020,5887,3120,1663,645,51949
105055200,22,21,28,14,24,13,10,3,0,135,143,116,207,241,171,123,67,36,21,1125,157,129,208,137,111,63,38,10,0,853,8,7,19,21,23,14,0,4,0,96,4933,3223,5724,6275,4805,3753,3178,2215,731,34837,122,245,523,136,52,41,16,4,0,1139,384,301,571,312,179,184,88,25,5,2049,50,25,65,66,48,23,14,4,5,300,3,3,7,8,4,3,0,0,0,28,45,58,157,119,81,61,19,8,3,551,48,61,164,127,85,64,19,8,3,579,3975,3137,6394,5410,3252,1783,518,174,59,24702,108,217,369,241,117,49,10,3,4,1118,1053,841,1607,1318,955,659,318,195,68,7014,41,189,211,82,57,79,36,9,3,707,11161,8720,16409,14682,10236,7122,4361,2733,902,76326
105057201,0,4,7,3,3,3,5,0,0,25,25,99,151,118,134,125,57,24,8,741,30,181,238,58,59,39,16,3,0,624,0,0,5,4,0,4,3,0,0,16,457,1606,2922,1704,1613,1314,666,282,77,10641,26,70,314,53,23,15,5,0,0,506,29,148,199,43,22,11,0,3,0,455,0,10,26,15,25,27,16,4,12,135,0,0,0,0,3,3,0,0,0,6,12,17,52,31,20,15,0,0,0,147,12,17,52,31,23,18,0,0,0,153,367,1951,2487,1135,916,677,235,73,19,7860,4,46,85,45,24,12,5,0,0,221,378,1479,2501,1361,1270,967,378,128,47,8509,517,1870,2020,1453,1513,1031,351,52,10,8817,1891,8158,12695,6316,5600,4192,1700,571,168,41291
105057204,3,5,10,7,4,4,5,0,0,38,20,68,184,146,116,102,58,36,8,738,23,76,164,87,73,41,24,6,3,497,3,8,14,15,4,3,7,3,0,57,977,1781,5702,3677,2563,2089,1386,821,390,19386,21,85,260,70,26,22,10,3,0,497,32,78,274,86,49,34,16,3,0,572,55,63,217,100,82,134,73,60,42,826,0,0,0,0,3,0,0,0,0,3,5,29,96,64,27,23,12,3,0,259,5,29,96,64,30,23,12,3,0,262,886,1937,6010,3545,2061,1368,630,224,74,16735,20,102,232,146,84,44,16,5,6,655,516,977,2651,1649,1135,831,447,279,209,8694,106,777,909,332,294,198,78,29,7,2730,2684,6026,17178,10089,6568,4888,2749,1471,741,52394
105057205,5,7,12,10,9,7,0,5,0,55,54,86,256,138,149,99,52,20,5,859,43,126,208,93,76,49,29,5,5,634,3,7,16,16,16,10,3,4,0,75,2196,2667,6237,4297,2878,2203,1523,887,234,23122,41,85,214,80,35,28,11,0,3,497,197,289,395,154,111,75,45,20,0,1286,74,69,164,106,95,136,148,139,49,980,5,8,6,4,0,5,0,0,0,28,8,28,110,86,45,28,17,4,0,326,13,36,116,90,45,33,17,4,0,354,1735,3222,6382,3883,2138,1263,499,239,39,19400,61,155,305,197,81,37,17,5,0,858,711,1250,2018,1172,874,578,387,230,74,7294,36,510,333,112,91,110,37,3,6,1238,5185,8689,16927,10519,6660,4675,2779,1592,421,57447
105057206,0,7,9,12,11,0,0,5,0,44,33,131,197,132,99,88,54,18,9,761,48,121,181,83,60,32,19,6,0,550,3,5,16,7,4,4,4,5,4,52,1214,2839,4516,2518,1805,1652,944,500,142,16130,34,123,409,67,21,22,6,3,0,685,76,177,302,106,42,32,15,5,0,755,12,29,58,19,24,19,21,10,0,192,3,4,4,0,3,0,0,0,0,14,20,41,119,65,51,28,18,7,0,349,23,45,123,65,54,28,18,7,0,363,1212,3307,4752,2445,1422,1131,491,175,34,14969,30,135,248,112,47,42,8,0,0,622,579,1502,2061,1029,706,582,299,126,35,6919,87,817,686,219,175,173,60,16,3,2236,3429,9496,14176,7006,4544,3908,1960,888,236,45643
105106550,6,11,14,11,20,16,5,4,0,87,176,272,316,313,221,233,125,73,50,1779,181,322,304,221,192,125,63,29,13,1450,4,15,15,16,14,7,5,3,0,79,11226,8835,11707,10908,9288,7617,5804,4424,2001,71810,105,259,342,139,102,67,37,15,3,1069,380,588,621,291,210,128,51,15,3,2287,1219,467,503,937,656,617,420,262,291,5372,4,3,3,4,6,0,0,0,0,20,39,89,130,75,74,46,25,7,3,488,43,92,133,79,80,46,25,7,3,508,4228,6430,6743,4623,3145,2120,892,445,171,28797,109,229,270,202,116,68,23,7,13,1037,1800,2396,2834,2109,1648,1223,796,569,238,13613,148,1297,489,195,162,187,86,20,3,2587,19618,21667,24630,20081,15960,12583,8339,5887,2754,131519
105108050,0,0,6,6,3,7,5,3,0,30,84,56,146,135,81,90,71,44,21,728,52,70,135,90,57,46,18,18,3,489,0,3,10,5,3,10,3,3,0,37,3582,2311,6226,4572,2979,2327,1729,1324,637,25687,22,24,74,41,21,19,6,4,0,211,41,51,106,46,41,26,14,5,0,330,2267,1139,1274,1509,1326,1315,899,593,416,10738,0,0,3,3,3,0,0,0,0,9,20,16,88,45,34,15,9,4,3,234,20,16,91,48,37,15,9,4,3,243,2447,1510,4402,3167,1704,1098,504,245,93,15170,72,111,254,197,63,37,13,3,3,753,1157,933,2349,1471,894,676,500,299,204,8483,105,567,477,104,85,104,42,18,8,1510,9801,6735,15527,11443,7340,5746,3755,2510,1370,64227
105108500,0,9,4,4,3,4,0,0,0,24,78,52,141,104,96,95,94,37,23,720,48,49,69,54,50,47,23,10,0,350,5,0,3,5,13,3,3,3,3,38,3831,2471,4189,3637,3175,2731,2212,1362,786,24394,37,22,82,39,27,17,31,11,0,266,39,28,69,39,31,14,11,0,0,231,1213,780,737,734,914,1260,754,521,382,7295,0,0,0,0,0,0,0,0,0,0,11,25,27,29,30,20,8,4,3,157,11,25,27,29,30,20,8,4,3,157,1734,1385,2561,2000,1389,1082,700,281,114,11246,23,94,109,91,51,35,10,6,0,419,1124,713,1354,1054,833,746,575,321,239,6959,80,205,174,85,58,85,47,14,5,753,8144,5803,9425,7848,6639,6099,4398,2537,1533,52426
