region_id,C11_OTT_DS_FUA,C11_OTT_DS_OD,C11_OTT_DS_NS_,C11_OTT_Tot,C11_TT_NS_DS_Sep_house,C11_TT_NS_DS_SemiDRTHT,C11_TT_NS_DS_FUA,C11_TT_NS_DS_OD,C11_TT_NS_DS_NS_,C11_TT_NS_T,C11_Tot_DS_Sep_house,C11_Tot_DS_SemiDRTHT,C11_Tot_DS_FUA,C11_Tot_DS_OD,C11_Tot_DS_NS_,C11_T_T
105051100,39,0,0,84,320,128,599,8,0,1055,5785,2154,6832,79,35,14885
105054800,36,0,0,90,335,452,593,46,3,1429,7804,8204,6315,295,21,22639
105055200,36,3,3,139,636,608,1275,61,0,2580,10512,8782,12289,447,69,32099
105057201,48,0,3,58,45,66,1996,201,0,2308,287,270,10431,207,41,11236
105057204,101,0,0,129,38,650,2969,231,8,3896,410,4958,20968,326,99,26761
105057205,75,0,13,142,171,607,2194,42,57,3071,1907,7572,17451,124,396,27450
105057206,69,0,0,124,43,389,1829,71,6,2338,711,4222,14581,133,59,19706
105106550,175,4,3,302,871,493,2905,30,5,4304,15153,7782,28062,229,65,51291
105108050,101,0,0,140,385,427,2622,36,4,3474,5274,5027,17472,191,63,28027
105108500,138,0,0,189,459,501,1680,14,4,2658,5317,5064,12419,78,51,22929
105154150,37,0,0,179,665,185,504,16,0,1370,16618,3476,8146,154,12,28406
105154450,63,0,3,131,439,91,444,7,0,981,11141,1677,7098,81,20,20017
105156650,71,3,0,193,1027,249,1349,80,6,2711,17621,4573,13760,345,60,36359
105157151,176,0,0,306,799,289,1038,28,0,2154,22154,5325,12166,209,15,39869
105157152,82,0,0,236,743,196,403,31,0,1373,29188,3571,4993,165,7,37924
105200351,33,3,3,138,654,203,707,4,3,1571,9960,3081,5973,44,45,19103
105200353,19,3,0,154,1033,239,165,23,7,1467,16312,3293,1403,125,48,21181
105200355,36,0,0,116,635,186,137,17,0,975,14648,3391,1233,117,4,19393
105201550,117,0,0,304,1462,429,1957,63,5,3916,24898,4981,18128,300,154,48461
105252851,40,0,3,247,1621,394,647,12,0,2674,24343,5937,6933,156,27,37396
105252854,6,0,0,127,868,86,16,3,4,977,18209,1865,142,20,30,20266
105254901,30,3,3,177,1574,466,1174,13,6,3233,23791,4243,7600,41,45,35720
105254904,0,0,0,125,912,124,14,0,0,1050,18174,2420,91,60,6,20751
105301450,14,4,0,159,628,70,35,18,0,751,16839,1057,307,180,28,18411
105301501,10,0,3,131,891,358,58,6,0,1313,19349,4834,478,126,6,24793
105301504,106,3,0,227,1068,229,144,5,3,1449,19929,2858,1458,32,16,24293
105308400,9,3,0,113,629,22,25,30,0,706,13569,431,237,132,3,14372
105350150,81,0,0,123,351,144,642,18,3,1158,6087,1955,8004,109,31,16186
105351300,29,0,0,72,286,75,363,22,3,749,5794,1239,4111,82,14,11240
105351521,22,0,0,66,318,83,722,24,6,1153,6533,1389,6525,91,51,14589
105351524,36,0,0,84,304,121,548,13,0,986,6595,2139,6325,77,12,15148
