region_id,C01_0_74_CF_NC,C01_0_74_CF_Cu15DS_,C01_0_74_CF_CU15_NDS,C01_0_74_CF_NCU15_DS,C01_0_74_CF_NDCO,C01_0_74_CF_T,C01_75_99_CF_NC,C01_75_99_CF_Cu15DS_,C01_75_99_CF_CU15_NDS,C01_75_99_CF_NCU15_DS,C01_75_99_CF_NDCO,C01_75_99_CF_T,C01_100_149_CF_NC,C01_100_149_CF_Cu15DS_,C01_100_149_CF_CU15_NDS,C01_100_149_CF_NCU15_DS,C01_100_149_CF_NDCO,C01_100_149_Co_fam_To,C01_150_199_CF_NC,C01_150_199_CF_Cu15DS_,C01_150_199_CF_CU15_NDS,C01_150_199_CF_NCU15_DS,C01_150_199_CF_NDCO,C01_150_199_CF_T,C01_200_224_CF_NC,C01_200_224_CF_Cu15DS_,C01_200_224_CF_CU15_NDS,C01_200_224_CF_NCU15_DS,C01_200_224_CF_NDCO,C01_200_224_CF_T,C01_225_274_CF_NC,C01_225_274_CF_Cu15DS_,C01_225_274_CF_CU15_NDS,C01_225_274_CF_NCU15_DS,C01_225_274_CF_NDCO,C01_225_274_CF_T,C01_275_349_CF_NC,C01_275_349_CF_Cu15DS_,C01_275_349_CF_CU15_NDS,C01_275_349_CF_NCU15_DS,C01_275_349_CF_NDCO,C01_275_349_CF_T,C01_350_449_CF_NC,C01_350_449_CF_Cu15DS_,C01_350_449_CF_CU15_NDS,C01_350_449_CF_NCU15_DS,C01_350_449_CF_NDCO,C01_350_449_CF_T,C01_450_549_CF_NC,C01_450_549_CF_Cu15DS_,C01_450_549_CF_CU15_NDS,C01_450_549_CF_NCU15_DS,C01_450_549_CF_NDCO,C01_450_549_CF_T,C01_550_649_CF_NC,C01_550_649_CF_Cu15DS_,C01_550_649_CF_CU15_NDS,C01_550_649_CF_NCU15_DS,C01_550_649_CF_NDCO,C01_550_649_CF_T,C01_650over_CF_NC,C01_650ov_CF_Cu15DS_,C01_650ov_CF_CU15_NDS,C01_650ov_CF_NCU15_DS,C01_650ov_CF_NDCO,C01_650ov_CF_T,C01_Rns_CF_NC,C01_Rns_CF_Cu15DS_,C01_Rns_CF_CU15_NDS,C01_Rns_CF_NCU15_DS,C01_Rns_CF_NDCO,C01_Rns_CF_T,C01_Tot_CF_NC,C01_Tot_CF_Cu15DS_,C01_Tot_CF_CU15_NDS,C01_Tot_CF_NCU15_DS,C01_Tot_CF_NDCO,C01_Tota_Coup_fam_Tota,C06_0_74_CF_NC,C06_0_74_CF_Cu15DS_,C06_0_74_CF_CU15_NDS,C06_0_74_CF_NCU15_DS,C06_0_74_CF_NDCO,C06_0_74_Coup_fam_Tot,C06_75_99_CF_NC,C06_75_99_CF_Cu15DS_,C06_75_99_CF_CU15_NDS,C06_75_99_CF_NCU15_DS,C06_75_99_CF_NDCO,C06_75_99_CF_T,C06_100_149_CF_NC,C06_100_149_CF_Cu15DS_,C06_100_149_CF_CU15_NDS,C06_100_149_CF_NCU15_DS,C06_100_149_CF_NDCO,C06_100_149_Co_fam_To,C06_150_199_CF_NC,C06_150_199_CF_Cu15DS_,C06_150_199_CF_CU15_NDS,C06_150_199_CF_NCU15_DS,C06_150_199_CF_NDCO,C06_150_199_CF_T,C06_200_224_CF_NC,C06_200_224_CF_Cu15DS_,C06_200_224_CF_CU15_NDS,C06_200_224_CF_NCU15_DS,C06_200_224_CF_NDCO,C06_200_224_CF_T,C06_225_274_CF_NC,C06_225_274_CF_Cu15DS_,C06_225_274_CF_CU15_NDS,C06_225_274_CF_NCU15_DS,C06_225_274_CF_NDCO,C06_225_274_CF_T,C06_275_349_CF_NC,C06_275_349_CF_Cu15DS_,C06_275_349_CF_CU15_NDS,C06_275_349_CF_NCU15_DS,C06_275_349_CF_NDCO,C06_275_349_CF_T,C06_350_449_CF_NC,C06_350_449_CF_Cu15DS_,C06_350_449_CF_CU15_NDS,C06_350_449_CF_NCU15_DS,C06_350_449_CF_NDCO,C06_350_449_CF_T,C06_450_549_CF_NC,C06_450_549_CF_Cu15DS_,C06_450_549_CF_CU15_NDS,C06_450_549_CF_NCU15_DS,C06_450_549_CF_NDCO,C06_450_549_CF_T,C06_550_649_CF_NC,C06_550_649_CF_Cu15DS_,C06_550_649_CF_CU15_NDS,C06_550_649_CF_NCU15_DS,C06_550_649_CF_NDCO,C06_550_649_CF_T,C06_650over_CF_NC,C06_650ov_CF_Cu15DS_,C06_650ov_CF_CU15_NDS,C06_650ov_CF_NCU15_DS,C06_650ov_CF_NDCO,C06_650ov_CF_T,C06_Rns_CF_NC,C06_Rns_CF_Cu15DS_,C06_Rns_CF_CU15_NDS,C06_Rns_CF_NCU15_DS,C06_Rns_CF_NDCO,C06_Rns_CF_T,C06_Tot_CF_NC,C06_Tot_CF_Cu15DS_,C06_Tot_CF_CU15_NDS,C06_Tot_CF_NCU15_DS,C06_Tot_CF_NDCO,C06_Tot_CF_T,C11_0_74_CF_NC,C11_0_74_CF_Cu15DS_,C11_0_74_CF_CU15_NDS,C11_0_74_CF_NCU15_DS,C11_0_74_CF_NDCO,C11_0_74_CF_T,C11_75_99_CF_NC,C11_75_99_CF_Cu15DS_,C11_75_99_CF_CU15_NDS,C11_75_99_CF_NCU15_DS,C11_75_99_CF_NDCO,C11_75_99_CF_T,C11_100_149_CF_NC,C11_100_149_CF_Cu15DS_,C11_100_149_CF_CU15_NDS,C11_100_149_CF_NCU15_DS,C11_100_149_CF_NDCO,C11_100_149_CF_T,C11_150_199_CF_NC,C11_150_199_CF_Cu15DS_,C11_150_199_CF_CU15_NDS,C11_150_199_CF_NCU15_DS,C11_150_199_CF_NDCO,C11_150_199_CF_T,C11_200_224_CF_NC,C11_200_224_CF_Cu15DS_,C11_200_224_CF_CU15_NDS,C11_200_224_CF_NCU15_DS,C11_200_224_CF_NDCO,C11_200_224_CF_T,C11_225_274_CF_NC,C11_225_274_CF_Cu15DS_,C11_225_274_CF_CU15_NDS,C11_225_274_CF_NCU15_DS,C11_225_274_CF_NDCO,C11_225_274_CF_T,C11_275_349_CF_NC,C11_275_349_CF_Cu15DS_,C11_275_349_CF_CU15_NDS,C11_275_349_CF_NCU15_DS,C11_275_349_CF_NDCO,C11_275_349_CF_T,C11_350_449_CF_NC,C11_350_449_CF_Cu15DS_
105051100,118,3,28,6,7,162,30,3,20,7,7,67,40,8,27,4,12,91,138,13,119,17,22,309,177,29,304,19,37,566,112,19,197,24,41,393,111,20,122,23,43,319,55,10,76,11,20,172,12,4,20,3,3,42,0,3,5,3,0,11,6,5,3,0,0,14,29,7,25,6,11,78,828,124,946,123,203,2224,42,3,22,6,10,83,25,0,0,0,0,25,112,8,26,6,8,160,90,4,51,8,18,171,175,14,167,10,14,380,182,31,225,41,40,519,124,18,135,15,30,322,146,28,168,24,46,412,36,9,44,6,10,105,7,0,14,0,0,21,5,3,4,5,3,20,28,4,18,3,8,61,972,122,874,124,187,2279,23,6,25,6,7,67,3,0,3,0,3,9,99,0,7,0,9,115,40,10,15,4,8,77,18,0,13,3,0,34,65,9,45,8,14,141,186,23,196,17,22,444,243,33
105054800,69,4,41,6,11,131,29,0,11,4,3,47,40,4,18,4,5,71,103,0,43,3,5,154,108,0,28,4,7,147,196,0,48,3,7,254,539,8,116,7,10,680,688,9,149,9,12,867,259,5,79,3,5,351,98,5,36,3,3,145,108,3,71,3,3,188,38,0,15,0,0,53,2275,38,655,49,71,3088,38,4,26,4,7,79,10,0,3,0,3,16,45,0,12,0,5,62,54,7,17,0,8,86,60,4,10,3,0,77,123,4,39,0,3,169,401,8,83,3,12,507,748,10,239,5,20,1022,425,3,165,10,13,616,136,3,90,9,7,245,126,8,139,9,3,285,35,0,18,6,0,59,2201,51,841,49,81,3223,26,3,29,3,3,64,7,3,3,0,0,13,34,0,3,3,3,43,15,0,6,0,8,29,25,3,11,3,3,45,46,0,12,3,3,64,145,3,42,3,3,196,327,0
105055200,91,12,70,14,15,202,30,3,18,0,0,51,137,8,68,8,13,234,469,38,348,48,46,949,305,27,196,31,38,597,464,21,185,31,27,728,666,21,212,30,33,962,278,9,109,13,14,423,45,0,29,3,5,82,14,3,13,3,3,36,26,3,11,5,3,48,46,5,39,8,10,108,2571,150,1298,194,207,4420,60,6,41,3,8,118,10,3,6,0,3,22,78,10,29,12,11,140,248,9,97,17,29,400,266,17,147,23,19,472,476,20,180,32,21,729,720,14,265,24,34,1057,640,15,259,21,16,951,149,8,70,11,5,243,45,7,29,0,3,84,24,4,18,4,10,60,40,3,20,4,7,74,2756,116,1161,151,166,4350,64,3,41,3,10,121,13,0,0,0,0,13,35,3,7,4,8,57,55,0,17,4,5,81,57,5,30,9,8,109,171,13,65,0,14,263,520,19,215,17,24,795,967,26
105057201,32,3,9,3,0,47,5,0,5,0,3,13,12,4,8,0,3,27,7,4,0,3,3,17,9,0,3,0,3,15,35,3,0,0,0,38,100,0,7,0,4,111,166,0,24,4,6,200,128,3,20,8,4,163,74,0,13,3,6,96,104,0,23,8,7,142,18,0,4,0,3,25,690,17,116,29,42,894,26,0,9,0,0,35,7,0,0,0,0,7,16,0,3,6,0,25,10,0,3,0,0,13,5,0,3,0,3,11,16,0,0,0,0,16,91,0,7,0,3,101,269,0,23,5,7,304,216,0,24,8,0,248,129,0,32,8,0,169,172,7,34,12,11,236,31,0,5,4,3,43,988,7,143,43,27,1208,30,0,21,0,3,54,3,0,0,0,0,3,22,0,0,0,0,22,16,3,3,3,3,28,5,0,3,3,0,11,15,0,3,0,0,18,23,0,7,0,3,33,128,0
105057204,122,0,24,6,3,155,19,3,14,4,5,45,46,4,17,0,3,70,189,3,23,3,6,224,170,0,20,0,3,193,357,4,33,3,5,402,732,3,46,5,5,791,643,0,52,6,9,710,225,0,26,8,3,262,99,0,14,0,3,116,144,5,33,5,5,192,44,0,10,3,3,60,2790,22,312,43,53,3220,41,0,9,0,3,53,14,0,0,0,0,14,85,0,9,3,3,100,111,5,13,3,6,138,108,0,8,0,0,116,250,0,21,0,0,271,599,3,34,5,3,644,767,3,54,3,5,832,435,3,40,3,5,486,169,3,35,0,3,210,225,3,54,11,9,302,29,0,7,5,3,44,2833,20,284,33,40,3210,42,3,12,4,0,61,7,0,3,0,0,10,68,0,7,3,3,81,31,0,3,3,3,40,30,3,8,0,0,41,114,0,16,0,4,134,329,0,30,9,0,368,749,3
105057205,315,5,45,16,24,405,94,9,30,7,12,152,81,8,26,15,15,145,95,11,45,4,4,159,63,0,33,0,5,101,233,3,62,5,14,317,633,4,91,16,15,759,432,7,90,9,14,552,102,3,27,6,3,141,35,0,5,3,0,43,35,0,6,0,0,41,60,0,20,3,6,89,2178,50,480,84,112,2904,87,3,22,8,3,123,53,0,8,3,7,71,247,6,30,19,15,317,58,3,19,6,7,93,45,3,21,3,6,78,184,3,64,5,11,267,802,3,92,9,10,916,985,3,243,21,22,1274,298,3,68,12,3,384,79,3,24,3,3,112,40,0,22,7,3,72,55,0,8,0,4,67,2933,30,621,96,94,3774,59,5,22,4,5,95,35,0,11,0,0,46,196,0,10,5,14,225,60,3,13,13,6,95,27,0,10,3,0,40,73,0,16,3,3,95,188,3,57,4,9,261,669,4
105057206,130,5,32,8,10,185,33,9,16,12,6,76,38,11,18,4,12,83,60,10,31,4,13,118,79,3,15,3,3,103,186,4,31,3,6,230,545,6,50,7,12,620,499,0,75,7,11,592,175,0,25,6,6,212,55,0,18,0,5,78,56,3,17,7,0,83,37,5,12,6,8,68,1893,56,340,67,92,2448,43,6,27,0,4,80,29,0,3,0,3,35,101,4,17,6,14,142,58,4,14,7,6,89,54,0,10,8,0,72,155,5,17,6,3,186,537,4,78,6,6,631,794,6,115,12,14,941,324,0,54,6,11,395,117,4,41,8,11,181,132,6,42,4,11,195,37,0,12,6,0,55,2381,39,430,69,83,3002,61,0,18,4,4,87,10,0,0,0,0,10,78,0,13,4,7,102,30,3,5,3,9,50,28,3,11,0,3,45,78,0,10,0,7,95,181,4,36,4,3,228,503,0
105106550,305,21,106,10,31,473,97,6,40,11,4,158,158,16,106,10,19,309,153,11,85,12,12,273,216,13,91,15,19,354,813,25,336,47,72,1293,1374,65,528,68,85,2120,648,44,341,59,56,1148,193,25,172,21,27,438,56,5,99,20,7,187,63,12,110,17,7,209,102,6,49,14,19,190,4178,249,2063,304,358,7152,118,6,78,15,6,223,52,0,7,0,3,62,239,8,53,12,22,334,135,18,89,11,14,267,112,5,41,4,10,172,476,17,185,24,23,725,1518,46,535,56,84,2239,1221,54,547,51,87,1960,383,38,333,29,33,816,122,16,166,22,9,335,104,32,241,32,11,420,79,10,28,6,8,131,4559,250,2303,262,310,7684,114,10,97,13,7,241,11,0,8,4,3,26,174,0,28,7,12,221,83,4,22,13,7,129,74,8,48,0,3,133,119,9,61,9,16,214,296,12,129,15,20,472,1257,26
105108050,101,8,58,8,7,182,14,0,0,0,3,17,37,3,9,0,0,49,76,5,14,4,3,102,117,3,23,3,3,149,406,8,96,10,20,540,815,16,245,32,29,1137,671,10,191,29,25,926,256,12,77,20,6,371,101,6,61,11,7,186,97,25,91,20,11,244,50,3,19,4,0,76,2741,99,884,141,114,3979,69,8,41,5,8,131,10,0,0,0,0,10,37,3,3,0,0,43,38,0,12,4,0,54,57,0,5,3,0,65,177,5,39,5,7,233,570,4,155,22,16,767,824,11,231,23,32,1121,389,3,158,10,14,574,185,5,108,12,8,318,177,27,226,35,17,482,34,3,23,5,6,71,2567,69,1001,124,108,3869,52,5,34,10,6,107,5,0,0,0,0,5,26,0,4,0,3,33,18,0,6,4,0,28,19,0,7,0,0,26,46,0,11,5,4,66,162,0,40,3,9,214,568,3
105108500,79,11,38,8,11,147,11,0,0,0,0,11,21,0,7,0,0,28,48,0,9,0,0,57,54,0,6,0,0,60,122,3,39,0,4,168,455,7,96,10,16,584,490,3,96,8,16,613,202,5,62,9,9,287,123,0,69,10,12,214,244,46,296,50,23,659,32,3,15,3,7,60,1881,78,733,98,98,2888,72,4,45,6,3,130,8,0,0,0,0,8,12,0,5,0,0,17,22,0,3,5,5,35,35,0,5,0,0,40,73,3,14,0,3,93,286,4,48,8,6,352,441,11,136,11,21,620,331,3,101,3,6,444,162,7,80,10,9,268,311,64,414,70,32,891,38,3,28,4,7,80,1791,99,879,117,92,2978,59,7,44,5,4,119,0,0,0,0,0,0,9,0,6,0,0,15,6,0,5,0,0,11,12,0,4,0,0,16,32,0,9,3,0,44,77,0,14,0,3,94,301,3
