region_id,Pers_age_15andOver_C01_M,Pers_age_15over_C01_F,Pers_age_15over_C01_P,Pers_age_15over_C06_M,Pers_age_15over_C06_F,Pers_age_15over_C06_P,Pers_age_15over_C11_M,Pers_age_15over_C11_F,Pers_age_15over_C11_P,Lfs_Em_FT_C01_M,Lfs_Em_FT_C01_F,Lfs_Em_FT_C01_P,Lfs_Em_FT_C06_M,Lfs_Em_FT_C06_F,Lfs_Em_FT_C06_P,Lfs_Em_FT_C11_M,Lfs_Em_FT_C11_F,Lfs_Em_FT_C11_P,Lfs_Emp_wor_pt_C01_M,Lfs_Emp_wor_pt_C01_F,Lfs_Emp_wor_pt_C01_P,Lfs_Emp_wor_pt_C06_M,Lfs_Emp_wor_pt_C06_F,Lfs_Emp_wor_pt_C06_P,Lfs_Emp_wor_pt_C11_M,Lfs_Emp_wor_pt_C11_F,Lfs_Emp_wor_pt_C11_P,Lfs_Em_AFWr_C01_M,Lfs_Em_AFWr_C01_F,Lfs_Em_AFWr_C01_P,Lfs_Em_AFWr_C06_M,Lfs_Em_AFWr_C06_F,Lfs_Em_AFWr_C06_P,Lfs_Em_AFWr_C11_M,Lfs_Em_AFWr_C11_F,Lfs_Em_AFWr_C11_P,Lfs_Unem_loo_f_wor_C01_M,Lfs_Unem_loo_f_wor_C01_F,Lfs_Unem_loo_f_wor_C01_P,Lfs_Unem_loo_f_wor_C06_M,Lfs_Unem_loo_f_wor_C06_F,Lfs_Unem_loo_f_wor_C06_P,Lfs_Unem_loo_f_wor_C11_M,Lfs_Unem_loo_f_wor_C11_F,Lfs_Unem_loo_f_wor_C11_P,Lfs_Tot_lab_for_C01_M,Lfs_Tot_lab_for_C01_F,Lfs_Tot_lab_for_C01_P,Lfs_Tot_lab_for_C06_M,Lfs_Tot_lab_for_C06_F,Lfs_Tot_lab_for_C06_P,Lfs_Tot_lab_for_C11_M,Lfs_Tot_lab_for_C11_F,Lfs_Tot_lab_for_C11_P,N_the_labo_forc_C01_M,N_the_labo_forc_C01_F,N_the_labo_forc_C01_P,N_the_labo_forc_C06_M,N_the_labo_forc_C06_F,N_the_labo_forc_C06_P,N_the_labo_forc_C11_M,N_the_labo_forc_C11_F,N_the_labo_forc_C11_P,Percnt_Unemploy_C01_M,Percnt_Unemploy_C01_F,Percnt_Unemploy_C01_P,Percnt_Unemploy_C06_M,Percnt_Unemploy_C06_F,Percnt_Unemploy_C06_P,Percnt_Unemploy_C11_M,Percnt_Unemploy_C11_F,Percnt_Unemploy_C11_P,Prcnt_LForc_prt_C01_M,Prcnt_LForc_prt_C01_F,Prcnt_LForc_prt_C01_P,Prcnt_LForc_prt_C06_M,Prcnt_LForc_prt_C06_F,Prcnt_LForc_prt_C06_P,Prcnt_LForc_prt_C11_M,Prcnt_LForc_prt_C11_F,Prcnt_LForc_prt_C11_P,Pcnt_Emp_to_pop_C01_M,Pcnt_Emp_to_pop_C01_F,Pcnt_Emp_to_pop_C01_P,Pcnt_Emp_to_pop_C06_M,Pcnt_Emp_to_pop_C06_F,Pcnt_Emp_to_pop_C06_P,Pcnt_Emp_to_pop_C11_M,Pcnt_Emp_to_pop_C11_F,Pcnt_Emp_to_pop_C11_P,No_sc_qu_Po_De_C01_M,No_sc_qu_Po_De_C01_F,No_sc_qu_Po_De_C01_P,No_sc_qu_Po_De_C06_M,No_sc_qu_Po_De_C06_F,No_sc_qu_Po_De_C06_P,No_sc_qu_Po_De_C11_M,No_sc_qu_Po_De_C11_F,No_sc_qu_Po_De_C11_P,N_s_q_Gr_D_G_Ce_C01_M,N_s_q_Gr_D_G_Ce_C01_F,N_s_q_Gr_D_G_Ce_C01_P,N_s_q_Gr_D_G_Ce_C06_M,N_s_q_Gr_D_G_Ce_C06_F,N_s_q_Gr_D_G_Ce_C06_P,N_s_q_Gr_D_G_Ce_C11_M,N_s_q_Gr_D_G_Ce_C11_F,N_s_q_Gr_D_G_Ce_C11_P,N_s_q_Bach_Deg_C01_M,N_s_q_Bach_Deg_C01_F,N_s_q_Bach_Deg_C01_P,N_s_q_Bach_Deg_C06_M,N_s_q_Bach_Deg_C06_F,N_s_q_Bach_Deg_C06_P,N_s_q_Bach_Deg_C11_M,N_s_q_Bach_Deg_C11_F,N_s_q_Bach_Deg_C11_P,N_s_q_AdD_DL_2001_Cens_M,N_s_q_AdD_DL_2001_Cens_F,N_s_q_AdD_DL_2001_Cens_P,N_s_q_AdD_DL_2006_Cens_M,N_s_q_AdD_DL_2006_Cens_F,N_s_q_AdD_DL_2006_Cens_P,N_s_q_AdD_DL_2011_Cens_M,N_s_q_AdD_DL_2011_Cens_F,N_s_q_AdD_DL_2011_Cens_P,N_s_q_Cert_Leve_C01_M,N_s_q_Cert_Leve_C01_F,N_s_q_Cert_Leve_C01_P,N_s_q_Cert_Leve_C06_M,N_s_q_Cert_Leve_C06_F,N_s_q_Cert_Leve_C06_P,N_s_q_Cert_Leve_C11_M,N_s_q_Cert_Leve_C11_F,N_s_q_Cert_Leve_C11_P,Mig_Liv_SA_1yr_ag_01_Cen_M,Mig_Liv_SA_1yr_ag_01_Cen_F,Mig_Liv_SA_1yr_ag_01_Cen_P,Mig_Liv_SA_1yr_ag_06_Cen_M,Mig_Liv_SA_1yr_ag_06_Cen_F,Mig_Liv_SA_1yr_ag_06_Cen_P,Mig_Liv_SA_1yr_ag_11_Cen_M,Mig_Liv_SA_1yr_ag_11_Cen_F,Mig_Liv_SA_1yr_ag_11_Cen_P,Mig_Liv_DA_1yr_ag_01_Cen_M,Mig_Liv_DA_1yr_ag_01_Cen_F,Mig_Liv_DA_1yr_ag_01_Cen_P,Mig_Liv_DA_1yr_ag_06_Cen_M,Mig_Liv_DA_1yr_ag_06_Cen_F,Mig_Liv_DA_1yr_ag_06_Cen_P,Mig_Liv_DA_1yr_ag_11_Cen_M,Mig_Liv_DA_1yr_ag_11_Cen_F,Mig_Liv_DA_1yr_ag_11_Cen_P,Mi_Liv_SA_5yrs_ag_2001_Ce_M,Mi_Liv_SA_5yrs_ag_2001_Ce_F,Mi_Liv_SA_5yrs_ag_2001_Ce_P,Mi_Liv_SA_5yrs_ag_2006_Ce_M,Mi_Liv_SA_5yrs_ag_2006_Ce_F,Mi_Liv_SA_5yrs_ag_2006_Ce_P,Mi_Liv_SA_5yrs_ag_2011_Ce_M,Mi_Liv_SA_5yrs_ag_2011_Ce_F,Mi_Liv_SA_5yrs_ag_2011_Ce_P,Mi_Liv_DA_5yrs_ag_2001_Ce_M,Mi_Liv_DA_5yrs_ag_2001_Ce_F,Mi_Liv_DA_5yrs_ag_2001_Ce_P,Mi_Liv_DA_5yrs_ag_2006_Ce_M,Mi_Liv_DA_5yrs_ag_2006_Ce_F,Mi_Liv_DA_5yrs_ag_2006_Ce_P,Mi_Liv_DA_5yrs_ag_2011_Ce_M,Mi_Liv_DA_5yrs_ag_2011_Ce_F,Mi_Liv_DA_5yrs_ag_2011_Ce_P
105154150,27249,29791,57040,28430,31291,59721,30737,33584,64321,13347,8148,21495,13532,8430,21962,14473,9109,23582,2670,5329,7999,3241,6019,9260,3778,6792,10570,1066,971,2037,1014,1008,2022,1045,1060,2105,1051,789,1840,1085,910,1995,1202,1150,2352,18134,15237,33371,18872,16367,35239,20498,18111,38609,7927,13065,20992,7886,13212,21098,9000,14156,23156,5.8,5.2,5.5,5.7,5.6,5.7,5.9,6.3,6.1,66.5,51.1,58.5,66.4,52.3,59.0,66.7,53.9,60.0,62.7,48.5,55.3,62.6,49.4,55.7,62.8,50.5,56.4,853,516,1369,1428,1115,2543,2027,1865,3892,229,381,610,254,415,669,337,508,845,3147,3425,6572,3957,4459,8416,5006,5896,10902,1732,2222,3954,2057,2856,4913,2650,3334,5984,6381,2875,9256,5945,2804,8749,5915,3148,9063,26911,28510,55421,28662,30682,59344,31432,33471,64903,5083,5409,10492,4385,4870,9255,4607,4987,9594,17759,18930,36689,19375,20868,40243,21193,22720,43913,12416,13309,25725,11641,12782,24423,12689,13720,26409
105154450,19453,21195,40648,20621,22679,43300,22198,24055,46253,9716,5995,15711,9984,6232,16216,10673,6844,17517,1983,3853,5836,2377,4577,6954,2859,5062,7921,875,732,1607,804,790,1594,759,840,1599,668,514,1182,635,635,1270,791,796,1587,13242,11094,24336,13800,12234,26034,15082,13542,28624,5357,8950,14307,5537,9032,14569,6047,9324,15371,5.0,4.6,4.9,4.6,5.2,4.9,5.2,5.9,5.5,68.1,52.3,59.9,66.9,53.9,60.1,67.9,56.3,61.9,64.6,49.9,57.0,63.8,51.1,57.2,64.4,53.0,58.5,704,428,1132,1206,947,2153,1760,1513,3273,210,285,495,250,327,577,291,406,697,2713,2726,5439,3358,3633,6991,4161,4699,8860,1385,1811,3196,1677,2358,4035,1997,2755,4752,4229,2192,6421,4023,2094,6117,3912,2259,6171,19183,20333,39516,20504,21899,42403,22364,23806,46170,3648,3807,7455,3254,3520,6774,3462,3477,6939,12812,13726,26538,13687,14808,28495,14834,15824,30658,8734,9254,17988,8673,9242,17915,9440,10006,19446
105156650,34888,37229,72117,37057,38766,75823,39307,40915,80222,16219,10201,26420,16747,10992,27739,17775,11574,29349,3429,5698,9127,4342,6319,10661,5163,7543,12706,1484,1249,2733,1465,1322,2787,1462,1389,2851,1552,1036,2588,1290,1093,2383,1477,1319,2796,22684,18184,40868,23844,19726,43570,25877,21825,47702,10104,16527,26631,9973,15989,25962,10641,16602,27243,6.8,5.7,6.3,5.4,5.5,5.5,5.7,6.0,5.9,65.0,48.8,56.7,64.3,50.9,57.5,65.8,53.3,59.5,60.6,46.1,53.1,60.9,48.1,54.3,62.1,50.1,56.0,859,531,1390,1598,1189,2787,2212,1959,4171,281,355,636,301,435,736,359,513,872,3388,3526,6914,4587,4958,9545,5696,6473,12169,2072,2574,4646,2575,3393,5968,3475,4114,7589,7141,3405,10546,6861,3538,10399,7051,4082,11133,32899,34881,67780,34763,36515,71278,38325,39752,78077,6539,6700,13239,6209,6139,12348,5949,6038,11987,21645,23134,44779,22866,24514,47380,25139,26551,51690,15569,16224,31793,15439,15669,31108,16315,16573,32888
105157151,37695,39965,77660,38004,40868,78872,39098,42797,81895,20491,11343,31834,20055,11303,31358,20747,12081,32828,4042,9269,13311,4145,9964,14109,4595,10981,15576,1652,1445,3097,1520,1472,2992,1303,1559,2862,1098,741,1839,833,709,1542,1007,958,1965,27283,22798,50081,26553,23448,50001,27652,25579,53231,9195,15542,24737,8971,14975,23946,9667,15486,25153,4.0,3.3,3.7,3.1,3.0,3.1,3.6,3.7,3.7,72.4,57.0,64.5,69.9,57.4,63.4,70.7,59.8,65.0,69.5,55.2,62.1,67.7,55.6,61.4,68.2,57.5,62.6,940,565,1505,1148,812,1960,1493,1211,2704,376,657,1033,398,655,1053,501,829,1330,3916,4193,8109,4435,5170,9605,5244,6633,11877,2694,3413,6107,3102,4472,7574,3799,5282,9081,11761,4916,16677,11305,4977,16282,11669,5533,17202,36418,38276,74694,36940,39396,76336,39504,42424,81928,7586,7789,15375,6305,6671,12976,6357,6737,13094,24187,25620,49807,25071,26939,52010,26349,28659,55008,17564,18308,35872,15638,16707,32345,16721,17894,34615
105157152,40694,42447,83141,40655,43151,83806,41618,44318,85936,24980,12741,37721,24069,12773,36842,23827,12749,36576,4192,12183,16375,4529,12793,17322,4766,13274,18040,1801,1682,3483,1721,1711,3432,1486,1742,3228,1134,829,1963,909,767,1676,1107,973,2080,32107,27435,59542,31228,28044,59272,31186,28738,59924,7787,13943,21730,8208,13680,21888,9274,14333,23607,3.5,3.0,3.3,2.9,2.7,2.8,3.5,3.4,3.5,78.9,64.6,71.6,76.8,65.0,70.7,74.9,64.8,69.7,76.1,62.7,69.3,74.6,63.2,68.7,72.3,62.6,67.3,1103,673,1776,1332,951,2283,1693,1445,3138,475,789,1264,474,815,1289,541,991,1532,4240,4418,8658,4810,5779,10589,5528,6998,12526,3036,3824,6860,3553,4841,8394,4019,5410,9429,13408,5463,18871,12781,5716,18497,13055,6330,19385,44757,45557,90314,45073,46629,91702,45959,47653,93612,6623,6791,13414,5112,5361,10473,5123,5383,10506,31540,32100,63640,32736,33653,66389,33923,34962,68885,16799,17412,34211,14265,15182,29447,13824,14895,28719
105200351,20015,20822,40837,20884,22148,43032,22976,24117,47093,7867,4334,12201,7886,4307,12193,8428,4556,12984,1844,2366,4210,2267,2731,4998,2803,3354,6157,975,625,1600,994,651,1645,900,671,1571,1442,919,2361,1272,881,2153,1298,992,2290,12128,8244,20372,12419,8570,20989,13429,9573,23002,6663,11143,17806,6636,11654,18290,7740,12664,20404,11.9,11.1,11.6,10.2,10.3,10.3,9.7,10.4,10.0,60.6,39.6,49.9,59.5,38.7,48.8,58.4,39.7,48.8,53.4,35.2,44.1,53.4,34.7,43.8,52.8,35.6,44.0,332,181,513,428,279,707,726,570,1296,66,95,161,62,127,189,119,143,262,1514,1479,2993,1814,1896,3710,2426,2559,4985,963,1111,2074,1073,1440,2513,1442,1876,3318,3375,1543,4918,3453,1790,5243,3491,2189,5680,20531,20985,41516,22141,22719,44860,24980,25733,50713,4006,3945,7951,3127,3333,6460,3083,3026,6109,13072,13640,26712,14501,15065,29566,16767,17378,34145,9621,9617,19238,8661,8950,17611,8866,9176,18042
105200353,23655,24247,47902,23769,24648,48417,25361,26252,51613,10420,5706,16126,9734,5308,15042,9840,5475,15315,2032,3653,5685,2247,3720,5967,2702,4121,6823,947,673,1620,1003,755,1758,945,737,1682,1312,753,2065,1178,816,1994,1263,895,2158,14711,10785,25496,14162,10599,24761,14750,11228,25978,7972,12273,20245,7884,12298,20182,9010,13480,22490,8.9,7.0,8.1,8.3,7.7,8.1,8.6,8.0,8.3,62.2,44.5,53.2,59.6,43.0,51.1,58.2,42.8,50.3,56.6,41.4,48.9,54.6,39.7,47.0,53.2,39.4,46.2,228,124,352,319,220,539,483,372,855,107,134,241,97,146,243,116,148,264,1421,1471,2892,1707,1885,3592,2070,2441,4511,1080,1195,2275,1209,1549,2758,1528,2004,3532,5386,2008,7394,5007,2168,7175,5162,2653,7815,24768,25297,50065,25258,26056,51314,27195,28047,55242,3613,3565,7178,2910,3002,5912,3060,2986,6046,17538,18068,35606,18209,18928,37137,19682,20474,40156,8991,9060,18051,7844,8151,15995,8365,8468,16833
105200355,19484,20932,40416,19778,21318,41096,21052,22759,43811,10147,5684,15831,10095,5738,15833,10509,6131,16640,1722,4051,5773,1845,4447,6292,2200,4974,7174,821,744,1565,829,707,1536,775,773,1548,702,431,1133,605,507,1112,706,593,1299,13392,10910,24302,13374,11399,24773,14190,12471,26661,5524,9200,14724,5557,9027,14584,5920,9280,15200,5.2,4.0,4.7,4.5,4.4,4.5,5.0,4.8,4.9,68.7,52.1,60.1,67.6,53.5,60.3,67.4,54.8,60.9,65.1,50.1,57.3,64.6,51.1,57.6,64.0,52.2,57.9,299,189,488,386,327,713,625,583,1208,129,217,346,140,238,378,194,295,489,1376,1687,3063,1737,2182,3919,2202,2872,5074,999,1237,2236,1254,1734,2988,1663,2160,3823,5957,2065,8022,5742,2271,8013,5806,2697,8503,20797,21786,42583,21057,22126,43183,22322,23767,46089,2878,2926,5804,2646,2814,5460,2705,2801,5506,15087,15920,31007,15642,16499,32141,16043,17092,33135,7314,7609,14923,6515,6997,13512,7413,7942,15355
105201550,50687,52286,102973,50643,52485,103128,54237,55311,109548,21047,12428,33475,20619,12260,32879,21588,12537,34125,4971,6905,11876,5860,7877,13737,7240,9344,16584,2350,1715,4065,2120,1652,3772,2034,1724,3758,2942,1892,4834,2455,1862,4317,2684,2188,4872,31310,22940,54250,31054,23651,54705,33546,25793,59339,16073,25691,41764,15196,24523,39719,16571,25553,42124,9.4,8.2,8.9,7.9,7.9,7.9,8.0,8.5,8.2,61.8,43.9,52.7,61.3,45.1,53.0,61.8,46.6,54.2,56.0,40.3,48.0,56.5,41.5,48.9,56.9,42.7,49.7,1109,682,1791,1836,1321,3157,2737,2188,4925,275,425,700,354,449,803,447,613,1060,4514,4408,8922,5423,5753,11176,6930,7468,14398,2762,3130,5892,3054,3933,6987,4208,4822,9030,8396,4070,12466,8160,4463,12623,8499,5158,13657,50432,51344,101776,50682,52112,102794,55031,55819,110850,8953,8599,17552,7801,7685,15486,7997,7756,15753,32874,34053,66927,34091,35630,69721,36851,38112,74963,22363,22162,44525,19931,20052,39983,21459,20989,42448
105252851,42289,43261,85550,41729,43797,85526,44760,47655,92415,16075,8322,24397,15605,8564,24169,15861,8874,24735,3439,4455,7894,3913,4788,8701,4566,6205,10771,1873,1164,3037,1788,1217,3005,1695,1318,3013,3685,2689,6374,2803,2352,5155,2711,2172,4883,25072,16630,41702,24109,16921,41030,24833,18569,43402,15115,24498,39613,14346,23629,37975,17218,26406,43624,14.7,16.2,15.3,11.6,13.9,12.6,10.9,11.7,11.3,59.3,38.4,48.7,57.8,38.6,48.0,55.5,39.0,47.0,50.6,32.2,41.3,51.1,33.3,41.9,49.4,34.4,41.7,241,169,410,312,223,535,489,460,949,81,117,198,97,119,216,104,172,276,2043,1973,4016,2489,2524,5013,3062,3444,6506,1594,1712,3306,1827,2247,4074,2374,2926,5300,6773,3033,9806,6519,3500,10019,6742,4400,11142,43158,43778,86936,43797,45307,89104,47731,49879,97610,7852,7697,15549,6009,6109,12118,6245,6576,12821,27962,28576,56538,30088,31026,61114,33275,34607,67882,19557,19512,39069,15919,16701,32620,16721,17976,34697
105252854,26992,27692,54684,26967,28206,55173,27717,28876,56593,13053,7300,20353,12622,7210,19832,12518,7159,19677,2367,4448,6815,2756,4731,7487,3030,5117,8147,1335,982,2317,1240,966,2206,1074,923,1997,1771,1286,3057,1436,1130,2566,1326,1123,2449,18526,14016,32542,18054,14037,32091,17948,14322,32270,7667,12835,20502,7699,12973,20672,8655,13448,22103,9.6,9.2,9.4,8.0,8.1,8.0,7.4,7.8,7.6,68.6,50.6,59.5,66.9,49.8,58.2,64.8,49.6,57.0,62.1,46.0,53.9,61.6,45.8,53.5,60.0,45.7,52.7,186,97,283,227,149,376,357,315,672,78,112,190,73,141,214,102,151,253,1693,1828,3521,1949,2255,4204,2306,2819,5125,1252,1406,2658,1578,1843,3421,1780,2245,4025,5324,2598,7922,5179,2746,7925,5466,3139,8605,30423,30490,60913,30172,30943,61115,30559,31132,61691,3695,3804,7499,2511,2637,5148,2616,2817,5433,21462,21443,42905,22891,23350,46241,23932,24415,48347,10670,10987,21657,7907,8386,16293,7330,7750,15080
105254901,35840,36507,72347,36460,37752,74212,40288,41659,81947,17301,9068,26369,16959,9152,26111,17925,9765,27690,2843,5674,8517,3051,6072,9123,3534,6711,10245,1677,1222,2899,1453,1153,2606,1467,1277,2744,2442,1599,4041,1882,1523,3405,1906,1651,3557,24263,17563,41826,23345,17900,41245,24832,19404,44236,9924,17192,27116,9979,16896,26875,12233,19108,31341,10.1,9.1,9.7,8.1,8.5,8.3,7.7,8.5,8.0,67.7,48.1,57.8,64.0,47.4,55.6,61.6,46.6,54.0,60.9,43.7,52.2,58.9,43.4,51.0,56.9,42.6,49.6,456,315,771,583,481,1064,962,901,1863,146,238,384,180,245,425,221,353,574,2253,2623,4876,2597,3240,5837,3441,4286,7727,1727,2056,3783,2079,2640,4719,2727,3358,6085,8311,3459,11770,8141,4087,12228,8787,4965,13752,36337,36835,73172,37269,38405,75674,41542,42469,84011,8181,7931,16112,6365,6247,12612,6473,6566,13039,21745,22242,43987,24385,25305,49690,27569,28295,55864,19464,19397,38861,15738,16027,31765,16718,17052,33770
105254904,21137,21285,42422,24299,25123,49422,27316,28409,55725,11915,6763,18678,13180,7499,20679,14559,8491,23050,1771,3851,5622,2277,4628,6905,2755,5673,8428,1130,932,2062,1166,936,2102,1209,1084,2293,1014,754,1768,924,913,1837,1093,975,2068,15830,12300,28130,17547,13976,31523,19616,16223,35839,4414,8126,12540,4849,9117,13966,6423,10863,17286,6.4,6.1,6.3,5.3,6.5,5.8,5.6,6.0,5.8,74.9,57.8,66.3,72.2,55.6,63.8,71.8,57.1,64.3,70.1,54.2,62.1,68.4,52.0,60.1,67.8,53.7,60.6,187,137,324,303,232,535,503,496,999,79,132,211,86,123,209,133,205,338,1296,1609,2905,1785,2423,4208,2471,3308,5779,1050,1287,2337,1497,1986,3483,1976,2603,4579,5033,2217,7250,5702,2882,8584,6398,3675,10073,22267,21953,44220,27514,27714,55228,31254,31640,62894,5230,5357,10587,3402,3448,6850,3620,3829,7449,10484,10211,20695,17985,17933,35918,22534,22612,45146,14656,14911,29567,10349,10764,21113,9891,10471,20362
105301450,15612,16554,32166,17653,18922,36575,20528,21933,42461,9785,4973,14758,10822,5603,16425,12406,6649,19055,1381,4078,5459,1686,4975,6661,1951,5770,7721,721,668,1389,733,722,1455,746,911,1657,488,443,931,467,520,987,594,619,1213,12375,10162,22537,13708,11820,25528,15697,13949,29646,2832,5903,8735,3258,6329,9587,4056,7228,11284,3.9,4.4,4.1,3.4,4.4,3.9,3.8,4.4,4.1,79.3,61.4,70.1,77.7,62.5,69.8,76.5,63.6,69.8,76.1,58.7,67.2,75.0,59.7,67.1,73.6,60.8,67.0,221,147,368,282,259,541,417,455,872,145,224,369,128,240,368,170,335,505,951,1331,2282,1230,1849,3079,1626,2559,4185,829,1178,2007,1136,1718,2854,1536,2241,3777,4981,1861,6842,5662,2450,8112,6711,3319,10030,16650,17120,33770,19698,20466,40164,22415,23367,45782,3942,4157,8099,3132,3374,6506,3773,3997,7770,8830,9124,17954,12129,12594,24723,14600,15194,29794,10097,10567,20664,8807,9490,18297,9580,10286,19866
105301501,27343,29114,56457,27309,28977,56286,28133,30155,58288,14069,7702,21771,14102,7980,22082,14328,8426,22754,2326,5473,7799,2445,5579,8024,2858,5714,8572,1276,967,2243,1149,962,2111,1019,1023,2042,1752,1290,3042,1393,1380,2773,1416,1313,2729,19423,15432,34855,19089,15901,34990,19621,16476,36097,6675,12140,18815,6328,11002,17330,7105,11934,19039,9.0,8.4,8.7,7.3,8.7,7.9,7.2,8.0,7.6,71.0,53.0,61.7,69.9,54.9,62.2,69.7,54.6,61.9,64.6,48.6,56.3,64.8,50.1,57.2,64.7,50.3,57.2,344,190,534,565,376,941,879,715,1594,120,206,326,142,214,356,176,261,437,1413,1763,3176,1787,2377,4164,2321,3103,5424,1143,1414,2557,1439,1852,3291,1739,2344,4083,6637,2781,9418,6628,3341,9969,6896,4101,10997,30152,31208,61360,29745,30836,60581,30400,31576,61976,5619,5565,11184,4010,4168,8178,4095,4202,8297,20049,20669,40718,20692,21222,41914,21536,22257,43793,13004,13414,26418,10586,11321,21907,10494,11122,21616
105301504,24803,26151,50954,25219,26896,52115,26732,28690,55422,13276,6921,20197,13280,7310,20590,13302,7670,20972,2257,5359,7616,2418,5557,7975,2565,5851,8416,1214,973,2187,1114,942,2056,1074,951,2025,1535,1132,2667,1180,1179,2359,1275,1211,2486,18282,14385,32667,17992,14988,32980,18216,15683,33899,5548,10675,16223,5766,10409,16175,6924,11433,18357,8.4,7.9,8.2,6.6,7.9,7.2,7.0,7.7,7.3,73.7,55.0,64.1,71.3,55.7,63.3,68.1,54.7,61.2,67.5,50.7,58.9,66.7,51.3,58.8,63.4,50.4,56.7,260,210,470,345,263,608,480,466,946,156,202,358,138,223,361,163,276,439,1292,1499,2791,1497,1962,3459,1797,2434,4231,1064,1385,2449,1308,1864,3172,1580,2281,3861,6603,2512,9115,6763,3293,10056,7261,4274,11535,26490,27265,53755,27082,28212,55294,28448,29862,58310,5186,5304,10490,4009,4269,8278,3839,4153,7992,17453,17881,35334,18265,18919,37184,19710,20553,40263,11985,12573,24558,10489,11345,21834,10162,11192,21354
105308400,13641,13798,27439,14912,15213,30125,16025,16571,32596,7666,3456,11122,8418,4028,12446,9094,4523,13617,1319,3414,4733,1410,4054,5464,1513,4524,6037,626,547,1173,684,561,1245,624,628,1252,495,402,897,429,441,870,450,472,922,10106,7819,17925,10941,9084,20025,11681,10147,21828,3082,5462,8544,3267,5434,8701,3689,5786,9475,4.9,5.1,5.0,3.9,4.9,4.3,3.9,4.7,4.2,74.1,56.7,65.3,73.4,59.7,66.5,72.9,61.2,67.0,70.5,53.8,62.1,70.5,56.8,63.6,70.1,58.4,64.1,156,118,274,192,173,365,284,334,618,101,198,299,107,199,306,125,249,374,662,938,1600,794,1357,2151,932,1695,2627,603,896,1499,773,1221,1994,883,1542,2425,4502,1585,6087,5175,2009,7184,5824,2692,8516,15184,15018,30202,16728,16582,33310,17847,17934,35781,2471,2501,4972,2124,2256,4380,2317,2494,4811,9941,9773,19714,11104,11092,22196,12606,12662,25268,6561,6658,13219,6360,6493,12853,6108,6422,12530
105350150,15882,17033,32915,16216,17271,33487,16827,18070,34897,7458,5218,12676,7375,5453,12828,7672,5641,13313,1713,2788,4501,2008,3098,5106,2393,3719,6112,647,605,1252,574,572,1146,560,596,1156,718,476,1194,620,500,1120,714,633,1347,10536,9087,19623,10577,9623,20200,11339,10589,21928,4359,6785,11144,4135,6252,10387,4291,6326,10617,6.8,5.2,6.1,5.9,5.2,5.5,6.3,6.0,6.1,66.3,53.3,59.6,65.2,55.7,60.3,67.4,58.6,62.8,61.8,50.6,56.0,61.4,52.8,57.0,63.1,55.1,59.0,904,753,1657,1381,1268,2649,1681,1653,3334,205,403,608,259,422,681,283,499,782,2657,2830,5487,3110,3452,6562,3487,4183,7670,1050,1395,2445,1156,1605,2761,1415,1763,3178,2401,1361,3762,2142,1264,3406,2315,1351,3666,14068,14887,28955,14336,15310,29646,15493,16471,31964,3450,3448,6898,3170,3289,6459,2992,3235,6227,8707,9338,18045,9085,9803,18888,9608,10398,20006,7942,8219,16161,7410,7803,15213,7756,8156,15912
105351300,11831,12585,24416,12696,13468,26164,13445,14215,27660,5167,3204,8371,5282,3436,8718,5497,3732,9229,1274,2051,3325,1673,2505,4178,2112,2877,4989,510,431,941,430,395,825,428,439,867,588,375,963,498,457,955,566,539,1105,7539,6061,13600,7883,6793,14676,8603,7587,16190,3667,5830,9497,3699,5656,9355,3881,5818,9699,7.8,6.2,7.1,6.3,6.7,6.5,6.6,7.1,6.8,63.7,48.2,55.7,62.1,50.4,56.1,64.0,53.4,58.5,58.8,45.2,51.8,58.2,47.0,52.4,59.8,49.6,54.5,533,365,898,1049,743,1792,1223,1056,2279,122,214,336,114,210,324,161,248,409,1799,1791,3590,2311,2434,4745,2591,2949,5540,786,976,1762,885,1213,2098,1290,1482,2772,1815,980,2795,1648,933,2581,1678,1025,2703,10906,11599,22505,11481,12254,23735,12342,13034,25376,2462,2455,4917,2332,2371,4703,2442,2572,5014,7086,7661,14747,7528,8302,15830,7899,8622,16521,5591,5802,11393,5561,5666,11227,6020,6241,12261
105351521,10551,11335,21886,12528,13284,25812,16003,16739,32742,5582,3505,9087,6515,4192,10707,7933,5097,13030,1043,2232,3275,1308,2741,4049,1818,3420,5238,457,440,897,468,487,955,532,536,1068,354,227,581,334,277,611,542,495,1037,7436,6404,13840,8625,7697,16322,10825,9548,20373,2713,4444,7157,2898,4654,7552,3943,6090,10033,4.8,3.5,4.2,3.9,3.6,3.7,5.0,5.2,5.1,70.5,56.5,63.2,68.8,58.0,63.2,67.6,57.0,62.2,67.1,54.5,60.6,66.2,55.9,60.9,64.3,54.1,59.1,400,332,732,798,624,1422,1534,1335,2869,125,196,321,169,281,450,281,362,643,1558,1666,3224,2235,2631,4866,3323,3791,7114,682,909,1591,991,1330,2321,1362,1740,3102,2212,1086,3298,2248,1194,3442,2509,1389,3898,10126,10580,20706,11651,12343,23994,14512,15270,29782,2163,2289,4452,2249,2424,4673,3130,3236,6366,6818,7137,13955,7498,7994,15492,8892,9480,18372,4795,5072,9867,5605,5957,11562,7645,7993,15638
