region_id,C06_CFNC_BF_3000_mr,C06_CFNC_BF_Ns,C06_CFNC_BF_Tot,C06_CFNC_BPT_N,C06_CFNC_BPT_1_199,C06_CFNC_BPT_200_399,C06_CFNC_BPT_400_599,C06_CFNC_BPT_600_799,C06_CFNC_BPT_800_999,C06_CFNC_BPT_1000_1499,C06_CFNC_BPT_1500_1999,C06_CFNC_BPT_2000_2499,C06_CFNC_BPT_2500_2999,C06_CFNC_BPT_3000m,C06_CFNC_BPT_Ns,C06_CFNC_BPT_Tot,C06_CFNC_1F1P_N,C06_CFNC_1F1P_1_199,C06_CFNC_1F1P_200_399,C06_CFNC_1F1P_400_599,C06_CFNC_1F1P_600_799,C06_CFNC_1F1P_800_999,C06_CFNC_1F1P_1000_1499,C06_CFNC_1F1P_1500_1999,C06_CFNC_1F1P_2000_2499,C06_CFNC_1F1P_2500_2999,C06_CFNC_1F1P_3000m,C06_CFNC_1F1P_Ns,C06_CFNC_1F1P_Tot,C06_CFNC_1E1A_N,C06_CFNC_1E1A_1_199,C06_CFNC_1E1A_200_399,C06_CFNC_1E1A_400_599,C06_CFNC_1E1A_600_799,C06_CFNC_1E1A_800_999,C06_CFNC_1E1A_1000_1499,C06_CFNC_1E1A_1500_1999,C06_CFNC_1E1A_2000_2499,C06_CFNC_1E1A_2500_2999,C06_CFNC_1E1A_3000m,C06_CFNC_1E1A_Ns,C06_CFNC_1E1A_Tot,C06_CFNC_1F1NW_N,C06_CFNC_1F1NW_1_199,C06_CFNC_1F1NW_200_399,C06_CFNC_1F1NW_400_599,C06_CFNC_1F1NW_600_799,C06_CFNC_1F1NW_800_999,C06_CFNC_1F1NW_1000_1499,C06_CFNC_1F1NW_1500_1999,C06_CFNC_1F1NW_2000_2499,C06_CFNC_1F1NW_2500_2999,C06_CFNC_1F1NW_i3000m,C06_CFNC_1F1NW_Ns,C06_CFNC_1F1NW_Tot,C06_CFNC_1P1NW_N,C06_CFNC_1P1NW_1_199,C06_CFNC_1P1NW_200_399,C06_CFNC_1P1NW_400_599,C06_CFNC_1P1NW_600_799,C06_CFNC_1P1NW_800_999,C06_CFNC_1P1NW_1000_1499,C06_CFNC_1P1NW_1500_1999,C06_CFNC_1P1NW_2000_2499,C06_CFNC_1P1NW_2500_2999,C06_CFNC_1P1NW_3000_mr,C06_CFNC_1P1NW_Ns,C06_CFNC_1P1NW_T,C06_CFNC_1A1NW_N,C06_CFNC_1A1NW_1_199,C06_CFNC_1A1NW_200_399,C06_CFNC_1A1NW_400_599,C06_CFNC_1A1NW_600_799,C06_CFNC_1A1NW_800_999,C06_CFNC_1A1NW_1000_1499,C06_CFNC_1A1NW_1500_1999,C06_CFNC_1A1NW_2000_2499,C06_CFNC_1A1NW_2500_2999,C06_CFNC_1A1NW_3000_mr,C06_CFNC_1A1NW_Ns,C06_CFNC_1A1NW_Tot,C06_CFNC_BA_N,C06_CFNC_BA_1_199,C06_CFNC_BA_200_399,C06_CFNC_BA_400_599,C06_CFNC_BA_600_799,C06_CFNC_BA_800_999,C06_CFNC_BA_1000_1499,C06_CFNC_BA_1500_1999,C06_CFNC_BA_2000_2499,C06_CFNC_BA_2500_2999,C06_CFNC_BA_3000_mr,C06_CFNC_BA_Ns,C06_CFNC_BA_Tot,C06_CFNC_BNW_Ne_Nil,C06_CFNC_BNW_1_199,C06_CFNC_BNW_200_399,C06_CFNC_BNW_400_599,C06_CFNC_BNW_600_799,C06_CFNC_BNW_800_999,C06_CFNC_BNW_1000_1499,C06_CFNC_BNW_1500_1999,C06_CFNC_BNW_2000_2499,C06_CFNC_BNW_2500_2999,C06_CFNC_BNW_3000mr,C06_CFNC_BNW_Ns,C06_CFNC_BNW_T,C06_CFNC_LFns_N,C06_CFNC_LFns_1_199,C06_CFNC_LFns_200_399,C06_CFNC_LFns_400_599,C06_CFNC_LFns_600_799,C06_CFNC_LFns_800_999,C06_CFNC_LFns_1000_1499,C06_CFNC_LFns_1500_1999,C06_CFNC_LFns_2000_2499,C06_CFNC_LFns_2500_2999,C06_CFNC_LFns_3000m,C06_CFNC_LFns_Ns,C06_CFNC_LFns_T,C06_CFNC_T_N,C06_CFNC_T_1_199,C06_CFNC_T_200_399,C06_CFNC_T_400_599,C06_CFNC_T_600_799,C06_CFNC_T_800_999,C06_CFNC_T_1000_1499,C06_CFNC_T_1500_1999,C06_CFNC_T_2000_2499,C06_CFNC_T_2500_2999,C06_CFNC_T_3000m,C06_CFNC_T_Ns,C06_CFNC_T_T,C06_CFC_BFT_N,C06_CFC_BFT_1_199,C06_CFC_BFT_200_399,C06_CFC_BFT_400_599,C06_CFC_BFT_600_799,C06_CFC_BFT_800_999,C06_CFC_BFT_1000_1499,C06_CFC_BFT_1500_1999,C06_CFC_BFT_2000_2499,C06_CFC_BFT_2500_2999,C06_CFC_BFT_3000_mr,C06_CFC_BFT_Ns,C06_CFC_BFT_Tot,C06_CFC_BPT_N,C06_CFC_BPT_1_199,C06_CFC_BPT_200_399,C06_CFC_BPT_400_599,C06_CFC_BPT_600_799,C06_CFC_BPT_800_999,C06_CFC_BPT_1000_1499,C06_CFC_BPT_1500_1999,C06_CFC_BPT_2000_2499,C06_CFC_BPT_2500_2999,C06_CFC_BPT_3000m,C06_CFC_BPT_Ns,C06_CFC_BPT_T,C06_CFC_1F1P_N,C06_CFC_1F1P_1_199,C06_CFC_1F1P_200_399,C06_CFC_1F1P_400_599,C06_CFC_1F1P_600_799,C06_CFC_1F1P_800_999,C06_CFC_1F1P_1000_1499,C06_CFC_1F1P_1500_1999,C06_CFC_1F1P_2000_2499,C06_CFC_1F1P_2500_2999,C06_CFC_1F1P_3000m,C06_CFC_1F1P_Ns,C06_CFC_1F1P_Tot,C06_CF_1E1A_N,C06_CF_1E1A_1_199,C06_CF_1E1A_200_399,C06_CF_1E1A_400_599,C06_CF_1E1A_600_799,C06_CF_1E1A_800_999,C06_CF_1E1A_1000_1499,C06_CF_1E1A_1500_1999,C06_CF_1E1A_2000_2499,C06_CF_1E1A_2500_2999,C06_CF_1E1A_3000m,C06_CF_1E1A_Ns,C06_CF_1E1A_T,C06_CF_1F1NW_N,C06_CF_1F1NW_1_199,C06_CF_1F1NW_200_399,C06_CF_1F1NW_400_599,C06_CF_1F1NW_600_799,C06_CF_1F1NW_800_999,C06_CF_1F1NW_1000_1499,C06_CF_1F1NW_1500_1999,C06_CF_1F1NW_2000_2499,C06_CF_1F1NW_2500_2999,C06_CF_1F1NW_3000mo,C06_CF_1F1NW_Ns,C06_CF_1F1NW_T,C06_CF_1P1NW_N,C06_CF_1P1NW_1_199
105051100,97,9,740,3,0,3,12,21,10,27,12,0,4,0,0,92,3,0,0,3,13,23,120,54,32,11,14,6,279,0,0,0,0,0,5,19,14,3,6,5,3,55,0,3,5,52,55,59,94,23,9,14,3,18,335,0,3,22,43,21,12,17,9,4,0,3,4,138,0,0,0,8,7,0,7,4,3,0,0,4,33,0,0,0,4,0,0,7,4,6,0,7,6,34,51,61,42,523,129,28,88,10,9,0,7,27,975,3,3,8,28,10,3,3,3,0,0,0,187,248,60,70,80,676,265,151,570,302,230,125,136,264,2929,5,0,0,5,6,21,233,224,183,125,183,110,1095,3,3,3,7,15,12,46,23,15,10,12,6,155,0,3,3,10,25,50,284,245,149,92,103,70,1034,0,0,0,0,4,4,49,43,42,23,32,21,218,5,3,16,53,100,105,249,117,53,85,28,83,897,3,0
105054800,1318,27,2724,0,0,4,9,14,6,51,22,16,18,33,0,173,3,0,3,3,11,21,157,119,110,99,214,6,746,0,4,0,3,3,4,24,20,32,18,61,3,172,4,0,3,21,26,41,114,68,31,110,80,14,512,0,0,7,25,29,13,47,16,13,8,14,4,176,0,0,3,5,4,0,9,0,3,7,7,0,38,0,0,0,0,0,0,6,10,8,6,33,4,67,29,43,22,267,91,21,85,28,16,19,25,20,666,3,3,0,4,3,0,3,3,0,0,0,430,449,42,53,42,346,185,114,684,531,676,757,1785,508,5723,0,0,0,7,4,10,53,62,105,160,527,86,1014,0,0,0,5,8,9,26,26,26,15,33,16,164,8,0,0,3,13,9,133,215,172,219,543,69,1384,0,0,0,3,3,3,19,23,48,50,144,24,317,4,0,0,12,30,41,156,112,43,360,141,57,956,3,0
105055200,770,43,2920,0,0,7,22,28,31,77,29,23,4,13,3,237,3,3,0,18,28,50,313,213,139,85,119,15,986,0,0,0,3,10,5,50,35,49,26,32,4,214,3,4,10,73,96,81,162,77,30,61,30,14,641,0,4,41,57,30,18,53,16,3,6,6,9,243,0,3,3,10,4,3,11,6,0,6,3,3,52,3,0,0,3,0,4,17,13,12,13,7,3,75,49,84,54,723,158,26,89,20,0,4,4,55,1266,0,4,5,22,7,6,16,0,0,0,5,449,514,62,105,120,938,375,235,1178,884,894,770,989,598,7148,3,0,0,10,11,16,173,175,213,184,359,116,1260,3,0,0,14,13,13,62,43,24,22,20,20,234,3,3,10,10,23,45,245,293,268,174,322,72,1468,3,0,3,5,8,3,39,46,52,68,91,29,347,3,9,24,70,116,140,316,206,50,213,66,104,1317,3,10
105057201,238,7,554,0,5,5,17,22,14,28,3,6,4,13,0,117,3,0,0,7,12,7,51,24,16,13,57,3,193,0,0,3,0,4,0,9,9,0,3,15,0,43,3,0,3,13,29,24,52,13,6,51,34,4,232,3,5,23,19,10,5,13,4,4,4,9,5,104,0,8,3,0,0,0,0,0,3,0,0,0,14,3,0,0,3,0,0,3,0,0,0,4,0,13,71,11,9,28,29,6,33,6,4,20,18,6,241,0,0,0,0,4,0,0,0,0,0,4,97,105,83,29,46,87,113,60,266,130,121,167,392,122,1616,0,0,0,0,0,4,32,14,12,9,39,16,126,0,0,0,0,3,0,3,0,0,0,4,0,10,0,0,3,0,0,7,8,13,4,5,25,6,71,0,0,0,0,0,0,6,3,3,3,5,0,20,0,4,3,7,13,13,20,9,3,26,9,8,115,0,3
105057204,1020,19,2371,3,3,0,23,37,15,63,16,11,15,16,3,205,3,0,0,5,21,21,163,114,80,89,151,6,653,0,0,0,0,0,3,21,18,29,18,58,7,154,3,3,4,31,39,37,107,53,26,93,81,12,489,3,3,22,24,20,11,36,10,7,10,21,3,170,0,0,3,0,3,3,9,6,0,3,3,3,33,3,5,0,3,0,0,5,6,15,7,20,0,64,25,23,19,125,43,17,58,11,11,19,29,10,390,0,0,0,4,0,0,3,6,0,0,7,450,470,43,40,48,221,171,114,699,528,576,640,1406,513,4999,0,0,0,0,6,3,23,18,31,29,144,32,286,0,0,0,3,0,3,12,3,6,9,11,3,50,0,0,0,3,4,3,38,43,32,39,106,22,290,0,0,0,0,0,0,4,5,8,4,33,6,60,0,0,0,7,13,20,35,14,3,98,42,24,256,0,0
105057205,830,27,2720,3,3,6,15,23,14,50,16,14,6,16,3,169,3,0,4,5,20,24,192,140,105,62,115,9,679,0,0,0,4,3,0,17,21,25,31,41,7,149,3,3,4,24,39,51,141,75,24,78,37,6,485,3,3,20,29,24,10,31,9,3,6,3,3,144,0,3,0,3,3,3,3,5,6,0,3,3,32,0,0,0,0,0,0,10,6,11,11,21,4,63,52,46,23,408,65,22,56,11,12,3,3,29,730,0,0,0,16,0,0,8,0,0,0,0,410,434,68,58,60,508,183,137,778,715,817,711,1069,501,5605,0,3,0,3,7,3,58,93,99,93,176,54,589,0,0,0,4,8,3,30,15,5,8,9,9,91,6,0,0,4,9,16,104,119,100,80,140,29,607,0,0,0,0,0,4,14,23,33,25,39,11,149,0,3,5,23,38,44,127,86,34,115,46,37,558,0,3
105057206,697,16,1842,0,3,0,23,23,11,38,8,4,7,11,0,128,0,0,0,7,14,26,150,96,64,58,92,9,516,0,0,0,0,3,5,24,17,9,24,31,12,125,4,3,0,26,40,32,116,53,22,56,55,13,420,0,4,19,27,15,8,22,18,7,5,13,0,138,3,0,0,3,0,4,10,0,0,3,3,6,32,0,0,4,0,0,0,5,6,11,7,21,0,54,63,28,22,140,36,11,48,17,9,9,21,6,410,0,0,0,0,3,0,4,5,3,3,0,297,315,74,38,45,234,144,110,607,482,472,471,944,359,3980,3,0,0,4,8,6,32,28,54,46,157,36,374,0,0,3,3,3,7,3,9,8,0,14,4,54,0,0,6,3,0,5,65,35,40,42,105,23,324,0,0,0,0,3,0,15,6,6,7,45,3,85,0,0,8,18,17,19,50,44,16,88,42,22,324,4,0
105106550,964,43,3527,3,4,11,38,55,31,115,37,29,9,41,4,377,0,6,4,14,34,52,412,253,154,129,162,27,1247,0,0,3,0,0,8,53,40,41,43,51,16,255,3,3,8,65,108,122,262,128,54,115,56,37,961,3,20,66,84,79,53,108,29,19,16,18,20,515,3,3,3,10,5,14,25,4,3,7,3,12,92,0,0,0,3,6,4,20,14,15,16,28,6,112,147,130,81,974,487,105,428,99,55,46,45,125,2722,6,7,0,40,21,9,23,0,3,0,3,747,859,171,177,179,1235,815,421,1902,1221,1179,959,1371,1037,10667,3,8,4,10,23,22,248,332,428,379,907,258,2622,0,0,5,12,24,27,95,79,47,37,58,44,428,4,6,7,20,43,78,496,611,481,415,930,305,3396,0,0,0,5,6,17,72,70,90,92,153,64,569,8,8,20,74,127,148,499,286,138,591,220,198,2317,3,0
105108050,822,25,2080,3,3,0,20,25,26,75,26,26,11,29,8,252,3,0,0,6,20,29,174,149,100,87,146,11,725,4,0,0,0,6,9,33,26,30,17,46,6,177,3,0,5,33,36,42,125,54,35,107,49,25,514,5,3,15,45,44,22,66,23,18,19,23,9,292,0,0,3,4,6,4,6,0,0,7,3,9,42,0,0,0,0,0,0,15,6,11,8,22,3,65,51,38,34,332,167,58,205,65,39,29,35,50,1103,0,3,0,19,0,4,13,7,0,3,0,473,522,73,47,57,465,317,202,905,651,669,592,1175,619,5772,0,3,3,3,10,10,90,114,126,153,417,120,1049,3,0,0,9,12,7,39,41,23,20,35,24,213,6,3,3,10,12,30,190,229,204,229,579,193,1688,0,0,3,0,0,5,25,40,28,42,119,35,297,3,3,3,20,44,61,171,91,49,374,162,99,1080,0,0
105108500,957,21,1745,0,3,3,6,10,13,40,33,27,24,82,13,254,0,0,4,6,9,17,101,81,80,99,258,13,668,0,0,0,0,3,3,21,22,18,24,62,7,160,4,0,0,4,17,19,69,51,39,138,124,21,486,0,3,8,25,16,20,66,36,33,46,97,16,366,0,0,0,4,5,0,6,7,3,10,17,3,55,0,0,0,3,0,0,8,9,6,8,30,10,74,33,27,22,119,75,38,196,95,76,100,229,54,1064,0,0,0,3,4,3,8,7,6,3,9,458,501,43,36,37,170,144,117,623,506,527,689,1865,616,5373,4,3,0,5,3,0,32,56,93,83,490,136,905,0,0,3,5,3,6,21,12,11,16,66,25,168,0,0,0,7,6,12,71,108,107,169,605,155,1240,0,0,0,0,3,0,9,18,13,27,109,22,201,8,0,0,11,19,23,87,82,44,478,304,149,1205,0,0
