region_id,C11_CF_1P1NW_Tot,C11_CF_1A1NW_N,C11_CF_1A1NW_1_199,C11_CF_1A1NW_200_399,C11_CF_1A1NW_400_599,C11_CF_1A1NW_600_799,C11_CF_1A1NW_800_999,C11_CF_1A1NW_1000_1499,C11_CF_1A1NW_1500_1999,C11_CF_1A1NW_2000_2499,C11_CF_1A1NW_2500_2999,C11_CF_1A1NW_3000m,C11_CF_1A1NW_Ns,C11_CF_1A1NW_Tot,C11_CF_BA_N,C11_CF_BA_1_199,C11_CF_BA_200_399,C11_CF_BA_400_599,C11_CF_BA_600_799,C11_CF_BA_800_999,C11_CF_BA_1000_1499,C11_CF_BA_1500_1999,C11_CF_BA_2000_2499,C11_CF_BA_2500_2999,C11_CF_BA_3000_more,C11_CF_BA_Ns,C11_CF_BA_Tot,C11_CF_BNW_N,C11_CF_BNW_1_199,C11_CF_BNW_200_399,C11_CF_BNW_400_599,C11_CF_BNW_600_799,C11_CF_BNW_800_999,C11_CF_BNW_1000_1499,C11_CF_BNW_1500_1999,C11_CF_BNW_2000_2499,C11_CF_BNW_2500_2999,C11_CF_BNW_3000_more,C11_CF_BNW_Ns,C11_CF_BNW_Tot,C11_CF_LFns_N,C11_CF_LFns_1_199,C11_CF_LFns_200_399,C11_CF_LFns_400_599,C11_CF_LFns_600_799,C11_CF_LFns_800_999,C11_CF_LFns_1000_1499,C11_CF_LFns_1500_1999,C11_CF_LFns_2000_2499,C11_CF_LFns_2500_2999,C11_CF_LFns_3000_more,C11_CF_LFns_Ns,C11_CF_LFns_T,C11_C_f_c_T_Fi_N,C11_C_f_c_T_Fi_1_199,C11_C_f_c_T_Fi_200_399,C11_C_f_c_T_Fi_400_599,C11_C_f_c_T_Fi_600_799,C11_C_f_c_T_Fi_800_999,C11_CF_c_T_Fi_1000_1499,C11_CF_c_T_Fi_1500_1999,C11_CF_c_T_Fi_2000_2499,C11_CF_c_T_Fi_2500_2999,C11_CF_c_T_Fi_3000_more,C11_C_f_with_c_TFI_Ns,C11_C_f_with_c_T_T,C11_1PF_F_N,C11_1PF_F_1_199,C11_1PF_F_200_399,C11_1PF_F_400_599,C11_1PF_F_600_799,C11_1PF_F_800_999,C11_1PF_F_1000_1499,C11_1PF_F_1500_1999,C11_1PF_F_2000_2499,C11_1PF_F_2500_2999,C11_1PF_F_3000_more,C11_1PF_F_Ns,C11_1PF_F_Tot,C11_1PF_P_N,C11_1PF_P_1_199,C11_1PF_P_200_399,C11_1PF_P_400_599,C11_1PF_P_600_799,C11_1PF_P_800_999,C11_1PF_P_1000_1499,C11_1PF_P_1500_1999,C11_1PF_P_2000_2499,C11_1PF_P_2500_2999,C11_1PF_P_3000_more,C11_1PF_P_Ns,C11_1PF_P_Tot,C11_1PF_A_N,C11_1PF_A_1_199,C11_1PF_A_200_399,C11_1PF_A_400_599,C11_1PF_A_600_799,C11_1PF_A_800_999,C11_1PF_A_1000_1499,C11_1PF_A_1500_1999,C11_1PF_A_2000_2499,C11_1PF_A_2500_2999,C11_1PF_A_3000_more,C11_1PF_A_Ns,C11_1PF_A_Tot,C11_1PF_U_N,C11_1PF_U_1_199,C11_1PF_U_200_399,C11_1PF_U_400_599,C11_1PF_U_600_799,C11_1PF_U_800_999,C11_1PF_U_1000_1499,C11_1PF_U_1500_1999,C11_1PF_U_2000_2499,C11_1PF_U_2500_2999,C11_1PF_U_3000_more,C11_1PF_U_Ns,C11_1PF_U_To,C11_1PF_N_lf_Fi_N,C11_1PF_N_lf_Fi_1_199,C11_1PF_N_lf_Fi_200_399,C11_1PF_N_lf_Fi_400_599,C11_1PF_N_lf_Fi_600_799,C11_1PF_N_lf_Fi_800_999,C11_1PF_N_lf_Fi_1000_1499,C11_1PF_N_lf_Fi_1500_1999,C11_1PF_N_lf_Fi_2000_2499,C11_1PF_N_lf_Fi_2500_2999,C11_1PF_N_lf_Fi_3000_more,C11_1PF_N_lf_Fi_Ns,C11_1PF_N_the_lf_Tot,C11_1PF_LFns_N,C11_1PF_LFns_1_199,C11_1PF_LFns_200_399,C11_1PF_LFns_400_599,C11_1PF_LFns_600_799,C11_1PF_LFns_800_999,C11_1PF_lf_ns_Fi_1000_1499,C11_1PF_lf_ns_Fi_1500_1999,C11_1PF_lf_ns_Fi_2000_2499,C11_1PF_lf_ns_Fi_2500_2999,C11_1PF_LFns_3000mo,C11_1PF_LFns_Ns,C11_1PF_LF_NS_T,C11_1PF_TFI_N,C11_1PF_TFI_1_199,C11_1PF_TFI_200_399,C11_1PF_TFI_400_599,C11_1PF_TFI_600_799,C11_1PF_TFI_800_999,C11_1PF_T_Fi_1000_1499,C11_1PF_T_Fi_1500_1999,C11_1PF_T_Fi_2000_2499,C11_1PF_T_Fi_2500_2999,C11_1PF_TFI_3000_mr,C11_One_par_f_TFI_Ns,C11_One_parent_f_T_T,C11_TFI_N,C11_TFI_1_199,C11_TFI_200_399,C11_TFI_400_599,C11_TFI_600_799,C11_TFI_800_999,C11_TFI_1000_1499,C11_TFI_1500_1999,C11_TFI_2000_2499,C11_TFI_2500_2999,C11_TFI_3000_more,C11_TFI_Ns,C11_T_T
105051100,255,0,0,5,5,5,6,18,5,3,9,4,10,70,0,0,0,3,3,3,0,11,7,12,20,8,67,16,8,16,47,68,58,128,71,40,14,31,61,558,0,4,5,3,6,3,3,3,0,0,3,219,249,35,25,46,135,256,272,794,735,615,560,934,594,5001,0,4,6,21,50,70,131,91,56,53,29,55,566,0,6,26,75,59,36,57,24,12,8,7,32,342,0,0,0,9,10,3,9,5,0,0,3,6,45,0,5,11,11,11,3,10,3,0,0,0,3,57,19,22,91,116,117,74,139,65,30,9,13,86,781,0,0,0,0,3,0,7,3,0,0,0,22,35,19,37,134,232,250,186,353,191,98,70,52,204,1826,116,137,229,909,789,742,1571,1253,1053,811,1384,1083,10077
105054800,187,0,0,0,4,0,0,0,9,6,24,9,8,60,0,0,0,3,0,3,5,3,0,3,45,6,68,10,7,5,6,38,17,53,34,18,16,30,23,257,0,3,0,0,0,0,3,3,0,3,3,330,345,17,16,18,25,80,89,338,449,447,1020,2551,633,5683,3,4,3,11,24,32,117,111,40,159,50,68,622,0,5,20,39,56,49,72,40,15,27,5,33,361,0,0,3,3,3,4,5,6,0,9,4,0,37,4,0,15,12,7,4,5,4,0,4,0,8,63,21,23,72,86,82,43,97,39,30,16,12,66,587,0,0,0,0,5,0,0,0,0,0,0,16,21,28,32,113,151,177,132,296,200,85,215,71,191,1691,75,95,155,421,426,427,1086,1123,1146,1858,5073,1317,13202
105055200,350,0,4,3,6,8,12,27,9,12,12,6,19,118,0,0,0,0,0,3,6,7,11,12,32,12,83,19,15,30,66,79,68,178,138,79,32,62,102,868,3,0,0,0,3,0,8,4,0,0,0,366,384,38,37,58,153,243,286,863,835,894,972,2125,781,7285,4,8,8,19,70,73,195,192,61,153,41,104,928,3,6,46,89,92,70,122,47,19,21,10,52,577,0,0,5,3,5,7,15,18,5,12,0,11,81,0,6,47,33,10,3,18,5,6,0,0,16,144,18,38,148,173,183,101,188,79,51,31,24,134,1168,3,0,3,3,4,5,4,0,0,0,0,28,50,28,58,257,320,364,259,542,341,142,217,75,345,2948,154,191,381,1240,1059,933,2225,1998,2103,1871,4139,1735,18029
105057201,40,0,0,3,0,3,0,3,4,0,0,0,0,13,0,0,4,3,3,0,0,0,0,0,0,0,10,11,0,0,10,14,4,13,4,7,8,9,9,89,0,0,0,0,3,0,0,0,0,0,0,60,63,14,0,13,31,39,46,126,71,48,89,146,101,724,4,3,0,7,6,14,17,10,4,29,8,7,109,0,0,8,7,8,5,7,3,0,0,3,3,44,0,3,0,0,0,3,0,3,0,3,3,3,18,3,3,5,4,3,0,6,0,0,0,0,0,24,40,7,20,20,22,9,18,6,0,8,5,21,176,0,0,0,0,0,0,0,0,0,0,0,7,7,47,16,33,38,39,31,48,22,4,40,19,41,378,177,55,90,169,230,265,468,341,267,391,865,353,3671
105057204,80,0,0,0,0,0,4,0,5,3,5,8,0,25,3,0,0,0,0,0,0,3,3,4,8,0,21,6,3,4,13,11,3,15,10,3,11,6,11,96,0,0,0,0,0,0,0,0,0,0,0,86,86,12,9,10,33,39,48,122,122,107,284,593,184,1563,0,3,4,5,15,13,47,40,13,52,22,28,242,0,6,8,22,14,11,15,13,0,9,4,17,119,0,0,0,3,0,3,3,3,0,6,3,3,24,5,0,6,6,4,0,3,0,0,0,0,0,24,16,9,52,44,43,23,40,18,11,13,8,45,322,0,0,0,0,4,0,0,0,0,0,0,11,15,21,18,70,80,80,50,108,74,24,80,37,104,746,84,47,122,307,304,315,756,793,944,1018,3083,868,8641
105057205,158,0,0,0,4,3,7,6,7,3,5,3,8,46,0,0,0,0,3,0,8,3,3,0,17,7,41,10,9,19,19,40,42,62,34,20,16,13,37,321,0,0,0,0,0,0,0,0,3,3,0,182,188,14,9,34,64,113,143,342,340,374,438,1072,369,3312,4,3,7,18,25,48,93,82,29,97,28,41,475,0,11,34,49,52,31,43,12,6,5,3,26,272,0,0,0,3,4,4,6,8,3,3,0,10,41,4,4,18,14,3,7,7,3,0,3,3,10,76,29,32,95,114,102,77,91,33,22,9,14,78,696,0,0,0,0,0,0,0,0,0,0,0,26,26,37,50,154,198,186,167,240,138,60,117,48,191,1586,164,140,246,676,514,548,1118,1146,1502,1318,3326,1121,11819
105057206,102,0,0,0,0,3,4,3,3,0,6,6,3,28,0,0,0,0,0,0,6,0,3,0,13,0,22,9,3,6,15,31,5,26,24,5,10,10,22,166,0,0,0,0,0,3,0,3,0,3,3,122,134,9,9,30,36,79,65,176,178,163,272,730,238,1985,3,0,9,10,23,22,52,33,22,55,30,29,288,0,3,14,33,32,33,32,14,4,7,8,16,196,0,0,0,0,4,3,7,5,3,3,3,3,31,3,3,16,12,0,3,0,0,0,3,3,9,52,33,19,90,92,87,28,50,19,9,9,13,49,498,0,3,0,0,0,3,0,0,0,0,0,11,17,39,28,129,147,146,92,141,71,38,77,57,117,1082,145,94,207,370,408,382,805,723,827,886,2558,788,8193
105106550,628,3,0,3,5,7,10,25,21,14,43,29,34,194,0,0,0,0,0,4,9,9,21,22,67,33,165,31,25,23,62,100,71,199,125,84,60,135,129,1044,0,0,3,3,0,9,8,3,0,6,6,730,768,60,58,64,176,291,393,1232,1398,1427,1996,4573,1743,13411,3,5,12,41,74,111,352,297,116,211,92,169,1483,7,13,55,148,158,129,174,88,37,37,24,111,981,0,3,9,10,11,10,25,8,7,7,7,25,122,14,12,41,20,16,11,15,9,0,3,0,19,160,75,51,191,249,246,154,236,134,69,58,47,221,1731,0,0,3,0,3,3,5,3,0,0,0,55,72,99,84,311,468,508,418,807,539,229,316,170,600,4549,389,367,499,1615,1513,1652,3327,3042,3092,3309,7344,3344,29493
105108050,233,0,0,3,3,0,5,8,9,6,26,9,8,77,0,0,0,0,0,4,3,6,7,0,31,10,61,22,0,13,26,21,19,55,27,29,31,51,28,322,3,0,0,0,0,3,3,5,3,3,3,360,383,42,17,29,59,96,139,418,519,540,1096,2350,819,6124,7,4,0,15,25,43,116,103,34,121,31,75,574,4,10,23,48,48,47,71,31,14,39,12,57,404,0,0,3,7,10,4,11,7,4,7,0,10,63,0,4,17,14,6,10,7,3,0,3,3,8,75,38,13,57,72,74,65,111,45,25,19,21,73,613,0,0,0,0,0,0,4,3,0,0,0,13,20,49,31,100,156,163,169,320,192,77,189,67,236,1749,162,98,171,511,518,658,1338,1368,1443,1943,4470,1672,14352
105108500,212,0,0,0,0,0,3,9,9,5,23,13,17,79,0,0,0,0,0,0,0,4,0,6,17,14,41,20,5,0,11,11,6,34,19,14,36,62,33,251,0,0,0,0,0,0,0,0,5,0,8,323,336,30,14,15,29,54,82,238,292,329,928,2247,818,5076,0,3,0,5,12,26,100,74,30,138,63,68,519,5,7,17,37,45,27,61,33,6,36,4,59,337,0,0,0,0,0,3,7,5,0,11,0,9,35,0,3,11,12,3,4,6,5,0,0,0,3,47,45,21,32,40,39,29,65,33,23,38,43,82,490,0,0,0,0,4,0,0,0,0,0,0,13,17,50,34,60,94,103,89,239,150,59,223,110,234,1445,143,91,102,242,311,387,905,880,957,1761,4768,1621,12168
105154150,612,0,0,6,16,22,18,34,19,21,10,19,25,190,0,0,0,0,3,7,9,22,23,9,29,22,124,40,31,49,113,119,90,210,164,65,52,77,124,1134,0,3,0,3,6,4,4,12,0,3,3,522,560,59,70,130,314,522,616,1593,1486,1294,1180,2142,1317,10723,0,4,9,50,82,93,226,190,88,95,53,99,989,5,13,54,114,96,67,112,49,33,18,6,51,618,0,3,8,12,17,5,9,6,4,4,4,7,79,10,3,37,40,12,11,15,3,0,3,0,7,141,72,44,178,194,215,128,231,109,58,43,33,132,1437,0,0,0,5,0,4,0,0,0,0,0,35,44,87,67,286,415,422,308,593,357,183,163,96,331,3308,406,336,557,1737,1741,1633,3203,2589,2217,1699,2902,2159,21179
105154450,421,4,0,3,5,14,19,26,9,7,5,8,23,123,0,0,0,0,3,3,6,8,5,11,20,12,68,30,26,32,46,68,50,129,74,64,34,70,85,708,0,0,0,0,3,3,3,5,3,3,3,437,460,47,42,91,151,316,397,966,1022,905,945,1919,1033,7834,4,3,3,28,55,59,166,106,64,63,33,76,660,3,10,34,65,69,50,56,37,9,9,14,47,403,3,0,4,10,9,4,15,7,3,6,3,14,78,10,9,28,16,12,10,9,5,3,5,0,8,115,31,27,98,114,120,76,127,76,38,21,22,85,835,3,0,3,5,0,0,5,0,4,0,0,27,47,54,49,170,238,265,199,378,231,121,104,72,257,2138,270,212,335,1018,1062,1040,2064,1800,1531,1374,2623,1697,15026
105156650,818,4,3,6,24,19,30,54,18,26,22,16,42,264,4,0,0,0,6,5,19,21,19,19,24,28,145,39,33,63,132,162,113,287,185,106,47,101,187,1455,3,3,3,4,4,9,15,13,3,6,7,601,671,85,86,161,403,613,751,1922,1792,1512,1161,2013,1548,12047,8,6,16,37,104,135,297,222,114,118,58,140,1255,0,13,54,117,133,75,132,63,26,15,22,52,702,0,0,3,8,13,8,25,12,6,10,3,10,98,6,13,46,35,22,5,13,7,0,0,0,13,160,61,54,181,210,268,181,307,142,79,41,40,180,1744,0,0,4,3,0,0,3,7,0,0,3,52,72,75,86,304,410,540,404,777,453,225,184,126,447,4031,408,402,632,2149,2071,2011,3933,3236,2676,1870,3075,2733,25196
