region_id,C11_85o_SOL_SE_To,C11_85o_LPE_NS,C11_85o_Tot,C11_Tot_SEO,C11_To_SOL_SE_Vw_w,C11_To_SOL_SE_Nw_Na,C11_To_SOL_SE_P_E_n,C11_Tot_SOL_SE_Tot,C11_Tot_LPE_NS,C11_T_T
105051100,234,40,666,20073,14430,2867,193,17490,2124,39687
105054800,161,50,642,40955,6749,1104,111,7964,2497,51416
105055200,412,57,899,47115,17991,5385,263,23639,4866,75620
105057201,30,36,157,11841,10576,2269,137,12982,7657,32480
105057204,154,193,732,32686,8316,1316,107,9739,7241,49666
105057205,206,58,416,34571,12935,2894,174,16003,5635,56209
105057206,69,48,234,24468,11212,1884,126,13222,5717,43407
105106550,779,251,2753,79962,33822,4846,390,39058,9909,128929
105108050,415,145,1363,44241,10758,1166,149,12073,6412,62726
105108500,278,184,1528,39537,6481,497,92,7070,5061,51668
105154150,368,83,2076,37120,30489,7932,299,38720,2458,78298
105154450,240,144,1354,25899,22734,5022,293,28049,2164,56112
105156650,692,129,2405,38546,44061,8523,610,53194,5366,97106
105157151,219,188,2840,83554,11521,1394,136,13051,3382,99987
105157152,170,130,1764,94116,10336,1154,107,11597,2489,108202
105200351,404,92,1032,12588,35290,9511,526,45327,3918,61833
105200353,500,85,1492,24045,30252,7702,466,38420,3407,65872
105200355,177,121,1365,35652,13831,2759,192,16782,1927,54361
105201550,972,220,2200,40709,67086,20170,1088,88344,7969,137022
105252851,1123,108,1815,27046,56386,27989,1082,85457,4906,117409
105252854,547,18,676,21530,35660,10253,593,46506,1831,69867
105254901,377,120,1073,48245,40199,9935,636,50770,6839,105854
105254904,291,20,483,31747,33443,5807,433,39683,2579,74009
105301450,83,43,759,48577,5149,695,72,5916,1694,56187
105301501,123,221,711,48133,20223,2909,308,23440,3374,74947
105301504,115,50,661,53674,11979,1754,155,13888,3294,70856
105308400,78,18,456,38893,2039,208,29,2276,1386,42555
105350150,508,66,1192,20375,14645,3598,203,18446,2280,41101
105351300,370,56,797,11658,15121,3887,258,19266,1493,32417
105351521,226,42,692,19699,14251,2725,169,17145,2517,39361
105351524,308,68,866,24272,8563,1549,90,10202,1611,36085
105357100,269,35,658,11188,17356,3844,239,21439,2311,34938
105400200,358,39,851,15466,38213,13758,666,52637,6002,74105
105403950,418,299,1562,42547,42233,8032,620,50885,5185,98617
105406251,209,47,797,16547,23585,4812,367,28764,4778,50089
105406252,158,148,942,23889,15779,3895,216,19890,1662,45441
105406253,140,85,814,23334,11058,1729,134,12921,1131,37386
105406254,142,39,469,9516,18061,4581,345,22987,2507,35010
105450900,112,123,1541,67700,3584,340,71,3995,3273,74968
105453800,66,53,870,56055,3032,353,50,3435,2529,62019
105456351,199,119,885,73801,15971,2105,252,18328,4602,96731
105456354,129,60,1033,70197,7173,836,96,8105,2952,81254
105530751,392,55,783,66010,29114,3435,385,32934,3129,102073
105530752,474,88,1204,52899,34761,5815,475,41051,3496,97446
105530753,311,22,789,57593,32705,4914,553,38172,4608,100373
105554100,156,18,633,10210,2049,339,31,2419,385,13014
105554700,102,49,773,23688,6092,756,58,6906,984,31578
105555350,70,45,825,21799,3188,284,41,3513,1672,26984
105555950,132,100,1056,44909,10958,1278,111,12347,5035,62291
105556700,512,203,2486,55359,35999,7151,386,43536,4195,103090
105558250,353,101,1585,40695,19456,4172,204,23832,2883,67410
105604001,167,52,1713,50426,12481,1391,98,13970,1156,65552
105604004,333,118,2093,56172,25420,5035,246,30701,2146,89019
105604500,378,236,3512,81712,20159,2862,183,23204,2963,107879
105607421,190,33,796,49803,19148,2656,192,21996,1470,73269
105607423,114,15,541,42126,10191,986,109,11286,1255,54667
105607425,117,22,519,24064,12874,2268,120,15262,904,40230
105655150,67,50,858,32344,4457,418,58,4933,2219,39496
105656370,149,90,1505,49549,3906,386,44,4336,1777,55662
105658000,673,276,3843,111224,20160,2780,297,23237,4319,138780
105703101,116,138,2304,60061,2676,255,44,2975,2260,65296
105703104,141,393,2809,83964,5157,687,91,5935,4874,94773
105708551,72,161,1885,70970,2630,303,41,2974,2911,76855
105708554,87,122,1887,64891,2823,425,47,3295,2700,70886
110051720,32,54,872,47146,871,135,32,1038,2512,50696
110054651,53,146,1498,56128,1715,177,31,1923,1824,59875
110054653,150,52,1548,68864,3140,454,68,3662,1661,74187
110054655,63,174,1694,48092,1692,221,22,1935,1468,51495
110055050,78,67,1068,62511,1917,284,39,2240,2255,67006
110055903,152,71,1138,44044,3109,573,45,3727,2413,50184
110055904,103,55,1093,38278,3619,679,38,4336,1410,44024
110055905,165,126,1681,46828,3981,767,87,4835,2278,53941
110056400,50,179,1356,59261,1802,210,28,2040,2762,64063
110102700,3,7,162,7813,94,9,3,106,277,8196
110103050,7,8,141,4587,65,9,3,77,104,4768
110103320,28,207,1347,31855,815,93,23,931,1669,34455
110105650,3,15,167,14348,431,49,10,490,1222,16060
110107000,0,11,263,21415,583,81,12,676,857,22948
110107620,4,7,281,12866,247,73,6,326,554,13746
115054400,31,28,629,18326,696,66,14,776,471,19573
115056900,193,40,915,54145,5862,1033,96,6991,1559,62695
115058451,396,154,2450,78241,13942,2932,192,17066,3954,99261
115058454,460,143,1782,73010,12313,2962,202,15477,2946,91433
115076951,31,81,772,29519,939,137,20,1096,2315,32930
115106952,82,157,1785,53250,1961,235,34,2230,2446,57926
115108350,49,160,1165,39978,1888,157,39,2084,1616,43678
120057554,61,235,2227,49680,1948,223,38,2209,2414,54303
120057556,3,11,175,10738,340,35,9,384,317,11439
120074851,47,28,772,28248,1170,168,38,1376,966,30590
120100250,49,111,1402,36684,1248,122,16,1386,1377,39447
120101350,16,31,566,26403,1780,133,33,1946,1641,29990
120104550,5,13,198,8454,224,15,6,245,352,9051
120104854,14,6,111,11014,506,55,9,570,511,12095
120106611,17,55,360,10331,178,33,11,222,481,11034
120106612,7,15,201,10577,203,31,6,240,394,11211
120107558,31,28,537,18824,701,100,14,815,1017,20656
125011801,70,78,1440,46264,2336,475,65,2876,2131,51271
125036381,49,127,1594,39957,1242,118,12,1372,1598,42927
125050600,9,11,322,11739,388,25,3,416,272,12427
125051736,10,23,578,19857,433,36,11,480,621,20958
125051737,14,36,648,21702,389,63,8,460,1004,23166
125051738,3,0,41,5590,140,15,3,158,267,6015
125051804,13,21,304,16448,1053,178,13,1244,547,18239
125055700,22,35,618,17474,421,48,6,475,599,18548
125103380,59,126,1254,42772,1041,126,23,1190,1847,45809
125104350,60,55,727,26199,618,62,12,692,1581,28472
125106385,15,139,863,28219,573,33,10,616,1055,29890
125108859,0,0,6,369,4,3,0,7,9,385
130057311,25,87,1004,41774,912,138,22,1072,2211,45057
130103550,4,67,271,11308,167,28,0,195,671,12174
130103660,3,7,133,4726,62,3,4,69,75,4870
130104201,0,0,46,4475,76,6,3,85,108,4668
130104920,4,4,166,6910,97,14,0,111,249,7270
130107314,4,9,181,10456,161,23,0,184,267,10907
130150111,17,24,431,17876,1298,223,28,1549,1214,20639
130150112,0,4,37,3659,86,6,0,92,90,3841
130153010,5,7,223,7968,134,14,6,154,423,8545
130153650,0,3,85,4061,40,5,6,51,164,4276
130154202,6,12,312,10495,238,83,3,324,338,11157
130157400,0,15,149,6202,163,13,6,182,328,6712
130157650,0,12,82,5527,108,14,0,122,181,5830
130157850,4,4,79,2881,48,6,0,54,60,2995
130205300,4,12,161,12161,340,68,9,417,1046,13624
130205750,7,19,226,12244,207,32,4,243,676,13163
135012601,17,54,686,33261,1097,147,15,1259,1468,35988
135052604,0,3,26,3190,25,0,0,25,177,3392
135052950,0,18,113,4032,69,9,3,81,239,4352
135055271,16,31,392,17293,467,68,9,544,1032,18869
135055850,4,4,94,6075,88,7,0,95,265,6435
135058020,3,22,261,8708,175,9,9,193,515,9416
135058150,0,7,149,7369,146,20,7,173,809,8351
135100950,0,3,49,2737,70,10,0,80,186,3003
135102150,0,3,71,3758,45,6,0,51,192,4001
135107900,0,12,72,5887,347,55,9,411,563,6861
135107950,0,0,47,2640,48,8,0,56,91,2787
135151150,0,3,21,2646,67,0,6,73,432,3151
135151200,0,3,21,1670,45,0,3,48,83,1801
135151750,3,3,56,4433,144,15,0,159,402,4994
140030471,28,31,611,30275,1071,133,19,1223,1863,33361
140070473,0,3,39,4799,128,3,9,140,387,5326
140070850,4,8,96,6470,119,10,3,132,265,6867
140071400,0,20,236,11993,218,29,9,256,272,12521
140074870,13,31,369,18001,575,66,4,645,1171,19817
140075274,7,4,74,3052,115,22,0,137,81,3270
140076100,0,8,84,4601,252,12,0,264,256,5121
140150800,0,9,153,5665,80,9,4,93,132,5890
140152350,12,20,320,11129,270,34,4,308,662,12099
140152900,6,16,222,8653,141,24,3,168,244,9065
140154600,3,14,157,6110,101,8,0,109,255,6474
140156200,9,23,361,13367,331,42,6,379,792,14538
140158100,0,3,96,3385,50,9,0,59,111,3555
140206150,62,52,784,34374,1700,292,31,2023,2065,38462
145056181,0,0,42,9945,502,32,11,545,603,11093
145056470,105,36,441,30858,4723,738,92,5553,1633,38044
145101050,0,0,46,2234,36,0,0,36,50,2320
145103311,21,73,526,19310,619,123,23,765,1362,21437
145103314,4,5,47,5655,247,18,9,274,281,6210
145103700,0,9,87,3287,67,16,0,83,113,3483
145106184,3,3,61,3161,104,6,3,113,217,3491
145107640,0,11,148,6577,138,16,0,154,254,6985
145108710,13,17,229,13605,497,67,5,569,624,14798
145108750,9,25,320,11074,310,51,6,367,556,11997
145150550,45,78,826,29745,935,80,16,1031,1247,32023
145152750,60,90,1138,32292,1246,129,28,1403,1639,35334
145201000,0,10,88,2252,50,4,0,54,61,2367
145202050,31,8,248,8574,582,53,7,642,564,9780
145207050,9,7,82,14964,855,64,12,931,2652,18547
150057751,45,65,1098,50749,2483,437,45,2965,1607,55321
150102000,0,6,101,3754,53,0,0,53,165,3972
150102200,0,11,196,6752,96,15,4,115,305,7172
150103500,0,3,83,3518,48,7,6,61,104,3683
150104300,0,22,103,4722,61,19,6,86,941,5749
150104950,3,3,91,2754,37,4,0,41,76,2871
150105800,0,17,154,5356,137,12,3,152,355,5863
150107350,0,7,167,5390,102,11,4,117,146,5653
150107500,18,11,254,10081,340,50,6,396,389,10866
150107754,0,3,41,4549,68,12,3,83,88,4720
150151600,0,4,33,2394,63,27,4,94,78,2566
150153450,189,26,468,17932,4037,915,75,5027,1379,24338
150153850,0,3,59,2838,83,13,0,96,102,3036
150154750,19,25,190,9644,578,95,11,684,564,10892
150155550,0,0,27,2033,48,9,0,57,104,2194
155050050,71,76,1063,42997,2249,398,50,2697,1947,47641
155053341,0,0,38,3421,71,12,0,83,120,3624
155102300,15,18,290,10387,212,24,3,239,342,10968
155103342,4,5,172,5696,89,9,4,102,256,6054
155107450,0,7,79,2972,92,9,6,107,217,3296
155107700,0,5,25,1040,15,3,0,18,57,1115
155150650,11,19,258,7322,159,24,6,189,301,7812
155151860,0,3,11,1451,14,3,0,17,39,1507
155152500,10,23,213,6529,164,28,4,196,356,7081
155154250,3,0,28,1299,49,3,0,52,60,1411
155155500,0,9,146,6449,125,14,0,139,298,6886
155157800,10,6,105,3622,107,22,0,129,218,3969
155200300,6,5,36,2036,158,32,0,190,170,2396
155208200,10,3,117,6506,226,23,6,255,309,7070
160101250,24,60,490,17103,432,59,7,498,1154,18755
160101700,0,3,12,2105,90,13,3,106,138,2349
160108809,0,0,3,857,15,0,0,15,30,902
185019779,0,4,39,1580,145,28,0,173,345,2098
