region_id,C06_Tot_resp_Bplace_ns,C06_Tot_resp_Tot_resp,C06_T_P_BP_B_OS,C06_T_P_Fa_only_bor_os,C06_T_P_Mo_O_B_OS,C06_T_P_BP_B_Aus,C06_T_P_Bplace_NS,C06_T_P_Tot_resp,C11_Aus_BP_B_OS,C11_Aus_Fa_O_B_OS,C11_Aus_Mo_O_B_OS,C11_Aus_BP_B_Aus,C11_Aus_Bplace_NS,C11_Aus_Tot_resp,C11_Aus_Ab_BP_B_OS,C11_Aus_Ab_Fa_O_B_OS,C11_Aus_Ab_Mo_O_B_OS,C11_Aus_Ab_BP_B_Aus,C11_Aus_Abor_Bplace_NS,C11_Aus_Abor_Tot_respons,C11_Chi_BP_B_OS,C11_Chi_Fa_O_B_OS,C11_Chi_Mo_O_B_OS,C11_Chi_BP_B_Aus,C11_Chi_Bplace_NS,C11_Chi_Tot_resp,C11_Cro_BP_B_OS,C11_Cro_Fa_O_B_OS,C11_Cro_Mo_O_B_OS,C11_Cro_BP_B_Aus,C11_Cro_Bplace_NS,C11_Cro_Tot_resp,C11_Dut_BP_B_OS,C11_Dut_Fa_O_B_OS,C11_Dut_Mo_O_B_OS,C11_Dut_BP_B_Aus,C11_Dut_Bplace_NS,C11_Dut_Tot_resp,C11_Eng_BP_B_OS,C11_Eng_Fa_O_B_OS,C11_Eng_Mo_O_B_OS,C11_Eng_BP_B_Aus,C11_Eng_Bplace_NS,C11_Eng_Tot_resp,C11_Fil_BP_B_OS,C11_Fil_Fa_O_B_OS,C11_Fil_Mo_O_B_OS,C11_Fil_BP_B_Aus,C11_Fil_Bplace_NS,C11_Fil_Tot_resp,C11_Fre_BP_B_OS,C11_Fre_Fa_O_B_OS,C11_Fre_Mo_O_B_OS,C11_Fre_BP_B_Aus,C11_Fre_Bplace_NS,C11_Fre_Tot_resp,C11_Ger_BP_B_OS,C11_Ger_Fa_O_B_OS,C11_Ger_Mo_O_B_OS,C11_Ger_BP_B_Aus,C11_Ger_Bplace_NS,C11_Ger_Tot_resp,C11_Gre_BP_B_OS,C11_Gre_Fa_O_B_OS,C11_Gre_Mo_O_B_OS,C11_Gre_BP_B_Aus,C11_Gre_Bplace_NS,C11_Gre_Tot_resp,C11_Hun_BP_B_OS,C11_Hun_Fa_O_B_OS,C11_Hun_Mo_O_B_OS,C11_Hun_BP_B_Aus,C11_Hun_Bplace_NS,C11_Hun_Tot_resp,C11_Ind_BP_B_OS,C11_Ind_Fa_O_B_OS,C11_Ind_Mo_O_B_OS,C11_Ind_BP_B_Aus,C11_Ind_Bplace_NS,C11_Ind_Tot_resp,C11_Iri_BP_B_OS,C11_Iri_Fa_O_B_OS,C11_Iri_Mo_O_B_OS,C11_Iri_BP_B_Aus,C11_Iri_Bplace_NS,C11_Iri_Tot_resp,C11_Ita_BP_B_OS,C11_Ita_Fa_O_B_OS,C11_Ita_Mo_O_B_OS,C11_Ita_BP_B_Aus,C11_Ita_Bplace_NS,C11_Ita_Tot_resp,C11_Kor_BP_B_OS,C11_Kor_Fa_O_B_OS,C11_Kor_Mo_O_B_OS,C11_Kor_BP_B_Aus,C11_Kor_Bplace_NS,C11_Kor_Tot_resp,C11_Leb_BP_B_OS,C11_Leb_Fa_O_B_OS,C11_Leb_Mo_O_B_OS,C11_Leb_BP_B_Aus,C11_Leb_Bplace_NS,C11_Leb_Tot_resp,C11_Mac_BP_B_OS,C11_Mac_Fa_O_B_OS,C11_Mac_Mo_O_B_OS,C11_Mac_BP_B_Aus,C11_Mac_Bplace_NS,C11_Mac_Tot_resp,C11_Mal_BP_B_OS,C11_Mal_Fa_O_B_OS,C11_Mal_Mo_O_B_OS,C11_Mal_BP_B_Aus,C11_Mal_Bplace_NS,C11_Mal_Tot_resp,C11_Mao_BP_B_OS,C11_Mao_Fa_O_B_OS,C11_Mao_Mo_O_B_OS,C11_Mao_BP_B_Aus,C11_Mao_Bplace_NS,C11_Mao_Tot_resp,C11_NZ_BP_B_OS,C11_NZ_Fa_O_B_OS,C11_NZ_Mo_O_B_OS,C11_NZ_BP_B_Aus,C11_NZ_Bplace_NS,C11_NZ_Tot_resp,C11_Pol_BP_B_OS,C11_Pol_Fa_O_B_OS,C11_Pol_Mo_O_B_OS,C11_Pol_BP_B_Aus,C11_Polish_Bplace_NS,C11_Pol_Tot_resp,C11_Rus_BP_B_OS,C11_Rus_Fa_O_B_OS,C11_Rus_Mo_O_B_OS,C11_Rus_BP_B_Aus,C11_Russian_Birthplac_ns,C11_Rus_Tot_resp,C11_Sco_BP_B_OS,C11_Sco_Fa_O_B_OS,C11_Sco_Mo_O_B_OS,C11_Sco_BP_B_Aus,C11_Sco_Birthplac_ns,C11_Sco_Tot_resp,C11_Ser_BP_B_OS,C11_Ser_Fa_O_B_OS,C11_Ser_Mo_O_B_OS,C11_Ser_BP_B_Aus,C11_Ser_Bplace_NS,C11_Ser_Tot_resp,C11_Sinha_BP_B_OS,C11_Sinh_Fa_O_B_OS,C11_Sinh_Mo_O_B_OS,C11_Sinh_BP_B_Aus,C11_Sinha_Bplace_NS,C11_Sinha_Tot_resp,C11_S_Afr_BP_B_OS,C11_S_Af_Fa_O_B_OS,C11_S_Af_Mo_O_B_OS,C11_S_Af_BP_B_Aus,C11_S_Af_Bplace_NS,C11_S_Af_Tot_resp,C11_Span_BP_B_OS,C11_Span_Fa_O_B_OS,C11_Span_Mo_O_B_OS,C11_Span_BP_B_Aus,C11_Span_Bplace_NS,C11_Span_Tot_resp,C11_Turk_BP_B_OS,C11_Turk_Fa_O_B_OS,C11_Turk_Mo_O_B_OS,C11_Turk_BP_B_Aus,C11_Turk_Bplace_NS,C11_Turk_Tot_resp,C11_Viet_BP_B_OS,C11_Viet_Fa_O_B_OS,C11_Viet_Mo_O_B_OS,C11_Viet_BP_B_Aus,C11_Viet_Bplace_NS,C11_Viet_Tot_resp,C11_Welsh_BP_B_OS,C11_Wels_Fa_O_B_OS,C11_Wels_Mo_O_B_OS,C11_Wels_BP_B_Aus,C11_Welsh_Bplace_NS,C11_Welsh_Tot_resp,C11_Other_BP_B_OS,C11_Othr_Fa_O_B_OS,C11_Othr_Mo_O_B_OS,C11_Othr_BP_B_Aus,C11_Other_Bplace_NS,C11_Other_Tot_resp,C11_Anc_ns_Bo_pa_born_os,C11_Anc_ns_Fa_on_born_os,C11_Anc_ns_Mo_on_born_os,C11_Anc_ns_Bo_pa_bor_Aus,C11_Anc_ns_Bplace_NS,C11_Anc_NS_T_resp
105051100,3122,43455,20063,1889,1233,9974,2952,36115,524,1064,810,5554,220,8172,0,11,0,87,0,98,3610,32,70,80,58,3850,349,31,24,47,14,465,141,29,24,33,0,227,2013,700,474,3770,236,7193,945,12,70,8,15,1050,129,21,9,43,4,206,270,64,36,324,11,705,1839,231,102,481,69,2722,139,15,14,19,4,191,852,11,7,11,13,894,572,220,165,1831,60,2848,934,155,77,390,46,1602,163,3,3,0,3,172,356,34,23,73,7,493,115,8,9,21,3,156,391,74,38,80,13,596,308,32,25,13,17,395,215,63,29,14,3,324,193,25,8,21,11,258,341,18,13,9,3,384,505,153,96,1033,47,1834,252,19,8,17,0,296,53,0,0,0,0,53,145,14,12,4,3,178,503,20,20,41,7,591,723,74,38,25,17,877,194,3,3,0,4,204,49,11,17,57,3,137,7061,358,288,281,207,8195,581,47,47,270,2116,3061
105054800,4736,64829,16696,4160,2763,20071,4488,48172,387,2512,1690,10111,221,14921,0,10,7,95,11,123,1330,96,136,179,26,1767,219,45,13,51,6,334,366,150,75,148,11,750,5930,2142,1387,8655,285,18399,295,11,52,3,3,364,305,35,39,135,6,520,660,203,138,858,24,1883,704,143,47,227,38,1159,172,50,20,27,4,273,466,43,23,4,12,548,1854,630,435,4858,115,7892,1912,425,167,759,69,3332,173,3,7,7,0,190,235,56,30,83,9,413,94,16,4,26,0,140,249,56,22,60,7,394,132,15,7,18,14,186,572,117,117,27,9,842,277,60,35,76,3,451,155,29,29,46,3,262,1453,491,365,3005,85,5399,146,20,10,28,4,208,14,0,0,0,0,14,204,21,19,11,9,264,306,22,21,36,9,394,119,19,9,8,0,155,196,14,9,7,6,232,245,53,39,167,7,511,3615,593,453,587,84,5332,211,54,18,305,2507,3095
105055200,8016,91052,32885,4799,3035,22858,7632,71212,657,3006,2080,11726,430,17899,0,24,3,260,16,303,3440,140,139,211,63,3993,343,47,30,54,3,477,326,141,92,140,14,713,5239,2299,1540,10042,379,19499,901,16,97,10,25,1049,327,60,38,179,7,611,724,287,154,1201,37,2403,3773,280,156,638,102,4949,235,50,28,36,9,358,830,46,37,14,25,952,1768,771,548,5959,167,9213,1610,426,180,781,64,3061,192,3,18,10,3,226,1381,144,93,179,70,1867,434,22,9,24,23,512,257,85,48,121,7,518,291,33,27,21,7,379,535,133,103,20,16,807,393,82,56,115,5,651,190,33,30,58,7,318,1378,624,430,3493,82,6007,298,26,25,8,10,367,19,0,4,0,0,23,183,36,30,16,4,269,565,47,39,66,24,741,364,30,18,11,9,432,2540,25,33,6,61,2665,217,69,40,271,3,600,9074,944,724,838,261,11841,636,66,56,383,4862,6003
105057201,11384,31849,11636,631,431,4235,11323,28264,139,422,296,2483,56,3396,3,4,0,16,0,23,6211,32,52,36,101,6432,53,10,0,12,0,75,130,31,29,37,0,227,2053,359,289,2699,84,5484,223,0,15,0,3,241,225,11,11,44,6,297,286,56,18,335,13,708,135,29,6,39,3,212,49,10,3,3,0,65,678,5,8,3,7,701,507,97,89,1212,32,1937,374,55,29,121,10,589,1252,3,4,0,37,1296,65,13,3,22,0,103,15,0,0,0,0,15,33,7,7,17,0,64,47,0,0,0,0,47,119,27,16,4,3,169,131,14,7,9,3,164,139,9,7,10,0,165,414,109,87,847,31,1488,37,4,0,0,0,41,4,0,0,0,3,7,56,3,3,0,0,62,114,4,3,8,0,129,56,0,0,3,3,62,329,0,4,0,9,342,53,7,6,47,0,113,4724,84,100,133,84,5125,221,4,5,36,7633,7899
105057204,13744,62218,16524,2871,1849,14633,13563,49441,264,1433,1089,6505,178,9469,5,5,7,82,7,106,2096,97,65,102,39,2399,193,39,17,29,7,285,374,111,87,103,8,683,5213,1339,973,6983,234,14742,436,10,46,0,7,499,671,54,33,111,6,875,904,159,124,811,28,2026,510,109,53,215,11,898,202,35,16,31,8,292,577,27,24,14,7,649,1650,432,301,3913,103,6399,918,229,88,454,19,1708,399,0,7,11,3,420,172,30,13,67,3,285,63,3,5,10,0,81,158,41,21,56,0,276,184,25,7,5,3,224,529,63,44,25,8,669,390,68,40,90,5,593,325,25,28,55,4,437,1305,379,270,2478,72,4504,145,11,3,9,0,168,7,0,0,0,0,7,220,30,13,0,0,263,392,17,12,39,5,465,138,0,5,7,4,154,324,4,5,0,3,336,192,41,30,141,0,404,5348,429,345,425,119,6666,243,24,14,170,7250,7701
105057205,8472,62226,20733,3031,1925,15144,8198,49035,351,1732,1228,8088,230,11629,0,23,5,214,11,253,5399,109,137,141,87,5873,212,28,15,33,3,291,321,143,75,115,3,657,4390,1514,1058,7178,273,14413,500,12,76,5,12,605,401,54,34,133,11,633,726,189,126,874,34,1949,1204,176,79,327,44,1830,190,43,18,22,0,273,639,27,26,9,15,716,1680,506,341,3907,112,6546,772,259,95,472,25,1623,667,7,3,8,9,694,419,55,21,94,10,599,123,10,6,16,0,155,161,52,42,76,7,338,239,26,19,16,5,305,521,74,67,32,4,698,374,66,36,104,8,588,789,26,37,41,14,907,1146,380,271,2553,58,4408,266,10,12,5,4,297,15,0,0,0,0,15,196,25,13,3,0,237,333,21,10,41,10,415,290,20,5,8,4,327,610,5,10,3,14,642,158,32,23,154,3,370,6521,543,376,550,154,8144,338,35,18,257,5630,6278
105057206,10322,49546,15772,2017,1439,10851,10179,40268,255,1166,967,5518,143,8049,0,7,6,114,3,130,5984,85,133,111,94,6407,120,13,13,25,0,171,256,80,54,86,4,480,3367,1015,749,5140,178,10449,470,12,54,0,11,547,311,35,13,83,3,445,524,96,93,616,15,1344,318,72,21,133,9,553,114,29,17,12,4,176,879,24,20,9,11,943,1120,299,225,2802,70,4516,606,183,78,322,20,1209,756,6,7,11,12,792,158,28,10,57,3,256,54,4,3,6,0,67,64,28,9,44,0,145,133,12,14,11,4,174,362,54,41,20,3,480,263,48,20,54,8,393,267,23,10,19,9,328,818,280,198,1797,46,3139,113,8,3,4,0,128,19,0,0,0,0,19,164,10,10,3,4,191,241,17,15,27,3,303,168,16,3,0,5,192,665,6,12,3,31,717,109,27,22,100,3,261,4903,332,351,318,84,5988,236,23,18,133,5713,6123
105106550,13522,150592,53905,7508,5250,40063,12966,119687,1044,4069,3207,19746,653,28719,3,23,3,334,6,369,14373,248,324,302,262,15509,445,66,28,88,19,646,572,196,120,201,17,1106,9460,3018,2154,15184,724,30540,1058,26,147,4,38,1273,1109,100,67,215,28,1519,1531,330,220,1459,68,3608,4186,675,309,1629,157,6956,773,84,59,106,5,1027,1602,55,45,32,34,1768,4056,1036,725,8846,310,14973,2581,557,241,1283,80,4742,657,8,20,3,12,700,739,145,97,326,31,1338,75,18,3,11,0,107,679,136,80,242,13,1150,558,96,43,24,15,736,817,181,138,45,22,1203,1083,129,91,169,21,1493,1420,82,62,100,26,1690,2218,745,552,4478,132,8125,296,21,24,13,9,363,48,0,0,0,0,48,1146,112,62,14,14,1348,949,67,52,73,33,1174,288,30,8,7,3,336,617,18,33,5,15,688,346,70,49,227,19,711,14445,1373,961,1025,368,18172,892,121,87,682,9854,11636
105108050,10849,76074,25696,4327,2827,16439,10544,59834,602,2458,1760,8165,252,13237,0,3,4,26,0,33,1311,101,105,118,34,1669,200,25,20,39,11,295,373,120,63,115,6,677,6952,1808,1242,6757,373,17132,352,3,46,8,12,421,701,71,42,130,7,951,1286,232,136,735,46,2435,847,151,69,398,32,1497,852,93,60,101,14,1120,355,25,33,13,3,429,2692,511,383,3915,135,7636,1345,300,133,542,44,2364,290,0,14,7,3,314,225,48,14,73,11,371,51,3,3,3,0,60,144,36,21,37,5,243,219,32,20,9,5,285,604,98,102,19,20,843,921,139,82,160,24,1326,1508,75,56,108,28,1775,1403,466,311,2257,72,4509,134,8,4,10,4,160,13,0,0,3,0,16,1737,138,90,16,35,2016,439,18,30,42,10,539,103,20,3,3,3,132,98,6,3,0,3,110,258,36,25,107,8,434,8438,1008,759,779,182,11166,478,68,52,270,6409,7277
105108500,6958,64861,18763,4102,2674,17328,6681,49545,429,2254,1548,7874,244,12349,0,3,0,11,4,18,1461,90,114,100,31,1796,153,24,15,36,3,231,352,84,50,80,13,579,5463,1735,1232,7592,285,16307,182,4,20,3,4,213,472,47,49,139,11,718,892,192,116,662,15,1877,718,181,114,498,19,1530,759,114,72,95,17,1057,405,27,20,22,18,492,1388,463,338,3917,105,6211,822,247,98,532,34,1733,157,8,4,3,3,175,170,67,53,174,12,476,24,8,4,11,0,47,82,39,10,33,3,167,84,5,3,4,0,96,456,88,63,17,11,635,815,133,80,173,27,1228,647,72,51,83,18,871,1215,444,304,2732,85,4780,128,8,12,10,5,163,0,0,0,0,0,0,1245,108,65,6,18,1442,223,23,17,35,16,314,75,0,0,0,0,75,73,3,8,3,0,87,146,18,15,100,0,279,5196,684,542,759,119,7300,267,54,45,265,5025,5656
