region_id,C11_All_in_ns_1PF_1C,C11_All_in_ns_1PF_2C,C11_All_in_ns_1PF_3C,C11_All_in_ns_1_pa_fa_4m_c,C11_All_in_ns_1_pa_fa_w_To,C11_Tot_1PF_1C,C11_Tot_1PF_2C,C11_Tot_1PF_3C,C11_Tot_1_pa_fa_4mor_ch,C11_Tot_T
105051100,27,14,0,3,44,1118,540,124,45,1827
105054800,18,3,3,0,24,1183,405,76,24,1688
105055200,43,18,4,0,65,1945,754,178,73,2950
105057201,7,4,0,0,11,292,78,6,0,376
105057204,7,8,0,0,15,562,152,24,10,748
105057205,32,11,9,0,52,1095,375,94,22,1586
105057206,16,6,0,3,25,711,262,71,38,1082
105106550,94,16,3,3,116,2971,1226,282,66,4545
105108050,17,13,4,0,34,1156,464,109,22,1751
105108500,14,4,5,0,23,928,399,103,15,1445
105154150,40,12,5,3,60,2013,968,246,81,3308
105154450,29,12,4,0,45,1330,586,166,57,2139
105156650,60,16,13,7,96,2459,1090,343,140,4032
105157151,56,27,7,0,90,2445,1171,307,82,4005
105157152,33,16,6,5,60,2083,1222,408,104,3817
105200351,59,37,18,14,128,1615,945,384,220,3164
105200353,51,26,25,11,113,1726,1006,428,262,3422
105200355,29,17,3,5,54,1415,743,236,91,2485
105201550,118,49,29,13,209,3834,1736,563,228,6361
105252851,137,82,31,20,270,3956,2455,873,442,7726
105252854,41,33,15,8,97,1661,1169,458,213,3501
105254901,125,55,33,7,220,2916,1682,676,345,5619
105254904,44,26,10,5,85,1275,1029,400,156,2860
105301450,23,15,7,5,50,1052,706,313,110,2181
105301501,81,40,22,18,161,2232,1340,570,293,4435
105301504,68,33,16,14,131,2202,1280,537,266,4285
105308400,31,10,8,3,52,833,483,202,96,1614
105350150,25,12,3,0,40,1070,360,82,18,1530
105351300,17,3,3,3,26,789,346,85,31,1251
105351521,13,7,5,0,25,800,376,84,24,1284
105351524,10,10,0,0,20,816,354,78,12,1260
105357100,10,7,3,3,23,784,381,99,26,1290
105400200,53,17,11,12,93,1562,789,303,152,2806
105403950,68,33,15,12,128,2590,1336,483,223,4632
105406251,32,12,3,0,47,1080,411,94,53,1638
105406252,28,18,5,0,51,1129,551,175,61,1916
105406253,24,8,5,0,37,839,445,142,40,1466
105406254,28,13,5,6,52,775,410,225,153,1563
105450900,23,14,6,3,46,1831,953,276,119,3179
105453800,43,17,9,3,72,1531,862,330,107,2830
105456351,109,43,16,9,177,2912,1581,620,293,5406
105456354,69,25,13,3,110,2116,1175,429,167,3887
105530751,57,37,8,13,115,1977,1304,434,178,3893
105530752,88,42,17,16,163,2798,1492,567,288,5145
105530753,144,66,26,34,270,3145,1894,922,664,6625
105554100,7,0,3,0,10,222,106,33,6,367
105554700,6,4,0,3,13,630,236,67,13,946
105555350,4,0,0,0,4,490,205,65,9,769
105555950,16,5,0,0,21,1072,368,52,7,1499
105556700,43,18,5,0,66,2295,1002,232,47,3576
105558250,22,5,3,0,30,1426,631,136,28,2221
105604001,22,12,5,0,39,1026,696,231,58,2011
105604004,27,15,3,0,45,1915,906,221,41,3083
105604500,29,11,5,0,45,1657,990,269,64,2980
105607421,17,15,7,0,39,1284,742,207,50,2283
105607423,15,15,0,0,30,688,485,211,50,1434
105607425,8,4,4,0,16,709,383,113,30,1235
105655150,15,4,0,0,19,692,318,91,12,1113
105656370,20,14,0,3,37,1105,580,167,34,1886
