region_id,C11_SH_Tot_NPFH_6_mor,C11_SH_T_T,C11_SDRTHT_0b_NPFH_2,C11_SDRTHT_0b_NPFH_3,C11_SDRTHT_0b_NPFH_4,C11_SDRTHT_0b_NPFH_5,C11_SDRTHT_0b_NPFH_6_mor,C11_SDRTHT_0bTotal,C11_SDRTHT_1b_NPFH_2,C11_SDRTHT_1b_NPFH_3,C11_SDRTHT_1b_NPFH_4,C11_SDRTHT_1b_NPFH_5,C11_SDRTHT_1b_NPFH_6_mor,C11_SDRTHT_1b_Tot,C11_SDRTHT_2b_NPFH_2,C11_SDRTHT_2b_NPFH_3,C11_SDRTHT_2b_NPFH_4,C11_SDRTHT_2b_NPFH_5,C11_SDRTHT_2b_NPFH_6_mor,C11_SDRTHT_2b_Tot,C11_SDRTHT_3b_NPFH_2,C11_SDRTHT_3b_NPFH_3,C11_SDRTHT_3b_NPFH_4,C11_SDRTHT_3b_NPFH_5,C11_SDRTHT_3b_NPFH_6_mor,C11_SDRTHT_3b_Tot,C11_SDRTHT_4mb_NPFH_2,C11_SDRTHT_4mb_NPFH_3,C11_SDRTHT_4mb_NPFH_4,C11_SDRTHT_4mb_NPFH_5,C11_SDRTHT_4mb_NPFH_6_mor,C11_SDRTHT_4mb_Tot,C11_SDRTHT_NB_NS_NPFH_2,C11_SDRTHT_NB_NS_NPFH_3,C11_SDRTHT_NB_NS_NPFH_4,C11_SDRTHT_NB_NS_NPFH_5,C11_SDRTHT_NB_NS_NPFH_6_mor,C11_SDRTHT_NB_NS_T,C11_SDRTHT_Tot_NPFH_2,C11_SDRTHT_Tot_NPFH_3,C11_SDRTHT_Tot_NPFH_4,C11_SDRTHT_Tot_NPFH_5,C11_SDRTHT_Tot_NPFH_6_mor,C11_SDRTHT_T_T,C11_FUA_0b_NPFH_2,C11_FUA_0b_NPFH_3,C11_FUA_0b_NPFH_4,C11_FUA_0b_NPFH_5,C11_FUA_0b_NPFH_6_mor,C11_FUA_0bTotal,C11_FUA_1b_NPFH_2,C11_FUA_1b_NPFH_3,C11_FUA_1b_NPFH_4,C11_FUA_1b_NPFH_5,C11_FUA_1b_NPFH_6_mor,C11_FUA_1b_Tot,C11_FUA_2b_NPFH_2,C11_FUA_2b_NPFH_3,C11_FUA_2b_NPFH_4,C11_FUA_2b_NPFH_5,C11_FUA_2b_NPFH_6_mor,C11_FUA_2b_Tot,C11_FUA_3b_NPFH_2,C11_FUA_3b_NPFH_3,C11_FUA_3b_NPFH_4,C11_FUA_3b_NPFH_5,C11_FUA_3b_NPFH_6_mor,C11_FUA_3b_Tot,C11_FUA_4mb_NPFH_2,C11_FUA_4mb_NPFH_3,C11_FUA_4mb_NPFH_4,C11_FUA_4mb_NPFH_5,C11_FUA_4mb_NPFH_6_mor,C11_FUA_4mb_Tot,C11_FUA_NB_NS_NPFH_2,C11_FUA_NB_NS_NPFH_3,C11_FUA_NB_NS_NPFH_4,C11_FUA_NB_NS_NPFH_5,C11_FUA_NB_NS_NPFH_6_mor,C11_FUA_NB_NS_T,C11_FUA_Tot_NPFH_2,C11_FUA_Tot_NPFH_3,C11_FUA_Tot_NPFH_4,C11_FUA_Tot_NPFH_5,C11_FUA_Tot_NPFH_6_mor,C11_FUA_T_T,C11_OD_0b_NPFH_2,C11_OD_0b_NPFH_3,C11_OD_0b_NPFH_4,C11_OD_0b_NPFH_5,C11_OD_0b_NPFH_6_mor,C11_OD_0bTotal,C11_OD_1b_NPFH_2,C11_OD_1b_NPFH_3,C11_OD_1b_NPFH_4,C11_OD_1b_NPFH_5,C11_OD_1b_NPFH_6_mor,C11_OD_1b_Tot,C11_OD_2b_NPFH_2,C11_OD_2b_NPFH_3,C11_OD_2b_NPFH_4,C11_OD_2b_NPFH_5,C11_OD_2b_NPFH_6_mor,C11_OD_2b_Tot,C11_OD_3b_NPFH_2,C11_OD_3b_NPFH_3,C11_OD_3b_NPFH_4,C11_OD_3b_NPFH_5,C11_OD_3b_NPFH_6_mor,C11_OD_3b_Tot,C11_OD_4mb_NPFH_2,C11_OD_4mb_NPFH_3,C11_OD_4mb_NPFH_4,C11_OD_4mb_NPFH_5,C11_OD_4mb_NPFH_6_mor,C11_OD_4mb_Tot,C11_OD_NB_NS_NPFH_2,C11_OD_NB_NS_NPFH_3,C11_OD_NB_NS_NPFH_4,C11_OD_NB_NS_NPFH_5,C11_OD_NB_NS_NPFH_6_mor,C11_OD_NB_NS_T,C11_OD_Tot_NPFH_2,C11_OD_Tot_NPFH_3,C11_OD_Tot_NPFH_4,C11_OD_Tot_NPFH_5,C11_OD_Tot_NPFH_6_mor,C11_OD_T_T,C11_DS_NS_NPFH_2,C11_DS_NS_NPFH_3,C11_DS_NS_NPFH_4,C11_DS_NS_NPFH_5,C11_DS_NS_NPFH_6_mor,C11_DS_NS_T,C11_Tot_NPFH_2,C11_Tot_NPFH_3,C11_Tot_NPFH_4,C11_Tot_NPFH_5,C11_Tot_NPFH_6_mor,C11_T_T
105051100,295,4500,0,3,3,0,0,6,16,0,0,0,0,16,190,102,51,13,5,361,281,269,277,90,29,946,32,45,81,42,22,222,10,0,0,3,0,13,529,419,412,148,56,1564,6,6,3,0,0,15,207,43,9,3,0,262,1273,778,490,126,31,2698,209,231,224,79,40,783,9,3,13,0,0,25,32,16,15,3,0,66,1736,1077,754,211,71,3849,0,3,0,0,0,3,0,0,0,0,0,0,17,8,5,0,0,30,3,3,3,3,3,15,0,0,0,0,4,4,0,0,0,0,0,0,20,14,8,3,7,52,6,3,0,0,0,9,3701,2504,2413,927,429,9974
105054800,123,5607,3,0,0,0,0,3,150,12,3,0,0,165,1320,488,211,20,3,2042,957,684,622,127,21,2411,159,140,199,101,27,626,16,7,0,0,0,23,2605,1331,1035,248,51,5270,41,0,0,0,0,41,461,28,5,0,3,497,1001,290,74,8,0,1373,206,128,64,13,4,415,6,4,9,7,0,26,12,4,0,3,3,22,1727,454,152,31,10,2374,0,0,0,0,0,0,19,0,0,0,0,19,36,14,12,3,3,68,11,5,7,0,0,23,0,3,4,3,3,13,0,5,0,0,0,5,66,27,23,6,6,128,10,0,0,0,0,10,6697,3216,2590,696,190,13389
105055200,405,7495,3,0,0,0,0,3,164,13,0,5,0,182,1354,537,241,34,4,2170,875,629,605,136,45,2290,136,128,210,97,44,615,23,3,3,3,3,35,2555,1310,1059,275,96,5295,59,9,3,0,0,71,820,71,14,4,0,909,2146,845,365,97,21,3474,191,148,115,38,15,507,9,6,16,10,3,44,36,6,8,3,3,56,3261,1085,521,152,42,5061,4,0,0,0,0,4,22,4,0,0,0,26,49,27,22,11,0,109,3,14,18,14,7,56,4,0,4,0,5,13,3,5,0,0,0,8,85,50,44,25,12,216,24,10,7,0,0,41,8677,4320,3451,1105,555,18108
105057201,6,138,0,0,0,0,0,0,3,0,0,0,0,3,29,0,0,0,0,29,11,14,3,0,0,28,4,0,3,0,3,10,0,3,0,0,0,3,47,17,6,0,3,73,120,6,10,0,0,136,882,143,31,6,0,1062,1004,442,351,71,21,1889,290,124,112,49,32,607,11,4,10,9,0,34,29,15,8,5,0,57,2336,734,522,140,53,3785,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,4,5,3,0,0,12,2461,785,557,149,62,4014
105057204,11,215,8,0,0,0,0,8,167,7,0,0,0,174,541,136,42,9,3,731,445,259,166,34,14,918,141,101,113,63,21,439,15,8,0,0,0,23,1317,511,321,106,38,2293,315,17,3,0,0,335,2300,132,16,3,0,2451,2150,492,144,22,3,2811,331,146,93,18,8,596,27,19,14,10,0,70,38,7,0,0,0,45,5161,813,270,53,11,6308,0,0,0,0,0,0,11,0,0,0,0,11,7,5,5,0,0,17,6,5,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,24,10,9,0,0,43,19,5,5,0,0,29,6621,1379,647,181,60,8888
105057205,51,1162,9,3,0,0,0,12,169,13,3,0,0,185,1092,357,159,17,4,1629,722,501,392,88,21,1724,137,139,142,70,29,517,30,7,3,0,4,44,2159,1020,699,175,58,4111,77,6,3,3,0,89,1563,95,14,3,0,1675,2592,964,371,49,14,3990,362,273,214,49,17,915,16,13,7,9,3,48,45,14,4,0,0,63,4655,1365,613,113,34,6780,0,0,0,0,0,0,6,0,0,0,0,6,12,0,0,0,0,12,3,3,3,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,21,3,3,0,3,30,84,21,11,0,0,116,7380,2701,1581,391,146,12199
105057206,15,424,6,0,0,0,0,6,117,0,3,0,0,120,508,161,62,8,0,739,401,261,221,39,6,928,79,93,104,66,42,384,11,4,3,3,3,24,1122,519,393,116,51,2201,97,4,3,3,0,107,1561,130,22,3,0,1716,1879,655,296,55,10,2895,473,266,180,45,21,985,26,11,19,10,5,71,33,13,6,0,0,52,4069,1079,526,116,36,5826,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,12,0,0,0,0,0,0,5,0,0,0,0,5,0,0,3,0,0,3,11,3,6,0,0,20,11,5,3,3,0,22,5424,1699,999,269,102,8493
105106550,633,11740,3,3,3,0,0,9,65,13,0,5,0,83,705,321,204,35,0,1265,897,802,938,228,43,2908,195,256,402,211,87,1151,39,5,3,3,0,50,1904,1400,1550,482,130,5466,63,7,3,3,0,76,1382,145,17,0,3,1547,4985,2201,963,178,27,8354,884,665,553,143,35,2280,47,37,57,25,13,179,79,25,8,3,0,115,7440,3080,1601,352,78,12551,0,0,0,0,0,0,14,0,0,0,3,17,17,7,6,3,0,33,11,14,7,0,0,32,3,0,8,6,0,17,0,0,0,0,0,0,45,21,21,9,3,99,15,8,5,0,0,28,13105,6960,6601,2374,844,29884
105108050,184,3984,3,0,3,0,0,6,50,3,3,0,0,56,535,184,116,23,0,858,529,423,434,122,15,1523,151,168,340,165,56,880,22,5,3,0,0,30,1290,783,899,310,71,3353,74,9,0,0,0,83,1083,73,11,3,3,1173,2895,1071,397,51,3,4417,498,324,278,68,17,1185,33,19,45,21,8,126,57,13,6,0,0,76,4640,1509,737,143,31,7060,3,0,0,0,0,3,9,3,0,0,0,12,22,10,8,0,0,40,3,4,8,6,0,21,0,0,0,3,3,6,0,0,0,0,0,0,37,17,16,9,3,82,14,10,3,4,3,34,7189,3139,2829,1064,292,14513
105108500,229,4057,3,3,0,0,0,6,48,4,3,0,0,55,497,147,55,6,0,705,733,421,359,53,8,1574,178,159,217,117,20,691,20,3,3,0,0,26,1479,737,637,176,28,3057,39,3,0,0,0,42,564,31,7,3,0,605,2019,601,184,27,0,2831,849,347,255,55,13,1519,59,31,35,21,7,153,38,4,3,0,0,45,3568,1017,484,106,20,5195,0,0,0,0,0,0,6,0,0,0,0,6,11,7,0,0,0,18,0,3,6,0,0,9,0,0,4,0,0,4,0,0,0,0,0,0,17,10,10,0,0,37,15,0,0,0,0,15,6380,2493,2276,935,277,12361
