region_id,C01_CFNC_BF_N,C01_CFNC_BF_1_199,C01_CFNC_BF_200_399,C01_CFNC_BF_400_599,C01_CFNC_BF_600_799,C01_CFNC_BF_800_999,C01_CFNC_BF_1000_1499,C01_CFNC_BF_1500_1999,C01_CFNC_BF_2000_2499,C01_CFNC_BF_2500_2999,C01_CFNC_BF_3000m,C01_CFNC_BF_Ns,C01_CFNC_BF_T,C01_CFNC_BPT_N,C01_CFNC_BPT_1_199,C01_CFNC_BPT_200_399,C01_CFNC_BPT_400_599,C01_CFNC_BPT_600_799,C01_CFNC_BPT_800_999,C01_CFNC_BPT_1000_1499,C01_CFNC_BPT_1500_1999,C01_CFNC_BPT_2000_2499,C01_CFNC_BPT_2500_2999,C01_CFNC_BPT_3000M,C01_CFNC_BPT_Ns,C01_CFNC_BPT_T,C01_CFNC_1F1P_Ne_Ni,C01_CFNC_1F1P_1_199,C01_CFNC_1F1P_200_399,C01_CFNC_1F1P_400_599,C01_CFNC_1F1P_600_799,C01_CFNC_1F1P_800_999,C01_CFNC_1F1P_1000_1499,C01_CFNC_1F1P_1500_1999,C01_CFNC_1F1P_2000_2499,C01_CFNC_1F1P_2500_2999,C01_CFNC_1F1P_3000m,C01_CFNC_1F1P_Ns,C01_CFNC_1F1P_T,C01_CFNC_1E1A_Ni,C01_CFNC_1E1A_1_199,C01_CFNC_1E1A_200_399,C01_CFNC_1E1A_400_599,C01_CFNC_1E1A_600_799,C01_CFNC_1E1A_800_999,C01_CFNC_1E1A_1000_1499,C01_CFNC_1E1A_1500_1999,C01_CFNC_1E1A_2000_2499,C01_CFNC_1E1A_2500_2999,C01_CFNC_1E1A_3000m,C01_CFNC_1E1A_Ns,C01_CFNC_1E1A_T,C01_CFNC_1F1NW_N,C01_CFNC_1F1NW_1_199,C01_CFNC_1F1NW_200_399,C01_CFNC_1F1NW_400_599,C01_CFNC_1F1NW_600_799,C01_CFNC_1F1NW_800_999,C01_CFNC_1F1NW_1000_1499,C01_CFNC_1F1NW_1500_1999,C01_CFNC_1F1NW_2000_2499,C01_CFNC_1F1NW_2500_2999,C01_CFNC_1F1NW_3000m,C01_CFNC_1F1NW_Ns,C01_CFNC_1F1NW_T,C01_CFNC_1P1NW_N,C01_CFNC_1P1NW_1_199,C01_CFNC_1P1NW_200_399,C01_CFNC_1P1NW_400_599,C01_CFNC_1P1NW_600_799,C01_CFNC_1P1NW_800_999,C01_CFNC_1P1NW_1000_1499,C01_CFNC_1P1NW_1500_1999,C01_CFNC_1P1NW_2000_2499,C01_CFNC_1P1NW_2500_2999,C01_CFNC_1P1NW_3000M,C01_CFNC_1P1NW_Ns,C01_CFNC_1P1NW_T,C01_CFNC_1A1NW_N,C01_CFNC_1A1NW_1_199,C01_CFNC_1A1NW_200_399,C01_CFNC_1A1NW_400_599,C01_CFNC_1A1NW_600_799,C01_CFNC_1A1NW_800_999,C01_CFNC_1A1NW_1000_1499,C01_CFNC_1A1NW_1500_1999,C01_CFNC_1A1NW_2000_2499,C01_CFNC_1A1NW_2500_2999,C01_CFNC_1A1NW_3000_mr,C01_CFNC_1A1NW_Ns,C01_CFNC_1A1NW_T,C01_CFNC_BA_N,C01_CFNC_BA_1_199,C01_CFNC_BA_200_399,C01_CFNC_BA_400_599,C01_CFNC_BA_600_799,C01_CFNC_BA_800_999,C01_CFNC_BA_1000_1499,C01_CFNC_BA_1500_1999,C01_CFNC_BA_2000_2499,C01_CFNC_BA_2500_2999,C01_CFNC_BA_3000_mr,C01_CFNC_BA_Ns,C01_CFNC_BA_T,C01_CFNC_BNW_N,C01_CFNC_BNW_1_199,C01_CFNC_BNW_200_399,C01_CFNC_BNW_400_599,C01_CFNC_BNW_600_799,C01_CFNC_BNW_800_999,C01_CFNC_BNW_1000_1499,C01_CFNC_BNW_1500_1999,C01_CFNC_BNW_2000_2499,C01_CFNC_BNW_2500_2999,C01_CFNC_BNW_3000m,C01_CFNC_BNW_Ns,C01_CFNC_BNW_T,C01_CFNC_LFns_N,C01_CFNC_LFns_1_199,C01_CFNC_LFns_200_399,C01_CFNC_LFns_400_599,C01_CFNC_LFns_600_799,C01_CFNC_LFns_800_999,C01_CFNC_LFns_1000_1499,C01_CFNC_LFns_1500_1999,C01_CFNC_LFns_2000_2499,C01_CFNC_LFns_2500_2999,C01_CFNC_LFns_3000m,C01_CFNC_LFns_Ns,C01_CFNC_LFns_T,C01_CFNC_T_N,C01_CFNC_T_1_199,C01_CFNC_T_200_399,C01_CFNC_T_400_599,C01_CFNC_T_600_799,C01_CFNC_T_800_999,C01_CFNC_T_1000_1499,C01_CFNC_T_1500_1999,C01_CFNC_T_2000_2499,C01_CFNC_T_2500_2999,C01_CFNC_T_3000_m,C01_CFNC_T_Ns,C01_CFNC_T_T,C01_CF_BFT_N,C01_CF_BFT_1_199,C01_CF_BFT_200_399,C01_CF_BFT_400_599,C01_CF_BFT_600_799,C01_CF_BFT_800_999,C01_CF_BFT_1000_1499,C01_CF_BFT_1500_1999,C01_CF_BFT_2000_2499,C01_CF_BFT_2500_2999,C01_CF_BFT_3000m,C01_CF_BFT_Ns,C01_CF_BFT_Tot,C01_CF_BPT_N,C01_CF_BPT_1_199,C01_CF_BPT_200_399,C01_CF_BPT_400_599,C01_CF_BPT_600_799,C01_CF_BPT_800_999,C01_CF_BPT_1000_1499,C01_CF_BPT_1500_1999,C01_CF_BPT_2000_2499,C01_CF_BPT_2500_2999,C01_CF_BPT_3000m,C01_CF_BPT_Ns,C01_CF_BPT_T,C01_CF_1F1P_N,C01_CF_1F1P_1_199,C01_CF_1F1P_200_399,C01_CF_1F1P_400_599,C01_CF_1F1P_600_799,C01_CF_1F1P_800_999,C01_CF_1F1P_1000_1499,C01_CF_1F1P_1500_1999,C01_CF_1F1P_2000_2499,C01_CF_1F1P_2500_2999,C01_CF_1F1P_3000m,C01_CF_1F1P_Ns,C01_CF_1F1P_T,C01_CF_1E1A_N,C01_CF_1E1A_1_199,C01_CF_1E1A_200_399,C01_CF_1E1A_400_599,C01_CF_1E1A_600_799,C01_CF_1E1A_800_999,C01_CF_1E1A_1000_1499,C01_CF_1E1A_1500_1999,C01_CF_1E1A_2000_2499,C01_CF_1E1A_2500_2999,C01_CF_1E1A_3000_mr,C01_CF_1E1A_Ns,C01_CF_1E1A_T,C01_CF_1F1NW_N,C01_CF_1F1NW_1_199,C01_CF_1F1NW_200_399,C01_CF_1F1NW_400_599,C01_CF_1F1NW_600_799
105051100,3,3,3,7,18,56,230,225,88,55,15,18,721,0,0,3,11,15,9,12,4,0,3,0,4,61,0,0,0,8,32,36,83,35,13,3,0,3,213,0,0,0,0,7,9,22,17,10,3,0,3,71,3,0,9,65,59,52,63,17,7,0,0,22,297,0,3,22,27,21,11,10,4,0,0,0,3,101,0,0,6,5,3,3,5,0,0,0,0,6,28,0,0,0,0,3,3,11,6,0,0,0,0,23,32,21,519,191,93,32,16,11,4,0,3,58,980,0,0,23,9,4,0,0,0,0,0,0,129,165,38,27,585,323,255,211,452,319,122,64,18,246,2660,0,0,3,10,28,70,266,279,183,78,51,134,1102,0,0,3,8,22,17,34,21,6,3,0,17,131,0,0,4,11,62,99,293,199,115,34,17,82,916,0,3,0,3,8,21,53,37,15,11,6,28,185,0,0,18,122,170
105054800,0,3,3,9,14,51,267,543,616,765,455,34,2760,0,0,3,13,18,18,28,22,27,12,8,6,155,0,0,3,7,27,45,166,181,173,96,27,13,738,0,0,0,0,7,8,34,32,60,43,22,8,214,0,0,9,30,47,60,122,156,49,31,22,29,555,0,3,19,28,19,8,34,20,6,8,5,6,156,0,0,0,5,5,7,7,7,4,3,3,4,45,0,0,0,0,0,5,6,13,15,29,8,4,80,11,10,316,132,84,29,32,15,11,11,9,35,695,3,0,10,3,3,3,3,0,0,0,0,347,372,14,16,363,227,224,234,699,989,961,998,559,486,5770,0,0,0,7,20,24,116,142,181,170,181,115,956,0,0,0,9,13,16,29,22,17,11,11,11,139,0,0,3,14,31,52,198,259,289,158,87,92,1183,0,0,0,4,0,9,24,36,45,43,28,24,213,3,0,4,27,47
105055200,3,3,3,14,42,109,515,692,646,403,151,32,2613,0,0,8,36,32,25,40,36,12,3,3,6,201,0,0,5,23,75,103,296,195,118,54,16,9,894,0,0,3,7,13,10,54,63,36,24,11,9,230,3,3,14,87,135,93,168,80,32,15,10,43,683,0,0,34,56,37,12,23,7,4,0,0,8,181,3,0,8,13,8,6,7,6,3,0,0,7,61,0,0,3,3,7,5,15,22,22,8,3,4,92,53,37,787,235,142,27,42,12,7,0,5,89,1436,0,3,12,6,4,0,3,0,0,0,0,361,389,62,46,877,480,495,390,1163,1113,880,507,199,568,6780,3,0,8,13,38,93,283,323,250,165,90,129,1395,3,3,8,22,29,31,60,45,15,4,3,21,244,0,0,3,24,58,99,307,290,231,102,26,83,1223,3,0,0,8,5,19,57,45,53,26,17,38,271,0,3,34,142,180
105057201,3,0,3,3,9,13,54,82,86,89,72,6,420,0,0,4,12,8,7,6,3,5,3,6,3,57,0,0,0,3,13,12,25,20,23,12,13,0,121,0,0,0,0,3,3,3,3,4,8,0,3,27,0,0,0,9,16,12,30,70,12,14,7,8,178,0,3,9,8,0,3,4,7,3,0,0,3,40,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,3,3,12,30,7,30,15,17,8,13,13,9,4,9,12,167,3,0,0,0,0,0,3,0,0,0,0,76,82,36,10,46,50,66,58,138,201,145,133,110,114,1107,0,0,0,0,7,4,17,16,14,15,15,8,96,0,0,3,0,3,3,7,0,0,0,0,3,19,0,0,0,0,5,3,8,3,10,3,10,8,50,0,0,0,0,3,0,0,0,3,3,0,0,9,0,3,0,8,7
105057204,4,0,4,7,21,64,319,496,517,509,279,27,2247,0,0,8,32,26,14,28,29,26,13,4,3,183,0,0,3,7,46,58,183,146,129,68,22,14,676,0,0,0,7,5,14,40,46,33,27,10,8,190,0,0,0,39,55,58,81,137,47,35,21,19,492,0,3,18,30,21,12,27,8,11,6,4,5,145,0,3,0,3,3,3,7,5,3,3,0,3,33,0,0,0,3,3,3,8,9,7,9,7,0,49,26,14,146,72,42,21,32,31,13,5,7,25,434,0,0,5,8,3,3,0,0,0,0,0,334,353,30,20,184,208,225,250,725,907,786,675,354,438,4802,0,0,0,4,3,10,33,52,40,32,62,19,255,0,0,0,7,3,5,7,12,4,3,0,3,44,0,0,0,0,9,7,57,50,60,30,28,19,260,0,0,0,0,3,0,6,8,8,10,14,0,49,0,0,3,22,25
105057205,3,0,4,5,20,40,270,512,465,321,142,23,1805,3,3,9,26,14,17,24,11,6,4,5,0,122,0,0,0,8,28,52,131,110,92,44,11,11,487,0,0,0,3,5,10,19,36,30,22,9,5,139,0,3,4,29,56,47,92,71,28,18,6,18,372,0,5,23,23,19,9,14,6,6,0,0,8,113,0,0,3,6,3,0,4,6,3,0,0,3,28,0,0,3,0,4,0,3,7,15,8,6,3,49,29,18,453,99,62,16,17,12,4,3,0,43,756,0,0,10,4,5,0,0,0,0,0,0,255,274,35,29,509,203,216,191,574,771,649,420,179,369,4145,0,0,0,6,13,19,77,124,83,69,47,50,488,0,0,0,12,8,4,16,9,6,3,0,4,62,0,0,0,8,19,31,123,137,72,44,17,28,479,0,0,0,3,4,7,25,20,21,20,5,8,113,0,3,8,37,53
105057206,0,3,3,4,16,38,215,339,301,302,164,24,1409,0,3,0,21,13,10,17,8,8,7,3,4,94,0,0,3,10,20,34,100,94,69,41,9,6,386,0,0,0,0,3,3,17,20,18,15,7,3,86,3,0,5,32,45,34,61,89,33,13,7,16,338,0,8,14,30,15,7,12,8,4,3,0,5,106,0,0,0,6,3,3,3,4,0,3,0,0,22,0,0,0,0,0,0,6,10,16,6,0,4,42,28,12,166,55,25,12,17,14,8,3,3,16,359,0,0,6,3,0,0,0,3,0,0,0,202,214,31,26,197,161,140,141,448,589,457,393,193,280,3056,3,0,0,3,7,12,41,52,54,50,72,22,316,0,0,0,0,5,3,9,6,3,3,3,0,32,0,0,3,8,8,11,37,42,53,32,30,26,250,0,0,0,3,0,3,6,9,11,9,7,5,53,0,0,9,24,30
105106550,0,0,5,14,46,131,621,953,780,509,254,66,3379,0,0,17,48,61,43,50,39,21,15,7,5,306,0,3,3,21,85,128,349,256,166,103,24,32,1170,3,3,3,5,19,16,60,67,45,14,14,8,257,4,0,15,111,140,148,246,170,75,22,12,62,1005,0,10,62,105,62,59,75,27,14,4,0,28,446,3,0,5,17,15,11,17,12,3,0,0,13,96,0,3,4,5,8,5,18,23,25,16,12,13,132,105,38,1119,628,360,171,186,78,39,6,31,163,2924,3,0,45,18,13,6,4,7,0,0,3,608,707,118,57,1278,972,809,718,1626,1632,1168,689,357,998,10422,0,3,11,18,43,93,394,594,543,388,300,302,2689,3,0,6,24,41,40,97,60,63,25,19,46,424,0,3,4,25,95,181,638,696,653,284,163,279,3021,0,0,0,12,26,22,85,110,93,74,39,73,534,0,3,24,101,216
105108050,3,0,3,7,28,81,343,541,417,457,246,51,2177,0,0,4,26,35,29,59,53,26,10,7,13,262,0,3,0,11,48,66,221,166,137,81,34,17,784,0,0,3,4,14,11,42,38,36,33,12,12,205,3,4,4,54,75,71,131,123,51,25,9,35,585,0,7,25,53,48,32,46,22,13,7,3,10,266,0,0,4,7,11,7,9,10,3,3,3,5,62,0,0,0,0,0,4,12,14,13,12,13,11,79,29,19,396,262,159,91,120,57,41,14,14,80,1282,0,0,19,12,11,3,4,0,3,0,3,393,448,35,33,458,436,429,395,987,1024,740,642,344,627,6150,3,0,4,10,16,36,142,220,210,180,189,156,1166,0,0,4,10,16,15,52,40,23,12,10,27,209,0,0,0,13,52,71,252,287,359,186,114,159,1493,3,0,0,5,3,10,33,37,54,32,22,39,238,3,4,9,41,67
105108500,0,0,0,3,14,38,181,281,383,464,350,35,1749,0,0,4,19,23,21,58,42,33,25,28,9,262,0,0,0,8,24,31,121,143,176,101,66,16,686,0,0,0,3,3,6,21,27,25,29,20,9,143,0,0,3,24,31,39,83,179,93,54,60,23,589,0,0,12,20,24,26,43,58,46,22,30,13,294,0,0,0,3,3,4,10,19,10,3,4,8,64,0,0,3,3,0,6,9,17,13,10,12,7,80,19,13,115,114,106,74,165,138,110,56,81,69,1060,3,3,3,3,3,0,7,6,4,3,3,355,393,22,16,140,200,231,245,698,910,893,767,654,544,5320,0,0,3,4,6,23,64,94,153,171,295,149,962,0,3,3,8,5,12,19,27,28,18,21,32,176,3,0,0,8,14,26,107,167,269,235,217,167,1213,0,0,0,3,0,0,10,29,38,30,37,25,172,3,0,5,15,22
