region_id,C01_SH_0b_NPGH_2,C01_SH_0b_NPGH_3,C01_SH_0b_NPGH_4,C01_SH_0b_NPGH_5,C01_SH_0b_NPGH_6_mor,C01_SH_0bTotal,C01_SH_1b_NPGH_2,C01_SH_1b_NPGH_3,C01_SH_1b_NPGH_4,C01_SH_1b_NPGH_5,C01_SH_1b_NPGH_6_mor,C01_SH_1b_Tot,C01_SH_2b_NPGH_2,C01_SH_2b_NPGH_3,C01_SH_2b_NPGH_4,C01_SH_2b_NPGH_5,C01_SH_2b_NPGH_6_mor,C01_SH_2b_Tot,C01_SH_3b_NPGH_2,C01_SH_3b_NPGH_3,C01_SH_3b_NPGH_4,C01_SH_3b_NPGH_5,C01_SH_3b_NPGH_6_mor,C01_SH_3b_Tot,C01_SH_4mb_NPGH_2,C01_SH_4mb_NPGH_3,C01_SH_4mb_NPGH_4,C01_SH_4mb_NPGH_5,C01_SH_4mb_NPGH_6_mor,C01_SH_4mb_Tot,C01_SH_NB_NS_NPGH_2,C01_SH_NB_NS_NPGH_3,C01_SH_NB_NS_NPGH_4,C01_SH_NB_NS_NPGH_5,C01_SH_NB_NS_NPGH_6_mor,C01_SH_NB_NS_T,C01_SH_Tot_NPGH_2,C01_SH_Tot_NPGH_3,C01_SH_Tot_NPGH_4,C01_SH_Tot_NPGH_5,C01_SH_Tot_NPGH_6_mor,C01_SH_T_T,C01_SDRTHT_0b_NPGH_2,C01_SDRTHT_0b_NPGH_3,C01_SDRTHT_0b_NPGH_4,C01_SDRTHT_0b_NPGH_5,C01_SDRTHT_0b_NPGH_6_mor,C01_SDRTHT_0bTotal,C01_SDRTHT_1b_NPGH_2,C01_SDRTHT_1b_NPGH_3,C01_SDRTHT_1b_NPGH_4,C01_SDRTHT_1b_NPGH_5,C01_SDRTHT_1b_NPGH_6_mor,C01_SDRTHT_1b_Tot,C01_SDRTHT_2b_NPGH_2,C01_SDRTHT_2b_NPGH_3,C01_SDRTHT_2b_NPGH_4,C01_SDRTHT_2b_NPGH_5,C01_SDRTHT_2b_NPGH_6_mor,C01_SDRTHT_2b_Tot,C01_SDRTHT_3b_NPGH_2,C01_SDRTHT_3b_NPGH_3,C01_SDRTHT_3b_NPGH_4,C01_SDRTHT_3b_NPGH_5,C01_SDRTHT_3b_NPGH_6_mor,C01_SDRTHT_3b_Tot,C01_SDRTHT_4mb_NPGH_2,C01_SDRTHT_4mb_NPGH_3,C01_SDRTHT_4mb_NPGH_4,C01_SDRTHT_4mb_NPGH_5,C01_SDRTHT_4mb_NPGH_6_mor,C01_SDRTHT_4mb_Tot,C01_SDRTHT_NB_NS_NPGH_2,C01_SDRTHT_NB_NS_NPGH_3,C01_SDRTHT_NB_NS_NPGH_4,C01_SDRTHT_NB_NS_NPGH_5,C01_SDRTHT_NB_NS_NPGH_6_mor,C01_SDRTHT_NB_NS_T,C01_SDRTHT_Tot_NPGH_2,C01_SDRTHT_Tot_NPGH_3,C01_SDRTHT_Tot_NPGH_4,C01_SDRTHT_Tot_NPGH_5,C01_SDRTHT_Tot_NPGH_6_mor,C01_SDRTHT_T_T,C01_FUA_0b_NPGH_2,C01_FUA_0b_NPGH_3,C01_FUA_0b_NPGH_4,C01_FUA_0b_NPGH_5,C01_FUA_0b_NPGH_6_mor,C01_FUA_0bTotal,C01_FUA_1b_NPGH_2,C01_FUA_1b_NPGH_3,C01_FUA_1b_NPGH_4,C01_FUA_1b_NPGH_5,C01_FUA_1b_NPGH_6_mor,C01_FUA_1b_Tot,C01_FUA_2b_NPGH_2,C01_FUA_2b_NPGH_3,C01_FUA_2b_NPGH_4,C01_FUA_2b_NPGH_5,C01_FUA_2b_NPGH_6_mor,C01_FUA_2b_Tot,C01_FUA_3b_NPGH_2,C01_FUA_3b_NPGH_3,C01_FUA_3b_NPGH_4,C01_FUA_3b_NPGH_5,C01_FUA_3b_NPGH_6_mor,C01_FUA_3b_Tot,C01_FUA_4mb_NPGH_2,C01_FUA_4mb_NPGH_3,C01_FUA_4mb_NPGH_4,C01_FUA_4mb_NPGH_5,C01_FUA_4mb_NPGH_6_mor,C01_FUA_4mb_Tot,C01_FUA_NB_NS_NPGH_2,C01_FUA_NB_NS_NPGH_3,C01_FUA_NB_NS_NPGH_4,C01_FUA_NB_NS_NPGH_5,C01_FUA_NB_NS_NPGH_6_mor,C01_FUA_NB_NS_T,C01_FUA_Tot_NPGH_2,C01_FUA_Tot_NPGH_3,C01_FUA_Tot_NPGH_4,C01_FUA_Tot_NPGH_5,C01_FUA_Tot_NPGH_6_mor,C01_FUA_T_T,C01_OD_0b_NPGH_2,C01_OD_0b_NPGH_3,C01_OD_0b_NPGH_4,C01_OD_0b_NPGH_5,C01_OD_0b_NPGH_6_mor,C01_OD_0bTotal,C01_OD_1b_NPGH_2,C01_OD_1b_NPGH_3,C01_OD_1b_NPGH_4,C01_OD_1b_NPGH_5,C01_OD_1b_NPGH_6_mor,C01_OD_1b_Tot,C01_OD_2b_NPGH_2,C01_OD_2b_NPGH_3,C01_OD_2b_NPGH_4,C01_OD_2b_NPGH_5,C01_OD_2b_NPGH_6_mor,C01_OD_2b_Tot,C01_OD_3b_NPGH_2,C01_OD_3b_NPGH_3,C01_OD_3b_NPGH_4,C01_OD_3b_NPGH_5,C01_OD_3b_NPGH_6_mor,C01_OD_3b_Tot,C01_OD_4mb_NPGH_2,C01_OD_4mb_NPGH_3,C01_OD_4mb_NPGH_4,C01_OD_4mb_NPGH_5,C01_OD_4mb_NPGH_6_mor,C01_OD_4mb_Tot,C01_OD_NB_NS_NPGH_2,C01_OD_NB_NS_NPGH_3,C01_OD_NB_NS_NPGH_4,C01_OD_NB_NS_NPGH_5,C01_OD_NB_NS_NPGH_6_mor,C01_OD_NB_NS_T,C01_OD_Tot_NPGH_2,C01_OD_Tot_NPGH_3,C01_OD_Tot_NPGH_4,C01_OD_Tot_NPGH_5,C01_OD_Tot_NPGH_6_mor,C01_OD_T_T,C01_DS_NS_NPGH_2,C01_DS_NS_NPGH_3,C01_DS_NS_NPGH_4,C01_DS_NS_NPGH_5,C01_DS_NS_NPGH_6_mor,C01_DS_NS_T,C01_Tot_NPGH_2,C01_Tot_NPGH_3,C01_Tot_NPGH_4,C01_Tot_NPGH_5,C01_Tot_NPGH_6_mor,C01_T_T,C06_SH_0b_NPGH_2,C06_SH_0b_NPGH_3,C06_SH_0b_NPGH_4,C06_SH_0b_NPGH_5,C06_SH_0b_NPGH_6_mor,C06_SH_0bTotal,C06_SH_1b_NPGH_2,C06_SH_1b_NPGH_3,C06_SH_1b_NPGH_4,C06_SH_1b_NPGH_5,C06_SH_1b_NPGH_6_mor,C06_SH_1b_Tot,C06_SH_2b_NPGH_2,C06_SH_2b_NPGH_3,C06_SH_2b_NPGH_4,C06_SH_2b_NPGH_5,C06_SH_2b_NPGH_6_mor,C06_SH_2b_Tot,C06_SH_3b_NPGH_2,C06_SH_3b_NPGH_3
105051100,0,0,0,0,0,0,3,0,0,0,0,3,31,3,0,0,0,34,47,23,7,0,3,80,17,7,5,3,0,32,3,3,0,0,0,6,101,36,12,3,3,155,0,0,0,0,0,0,3,0,0,0,0,3,27,0,0,0,0,27,21,7,0,0,3,31,0,0,3,0,0,3,0,0,0,0,0,0,51,7,3,0,3,64,0,0,0,0,0,0,11,0,0,0,0,11,174,20,9,0,0,203,17,11,3,3,0,34,0,0,0,0,3,3,8,0,3,0,0,11,210,31,15,3,3,262,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,4,0,0,0,0,4,372,74,30,6,9,491,3,0,0,0,0,3,0,0,0,0,0,0,34,0,0,0,0,34,57,15
105054800,0,0,0,0,0,0,6,0,0,0,0,6,187,13,0,0,0,200,149,174,12,3,0,338,24,32,43,18,0,117,4,0,0,0,0,4,370,219,55,21,0,665,0,0,0,0,0,0,20,0,0,0,0,20,317,22,3,0,0,342,117,180,19,3,0,319,10,18,30,8,3,69,0,0,0,0,0,0,464,220,52,11,3,750,6,0,0,0,0,6,41,0,0,0,0,41,334,26,3,0,0,363,33,48,0,0,3,84,3,4,3,0,0,10,0,0,0,0,0,0,417,78,6,0,3,504,3,0,0,0,0,3,0,0,0,0,0,0,17,0,0,0,0,17,3,4,3,0,0,10,0,3,0,0,0,3,0,0,0,0,0,0,23,7,3,0,0,33,6,3,0,0,0,9,1280,527,116,32,6,1961,0,0,0,0,0,0,5,0,0,0,0,5,132,3,3,0,0,138,124,74
105055200,0,0,0,0,0,0,3,0,0,0,0,3,169,14,0,0,0,183,173,125,21,3,3,325,40,33,59,29,10,171,11,3,3,3,0,20,396,175,83,35,13,702,0,3,0,0,0,3,19,0,0,0,0,19,404,37,5,0,0,446,174,218,26,4,3,425,25,34,55,13,6,133,14,3,0,0,0,17,636,295,86,17,9,1043,13,3,0,0,0,16,65,5,0,0,0,70,591,76,21,3,0,691,26,33,8,0,0,67,6,4,6,3,0,19,17,5,3,3,0,28,718,126,38,9,0,891,3,0,0,0,0,3,9,0,0,0,0,9,38,4,3,0,0,45,10,12,3,0,3,28,3,4,3,0,0,10,3,3,0,0,0,6,66,23,9,0,3,101,10,7,3,0,0,20,1826,626,219,61,25,2757,0,0,0,0,0,0,12,0,4,0,0,16,211,9,3,3,0,226,178,109
105057201,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,3,0,0,0,7,0,0,3,4,3,10,0,0,0,0,0,0,9,3,3,4,3,22,14,3,0,0,3,20,93,13,3,0,0,109,217,120,70,21,7,435,18,23,14,11,6,72,0,0,0,3,0,3,3,4,0,0,0,7,345,163,87,35,16,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,361,166,90,39,19,675,0,0,0,0,0,0,0,0,0,0,0,0,19,17,17,3,0,56,0,3
105057204,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,3,0,0,0,6,0,0,0,0,0,0,9,3,0,0,0,12,5,0,0,0,0,5,8,3,3,0,0,14,233,28,4,3,0,268,114,154,10,6,4,288,40,59,82,34,12,227,8,3,0,0,3,14,408,247,99,43,19,816,69,3,0,0,0,72,272,12,3,0,0,287,820,83,24,3,3,933,49,77,9,3,0,138,12,6,6,4,0,28,14,3,3,0,0,20,1236,184,45,10,3,1478,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,37,9,4,0,0,50,1698,443,148,53,22,2364,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,9,3,3
105057205,0,0,0,0,0,0,3,0,0,0,0,3,18,3,0,0,0,21,17,16,0,0,0,33,3,8,6,3,3,23,3,0,0,0,0,3,44,27,6,3,3,83,3,0,0,0,0,3,18,3,0,0,0,21,387,38,3,0,0,428,165,256,29,5,0,455,45,50,104,28,8,235,10,4,0,0,0,14,628,351,136,33,8,1156,12,0,0,0,0,12,89,5,3,0,0,97,486,72,9,0,0,567,57,114,19,3,4,197,3,4,10,7,3,27,12,0,0,0,3,15,659,195,41,10,10,915,3,0,0,0,0,3,0,3,0,0,0,3,6,3,0,0,0,9,3,4,3,0,0,10,3,0,3,3,0,9,0,0,0,0,0,0,15,10,6,3,0,34,9,7,0,0,0,16,1355,590,189,49,21,2204,0,0,0,0,0,0,6,0,0,0,0,6,43,3,0,0,0,46,28,18
105057206,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,8,7,6,0,0,0,13,7,5,5,3,3,23,0,0,0,0,0,0,19,14,5,3,3,44,0,0,0,0,0,0,11,3,0,0,0,14,163,17,0,0,0,180,75,130,21,3,3,232,20,38,72,21,10,161,3,4,0,0,0,7,272,192,93,24,13,594,14,0,0,0,0,14,126,7,3,3,0,139,588,114,44,10,5,761,41,72,22,0,5,140,8,3,8,9,9,37,9,9,0,0,0,18,786,205,77,22,19,1109,0,3,0,0,0,3,3,0,0,0,0,3,6,0,0,0,3,9,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,3,18,11,6,0,0,0,17,1097,423,175,49,38,1782,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,5,12
105106550,3,0,0,0,0,3,0,0,0,0,0,0,80,6,3,0,3,92,118,101,13,3,0,235,56,50,62,31,7,206,10,5,0,0,0,15,267,162,78,34,10,551,0,0,0,0,0,0,6,3,0,0,0,9,140,16,3,0,0,159,96,132,20,7,0,255,9,10,34,6,0,59,5,0,0,0,0,5,256,161,57,13,0,487,8,0,0,0,0,8,110,3,0,0,0,113,2037,302,66,5,3,2413,175,411,61,14,5,666,11,11,30,24,3,79,27,9,10,8,0,54,2368,736,167,51,11,3333,0,0,0,0,0,0,0,0,0,0,0,0,26,5,0,0,0,31,9,9,3,0,0,21,0,3,0,4,0,7,3,0,0,0,0,3,38,17,3,4,0,62,33,12,10,6,0,61,2962,1088,315,108,21,4494,0,0,0,0,0,0,11,0,0,0,0,11,128,7,4,0,0,139,138,76
105108050,0,0,0,0,0,0,0,0,0,0,0,0,31,4,0,0,0,35,41,46,5,0,3,95,14,13,21,8,4,60,3,3,3,0,0,9,89,66,29,8,7,199,0,0,0,0,0,0,3,0,0,0,0,3,133,12,3,0,0,148,90,109,17,4,0,220,11,10,29,7,3,60,3,3,0,0,0,6,240,134,49,11,3,437,16,0,0,0,0,16,124,13,3,0,3,143,1253,134,23,3,3,1416,104,181,43,4,3,335,11,6,13,5,0,35,23,3,0,0,0,26,1531,337,82,12,9,1971,0,0,0,0,0,0,3,0,0,0,0,3,15,3,0,3,0,21,3,5,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,21,8,3,3,0,35,18,7,0,0,0,25,1899,552,163,34,19,2667,3,0,0,0,0,3,5,0,0,0,0,5,64,3,3,0,0,70,47,30
105108500,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21,25,8,3,0,0,36,26,9,8,3,3,49,3,0,0,0,0,3,75,17,11,3,3,109,0,0,0,0,0,0,7,0,0,0,0,7,125,10,0,0,0,135,94,141,12,0,0,247,18,21,34,6,3,82,4,0,0,0,0,4,248,172,46,6,3,475,7,0,0,0,0,7,55,0,0,0,0,55,665,40,5,3,0,713,83,114,16,0,0,213,8,6,3,0,0,17,16,0,0,0,0,16,834,160,24,3,0,1021,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,13,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0,16,21,5,0,0,0,26,1188,360,81,12,6,1647,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,36,21,8
