region_id,C01_Tot_R225_274,C01_Tot_R275_349,C01_Tot_R350_449,C01_Tot_R450_549,C01_Tot_R550_649,C01_Tot_R650m,C01_Tot_R_NS,C01_Tot_R_Tot,C06_N_inc_R0_74,C06_N_inc_R75_99,C06_Ne_Ni_inc_R100_149,C06_Ne_Ni_inc_R150_199,C06_Ne_Ni_inc_R200_224,C06_Ne_Ni_inc_R225_274,C06_Ne_Ni_inc_R275_349,C06_Ne_Ni_inc_R350_449,C06_Ne_Ni_inc_R450_549,C06_Ne_Ni_inc_R550_649,C06_Ne_Ni_inc_Re_650mo,C06_Ne_Nil_inc_R_NS,C06_N_inc_Re_Tot,C06_1_199_R0_74,C06_1_199_R75_99,C06_1_199_R100_149,C06_1_199_R150_199,C06_1_199_R200_224,C06_1_199_R225_274,C06_1_199_R275_349,C06_1_199_R350_449,C06_1_199_R450_549,C06_1_199_R550_649,C06_1_199_R650m,C06_1_199_R_NS,C06_1_199_R_Tot,C06_200_299_R0_74,C06_200_299_R75_99,C06_200_299_R100_149,C06_200_299_R150_199,C06_200_299_R200_224,C06_200_299_R225_274,C06_200_299_R275_349,C06_200_299_R350_449,C06_200_299_R450_549,C06_200_299_R550_649,C06_200_299_R650me,C06_200_299_R_NS,C06_200_299_R_Tot,C06_300_399_R0_74,C06_300_399_R75_99,C06_300_399_R100_149,C06_300_399_R150_199,C06_300_399_R200_224,C06_300_399_R225_274,C06_300_399_R275_349,C06_300_399_R350_449,C06_300_399_R450_549,C06_300_399_R550_649,C06_300_399_R650me,C06_300_399_R_NS,C06_300_399_R_Tot,C06_400_599_R0_74,C06_400_599_R75_99,C06_400_599_R100_149,C06_400_599_R150_199,C06_400_599_R200_224,C06_400_599_R225_274,C06_400_599_R275_349,C06_400_599_R350_449,C06_400_599_R450_549,C06_400_599_R550_649,C06_400_599_R650m,C06_400_599_R_NS,C06_400_599_R_Tot,C06_600_799_R0_74,C06_600_799_R75_99,C06_600_799_R100_149,C06_600_799_R150_199,C06_600_799_R200_224,C06_600_799_R225_274,C06_600_799_R275_349,C06_600_799_R350_449,C06_600_799_R450_549,C06_600_799_R550_649,C06_600_799_R650m,C06_600_799_R_NS,C06_600_799_R_Tot,C06_800_999_R0_74,C06_800_999_R75_99,C06_800_999_R100_149,C06_800_999_R150_199,C06_800_999_R200_224,C06_800_999_R225_274,C06_800_999_R275_349,C06_800_999_R350_449,C06_800_999_R450_549,C06_800_999_R550_649,C06_800_999_R650m,C06_800_999_R_NS,C06_800_999_R_Tot,C06_1000_1249_R0_74,C06_1000_1249_R75_99,C06_1000_1249_R_100_149,C06_1000_1249_R_150_199,C06_1000_1249_R_200_224,C06_1000_1249_R_225_274,C06_1000_1249_R_275_349,C06_1000_1249_R_350_449,C06_1000_1249_R_450_549,C06_1000_1249_R_550_649,C06_1000_1249_R650m,C06_1000_1249_R_NS,C06_1000_1249_R_Tot,C06_1250_1499_R0_74,C06_1250_1499_R75_99,C06_1250_1499_R_100_149,C06_1250_1499_R_150_199,C06_1250_1499_R_200_224,C06_1250_1499_R_225_274,C06_1250_1499_R_275_349,C06_1250_1499_R_350_449,C06_1250_1499_R_450_549,C06_1250_1499_R_550_649,C06_1250_1499_R650m,C06_1250_1499_R_NS,C06_1250_1499_R_Tot,C06_1500_1999_R0_74,C06_1500_1999_R75_99,C06_1500_1999_R_100_149,C06_1500_1999_R_150_199,C06_1500_1999_R_200_224,C06_1500_1999_R_225_274,C06_1500_1999_R_275_349,C06_1500_1999_R_350_449,C06_1500_1999_R_450_549,C06_1500_1999_R_550_649,C06_1500_1999_R650m,C06_1500_1999_R_NS,C06_1500_1999_R_Tot,C06_2000_2499_R0_74,C06_2000_2499_R75_99,C06_2000_2499_R100_149,C06_2000_2499_R150_199,C06_2000_2499_R200_224,C06_2000_2499_R225_274,C06_2000_2499_R275_349,C06_2000_2499_R350_449,C06_2000_2499_R450_549,C06_2000_2499_R550_649,C06_2000_2499_R650m,C06_2000_2499_R_NS,C06_2000_2499_R_Tot,C06_2500_2999_R0_74,C06_2500_2999_R75_99,C06_2500_2999_R_100_149,C06_2500_2999_R_150_199,C06_2500_2999_R_200_224,C06_2500_2999_R_225_274,C06_2500_2999_R_275_349,C06_2500_2999_R_350_449,C06_2500_2999_R_450_549,C06_2500_2999_R_550_649,C06_2500_2999_Re_650mo,C06_2500_2999_R_NS,C06_2500_2999_Re_Tot,C06_3000m_R0_74,C06_3000m_R75_99,C06_3000m_R100_149,C06_3000m_R150_199,C06_3000m_R200_224,C06_3000m_R225_274,C06_3000m_R275_349,C06_3000m_R350_449,C06_3000m_R450_549,C06_3000m_R550_649,C06_3000m_R650mo,C06_3000m_R_NS,C06_3000m_R_Tot,C06_PI_S_R0_74,C06_PI_S_R75_99,C06_PI_S_R100_149,C06_PI_S_R150_199,C06_PI_S_R200_224,C06_PI_S_R225_274,C06_PI_S_R275_349,C06_PI_S_R350_449,C06_PI_S_R450_549,C06_PI_S_R550_649,C06_PI_S_R650me,C06_PI_S_R_NS,C06_PI_S_Re_Tot,C06_AI_NS_R0_74,C06_AI_NS_R75_99,C06_AI_NS_R100_149,C06_AI_NS_R150_199,C06_AI_NS_R200_224,C06_AI_NS_R225_274,C06_AI_NS_R275_349,C06_AI_NS_R350_449,C06_AI_NS_R450_549,C06_AI_NS_R550_649
105051100,675,485,309,68,12,20,238,4912,13,0,6,16,16,21,12,8,3,0,0,12,107,44,6,11,4,17,9,7,4,0,0,0,8,110,385,31,25,21,26,34,8,6,0,6,19,26,587,135,46,42,42,46,59,14,9,3,0,3,11,410,57,29,155,72,133,136,51,42,3,0,7,18,703,24,6,31,73,124,125,61,41,7,0,7,12,511,10,3,20,44,98,119,49,43,13,3,4,11,417,16,3,24,59,122,161,90,78,18,3,3,12,589,15,0,3,22,45,62,61,66,14,3,3,6,300,8,4,9,22,53,111,67,111,33,6,3,5,432,10,3,3,6,21,34,41,101,31,0,3,3,256,5,0,0,8,11,20,31,50,19,6,0,0,150,3,0,0,7,0,15,16,24,17,7,3,0,92,14,7,28,30,47,77,49,70,21,3,8,29,383,39,4,14,8,23,22,9,9,3,4
105054800,741,1532,2026,789,312,324,246,8910,4,0,3,14,8,7,9,20,8,3,5,4,85,32,10,8,8,5,4,6,7,0,0,3,10,93,251,45,35,42,14,17,15,12,4,3,10,25,473,118,54,65,62,31,38,26,20,8,0,6,20,448,46,18,90,85,53,57,55,41,15,3,9,5,477,32,8,45,95,85,69,83,74,27,4,8,9,539,16,3,18,75,45,96,102,86,31,7,5,3,487,17,4,15,57,72,142,186,171,61,17,15,25,782,11,3,13,30,31,81,178,168,78,15,16,11,635,14,3,10,20,22,62,203,300,107,34,24,12,811,14,0,3,14,6,22,119,272,121,21,19,0,611,10,0,11,15,18,37,143,394,264,88,120,7,1107,15,0,4,5,5,12,60,275,351,159,171,14,1071,16,0,11,20,23,38,76,188,161,73,53,27,686,32,6,16,10,9,4,4,12,5,10
105055200,1720,2016,1118,313,95,110,400,12431,19,4,13,34,27,18,40,15,4,0,0,18,192,30,12,14,25,27,22,7,11,0,3,0,6,157,263,47,69,121,48,47,44,17,0,0,5,33,694,106,80,105,210,113,89,54,23,5,0,8,22,815,51,39,144,351,218,229,128,48,14,6,12,35,1275,26,16,80,297,201,256,175,81,7,3,8,14,1164,15,4,35,213,217,246,193,112,29,6,0,21,1091,43,7,44,208,249,385,365,246,45,10,12,25,1639,19,4,15,90,114,199,287,167,47,4,12,11,969,19,0,15,79,104,201,410,316,86,20,5,15,1270,12,0,4,23,36,109,228,297,81,14,6,4,814,4,3,9,26,22,66,158,239,92,33,14,4,670,10,0,5,7,11,15,79,160,104,46,24,3,464,25,10,44,61,70,131,201,204,98,48,21,34,947,28,5,24,33,26,19,20,19,3,4
105057201,141,391,718,586,314,405,163,3341,13,0,3,4,0,6,54,130,102,69,60,25,466,21,0,6,0,0,4,5,20,22,5,12,12,107,84,5,3,5,3,0,16,20,22,11,13,10,192,45,8,9,6,0,10,7,33,31,15,5,17,186,16,5,25,10,3,7,32,54,34,28,23,13,250,8,0,12,12,10,12,45,74,55,33,23,18,302,16,3,3,6,3,9,43,73,58,31,16,14,275,8,3,8,3,3,10,44,100,96,57,42,10,384,15,0,0,0,3,4,29,79,56,44,28,9,267,8,0,0,3,3,7,42,89,51,37,41,11,292,5,4,3,3,0,5,9,38,41,34,29,0,171,9,0,3,0,3,5,26,89,84,75,144,17,455,3,0,0,0,0,3,10,38,56,80,118,8,316,11,3,4,3,3,8,13,37,59,43,67,23,274,21,3,9,0,7,3,13,42,34,28
105057204,1560,2141,1952,832,354,507,413,12544,15,6,8,26,19,30,41,38,16,6,8,11,224,57,13,17,18,12,6,15,13,3,3,0,9,166,379,37,62,89,41,34,30,16,9,6,13,44,760,157,57,76,151,61,68,60,48,3,4,8,17,710,56,19,109,209,130,153,100,69,25,4,14,20,908,25,4,47,185,182,182,141,86,33,7,20,14,926,16,3,16,124,138,184,205,105,41,11,9,17,869,16,4,22,107,132,273,361,249,70,24,36,22,1316,19,0,8,41,51,156,289,207,73,25,20,17,906,13,0,10,27,36,107,315,338,124,47,48,4,1069,10,0,0,3,10,25,143,241,126,36,27,7,628,17,3,8,16,22,68,225,431,256,111,166,10,1333,4,3,5,16,3,27,59,230,281,179,225,9,1041,25,5,18,32,15,33,90,214,159,92,93,29,805,40,4,13,24,26,35,42,43,21,12
105057205,815,1822,1596,460,125,128,496,10186,43,6,7,9,17,25,64,85,17,14,8,15,310,137,20,30,12,0,14,22,40,8,3,8,19,313,1003,103,64,38,17,22,34,35,11,12,39,79,1457,279,117,61,39,21,46,47,54,9,9,16,29,727,126,65,320,90,50,84,86,87,14,10,13,39,984,43,10,66,85,59,111,196,116,37,8,7,21,759,12,3,25,47,41,104,198,167,41,8,6,6,658,26,3,31,47,61,149,411,276,91,8,5,13,1121,12,3,11,25,26,101,296,265,58,12,10,10,829,11,3,8,27,21,67,371,498,126,24,18,18,1192,11,0,8,10,4,23,200,410,117,35,13,15,846,8,3,6,9,3,32,186,379,147,48,15,13,849,10,3,0,0,4,10,70,278,205,87,42,8,717,49,22,51,22,16,35,140,304,185,65,33,24,946,98,21,31,5,3,15,25,42,10,9
105057206,667,1547,1620,686,237,222,330,8141,25,0,9,25,13,73,99,101,27,18,16,12,418,49,13,12,10,10,18,30,17,10,4,5,11,189,397,54,23,32,17,34,36,23,14,3,24,26,683,188,68,69,59,27,51,37,21,8,4,11,15,558,54,44,165,96,48,68,104,85,28,8,17,31,748,21,5,50,84,56,99,122,100,41,16,10,16,620,13,3,25,47,46,82,152,113,49,15,13,10,568,29,6,20,40,61,108,270,200,80,24,15,15,868,12,0,12,18,31,61,177,189,65,25,16,9,615,16,0,3,18,10,43,222,316,111,42,28,13,822,8,4,6,9,7,26,106,257,116,33,21,9,602,13,0,0,9,7,28,124,297,151,74,69,10,782,3,0,0,3,3,10,39,208,206,124,135,7,738,24,12,30,28,18,25,85,179,104,60,64,26,655,51,8,13,11,14,35,38,44,24,22
105106550,3335,5273,3040,1079,380,433,782,20490,44,5,26,28,22,71,174,174,61,25,31,31,692,133,28,34,7,13,24,59,62,23,3,11,29,426,817,117,91,35,36,60,107,56,21,12,41,73,1466,339,165,104,80,53,97,159,70,30,10,11,53,1171,142,83,321,114,101,231,373,153,39,15,24,45,1641,55,23,97,119,113,288,483,200,57,20,19,33,1507,52,8,36,69,78,306,531,257,64,15,15,26,1457,59,5,53,74,95,387,859,428,151,42,24,41,2218,40,3,9,36,41,221,571,365,124,34,29,18,1491,38,0,25,37,26,193,816,630,197,55,61,21,2099,25,3,15,41,22,92,488,511,203,47,44,22,1513,31,0,13,19,13,71,346,469,261,105,131,16,1475,23,0,9,13,5,32,160,352,270,153,156,15,1188,56,23,62,86,28,108,428,429,255,96,114,70,1755,85,26,36,26,9,36,70,82,46,17
105108050,1598,2974,2246,968,432,494,286,11331,16,0,3,5,12,38,30,39,14,7,8,13,185,27,6,4,10,3,9,10,16,5,0,10,3,103,156,15,13,21,22,33,34,23,6,9,10,25,367,87,25,25,47,43,54,72,37,19,12,4,17,442,56,9,52,52,59,118,157,107,19,15,18,28,690,35,6,14,41,62,140,223,130,40,12,7,20,730,30,3,10,30,60,131,196,153,47,11,12,7,690,26,0,9,28,55,145,353,260,71,35,36,22,1040,10,0,11,14,29,94,232,244,79,23,28,16,780,19,3,0,15,15,97,306,373,137,80,40,13,1098,19,0,3,7,3,39,170,293,129,40,42,3,748,23,0,0,7,3,42,187,346,254,104,172,15,1153,14,0,4,0,6,12,67,251,259,205,274,24,1116,24,3,10,9,12,38,176,280,156,104,134,23,969,18,4,10,7,9,28,54,59,17,20
105108500,627,1556,1570,756,497,970,239,7623,10,0,0,10,3,8,13,17,11,11,20,6,109,7,0,3,7,6,4,5,10,6,3,3,5,59,46,3,12,24,8,20,14,13,5,4,3,15,167,47,13,18,38,19,23,48,22,5,4,4,15,256,42,6,20,49,29,39,88,52,20,9,20,10,384,19,0,16,48,43,72,108,66,25,15,18,10,440,20,0,4,28,53,71,107,77,22,11,30,5,428,34,5,5,26,35,99,171,173,59,23,34,20,684,21,0,3,11,19,56,137,130,63,33,39,17,529,27,0,3,8,11,47,148,214,100,38,67,19,682,8,0,0,3,8,9,96,156,81,47,68,5,481,28,0,0,7,9,34,132,240,175,105,303,24,1057,40,0,0,3,6,12,58,192,240,197,465,14,1227,23,0,0,4,3,13,79,162,120,84,209,34,731,7,0,0,8,3,12,28,26,13,10
