region_id,C06_SH_3b_NPFH_4,C06_SH_3b_NPFH_5,C06_SH_3b_NPFH_6_mor,C06_SH_3b_Tot,C06_SH_4mb_NPFH_2,C06_SH_4mb_NPFH_3,C06_SH_4mb_NPFH_4,C06_SH_4mb_NPFH_5,C06_SH_4mb_NPFH_6_mor,C06_SH_4mb_Tot,C06_SH_NB_NS_NPFH_2,C06_SH_NB_NS_NPFH_3,C06_SH_NB_NS_NPFH_4,C06_SH_NB_NS_NPFH_5,C06_SH_NB_NS_NPFH_6_mor,C06_SH_NB_NS_T,C06_SH_Tot_NPFH_2,C06_SH_Tot_NPFH_3,C06_SH_Tot_NPFH_4,C06_SH_Tot_NPFH_5,C06_SH_Tot_NPFH_6_mor,C06_SH_T_T,C06_SDRTHT_0b_NPFH_2,C06_SDRTHT_0b_NPFH_3,C06_SDRTHT_0b_NPFH_4,C06_SDRTHT_0b_NPFH_5,C06_SDRTHT_0b_NPFH_6_mor,C06_SDRTHT_0bTotal,C06_SDRTHT_1b_NPFH_2,C06_SDRTHT_1b_NPFH_3,C06_SDRTHT_1b_NPFH_4,C06_SDRTHT_1b_NPFH_5,C06_SDRTHT_1b_NPFH_6_mor,C06_SDRTHT_1b_Tot,C06_SDRTHT_2b_NPFH_2,C06_SDRTHT_2b_NPFH_3,C06_SDRTHT_2b_NPFH_4,C06_SDRTHT_2b_NPFH_5,C06_SDRTHT_2b_NPFH_6_mor,C06_SDRTHT_2b_Tot,C06_SDRTHT_3b_NPFH_2,C06_SDRTHT_3b_NPFH_3,C06_SDRTHT_3b_NPFH_4,C06_SDRTHT_3b_NPFH_5,C06_SDRTHT_3b_NPFH_6_mor,C06_SDRTHT_3b_Tot,C06_SDRTHT_4mb_NPFH_2,C06_SDRTHT_4mb_NPFH_3,C06_SDRTHT_4mb_NPFH_4,C06_SDRTHT_4mb_NPFH_5,C06_SDRTHT_4mb_NPFH_6_mor,C06_SDRTHT_4mb_Tot,C06_SDRTHT_NB_NS_NPFH_2,C06_SDRTHT_NB_NS_NPFH_3,C06_SDRTHT_NB_NS_NPFH_4,C06_SDRTHT_NB_NS_NPFH_5,C06_SDRTHT_NB_NS_NPFH_6_mor,C06_SDRTHT_NB_NS_T,C06_SDRTHT_Tot_NPFH_2,C06_SDRTHT_Tot_NPFH_3,C06_SDRTHT_Tot_NPFH_4,C06_SDRTHT_Tot_NPFH_5,C06_SDRTHT_Tot_NPFH_6_mor,C06_SDRTHT_T_T,C06_FUA_0b_NPFH_2,C06_FUA_0b_NPFH_3,C06_FUA_0b_NPFH_4,C06_FUA_0b_NPFH_5,C06_FUA_0b_NPFH_6_mor,C06_FUA_0bTotal,C06_FUA_1b_NPFH_2,C06_FUA_1b_NPFH_3,C06_FUA_1b_NPFH_4,C06_FUA_1b_NPFH_5,C06_FUA_1b_NPFH_6_mor,C06_FUA_1b_Tot,C06_FUA_2b_NPFH_2,C06_FUA_2b_NPFH_3,C06_FUA_2b_NPFH_4,C06_FUA_2b_NPFH_5,C06_FUA_2b_NPFH_6_mor,C06_FUA_2b_Tot,C06_FUA_3b_NPFH_2,C06_FUA_3b_NPFH_3,C06_FUA_3b_NPFH_4,C06_FUA_3b_NPFH_5,C06_FUA_3b_NPFH_6_mor,C06_FUA_3b_Tot,C06_FUA_4mb_NPFH_2,C06_FUA_4mb_NPFH_3,C06_FUA_4mb_NPFH_4,C06_FUA_4mb_NPFH_5,C06_FUA_4mb_NPFH_6_mor,C06_FUA_4mb_Tot,C06_FUA_NB_NS_NPFH_2,C06_FUA_NB_NS_NPFH_3,C06_FUA_NB_NS_NPFH_4,C06_FUA_NB_NS_NPFH_5,C06_FUA_NB_NS_NPFH_6_mor,C06_FUA_NB_NS_T,C06_FUA_Tot_NPFH_2,C06_FUA_Tot_NPFH_3,C06_FUA_Tot_NPFH_4,C06_FUA_Tot_NPFH_5,C06_FUA_Tot_NPFH_6_mor,C06_FUA_T_T,C06_OD_0b_NPFH_2,C06_OD_0b_NPFH_3,C06_OD_0b_NPFH_4,C06_OD_0b_NPFH_5,C06_OD_0b_NPFH_6_mor,C06_OD_0bTotal,C06_OD_1b_NPFH_2,C06_OD_1b_NPFH_3,C06_OD_1b_NPFH_4,C06_OD_1b_NPFH_5,C06_OD_1b_NPFH_6_mor,C06_OD_1b_Tot,C06_OD_2b_NPFH_2,C06_OD_2b_NPFH_3,C06_OD_2b_NPFH_4,C06_OD_2b_NPFH_5,C06_OD_2b_NPFH_6_mor,C06_OD_2b_Tot,C06_OD_3b_NPFH_2,C06_OD_3b_NPFH_3,C06_OD_3b_NPFH_4,C06_OD_3b_NPFH_5,C06_OD_3b_NPFH_6_mor,C06_OD_3b_Tot,C06_OD_4mb_NPFH_2,C06_OD_4mb_NPFH_3,C06_OD_4mb_NPFH_4,C06_OD_4mb_NPFH_5,C06_OD_4mb_NPFH_6_mor,C06_OD_4mb_Tot,C06_OD_NB_NS_NPFH_2,C06_OD_NB_NS_NPFH_3,C06_OD_NB_NS_NPFH_4,C06_OD_NB_NS_NPFH_5,C06_OD_NB_NS_NPFH_6_mor,C06_OD_NB_NS_T,C06_OD_Tot_NPFH_2,C06_OD_Tot_NPFH_3,C06_OD_Tot_NPFH_4,C06_OD_Tot_NPFH_5,C06_OD_Tot_NPFH_6_mor,C06_OD_T_T,C06_DS_NS_NPFH_2,C06_DS_NS_NPFH_3,C06_DS_NS_NPFH_4,C06_DS_NS_NPFH_5,C06_DS_NS_NPFH_6_mor,C06_DS_NS_T,C06_Tot_NPFH_2,C06_Tot_NPFH_3,C06_Tot_NPFH_4,C06_Tot_NPFH_5,C06_Tot_NPFH_6_mor,C06_T_T,C11_SH_0b_NPFH_2,C11_SH_0b_NPFH_3,C11_SH_0b_NPFH_4,C11_SH_0b_NPFH_5,C11_SH_0b_NPFH_6_mor,C11_SH_0bTotal,C11_SH_1b_NPFH_2,C11_SH_1b_NPFH_3,C11_SH_1b_NPFH_4,C11_SH_1b_NPFH_5,C11_SH_1b_NPFH_6_mor,C11_SH_1b_Tot,C11_SH_2b_NPFH_2,C11_SH_2b_NPFH_3,C11_SH_2b_NPFH_4,C11_SH_2b_NPFH_5,C11_SH_2b_NPFH_6_mor,C11_SH_2b_Tot,C11_SH_3b_NPFH_2,C11_SH_3b_NPFH_3,C11_SH_3b_NPFH_4,C11_SH_3b_NPFH_5,C11_SH_3b_NPFH_6_mor,C11_SH_3b_Tot,C11_SH_4mb_NPFH_2,C11_SH_4mb_NPFH_3,C11_SH_4mb_NPFH_4,C11_SH_4mb_NPFH_5,C11_SH_4mb_NPFH_6_mor,C11_SH_4mb_Tot,C11_SH_NB_NS_NPFH_2,C11_SH_NB_NS_NPFH_3,C11_SH_NB_NS_NPFH_4,C11_SH_NB_NS_NPFH_5,C11_SH_NB_NS_NPFH_6_mor,C11_SH_NB_NS_T,C11_SH_Tot_NPFH_2,C11_SH_Tot_NPFH_3,C11_SH_Tot_NPFH_4,C11_SH_Tot_NPFH_5
105051100,667,248,80,2440,210,240,408,279,153,1290,30,10,4,3,5,52,1446,1059,1174,551,242,4472,0,0,0,0,0,0,18,0,0,0,0,18,229,98,61,11,3,402,226,241,217,60,28,772,34,32,49,35,22,172,17,3,3,0,0,23,524,374,330,106,53,1387,0,4,0,0,0,4,133,27,8,0,0,168,1082,665,400,101,24,2272,195,227,218,79,33,752,5,5,5,3,7,25,54,18,15,3,3,93,1469,946,646,186,67,3314,0,0,0,0,0,0,3,0,0,3,0,6,12,3,3,3,3,24,3,9,5,3,0,20,3,3,0,0,3,9,0,0,0,0,0,0,21,15,8,9,6,59,3,0,0,0,0,3,3463,2394,2158,852,368,9235,0,4,0,0,0,4,10,0,3,3,0,16,363,139,85,22,3,612,773,563,663,249,76,2324,237,279,479,285,212,1492,27,6,9,6,4,52,1410,991,1239,565
105054800,640,136,34,2565,232,250,350,177,63,1072,16,8,4,3,0,31,2293,1317,1119,331,100,5160,3,0,0,0,0,3,152,9,0,0,0,161,1356,439,152,23,0,1970,1004,659,487,76,12,2238,112,132,190,74,25,533,24,3,4,0,0,31,2651,1242,833,173,37,4936,11,3,0,0,0,14,337,16,0,0,0,353,936,192,47,8,3,1186,222,133,53,13,3,424,7,9,14,5,3,38,16,0,0,0,0,16,1529,353,114,26,9,2031,3,3,0,0,0,6,19,0,0,0,0,19,43,12,8,0,0,63,5,4,7,3,0,19,0,3,3,0,3,9,3,0,0,3,0,6,73,22,18,6,3,122,0,0,0,0,0,0,6546,2934,2084,536,149,12249,6,0,0,0,0,6,70,6,0,0,0,76,822,310,177,20,4,1333,1086,794,739,157,32,2808,282,289,457,234,87,1349,23,5,7,0,0,35,2289,1404,1380,411
105055200,939,271,137,3842,380,368,495,308,289,1840,59,25,12,10,14,120,2970,1892,1649,632,453,7596,4,0,0,3,0,7,125,12,3,0,0,140,1267,441,179,25,9,1921,842,541,456,111,35,1985,96,92,158,56,33,435,29,5,7,0,0,41,2363,1091,803,195,77,4529,55,5,3,0,0,63,551,56,12,0,0,619,1881,723,319,75,19,3017,170,141,107,34,22,474,20,13,17,9,14,73,50,18,8,9,0,85,2727,956,466,127,55,4331,0,0,0,0,0,0,21,3,0,0,0,24,56,25,18,4,0,103,12,21,15,5,6,59,7,5,3,4,4,23,0,3,0,0,0,3,96,57,36,13,10,212,6,3,3,3,3,18,8162,3999,2957,970,598,16686,9,3,0,0,0,12,82,12,8,0,0,102,846,369,205,32,12,1464,1375,1028,1006,259,128,3796,403,430,596,362,261,2052,37,23,5,0,4,69,2752,1865,1820,653
105057201,4,0,3,21,0,3,0,0,3,6,0,0,0,0,0,0,45,18,22,6,9,100,3,0,0,0,0,3,9,3,0,0,0,12,34,9,13,0,0,56,27,20,11,5,0,63,3,7,6,5,0,21,0,0,0,0,0,0,76,39,30,10,0,155,59,3,3,0,0,65,546,67,11,3,0,627,720,323,222,47,14,1326,221,99,82,21,19,442,12,0,11,3,0,26,20,8,12,0,4,44,1578,500,341,74,37,2530,0,0,0,0,0,0,3,0,0,0,0,3,3,3,8,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,8,0,0,17,12,5,0,0,0,17,1717,565,401,90,46,2819,3,0,0,0,0,3,9,6,0,0,0,15,32,9,15,3,0,59,27,11,5,3,3,49,3,0,3,3,3,12,0,0,0,0,0,0,74,26,23,9
105057204,6,3,0,44,15,16,32,13,6,82,5,0,0,0,0,5,91,36,38,19,6,190,5,3,0,0,0,8,119,6,0,3,0,128,462,105,32,3,0,602,402,220,140,24,7,793,109,86,73,54,23,345,12,8,5,3,0,28,1109,428,250,87,30,1904,193,7,3,0,0,203,1626,67,9,3,0,1705,1924,352,78,12,3,2369,301,122,57,14,4,498,25,19,23,12,3,82,60,8,3,0,0,71,4129,575,173,41,10,4928,0,0,0,0,0,0,8,0,0,0,0,8,4,3,3,0,0,10,3,3,3,0,0,9,0,0,0,0,3,3,0,0,0,0,0,0,15,6,6,0,3,30,6,3,3,0,0,12,5350,1048,470,147,49,7064,4,0,0,0,0,4,14,0,0,0,0,14,38,11,4,0,0,53,22,13,10,0,0,45,19,16,25,22,11,93,3,0,3,0,0,6,100,40,42,22
105057205,152,42,14,660,51,52,74,56,37,270,10,5,0,0,0,15,556,323,259,101,55,1294,5,0,0,0,0,5,148,10,0,0,0,158,1028,323,118,14,0,1483,610,426,281,78,21,1416,125,104,117,55,48,449,24,11,5,0,0,40,1940,874,521,147,69,3551,38,3,0,0,0,41,1033,59,7,3,0,1102,2214,723,205,37,8,3187,340,250,170,33,19,812,13,7,6,4,6,36,51,9,9,4,0,73,3689,1051,397,81,33,5251,4,0,0,0,0,4,4,4,0,0,0,8,21,0,0,4,0,25,7,0,9,0,0,16,0,0,0,3,0,3,0,0,0,0,3,3,36,4,9,7,3,59,6,0,4,0,0,10,6227,2252,1190,336,160,10165,0,0,0,3,0,3,30,0,4,0,0,34,160,74,25,4,4,267,203,149,143,42,12,549,58,69,80,51,35,293,10,0,3,3,0,16,461,292,255,103
105057206,41,4,3,187,48,29,57,37,22,193,5,0,0,0,0,5,221,106,103,45,29,504,4,0,0,0,0,4,85,9,3,0,0,97,525,133,30,3,0,691,350,237,173,34,16,810,74,57,76,42,19,268,14,7,0,4,0,25,1052,443,282,83,35,1895,73,3,0,3,0,79,1124,76,12,0,3,1215,1493,491,177,33,7,2201,377,196,141,30,11,755,14,14,12,4,7,51,40,13,4,3,0,60,3121,793,346,73,28,4361,0,0,0,0,0,0,7,0,0,0,0,7,10,7,0,0,0,17,0,0,0,3,3,6,3,0,0,0,3,6,0,0,0,0,0,0,20,7,0,3,6,36,0,3,0,0,0,3,4414,1352,731,204,98,6799,8,0,0,0,0,8,28,4,0,0,0,32,67,21,7,0,0,95,67,40,28,10,3,148,41,28,36,24,12,141,0,0,0,0,0,0,211,93,71,34
105106550,1372,373,105,5284,1056,1009,1659,1027,525,5276,73,21,21,6,7,128,4027,2701,3218,1451,640,12037,9,0,4,0,0,13,60,9,0,0,0,69,768,292,175,28,3,1266,783,735,791,208,38,2555,171,201,355,163,61,951,34,14,11,0,0,59,1825,1251,1336,399,102,4913,28,3,0,0,0,31,1019,99,8,0,0,1126,4851,1709,610,113,23,7306,793,621,447,84,26,1971,33,33,40,20,9,135,94,29,10,3,0,136,6818,2494,1115,220,58,10705,3,0,0,0,0,3,21,0,0,0,0,21,37,24,10,0,3,74,12,10,3,4,0,29,3,3,3,0,3,12,0,3,0,0,0,3,76,40,16,4,6,142,22,8,6,3,0,39,12768,6494,5691,2077,806,27836,3,0,5,3,0,11,52,10,5,0,0,67,575,245,148,27,7,1002,1824,1105,1332,373,88,4722,1185,1069,1922,1119,531,5826,62,22,12,9,7,112,3701,2451,3424,1531
105108050,493,108,30,1570,344,339,641,383,119,1826,25,6,7,0,3,41,1346,828,1214,497,155,4040,5,0,0,0,0,5,39,4,0,0,0,43,537,200,100,13,3,853,451,368,359,91,16,1285,117,136,257,105,44,659,15,6,6,3,3,33,1164,714,722,212,66,2878,51,3,0,0,0,54,768,48,6,0,0,822,2708,828,266,35,3,3840,477,317,237,54,11,1096,34,21,27,26,17,125,61,13,5,0,0,79,4099,1230,541,115,31,6016,3,0,0,0,0,3,7,0,0,0,0,7,23,8,0,0,0,31,4,8,8,4,0,24,6,0,5,5,3,19,0,0,0,0,0,0,43,16,13,9,3,84,3,3,3,0,0,9,6655,2791,2493,833,255,13027,3,0,3,0,0,6,19,4,0,0,3,26,205,99,55,11,3,373,544,319,434,109,26,1432,420,392,678,474,152,2116,17,6,4,4,0,31,1208,820,1174,598
105108500,290,53,12,1146,578,434,724,562,201,2499,21,7,0,3,5,36,1387,756,1049,622,218,4032,0,0,0,0,0,0,49,0,0,0,0,49,518,124,38,3,4,687,678,374,311,54,0,1417,151,144,181,71,19,566,16,3,0,0,3,22,1412,645,530,128,26,2741,21,0,0,0,0,21,398,22,0,0,0,420,1845,451,119,15,0,2430,866,338,255,37,11,1507,73,51,59,41,11,235,43,5,12,0,0,60,3246,867,445,93,22,4673,0,0,0,0,0,0,9,0,0,0,0,9,16,6,3,0,0,25,8,6,8,3,0,25,4,0,3,0,0,7,0,0,0,0,0,0,37,12,14,3,0,66,13,3,3,0,0,19,6095,2283,2041,846,266,11531,0,0,0,0,0,0,24,0,5,3,0,32,152,50,28,0,4,234,482,204,281,52,10,1029,627,471,827,594,215,2734,16,4,4,4,0,28,1301,729,1145,653
