region_id,C01_Aus_BP_B_OS,C01_Aus_Fa_O_B_OS,C01_Aus_Mo_O_B_OS,C01_Aus_BP_B_Aus,C01_Aus_Bplace_NS,C01_Aus_Tot_resp,C01_Aus_Ab_BP_B_OS,C01_Aus_Ab_Fa_O_B_OS,C01_Aus_Ab_Mo_O_B_OS,C01_Aus_Ab_BP_B_Aus,C01_Aus_Abor_Bplace_NS,C01_Aus_Abor_Tot_respons,C01_Chi_BP_B_OS,C01_Chi_Fa_O_B_OS,C01_Chi_Mo_O_B_OS,C01_Chi_BP_B_Aus,C01_Chi_Bplace_NS,C01_Chi_Tot_resp,C01_Cro_BP_B_OS,C01_Cro_Fa_O_B_OS,C01_Cro_Mo_O_B_OS,C01_Cro_BP_B_Aus,C01_Cro_Bplace_NS,C01_Cro_Tot_resp,C01_Dut_BP_B_OS,C01_Dut_Fa_O_B_OS,C01_Dut_Mo_O_B_OS,C01_Dut_BP_B_Aus,C01_Dut_Bplace_NS,C01_Dut_Tot_resp,C01_Eng_BP_B_OS,C01_Eng_Fa_O_B_OS,C01_Eng_Mo_O_B_OS,C01_Eng_BP_B_Aus,C01_Eng_Bplace_NS,C01_Eng_Tot_resp,C01_Fil_BP_B_OS,C01_Fil_Fa_O_B_OS,C01_Fil_Mo_O_B_OS,C01_Fil_BP_B_Aus,C01_Fil_Bplace_NS,C01_Fil_Tot_resp,C01_Fre_BP_B_OS,C01_Fre_Fa_O_B_OS,C01_Fre_Mo_O_B_OS,C01_Fre_BP_B_Aus,C01_Fre_Bplace_NS,C01_Fre_Tot_resp,C01_Ger_BP_B_OS,C01_Ger_Fa_O_B_OS,C01_Ger_Mo_O_B_OS,C01_Ger_BP_B_Aus,C01_Ger_Bplace_NS,C01_Ger_Tot_resp,C01_Gre_BP_B_OS,C01_Gre_Fa_O_B_OS,C01_Gre_Mo_O_B_OS,C01_Gre_BP_B_Aus,C01_Gre_Bplace_NS,C01_Gre_Tot_resp,C01_Hun_BP_B_OS,C01_Hun_Fa_O_B_OS,C01_Hun_Mo_O_B_OS,C01_Hun_BP_B_Aus,C01_Hun_Bplace_NS,C01_Hun_Tot_resp,C01_Ind_BP_B_OS,C01_Ind_Fa_O_B_OS,C01_Ind_Mo_O_B_OS,C01_Ind_BP_B_Aus,C01_Ind_Bplace_NS,C01_Ind_Tot_resp,C01_Iri_BP_B_OS,C01_Iri_Fa_O_B_OS,C01_Iri_Mo_O_B_OS,C01_Iri_BP_B_Aus,C01_Iri_Bplace_NS,C01_Iri_Tot_resp,C01_Ita_BP_B_OS,C01_Ita_Fa_O_B_OS,C01_Ita_Mo_O_B_OS,C01_Ita_BP_B_Aus,C01_Ita_Bplace_NS,C01_Ita_Tot_resp,C01_Kor_BP_B_OS,C01_Kor_Fa_O_B_OS,C01_Kor_Mo_O_B_OS,C01_Kor_BP_B_Aus,C01_Kor_Bplace_NS,C01_Kor_Tot_resp,C01_Leb_BP_B_OS,C01_Leb_Fa_O_B_OS,C01_Leb_Mo_O_B_OS,C01_Leb_BP_B_Aus,C01_Leb_Bplace_NS,C01_Leb_Tot_resp,C01_Mac_BP_B_OS,C01_Mac_Fa_O_B_OS,C01_Mac_Mo_O_B_OS,C01_Mac_BP_B_Aus,C01_Mac_Bplace_NS,C01_Mac_Tot_resp,C01_Mal_BP_B_OS,C01_Mal_Fa_O_B_OS,C01_Mal_Mo_O_B_OS,C01_Mal_BP_B_Aus,C01_Mal_Bplace_NS,C01_Mal_Tot_resp,C01_Mao_BP_B_OS,C01_Mao_Fa_O_B_OS,C01_Mao_Mo_O_B_OS,C01_Mao_BP_B_Aus,C01_Mao_Bplace_NS,C01_Mao_Tot_resp,C01_NZ_BP_B_OS,C01_NZ_Fa_O_B_OS,C01_NZ_Mo_O_B_OS,C01_NZ_BP_B_Aus,C01_NZ_Bplace_NS,C01_NZ_Tot_resp,C01_Pol_BP_B_OS,C01_Pol_Fa_O_B_OS,C01_Pol_Mo_O_B_OS,C01_Pol_BP_B_Aus,C01_Pol_Bplace_NS,C01_Pol_Tot_resp,C01_Rus_BP_B_OS,C01_Rus_Fa_O_B_OS,C01_Rus_Mo_O_B_OS,C01_Rus_BP_B_Aus,C01_Rus_Birthplac_ns,C01_Rus_Tot_resp,C01_Sco_BP_B_OS,C01_Sco_Fa_O_B_OS,C01_Sco_Mo_O_B_OS,C01_Sco_BP_B_Aus,C01_Sco_Birthplac_ns,C01_Sco_Tot_resp,C01_Ser_BP_B_OS,C01_Ser_Fa_O_B_OS,C01_Ser_Mo_O_B_OS,C01_Ser_BP_B_Aus,C01_Ser_Bplace_NS,C01_Ser_Tot_resp,C01_Sinh_BP_B_OS,C01_Sinh_Fa_O_B_OS,C01_Sinh_Mo_O_B_OS,C01_Sinh_BP_B_Aus,C01_Sinh_Bplace_NS,C01_Sinh_Tot_resp,C01_SAf_BP_B_OS,C01_SAf_Fa_O_B_OS,C01_SAf_Mo_O_B_OS,C01_SAf_BP_B_Aus,C01_SAf_Bplace_NS,C01_SAf_Tot_resp,C01_Span_BP_B_OS,C01_Span_Fa_O_B_OS,C01_Span_Mo_O_B_OS,C01_Span_BP_B_Aus,C01_Span_Bplace_NS,C01_Span_Tot_resp,C01_Turk_BP_B_OS,C01_Turk_Fa_O_B_OS,C01_Turk_Mo_O_B_OS,C01_Turk_BP_B_Aus,C01_Turk_Bplace_NS,C01_Turk_Tot_resp,C01_Viet_BP_B_OS,C01_Viet_Fa_O_B_OS,C01_Viet_Mo_O_B_OS,C01_Viet_BP_B_Aus,C01_Viet_Bplace_NS,C01_Viet_Tot_resp,C01_Wel_BP_B_OS,C01_Wel_Fa_O_B_OS,C01_Wel_Mo_O_B_OS,C01_Wel_BP_B_Aus,C01_Wel_Bplace_NS,C01_Wel_Tot_resp,C01_Oth_BP_B_OS,C01_Oth_Fa_O_B_OS,C01_Oth_Mo_O_B_OS,C01_Oth_BP_B_Aus,C01_Oth_Bplace_NS,C01_Oth_Tot_resp,C01_Anc_ns_BP_B_OS,C01_Anc_ns_Fa_O_B_OS,C01_Anc_ns_Mo_O_B_OS,C01_Anc_ns_BP_B_Aus,C01_Anc_ns_Bplace_NS,C01_Anc_NS_T_resp,C01_Tot_res_Bo_par_bo_os,C01_Tot_res_Fa_onl_bo_os,C01_Tot_res_Mo_onl_bo_os,C01_Tot_res_Bo_pa_bo_Aus,C01_Tot_resp_Bplace_ns,C01_Tot_resp_Tot_resp,C01_T_P_BP_B_OS,C01_T_P_Fa_only_bor_os
105051100,322,706,478,5083,243,6832,5,3,0,64,4,76,2409,25,42,40,99,2615,402,24,10,8,9,453,86,32,19,19,4,160,1562,632,361,3365,228,6148,831,14,33,7,59,944,111,11,6,31,6,165,264,69,36,223,23,615,2355,221,85,310,124,3095,144,17,6,3,3,173,619,6,6,0,20,651,443,194,116,1598,61,2412,1053,116,59,234,39,1501,74,0,0,0,3,77,438,23,3,20,16,500,128,3,4,5,0,140,504,66,36,55,14,675,378,20,14,10,24,446,163,23,13,13,7,219,180,8,4,7,6,205,260,3,4,3,6,276,275,64,18,177,11,545,331,12,7,7,14,371,103,3,0,0,7,113,62,0,3,4,0,69,680,18,9,15,21,743,738,18,8,4,29,797,159,0,0,0,8,167,35,7,3,27,4,76,5902,159,104,105,266,6536,720,51,51,357,1896,3075,21736,2548,1538,11794,3254,40870,20151,1711
105054800,306,1800,1297,10565,362,14330,6,10,3,33,3,55,962,68,57,96,31,1214,187,17,5,5,3,217,339,105,54,44,8,550,5154,1821,1189,8384,342,16890,205,5,14,0,14,238,255,32,23,109,8,427,645,189,109,716,28,1687,876,136,47,135,38,1232,178,34,15,12,3,242,261,18,5,4,9,297,1560,731,465,5044,150,7950,2162,311,133,428,92,3126,93,0,4,0,0,97,194,20,11,39,17,281,90,7,0,0,0,97,274,41,28,26,6,375,168,16,8,5,4,201,494,76,45,15,8,638,245,58,16,36,5,360,150,25,20,26,3,224,776,230,135,918,32,2091,222,17,7,10,23,279,72,8,4,4,0,88,144,14,4,4,0,166,297,25,10,29,11,372,67,8,0,3,4,82,135,0,5,0,0,140,150,25,27,101,3,306,2693,410,261,388,86,3838,287,106,77,543,2511,3524,19647,6363,4078,27722,3804,61614,16829,4067
105055200,629,1895,1260,10782,469,15035,20,8,0,129,14,171,4182,87,77,122,121,4589,338,23,5,21,11,398,349,117,56,71,6,599,4372,1828,1186,8694,406,16486,859,6,25,7,51,948,241,43,17,95,5,401,693,223,116,816,35,1883,4933,245,94,346,212,5830,272,43,19,20,11,365,764,31,5,15,28,843,1407,838,462,5392,183,8282,1857,286,110,452,74,2779,169,3,6,0,10,188,1943,119,74,70,126,2332,626,16,3,3,33,681,308,60,31,33,27,459,300,19,6,6,6,337,506,62,40,20,16,644,318,57,29,57,5,466,187,34,11,40,4,276,711,193,113,854,41,1912,548,26,22,6,23,625,108,3,3,3,4,121,94,12,7,10,3,126,601,31,27,36,27,722,456,15,15,9,27,522,3026,6,25,9,185,3251,138,55,32,135,3,363,8393,444,294,395,350,9876,1118,109,81,745,4302,6355,40466,6937,4251,29393,6818,87865,36899,4397
105057201,37,226,178,1781,41,2263,3,0,0,6,0,9,3607,23,12,12,47,3701,36,3,3,4,0,46,80,22,16,10,4,132,1196,257,176,1658,45,3332,79,0,4,0,0,83,51,3,3,24,0,81,187,31,20,163,3,404,125,12,7,10,4,158,50,6,4,0,0,60,153,3,3,3,0,162,346,101,62,787,22,1318,217,45,17,68,6,353,343,3,0,0,7,353,42,5,0,6,0,53,9,0,0,0,0,9,24,4,4,4,0,36,26,0,0,0,0,26,107,0,7,4,3,121,78,6,4,7,0,95,56,5,3,3,3,70,153,26,9,146,5,339,54,3,0,3,0,60,20,0,0,0,0,20,42,3,0,3,0,48,61,0,3,3,3,70,12,0,0,0,0,12,108,0,0,0,3,111,31,3,3,20,0,57,1647,35,36,64,39,1821,132,7,5,47,8963,9154,9112,832,579,4836,9198,24557,8435,554
105057204,211,1086,717,6457,181,8652,6,9,0,38,3,56,1736,74,45,65,42,1962,169,18,8,22,4,221,305,89,44,46,5,489,4588,1248,781,6258,216,13091,231,0,8,3,7,249,343,26,19,89,7,484,670,177,93,660,18,1618,582,87,37,111,14,831,240,33,13,8,0,294,362,13,13,6,3,397,1474,536,258,3682,87,6037,718,183,60,255,14,1230,366,0,0,3,16,385,149,16,13,29,9,216,37,3,0,4,0,44,167,31,20,19,6,243,233,8,13,3,3,260,543,37,22,17,12,631,325,37,15,59,5,441,317,22,12,23,7,381,623,130,75,655,23,1506,200,11,4,7,3,225,52,5,3,0,3,63,116,15,13,3,3,150,287,12,8,24,3,334,86,0,0,3,4,93,209,3,4,0,20,236,124,25,19,84,5,257,3678,238,179,275,82,4452,275,39,46,243,8670,9273,19422,4211,2542,19151,9475,54801,16839,2709
105057205,253,1070,731,6619,261,8934,10,8,4,243,9,274,2319,51,51,73,44,2538,161,13,6,11,3,194,229,73,39,34,3,378,2903,1022,683,5182,222,10012,206,8,16,0,4,234,180,16,18,65,10,289,434,135,75,534,15,1193,1381,138,39,162,63,1783,175,22,4,10,3,214,356,15,9,7,9,396,948,457,251,3122,91,4869,555,140,34,200,11,940,245,0,3,3,10,261,512,35,15,38,16,616,88,6,3,0,3,100,189,33,18,32,3,275,212,18,6,7,15,258,359,36,28,17,9,449,249,29,15,33,3,329,863,16,14,23,21,937,419,127,93,512,20,1171,272,17,4,9,6,308,42,3,0,3,0,48,85,0,7,5,0,97,298,14,6,23,8,349,210,11,0,0,6,227,501,0,3,3,26,533,97,25,13,91,4,230,3720,211,144,251,163,4489,463,58,38,422,3419,4400,18934,3807,2370,17734,4480,47325,16822,2449
105057206,183,847,594,5191,174,6989,4,4,0,53,3,64,3371,72,55,55,56,3609,84,7,0,7,0,98,221,62,30,37,5,355,2487,854,534,4135,195,8205,215,3,9,3,15,245,140,16,15,49,15,235,338,111,73,434,10,966,359,53,27,67,10,516,100,14,4,7,3,128,333,8,8,3,7,359,849,329,234,2533,84,4029,454,109,37,155,24,779,400,0,4,3,10,417,148,20,4,22,15,209,41,3,0,0,0,44,61,23,13,13,0,110,118,6,16,7,6,153,287,34,19,11,3,354,201,29,17,29,9,285,123,11,8,23,3,168,396,106,51,439,10,1002,127,11,3,9,3,153,78,3,3,0,3,87,71,6,3,0,3,83,165,7,8,16,4,200,117,8,0,0,0,125,443,0,4,3,27,477,90,18,11,60,0,179,2557,177,150,184,56,3124,248,27,35,278,4251,4839,14809,2978,1969,13826,5004,38586,13079,1902
105106550,822,3145,2103,21508,797,28375,11,9,0,202,7,229,12030,177,211,220,233,12871,484,25,26,33,17,585,508,151,86,86,12,843,8321,2812,1852,15099,591,28675,663,7,60,9,32,771,738,54,38,150,30,1010,1333,316,193,1284,48,3174,5196,752,288,1252,240,7728,739,82,43,47,17,928,1105,38,21,4,20,1188,2930,1270,721,9400,270,14591,2678,481,197,922,128,4406,519,3,8,0,12,542,863,121,80,166,35,1265,57,9,0,3,0,69,748,98,66,94,22,1028,679,38,18,16,41,792,765,87,72,38,26,988,982,95,47,98,18,1240,1312,60,39,90,31,1532,1319,283,195,1232,48,3077,500,22,15,14,13,564,326,8,5,0,0,339,620,23,19,16,16,694,943,25,20,57,38,1083,229,11,11,3,7,261,414,0,3,0,14,431,245,48,23,164,6,486,10574,665,423,584,315,12561,1141,209,142,1293,7811,10596,59794,11124,7025,54084,10895,142922,53847,7430
105108050,576,1968,1384,8821,318,13067,6,6,0,14,0,26,1304,91,55,76,40,1566,239,17,9,15,6,286,427,102,61,63,5,658,5938,1700,1073,7083,346,16140,207,0,5,3,4,219,589,57,34,103,14,797,1129,190,121,657,33,2130,941,179,62,282,21,1485,1235,73,45,52,22,1427,291,20,20,6,9,346,2013,654,399,4397,127,7590,1235,211,85,353,40,1924,277,0,3,4,3,287,190,39,7,52,13,301,30,6,0,0,0,36,158,25,21,24,4,232,336,27,19,5,20,407,570,55,42,24,13,704,1183,154,72,132,20,1561,1812,110,59,92,35,2108,708,153,119,673,31,1684,232,15,15,9,3,274,63,3,3,0,0,69,1352,46,31,12,38,1479,373,12,8,25,14,432,105,8,4,0,4,121,61,0,0,3,0,64,157,28,11,72,3,271,7092,642,432,456,150,8772,864,147,85,570,5573,7239,31693,6738,4284,24078,6909,73702,27413,4333
105108500,441,1766,1204,8592,241,12244,0,6,3,8,0,17,1249,66,63,69,39,1486,134,11,4,11,3,163,330,80,56,52,8,526,5098,1760,1078,7602,264,15802,114,3,7,3,6,133,441,50,36,105,19,651,956,197,106,612,32,1903,817,168,56,352,28,1421,1006,100,31,60,17,1214,270,16,16,5,3,310,1194,585,365,4047,113,6304,788,201,81,264,31,1365,103,5,0,3,0,111,156,43,24,137,14,374,18,0,0,3,0,21,93,17,4,15,10,139,72,3,6,3,3,87,489,51,35,8,20,603,1039,122,70,134,16,1381,610,81,45,79,17,832,562,163,114,774,31,1644,140,10,5,13,7,175,60,7,3,3,0,73,894,47,22,6,12,981,217,18,8,22,0,265,51,5,0,3,3,62,44,0,3,0,3,50,92,17,11,79,4,203,4297,485,318,458,122,5680,395,112,58,441,4578,5584,22170,6195,3832,23963,5644,61804,18886,4055
