region_id,C06_SH_3b_NPGH_4,C06_SH_3b_NPGH_5,C06_SH_3b_NPGH_6_mor,C06_SH_3b_Tot,C06_SH_4mb_NPGH_2,C06_SH_4mb_NPGH_3,C06_SH_4mb_NPGH_4,C06_SH_4mb_NPGH_5,C06_SH_4mb_NPGH_6_mor,C06_SH_4mb_Tot,C06_SH_NB_NS_NPGH_2,C06_SH_NB_NS_NPGH_3,C06_SH_NB_NS_NPGH_4,C06_SH_NB_NS_NPGH_5,C06_SH_NB_NS_NPGH_6_mor,C06_SH_NB_NS_T,C06_SH_Tot_NPGH_2,C06_SH_Tot_NPGH_3,C06_SH_Tot_NPGH_4,C06_SH_Tot_NPGH_5,C06_SH_Tot_NPGH_6_mor,C06_SH_T_T,C06_SDRTHT_0b_NPGH_2,C06_SDRTHT_0b_NPGH_3,C06_SDRTHT_0b_NPGH_4,C06_SDRTHT_0b_NPGH_5,C06_SDRTHT_0b_NPGH_6_mor,C06_SDRTHT_0bTotal,C06_SDRTHT_1b_NPGH_2,C06_SDRTHT_1b_NPGH_3,C06_SDRTHT_1b_NPGH_4,C06_SDRTHT_1b_NPGH_5,C06_SDRTHT_1b_NPGH_6_mor,C06_SDRTHT_1b_Tot,C06_SDRTHT_2b_NPGH_2,C06_SDRTHT_2b_NPGH_3,C06_SDRTHT_2b_NPGH_4,C06_SDRTHT_2b_NPGH_5,C06_SDRTHT_2b_NPGH_6_mor,C06_SDRTHT_2b_Tot,C06_SDRTHT_3b_NPGH_2,C06_SDRTHT_3b_NPGH_3,C06_SDRTHT_3b_NPGH_4,C06_SDRTHT_3b_NPGH_5,C06_SDRTHT_3b_NPGH_6_mor,C06_SDRTHT_3b_Tot,C06_SDRTHT_4mb_NPGH_2,C06_SDRTHT_4mb_NPGH_3,C06_SDRTHT_4mb_NPGH_4,C06_SDRTHT_4mb_NPGH_5,C06_SDRTHT_4mb_NPGH_6_mor,C06_SDRTHT_4mb_Tot,C06_SDRTHT_NB_NS_NPGH_2,C06_SDRTHT_NB_NS_NPGH_3,C06_SDRTHT_NB_NS_NPGH_4,C06_SDRTHT_NB_NS_NPGH_5,C06_SDRTHT_NB_NS_NPGH_6_mor,C06_SDRTHT_NB_NS_T,C06_SDRTHT_Tot_NPGH_2,C06_SDRTHT_Tot_NPGH_3,C06_SDRTHT_Tot_NPGH_4,C06_SDRTHT_Tot_NPGH_5,C06_SDRTHT_Tot_NPGH_6_mor,C06_SDRTHT_T_T,C06_FUA_0b_NPGH_2,C06_FUA_0b_NPGH_3,C06_FUA_0b_NPGH_4,C06_FUA_0b_NPGH_5,C06_FUA_0b_NPGH_6_mor,C06_FUA_0bTotal,C06_FUA_1b_NPGH_2,C06_FUA_1b_NPGH_3,C06_FUA_1b_NPGH_4,C06_FUA_1b_NPGH_5,C06_FUA_1b_NPGH_6_mor,C06_FUA_1b_Tot,C06_FUA_2b_NPGH_2,C06_FUA_2b_NPGH_3,C06_FUA_2b_NPGH_4,C06_FUA_2b_NPGH_5,C06_FUA_2b_NPGH_6_mor,C06_FUA_2b_Tot,C06_FUA_3b_NPGH_2,C06_FUA_3b_NPGH_3,C06_FUA_3b_NPGH_4,C06_FUA_3b_NPGH_5,C06_FUA_3b_NPGH_6_mor,C06_FUA_3b_Tot,C06_FUA_4mb_NPGH_2,C06_FUA_4mb_NPGH_3,C06_FUA_4mb_NPGH_4,C06_FUA_4mb_NPGH_5,C06_FUA_4mb_NPGH_6_mor,C06_FUA_4mb_Tot,C06_FUA_NB_NS_NPGH_2,C06_FUA_NB_NS_NPGH_3,C06_FUA_NB_NS_NPGH_4,C06_FUA_NB_NS_NPGH_5,C06_FUA_NB_NS_NPGH_6_mor,C06_FUA_NB_NS_T,C06_FUA_Tot_NPGH_2,C06_FUA_Tot_NPGH_3,C06_FUA_Tot_NPGH_4,C06_FUA_Tot_NPGH_5,C06_FUA_Tot_NPGH_6_mor,C06_FUA_T_T,C06_OD_0b_NPGH_2,C06_OD_0b_NPGH_3,C06_OD_0b_NPGH_4,C06_OD_0b_NPGH_5,C06_OD_0b_NPGH_6_mor,C06_OD_0bTotal,C06_OD_1b_NPGH_2,C06_OD_1b_NPGH_3,C06_OD_1b_NPGH_4,C06_OD_1b_NPGH_5,C06_OD_1b_NPGH_6_mor,C06_OD_1b_Tot,C06_OD_2b_NPGH_2,C06_OD_2b_NPGH_3,C06_OD_2b_NPGH_4,C06_OD_2b_NPGH_5,C06_OD_2b_NPGH_6_mor,C06_OD_2b_Tot,C06_OD_3b_NPGH_2,C06_OD_3b_NPGH_3,C06_OD_3b_NPGH_4,C06_OD_3b_NPGH_5,C06_OD_3b_NPGH_6_mor,C06_OD_3b_Tot,C06_OD_4mb_NPGH_2,C06_OD_4mb_NPGH_3,C06_OD_4mb_NPGH_4,C06_OD_4mb_NPGH_5,C06_OD_4mb_NPGH_6_mor,C06_OD_4mb_Tot,C06_OD_NB_NS_NPGH_2,C06_OD_NB_NS_NPGH_3,C06_OD_NB_NS_NPGH_4,C06_OD_NB_NS_NPGH_5,C06_OD_NB_NS_NPGH_6_mor,C06_OD_NB_NS_T,C06_OD_Tot_NPGH_2,C06_OD_Tot_NPGH_3,C06_OD_Tot_NPGH_4,C06_OD_Tot_NPGH_5,C06_OD_Tot_NPGH_6_mor,C06_OD_T_T,C06_DS_NS_NPGH_2,C06_DS_NS_NPGH_3,C06_DS_NS_NPGH_4,C06_DS_NS_NPGH_5,C06_DS_NS_NPGH_6_mor,C06_DS_NS_T,C06_Tot_NPGH_2,C06_Tot_NPGH_3,C06_Tot_NPGH_4,C06_Tot_NPGH_5,C06_Tot_NPGH_6_mor,C06_T_T,C11_SH_0b_NPGH_2,C11_SH_0b_NPGH_3,C11_SH_0b_NPGH_4,C11_SH_0b_NPGH_5,C11_SH_0b_NPGH_6_mor,C11_SH_0bTotal,C11_SH_1b_NPGH_2,C11_SH_1b_NPGH_3,C11_SH_1b_NPGH_4,C11_SH_1b_NPGH_5,C11_SH_1b_NPGH_6_mor,C11_SH_1b_Tot,C11_SH_2b_NPGH_2,C11_SH_2b_NPGH_3,C11_SH_2b_NPGH_4,C11_SH_2b_NPGH_5,C11_SH_2b_NPGH_6_mor,C11_SH_2b_Tot,C11_SH_3b_NPGH_2,C11_SH_3b_NPGH_3,C11_SH_3b_NPGH_4,C11_SH_3b_NPGH_5,C11_SH_3b_NPGH_6_mor,C11_SH_3b_Tot,C11_SH_4mb_NPGH_2,C11_SH_4mb_NPGH_3,C11_SH_4mb_NPGH_4,C11_SH_4mb_NPGH_5,C11_SH_4mb_NPGH_6_mor,C11_SH_4mb_Tot,C11_SH_NB_NS_NPGH_2,C11_SH_NB_NS_NPGH_3,C11_SH_NB_NS_NPGH_4,C11_SH_NB_NS_NPGH_5,C11_SH_NB_NS_NPGH_6_mor,C11_SH_NB_NS_T,C11_SH_Tot_NPGH_2,C11_SH_Tot_NPGH_3,C11_SH_Tot_NPGH_4,C11_SH_Tot_NPGH_5
105051100,0,0,0,72,12,6,10,3,0,31,4,0,0,0,0,4,110,21,10,3,0,144,0,0,0,0,0,0,3,0,0,0,0,3,17,3,0,0,0,20,28,7,3,0,0,38,4,5,0,0,0,9,0,0,0,0,0,0,52,15,3,0,0,70,3,0,0,0,0,3,10,3,0,0,0,13,202,39,16,3,0,260,21,16,4,3,0,44,4,0,0,0,0,4,12,3,0,0,0,15,252,61,20,6,0,339,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,417,100,33,9,0,559,0,0,3,0,0,3,3,0,0,0,0,3,31,4,3,0,0,38,48,27,3,4,3,85,13,3,8,3,3,30,8,0,0,0,0,8,103,34,17,7
105054800,28,3,0,229,26,15,25,10,4,80,5,0,0,0,0,5,292,92,56,13,4,457,0,0,0,0,0,0,11,0,0,0,0,11,228,6,6,0,0,240,142,104,33,5,4,288,21,17,28,10,6,82,10,0,0,0,0,10,412,127,67,15,10,631,0,0,0,0,0,0,30,0,0,0,0,30,344,15,3,0,0,362,30,32,13,5,0,80,0,3,0,3,0,6,4,0,0,0,0,4,408,50,16,8,0,482,0,0,0,0,0,0,4,0,0,0,0,4,19,0,0,0,0,19,0,7,0,0,0,7,0,0,3,0,0,3,0,0,0,0,0,0,23,7,3,0,0,33,0,0,0,0,0,0,1135,276,142,36,14,1603,0,0,0,0,0,0,0,0,0,0,0,0,113,10,0,0,0,123,120,105,8,0,0,233,31,21,33,12,0,97,5,3,0,0,0,8,269,139,41,12
105055200,30,0,0,317,50,36,42,41,17,186,12,4,5,0,3,24,463,158,84,44,20,769,0,0,0,0,0,0,10,0,0,0,0,10,352,16,4,3,0,375,190,166,44,5,3,408,25,21,51,27,13,137,11,0,0,0,0,11,588,203,99,35,16,941,9,0,0,0,0,9,71,0,0,0,0,71,671,46,12,0,3,732,40,51,19,6,0,116,3,0,8,5,0,16,22,5,0,0,0,27,816,102,39,11,3,971,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,30,5,8,0,0,0,13,0,0,3,0,0,3,0,0,0,0,0,0,35,8,3,0,0,46,3,4,0,0,0,7,1905,475,225,90,39,2734,0,3,0,0,0,3,8,0,4,0,0,12,176,10,0,0,0,186,178,134,19,3,3,337,55,46,78,24,4,207,11,5,0,3,0,19,428,198,101,30
105057201,0,0,5,8,0,0,0,0,0,0,0,3,4,0,0,7,19,23,21,3,5,71,0,0,0,0,0,0,3,0,0,0,0,3,11,5,0,0,0,16,0,3,5,0,3,11,0,0,0,4,0,4,4,0,0,0,0,4,18,8,5,4,3,38,25,0,4,0,0,29,108,20,6,0,0,134,266,151,193,34,13,657,26,27,12,30,9,104,3,0,0,3,3,9,8,12,11,9,0,40,436,210,226,76,25,973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,7,6,5,0,0,18,480,247,261,83,33,1104,0,0,0,0,0,0,5,0,0,0,0,5,5,0,4,0,0,9,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,0,4,0
105057204,5,0,0,11,3,3,0,3,0,9,0,0,0,0,0,0,12,6,8,3,0,29,5,3,0,0,0,8,14,0,0,0,0,14,195,13,4,3,0,215,115,106,29,5,0,255,26,43,86,40,21,216,18,6,0,3,3,30,373,171,119,51,24,738,38,0,0,0,0,38,218,11,0,0,0,229,946,60,33,6,0,1045,79,75,33,0,3,190,8,3,9,4,5,29,33,3,0,0,0,36,1322,152,75,10,8,1567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,3,0,3,0,0,6,1713,329,208,64,32,2346,0,0,0,0,0,0,3,0,0,0,0,3,16,0,0,0,0,16,8,8,0,0,0,16,5,0,4,4,0,13,3,0,0,0,0,3,35,8,4,4
105057205,6,3,0,55,19,5,8,0,0,32,3,0,0,3,0,6,99,26,14,6,0,145,0,0,0,0,0,0,10,0,3,0,5,18,310,15,7,0,0,332,160,144,54,9,5,372,41,58,84,47,7,237,19,9,0,3,0,31,540,226,148,59,17,990,10,0,0,0,0,10,132,0,4,0,0,136,981,93,38,11,0,1123,85,163,53,18,3,322,4,9,9,10,4,36,19,5,0,0,0,24,1231,270,104,39,7,1651,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,4,0,0,0,4,0,0,3,3,0,6,0,0,3,0,0,3,10,4,6,3,0,23,0,0,0,0,0,0,1880,526,272,107,24,2809,0,0,0,0,0,0,3,0,0,0,0,3,64,5,0,0,0,69,37,50,3,0,0,90,4,12,17,5,3,41,3,3,0,0,0,6,111,70,20,5
105057206,3,0,0,20,4,3,5,10,5,27,5,0,0,0,0,5,25,15,8,10,5,63,0,0,0,0,0,0,4,0,0,0,0,4,135,7,5,0,0,147,78,89,37,5,0,209,17,30,60,18,10,135,11,5,4,0,0,20,245,131,106,23,10,515,18,3,0,0,0,21,160,11,8,0,0,179,697,106,60,14,6,883,67,96,36,9,4,212,12,12,10,12,6,52,24,19,6,0,5,54,978,247,120,35,21,1401,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,4,0,0,0,0,4,0,6,0,0,0,6,0,0,0,0,0,0,13,6,0,0,0,19,0,0,0,0,0,0,1261,399,234,68,36,1998,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,3,0,30,12,12,6,0,0,30,4,6,7,0,3,20,0,0,0,0,3,3,43,18,13,3
105106550,23,8,0,245,57,39,49,44,18,207,11,4,0,0,0,15,345,126,76,52,18,617,5,0,0,0,0,5,10,0,0,0,0,10,123,6,4,0,0,133,93,61,26,3,0,183,10,9,16,7,8,50,3,5,3,0,0,11,244,81,49,10,8,392,0,0,0,0,0,0,123,6,0,0,0,129,1981,197,69,8,3,2258,213,330,142,21,12,718,6,14,34,36,13,103,46,15,4,0,0,65,2369,562,249,65,28,3273,3,0,0,0,0,3,4,3,0,0,0,7,18,0,0,0,0,18,4,7,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,3,32,10,0,0,0,42,0,0,0,3,0,3,2990,779,374,130,54,4327,0,0,0,0,0,0,4,0,0,3,0,7,79,9,0,3,0,91,125,70,10,5,0,210,54,49,69,37,33,242,6,0,3,0,3,12,268,128,82,48
105108050,14,4,0,95,22,17,11,15,0,65,3,3,3,0,0,9,144,53,31,19,0,247,0,0,0,0,0,0,0,0,0,0,0,0,94,4,4,0,0,102,81,60,21,0,0,162,19,10,18,9,0,56,7,0,4,0,0,11,201,74,47,9,0,331,13,0,0,0,0,13,84,5,0,0,0,89,1172,68,26,5,0,1271,135,127,51,12,5,330,5,5,15,9,0,34,24,3,4,3,0,34,1433,208,96,29,5,1771,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,13,0,0,0,0,0,0,1788,335,177,57,5,2362,0,0,0,0,0,0,0,0,0,0,0,0,50,7,0,0,0,57,48,36,8,0,0,92,10,27,24,11,7,79,9,3,0,0,0,12,117,73,32,11
105108500,3,0,0,32,25,5,6,0,0,36,3,0,0,0,0,3,85,13,9,0,0,107,0,0,0,0,4,4,6,0,0,0,0,6,117,4,3,0,0,124,97,77,35,3,0,212,19,15,31,20,0,85,0,0,5,0,0,5,239,96,74,23,4,436,3,0,0,0,0,3,42,3,0,0,0,45,604,23,8,0,0,635,95,88,21,3,0,207,3,4,9,3,3,22,8,0,6,0,0,14,755,118,44,6,3,926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,1088,227,127,29,7,1478,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19,34,15,3,0,0,52,22,11,9,0,0,42,3,0,0,0,0,3,78,26,12,0
