GCCSA_CODE_2021,M_PGrad_Deg_15_24,M_PGrad_Deg_25_34,M_PGrad_Deg_35_44,M_PGrad_Deg_45_54,M_PGrad_Deg_55_64,M_PGrad_Deg_65_74,M_PGrad_Deg_75_84,M_PGrad_Deg_85ov,M_PGrad_Deg_Total,M_GradDip_and_GradCert_15_24,M_GradDip_and_GradCert_25_34,M_GradDip_and_GradCert_35_44,M_GradDip_and_GradCert_45_54,M_GradDip_and_GradCert_55_64,M_GradDip_and_GradCert_65_74,M_GradDip_and_GradCert_75_84,M_GradDip_and_GradCert_85ov,M_GradDip_and_GradCert_Total,M_BachDeg_15_24,M_BachDeg_25_34,M_BachDeg_35_44,M_BachDeg_45_54,M_BachDeg_55_64,M_BachDeg_65_74,M_BachDeg_75_84,M_BachDeg_85ov,M_BachDeg_Total,M_AdvDip_and_Dip_15_24,M_AdvDip_and_Dip_25_34,M_AdvDip_and_Dip_35_44,M_AdvDip_and_Dip_45_54,M_AdvDip_and_Dip_55_64,M_AdvDip_and_Dip_65_74,M_AdvDip_and_Dip_75_84,M_AdvDip_and_Dip_85ov,M_AdvDip_and_Dip_Total,M_Cert_III_IV_15_24,M_Cert_III_IV_25_34,M_Cert_III_IV_35_44,M_Cert_III_IV_45_54,M_Cert_III_IV_55_64,M_Cert_III_IV_65_74,M_Cert_III_IV_75_84,M_Cert_III_IV_85ov,M_Cert_III_IV_Total,M_Cert_I_II_15_24,M_Cert_I_II_25_34,M_Cert_I_II_35_44,M_Cert_I_II_45_54,M_Cert_I_II_55_64,M_Cert_I_II_65_74,M_Cert_I_II_75_84,M_Cert_I_II_85ov,M_Cert_I_II_Total,M_Cert_Levl_nfd_15_24,M_Cert_Levl_nfd_25_34,M_Cert_Levl_nfd_35_44,M_Cert_Levl_nfd_45_54,M_Cert_Levl_nfd_55_64,M_Cert_Levl_nfd_65_74,M_Cert_Levl_nfd_75_84,M_Cert_Levl_nfd_85ov,M_Cert_Levl_nfd_Total,M_Cert_Lev_Tot_15_24,M_Cert_Lev_Tot_25_34,M_Cert_Lev_Tot_35_44,M_Cert_Lev_Tot_45_54,M_Cert_Lev_Tot_55_64,M_Cert_Lev_Tot_65_74,M_Cert_Lev_Tot_75_84,M_Cert_Lev_Tot_85ov,M_Cert_Lev_Tot_Total,M_Lev_Edu_IDes_15_24,M_Lev_Edu_IDes_25_34,M_Lev_Edu_IDes_35_44,M_Lev_Edu_IDes_45_54,M_Lev_Edu_IDes_55_64,M_Lev_Edu_IDes_65_74,M_Lev_Edu_IDes_75_84,M_Lev_Edu_IDes_85ov,M_Lev_Edu_IDes_Total,M_Lev_Edu_NS_15_24,M_Lev_Edu_NS_25_34,M_Lev_Edu_NS_35_44,M_Lev_Edu_NS_45_54,M_Lev_Edu_NS_55_64,M_Lev_Edu_NS_65_74,M_Lev_Edu_NS_75_84,M_Lev_Edu_NS_85ov,M_Lev_Edu_NS_Total,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Total,F_PGrad_Deg_15_24,F_PGrad_Deg_25_34,F_PGrad_Deg_35_44,F_PGrad_Deg_45_54,F_PGrad_Deg_55_64,F_PGrad_Deg_65_74,F_PGrad_Deg_75_84,F_PGrad_Deg_85ov,F_PGrad_Deg_Total,F_GradDip_and_GradCert_15_24,F_GradDip_and_GradCert_25_34,F_GradDip_and_GradCert_35_44,F_GradDip_and_GradCert_45_54,F_GradDip_and_GradCert_55_64,F_GradDip_and_GradCert_65_74,F_GradDip_and_GradCert_75_84,F_GradDip_and_GradCert_85ov,F_GradDip_and_GradCert_Total,F_BachDeg_15_24,F_BachDeg_25_34,F_BachDeg_35_44,F_BachDeg_45_54,F_BachDeg_55_64,F_BachDeg_65_74,F_BachDeg_75_84,F_BachDeg_85ov,F_BachDeg_Total,F_AdvDip_and_Dip_15_24,F_AdvDip_and_Dip_25_34,F_AdvDip_and_Dip_35_44,F_AdvDip_and_Dip_45_54,F_AdvDip_and_Dip_55_64,F_AdvDip_and_Dip_65_74,F_AdvDip_and_Dip_75_84,F_AdvDip_and_Dip_85ov,F_AdvDip_and_Dip_Total,F_Cert_III_IV_15_24,F_Cert_III_IV_25_34,F_Cert_III_IV_35_44,F_Cert_III_IV_45_54,F_Cert_III_IV_55_64,F_Cert_III_IV_65_74,F_Cert_III_IV_75_84,F_Cert_III_IV_85ov,F_Cert_III_IV_Total,F_Cert_I_II_15_24,F_Cert_I_II_25_34,F_Cert_I_II_35_44,F_Cert_I_II_45_54,F_Cert_I_II_55_64,F_Cert_I_II_65_74,F_Cert_I_II_75_84,F_Cert_I_II_85ov,F_Cert_I_II_Total,F_Cert_Levl_nfd_15_24,F_Cert_Levl_nfd_25_34,F_Cert_Levl_nfd_35_44,F_Cert_Levl_nfd_45_54,F_Cert_Levl_nfd_55_64,F_Cert_Levl_nfd_65_74,F_Cert_Levl_nfd_75_84,F_Cert_Levl_nfd_85ov,F_Cert_Levl_nfd_Total,F_Cert_Lev_Tot_15_24,F_Cert_Lev_Tot_25_34,F_Cert_Lev_Tot_35_44,F_Cert_Lev_Tot_45_54,F_Cert_Lev_Tot_55_64,F_Cert_Lev_Tot_65_74,F_Cert_Lev_Tot_75_84,F_Cert_Lev_Tot_85ov,F_Cert_Lev_Tot_Total,F_Lev_Edu_IDes_15_24,F_Lev_Edu_IDes_25_34,F_Lev_Edu_IDes_35_44,F_Lev_Edu_IDes_45_54,F_Lev_Edu_IDes_55_64,F_Lev_Edu_IDes_65_74,F_Lev_Edu_IDes_75_84,F_Lev_Edu_IDes_85ov,F_Lev_Edu_IDes_Total,F_Lev_Edu_NS_15_24,F_Lev_Edu_NS_25_34,F_Lev_Edu_NS_35_44,F_Lev_Edu_NS_45_54,F_Lev_Edu_NS_55_64,F_Lev_Edu_NS_65_74,F_Lev_Edu_NS_75_84,F_Lev_Edu_NS_85ov,F_Lev_Edu_NS_Total,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Total,P_PGrad_Deg_15_24,P_PGrad_Deg_25_34
1GSYD,1894,48263,61101,37669,26205,16241,6452,1354,199182,448,5695,8046,7309,5796,4463,1452,270,33474,29848,121167,103417,69810,50644,34246,14343,3873,427347,13073,34181,40426,36172,27585,17073,7709,2299,178521,26741,63823,59790,61292,56238,38047,21959,6636,334527,2604,2677,2447,2120,1903,1319,606,124,13792,2004,3714,5110,6041,6468,5569,2907,794,32608,31342,70214,67350,69455,64606,44931,25467,7556,380926,1108,3028,3239,2643,2295,2003,1363,483,16170,19899,31282,26772,20179,17255,14632,11924,7411,149350,97623,313835,310349,243242,194386,133595,68709,23251,1384978,3020,62427,65005,35342,20619,11051,3312,557,201329,1680,11254,13395,11913,9547,7044,2108,390,57329,39617,153248,127484,84505,53192,31463,11717,3471,504699,16458,42897,48153,49602,38141,24570,10914,3472,234209,20053,36904,35896,33899,26872,12454,4257,1447,171786,3635,3522,4179,5083,4798,3044,950,269,25483,2646,4307,6391,10707,11753,9360,4519,1641,51326,26338,44737,46474,49688,43425,24853,9734,3357,248599,1056,2893,3206,2965,3237,3310,1977,640,19281,17298,28445,24176,18997,17888,18129,17440,15255,157619,105460,345908,327892,252997,186047,120416,57204,27135,1423057,4914,110698
1RNSW,293,6824,8417,7402,6944,6410,2659,538,39498,59,1435,2429,2788,3052,3301,909,118,14093,4823,23609,22425,19760,16612,16310,6286,1420,111242,2268,9864,14332,16644,15961,12864,5554,1348,78839,21851,54015,50589,52614,57912,45734,22967,5965,311647,2625,2440,1771,1503,1499,1185,463,94,11590,993,1676,2181,2735,3561,4222,2259,538,18170,25469,58138,54546,56854,62973,51146,25682,6594,341408,377,663,748,815,941,1158,773,270,5734,13964,15811,14774,14800,15286,15209,11650,5758,107266,47255,116347,117675,119060,121769,106394,53520,16050,698080,448,10089,11410,9164,7602,5226,1384,182,45509,689,4770,6090,6134,6240,5165,1319,199,30609,8631,41293,39673,31470,24313,18713,6987,1701,172791,5159,18216,21549,25039,25579,18711,7763,2113,124131,19433,36177,32859,33063,29630,13852,3552,993,169565,3357,3435,3150,3650,4358,3046,881,211,22082,1816,2476,3091,5679,8139,7363,3345,1004,32916,24615,42090,39106,42383,42116,24261,7772,2213,224563,373,725,808,998,1629,2055,1334,476,8398,11997,12650,12427,13049,15802,18056,17007,11123,112113,51911,129838,131062,128243,123294,92191,43572,18006,718120,743,16914
19499,6,38,38,23,22,21,6,0,146,0,4,8,6,5,8,0,0,33,23,151,73,72,52,47,12,0,425,10,61,52,43,56,40,12,0,274,54,176,143,132,186,130,32,6,858,11,21,8,3,6,4,0,0,55,5,13,14,9,13,18,4,0,74,72,203,167,145,204,153,35,6,985,0,0,4,10,3,8,0,0,30,236,431,500,464,326,151,46,5,2149,346,894,838,763,667,419,99,17,4042,0,62,40,31,28,14,0,0,181,0,20,14,13,20,11,0,0,76,25,207,99,86,70,45,11,0,540,27,64,54,64,81,40,8,0,339,63,107,77,86,91,34,9,0,463,17,12,11,9,10,12,0,0,72,6,10,8,11,36,21,9,0,104,87,127,100,109,137,63,15,0,636,3,3,0,0,8,5,0,0,25,229,352,309,221,156,85,31,11,1390,375,843,611,522,498,255,66,20,3187,5,107
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
