GCCSA_CODE_2021,Ag_For_Fish_OcMngr,Ag_For_Fish_OcProf,Ag_For_Fish_OcTechTrdW,Ag_For_Fish_OcComPerS,Ag_For_Fish_OcClericAdm,Ag_For_Fish_OcSalesWk,Ag_For_Fish_OcMacOp_Driv,Ag_For_Fish_OcLab,Ag_For_Fish_OcID_NS,Agri_for_fish_Tot,Mining_OcMngr,Mining_OcProf,Mining_OcTechTrdW,Mining_OcComPerS,Mining_OcClericAdm,Mining_OcSalesWk,Mining_OcMacOp_Driv,Mining_OcLab,Mining_OcID_NS,Mining_Tot,Manufact_OcMngr,Manufact_OcProf,Manufact_OcTechTrdW,Manufact_OcComPerS,Manufact_OcClericAdm,Manufact_OcSalesWk,Manufact_OcMacOp_Driv,Manufact_OcLab,Manufact_OcID_NS,Manufacturing_Tot,El_Gas_W_W_OcMngr,El_Gas_W_W_OcProf,El_Gas_W_W_OcTechTrdW,El_Gas_W_W_OcComPerS,El_Gas_W_W_OcClericAdm,El_Gas_W_W_OcSalesWk,El_Gas_W_W_OcMacOp_Driv,El_Gas_W_W_OcLab,El_Gas_W_W_OcID_NS,El_Gas_W_W_Tot,Construc_OcMngr,Construc_OcProf,Construc_OcTechTrdW,Construc_OcComPerS,Construc_OcClericAdm,Construc_OcSalesWk,Construc_OcMacOp_Driv,Construc_OcLab,Construc_OcID_NS,Construction_Tot,WhlesaleTde_OcMngr,WhlesaleTde_OcProf,WhlesaleTde_OcTechTrdW,WhlesaleTde_OcComPerS,WhlesaleTde_OcClericAdm,WhlesaleTde_OcSalesWk,WhlesaleTde_OcMacOp_Driv,WhlesaleTde_OcLab,WhlesaleTde_OcID_NS,WhlesaleTde_Tot,RetTde_OcMngr,RetTde_OcProf,RetTde_OcTechTrdW,RetTde_OcComPerS,RetTde_OcClericAdm,RetTde_OcSalesWk,RetTde_OcMacOp_Driv,RetTde_OcLab,RetTde_OcID_NS,RetTde_Tot,Acom_food_OcMngr,Acom_food_OcProf,Acom_food_OcTechTrdW,Acom_food_OcComPerS,Acom_food_OcClericAdm,Acom_food_OcSalesWk,Acom_food_OcMacOp_Driv,Acom_food_OcLab,Acom_food_OcID_NS,Acom_food_scs_Tot,Trans_po_wh_OcMngr,Trans_po_wh_OcProf,Trans_po_wh_OcTechTrdW,Trans_po_wh_OcComPerS,Trans_po_wh_OcClericAdm,Trans_po_wh_OcSalesWk,Trans_po_wh_OcMacOp_Driv,Trans_po_wh_OcLab,Trans_po_wh_OcID_NS,Trans_po_wh_Tot,Infon_med_tel_OcMngr,Infon_med_tel_OcProf,Infon_med_tel_OcTechTrdW,Infon_med_tel_OcComPerS,Infon_med_tel_OcClericAdm,Infon_med_tel_OcSalesWk,Infon_med_tel_OcMacOp_Driv,Infon_med_tel_OcLab,Infon_med_tel_OcID_NS,Infon_med_tel_Tot,Fin_and_ins_s_OcMngr,Fin_and_ins_s_OcProf,Fin_and_ins_s_OcTechTrdW,Fin_and_ins_s_OcComPerS,Fin_and_ins_s_OcClericAdm,Fin_and_ins_s_OcSalesWk,Fin_and_ins_s_OcMacOp_Driv,Fin_and_ins_s_OcLab,Fin_and_ins_s_OcID_NS,Fin_and_ins_s_Tot,Rent_hi_re_es_OcMngr,Rent_hi_re_es_OcProf,Rent_hi_re_es_OcTechTrdW,Rent_hi_re_es_OcComPerS,Rent_hi_re_es_OcClericAdm,Rent_hi_re_es_OcSalesWk,Rent_hi_re_es_OcMacOp_Driv,Rent_hi_re_es_OcLab,Rent_hi_re_es_OcID_NS,Rent_hi_re_es_Tot,Prof_sci_tec_OcMngr,Prof_sci_tec_OcProf,Prof_sci_tec_OcTechTrdW,Prof_sci_tec_OcComPerS,Prof_sci_tec_OcClericAdm,Prof_sci_tec_OcSalesWk,Prof_sci_tec_OcMacOp_Driv,Prof_sci_tec_OcLab,Prof_sci_tec_OcID_NS,Prof_sci_tec_Tot,Admin_sup_s_OcMngr,Admin_sup_s_OcProf,Admin_sup_s_OcTechTrdW,Admin_sup_s_OcComPerS,Admin_sup_s_OcClericAdm,Admin_sup_s_OcSalesWk,Admin_sup_s_OcMacOp_Driv,Admin_sup_s_OcLab,Admin_sup_s_OcID_NS,Admin_sup_s_Tot,Pub_adm_sfty_OcMngr,Pub_adm_sfty_OcProf,Pub_adm_sfty_OcTechTrdW,Pub_adm_sfty_OcComPerS,Pub_adm_sfty_OcClericAdm,Pub_adm_sfty_OcSalesWk,Pub_adm_sfty_OcMacOp_Driv,Pub_adm_sfty_OcLab,Pub_adm_sfty_OcID_NS,Pub_adm_sfty_Tot,Educ_training_OcMngr,Educ_training_OcProf,Educ_training_OcTechTrdW,Educ_training_OcComPerS,Educ_training_OcClericAdm,Educ_training_OcSalesWk,Educ_training_OcMacOp_Driv,Educ_training_OcLab,Educ_training_OcID_NS,Educ_training_Tot,Hlth_care_soc_OcMngr,Hlth_care_soc_OcProf,Hlth_care_soc_OcTechTrdW,Hlth_care_soc_OcComPerS,Hlth_care_soc_OcClericAdm,Hlth_care_soc_OcSalesWk,Hlth_care_soc_OcMacOp_Driv,Hlth_care_soc_OcLab,Hlth_care_soc_OcID_NS,Hlth_care_soc_Tot,ArtRecreatOcMngr,ArtRecreatOcProf,ArtRecreatOcTechTrdW,ArtRecreatOcComPerS,ArtRecreatOcClericAdm,ArtRecreatOcSalesWk,ArtRecreatOcMacOp_Driv,ArtRecreatOcLab,ArtRecreatOcID_NS,ArtRecreatTot,Other_scs_OcMngr,Other_scs_OcProf,Other_scs_OcTechTrdW,Other_scs_OcCom_PS_W,Other_scs_OcClericAdmin,Other_scs_OcSalesWk,Other_scs_OcMacOp_Driv,Other_scs_OcLab,Other_scs_OcID_NS,Other_scs_Tot,ID_NS_OcMngr,ID_NS_OcProf,ID_NS_OcTechTrdW,ID_NS_OcComPerS,ID_NS_OcClericAdm,ID_NS_OcSalesWk,ID_NS_OcMacOp_Driv,ID_NS_OcLab,ID_NS_OcID_NS,ID_NS_Tot
1GSYD,3975,662,1055,38,853,338,631,2906,127,10595,1010,1159,797,18,490,42,1116,174,53,4862,26050,17631,26244,1377,14608,6742,17160,19937,1567,131332,3850,4856,3038,83,2861,494,3189,1404,296,20080,32756,15065,85528,415,22038,2848,11030,25925,2687,198286,21088,16680,4707,173,13491,9306,9514,3009,877,78845,37745,17846,10861,1594,14303,99441,13830,16611,1613,213851,25854,3488,19648,33113,5292,18026,3520,23365,1028,133334,13764,9866,4635,2640,26076,5142,52411,6613,1839,122993,11473,29298,6329,241,6253,3170,667,570,634,58627,34268,73580,1638,573,51043,4731,110,213,3229,169389,8106,7933,1215,319,7921,18844,799,1055,760,46948,42276,161413,16652,653,35142,4523,763,1342,2441,265208,11528,13656,5177,4978,9090,1835,3399,27257,749,77677,20042,34237,8770,28245,31328,792,2273,4503,2646,132839,19285,125023,4140,32242,20916,526,611,2664,1178,206584,21182,138320,10641,94184,44753,1912,2239,9867,2337,325449,7235,10050,3210,7845,3958,1388,272,1894,520,36377,8801,10187,28961,12141,9195,1492,1085,5086,649,77583,18570,20772,11304,4193,14887,6954,11385,9944,21823,119837
1RNSW,36328,1678,3766,178,2923,761,3275,14372,720,64009,2370,2918,8939,117,1463,76,13212,1115,304,30503,10289,5366,19113,878,6005,3519,9290,14818,904,70189,1933,2131,4550,66,2146,309,2807,1315,227,15491,14252,3135,57672,216,10149,1319,10961,18068,1223,116993,4618,2490,3400,81,3448,5164,3488,1613,260,24564,17777,3653,7656,1131,5466,65783,3909,11563,500,117441,15941,743,11919,25671,3856,11215,2594,21377,566,93891,4641,2024,2652,758,8896,1543,22947,2554,460,46482,1504,3513,1528,75,1237,1111,122,205,120,9405,3444,7430,309,178,11436,802,50,116,438,24211,1869,1282,624,185,2873,7533,380,677,239,15667,6493,31320,7670,246,13062,702,372,876,467,61204,2977,3721,3940,2751,4163,476,1830,19972,356,40195,12690,18381,7043,19223,21242,489,3652,5316,1884,89922,9083,65274,2708,23314,11439,237,360,2531,579,115512,10393,73773,6246,76323,25137,897,1264,8103,1303,203439,2445,3419,1811,3674,1349,552,205,1669,202,15329,3406,3379,23212,7486,4661,771,695,3801,304,47724,5240,4270,6989,2833,4918,2874,4482,6169,11008,48782
19499,7,3,4,0,4,3,17,89,0,130,0,4,10,0,0,0,23,5,0,41,13,12,28,3,5,4,21,48,4,135,0,7,0,0,3,0,4,3,0,23,25,6,95,0,10,0,31,63,3,246,7,8,9,0,0,11,15,4,0,57,24,8,10,6,12,103,16,19,0,196,25,5,35,81,8,23,5,61,0,235,4,8,5,3,17,5,80,11,0,134,6,21,7,0,3,3,0,3,0,40,14,26,6,0,32,4,0,0,0,78,0,0,0,0,5,5,0,4,0,20,30,105,16,0,26,0,0,5,0,187,9,14,10,3,15,0,4,50,0,113,23,31,8,48,22,0,3,7,5,150,4,76,7,32,11,0,0,0,0,137,10,119,3,115,31,0,0,12,0,287,10,22,9,15,0,3,9,11,0,76,7,12,13,20,7,0,3,9,0,68,9,26,19,8,11,4,12,25,53,166
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
