"region_id",P_SOL_SE_Tot_2001_2005,P_SOL_SE_Tot_2006,P_SOL_SE_Tot_2007,P_SOL_SE_Tot_2008,P_SOL_SE_Tot_2009,P_SOL_SE_Tot_2010,P_SOL_SE_Tot_2011,P_SOL_SE_Tot_arrival_ns,P_SOL_SE_Tot_Total,P_L_prof_Eng_ns_bf1996,P_L_prof_Eng_ns_1996_2000,P_L_prof_Eng_ns_2001_2005,P_L_prof_Eng_ns_2006,P_L_prof_Eng_ns_2007,P_L_prof_Eng_ns_2008,P_L_prof_Eng_ns_2009,P_L_prof_Eng_ns_2010,P_L_prof_Eng_ns_2011,P_L_prof_Eng_ns_arrival_ns,P_L_prof_Eng_ns_Total,P_Tot_bf1996,P_Tot_1996_2000,P_Tot_2001_2005,P_Tot_2006,P_Tot_2007,P_Tot_2008,P_Tot_2009,P_Tot_2010,P_Tot_2011,P_Tot_Yr_arrival_not_stated,P_Tot_Total
"1RNSW",8382,2825,3435,4433,5007,4685,2682,5356,89601,395,39,81,21,34,52,53,62,41,166,944,184250,14879,19201,5586,6129,7531,7805,7409,4421,14550,271761
"1GSYD",132901,35972,42490,48043,43457,36037,19971,40440,1010764,3338,828,953,273,274,445,399,314,215,1215,8254,796036,161776,182775,47844,55380,62419,56590,50515,28711,61578,1503624
"19799",0,0,0,0,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,3,0,0,3,45
"19499",130,43,63,85,97,115,208,357,1549,4,0,0,0,0,0,0,0,0,7,11,1127,154,239,64,95,134,139,220,464,483,3119
