"region_id",P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_school_quals_Cert_Level_M,Non_school_quals_Cert_Level_F,Non_school_quals_Cert_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
"1RNSW",988732,1036112,2024844,425088,222341,647429,107975,245707,353682,35128,35140,70268,38441,31435,69876,606632,534623,1141255,328061,450961,779022,6.3,5.9,6.1,61.4,51.6,56.4,57.5,48.6,52.9,20978,18651,39629,9164,17081,26245,74897,110195,185092,57069,85823,142892,287220,160023,447243,991046,1025803,2016849,168918,180429,349347,676290,694317,1370607,409839,440161,850000
"1GSYD",1728564,1819895,3548459,844913,513276,1358189,200390,384388,584778,58692,61607,120299,66295,59292,125587,1170290,1018563,2188853,450629,699171,1149800,5.7,5.8,5.7,67.7,56.0,61.7,63.9,52.7,58.1,106691,92187,198878,21957,34302,56259,278286,322670,600956,137019,181495,318514,343405,194227,537632,1721779,1791990,3513769,288405,300496,588901,1132317,1187170,2319487,744861,777759,1522620
"19799",53,56,109,17,4,21,0,3,3,5,4,9,0,0,0,22,11,33,26,38,64,0,0,0,41.5,19.6,30.3,41.5,19.6,30.3,0,3,3,0,0,0,0,4,4,3,5,8,23,7,30,44,47,91,10,6,16,33,36,69,21,17,38
"19499",6957,4781,11738,1524,762,2286,471,529,1000,213,155,368,643,420,1063,2851,1866,4717,2239,2149,4388,22.6,22.5,22.5,41.0,39.0,40.2,31.7,30.3,31.1,161,182,343,44,68,112,599,683,1282,298,348,646,1223,578,1801,1331,811,2142,4160,3581,7741,878,478,1356,4324,3695,8019
