"region_id",Age_yr_0_M,Age_yr_0_F,Age_yr_0_P,Age_yr_1_M,Age_yr_1_F,Age_yr_1_P,Age_yr_2_M,Age_yr_2_F,Age_yr_2_P,Age_yr_3_M,Age_yr_3_F,Age_yr_3_P,Age_yr_4_M,Age_yr_4_F,Age_yr_4_P,Age_yr_0_4_M,Age_yr_0_4_F,Age_yr_0_4_P,Age_yr_5_M,Age_yr_5_F,Age_yr_5_P,Age_yr_6_M,Age_yr_6_F,Age_yr_6_P,Age_yr_7_M,Age_yr_7_F,Age_yr_7_P,Age_yr_8_M,Age_yr_8_F,Age_yr_8_P,Age_yr_9_M,Age_yr_9_F,Age_yr_9_P,Age_yr_5_9_M,Age_yr_5_9_F,Age_yr_5_9_P,Age_yr_10_M,Age_yr_10_F,Age_yr_10_P,Age_yr_11_M,Age_yr_11_F,Age_yr_11_P,Age_yr_12_M,Age_yr_12_F,Age_yr_12_P,Age_yr_13_M,Age_yr_13_F,Age_yr_13_P,Age_yr_14_M,Age_yr_14_F,Age_yr_14_P,Age_yr_10_14_M,Age_yr_10_14_F,Age_yr_10_14_P,Age_yr_15_M,Age_yr_15_F,Age_yr_15_P,Age_yr_16_M,Age_yr_16_F,Age_yr_16_P,Age_yr_17_M,Age_yr_17_F,Age_yr_17_P,Age_yr_18_M,Age_yr_18_F,Age_yr_18_P,Age_yr_19_M,Age_yr_19_F,Age_yr_19_P,Age_yr_15_19_M,Age_yr_15_19_F,Age_yr_15_19_P,Age_yr_20_M,Age_yr_20_F,Age_yr_20_P,Age_yr_21_M,Age_yr_21_F,Age_yr_21_P,Age_yr_22_M,Age_yr_22_F,Age_yr_22_P,Age_yr_23_M,Age_yr_23_F,Age_yr_23_P,Age_yr_24_M,Age_yr_24_F,Age_yr_24_P,Age_yr_20_24_M,Age_yr_20_24_F,Age_yr_20_24_P,Age_yr_25_M,Age_yr_25_F,Age_yr_25_P,Age_yr_26_M,Age_yr_26_F,Age_yr_26_P,Age_yr_27_M,Age_yr_27_F,Age_yr_27_P,Age_yr_28_M,Age_yr_28_F,Age_yr_28_P,Age_yr_29_M,Age_yr_29_F,Age_yr_29_P,Age_yr_25_29_M,Age_yr_25_29_F,Age_yr_25_29_P,Age_yr_30_M,Age_yr_30_F,Age_yr_30_P,Age_yr_31_M,Age_yr_31_F,Age_yr_31_P,Age_yr_32_M,Age_yr_32_F,Age_yr_32_P,Age_yr_33_M,Age_yr_33_F,Age_yr_33_P,Age_yr_34_M,Age_yr_34_F,Age_yr_34_P,Age_yr_30_34_M,Age_yr_30_34_F,Age_yr_30_34_P,Age_yr_35_M,Age_yr_35_F,Age_yr_35_P,Age_yr_36_M,Age_yr_36_F,Age_yr_36_P,Age_yr_37_M,Age_yr_37_F,Age_yr_37_P,Age_yr_38_M,Age_yr_38_F,Age_yr_38_P,Age_yr_39_M,Age_yr_39_F,Age_yr_39_P,Age_yr_35_39_M,Age_yr_35_39_F,Age_yr_35_39_P,Age_yr_40_M,Age_yr_40_F,Age_yr_40_P,Age_yr_41_M,Age_yr_41_F,Age_yr_41_P,Age_yr_42_M,Age_yr_42_F,Age_yr_42_P,Age_yr_43_M,Age_yr_43_F,Age_yr_43_P,Age_yr_44_M,Age_yr_44_F,Age_yr_44_P,Age_yr_40_44_M,Age_yr_40_44_F,Age_yr_40_44_P,Age_yr_45_M,Age_yr_45_F,Age_yr_45_P,Age_yr_46_M,Age_yr_46_F,Age_yr_46_P,Age_yr_47_M,Age_yr_47_F,Age_yr_47_P,Age_yr_48_M,Age_yr_48_F,Age_yr_48_P,Age_yr_49_M,Age_yr_49_F,Age_yr_49_P,Age_yr_45_49_M,Age_yr_45_49_F,Age_yr_45_49_P,Age_yr_50_M,Age_yr_50_F,Age_yr_50_P,Age_yr_51_M,Age_yr_51_F,Age_yr_51_P,Age_yr_52_M,Age_yr_52_F,Age_yr_52_P,Age_yr_53_M,Age_yr_53_F,Age_yr_53_P,Age_yr_54_M,Age_yr_54_F,Age_yr_54_P,Age_yr_50_54_M,Age_yr_50_54_F,Age_yr_50_54_P,Age_yr_55_M,Age_yr_55_F
"1RNSW",15431,14493,29924,16019,15373,31392,16467,15593,32060,16516,15968,32484,17115,16307,33422,81548,77734,159282,16822,15918,32740,16354,15449,31803,16206,15207,31413,16149,15436,31585,16371,15660,32031,81902,77670,159572,17141,16071,33212,17124,16413,33537,17327,16785,34112,17504,16605,34109,17730,16555,34285,86826,82429,169255,17462,16692,34154,17849,17071,34920,17753,16933,34686,16847,15600,32447,16005,14660,30665,85916,80956,166872,15396,14873,30269,15329,14354,29683,14110,13691,27801,13511,13183,26694,13524,13140,26664,71870,69241,141111,13188,12993,26181,13173,13194,26367,12811,13131,25942,13014,13427,26441,12952,13084,26036,65138,65829,130967,12886,13357,26243,12669,13128,25797,12568,13312,25880,12702,13469,26171,13038,13850,26888,63863,67116,130979,13354,14177,27531,14030,14670,28700,14674,15586,30260,15342,16546,31888,16583,17502,34085,73983,78481,152464,16831,17999,34830,15686,16703,32389,15864,17010,32874,15232,16165,31397,15495,16574,32069,79108,84451,163559,15575,16448,32023,16143,16600,32743,17278,17808,35086,17649,18605,36254,18210,18684,36894,84855,88145,173000,18258,18868,37126,17857,18478,36335,17841,18570,36411,17429,18179,35608,17400,17685,35085,88785,91780,180565,17052,17110
"1GSYD",30402,28846,59248,31314,29795,61109,30433,28964,59397,30681,29013,59694,30655,28798,59453,153485,145416,298901,29630,27901,57531,28909,26896,55805,27973,26292,54265,27943,26380,54323,27157,25633,52790,141612,133102,274714,27674,26100,53774,27819,26452,54271,27650,25894,53544,27440,26056,53496,27975,26541,54516,138558,131043,269601,28045,26139,54184,28423,26679,55102,28161,26758,54919,28363,26712,55075,28935,27572,56507,141927,133860,275787,30016,29397,59413,30896,30096,60992,31075,30346,61421,31243,31101,62344,31152,31937,63089,154382,152877,307259,32476,32852,65328,33419,34037,67456,33344,34765,68109,34358,35824,70182,34169,35524,69693,167766,173002,340768,34620,35433,70053,33500,34173,67673,33301,33986,67287,32269,33336,65605,32348,33154,65502,166038,170082,336120,32110,32839,64949,32463,33315,65778,32665,33988,66653,33039,34572,67611,33989,35623,69612,164266,170337,334603,33851,36013,69864,31549,33305,64854,30707,32788,63495,29777,31433,61210,29183,30279,59462,155067,163818,318885,29657,30221,59878,29611,31057,60668,30562,31686,62248,30993,31987,62980,30573,31135,61708,151396,156086,307482,30163,31301,61464,28773,29894,58667,27896,28628,56524,27364,28872,56236,26747,27863,54610,140943,146558,287501,25972,27199
"19799",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,6,0,6,0,0,0,3,0,3,6,0,6,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,3,0
"19499",69,54,123,57,55,112,61,43,104,58,47,105,59,50,109,304,249,553,44,33,77,27,31,58,36,35,71,32,23,55,30,25,55,169,147,316,42,35,77,29,31,60,23,27,50,43,33,76,28,21,49,165,147,312,42,43,85,74,63,137,71,75,146,79,95,174,119,97,216,385,373,758,141,99,240,148,130,278,127,122,249,149,125,274,136,136,272,701,612,1313,176,155,331,118,136,254,162,127,289,161,126,287,168,95,263,785,639,1424,175,121,296,129,116,245,131,92,223,123,99,222,155,94,249,713,522,1235,174,87,261,130,66,196,114,76,190,125,72,197,121,87,208,664,388,1052,187,79,266,141,85,226,149,64,213,123,66,189,108,51,159,708,345,1053,150,69,219,126,53,179,125,55,180,92,60,152,127,81,208,620,318,938,158,71,229,106,80,186,107,70,177,100,73,173,127,61,188,598,355,953,108,69
