"region_id",Intct_fam_no_otr_chld_pre_Fam,Step_fam_no_otr_chld_pre_Fam,Blnd_fam_no_otr_chld_pre_Fam,Intct_fam_othr_child_pres_Fam,Step_fam_othr_child_pres_Fam,Blnd_fam_othr_child_pres_Fam,Otr_cpl_fam_otr_chld_only_Fam,Tot_Families
"1RNSW",228788,20179,13797,2428,191,444,2138,267965
"1GSYD",509208,30312,16008,5782,298,497,1783,563888
"19799",0,0,0,0,0,0,0,0
"19499",0,0,0,0,0,0,0,0
