"region_id",Age_yr_55_P,Age_yr_56_M,Age_yr_56_F,Age_yr_56_P,Age_yr_57_M,Age_yr_57_F,Age_yr_57_P,Age_yr_58_M,Age_yr_58_F,Age_yr_58_P,Age_yr_59_M,Age_yr_59_F,Age_yr_59_P,Age_yr_55_59_M,Age_yr_55_59_F,Age_yr_55_59_P,Age_yr_60_M,Age_yr_60_F,Age_yr_60_P,Age_yr_61_M,Age_yr_61_F,Age_yr_61_P,Age_yr_62_M,Age_yr_62_F,Age_yr_62_P,Age_yr_63_M,Age_yr_63_F,Age_yr_63_P,Age_yr_64_M,Age_yr_64_F,Age_yr_64_P,Age_yr_60_64_M,Age_yr_60_64_F,Age_yr_60_64_P,Age_yr_65_M,Age_yr_65_F,Age_yr_65_P,Age_yr_66_M,Age_yr_66_F,Age_yr_66_P,Age_yr_67_M,Age_yr_67_F,Age_yr_67_P,Age_yr_68_M,Age_yr_68_F,Age_yr_68_P,Age_yr_69_M,Age_yr_69_F,Age_yr_69_P,Age_yr_65_69_M,Age_yr_65_69_F,Age_yr_65_69_P,Age_yr_70_M,Age_yr_70_F,Age_yr_70_P,Age_yr_71_M,Age_yr_71_F,Age_yr_71_P,Age_yr_72_M,Age_yr_72_F,Age_yr_72_P,Age_yr_73_M,Age_yr_73_F,Age_yr_73_P,Age_yr_74_M,Age_yr_74_F,Age_yr_74_P,Age_yr_70_74_M,Age_yr_70_74_F,Age_yr_70_74_P,Age_yr_75_M,Age_yr_75_F,Age_yr_75_P,Age_yr_76_M,Age_yr_76_F,Age_yr_76_P,Age_yr_77_M,Age_yr_77_F,Age_yr_77_P,Age_yr_78_M,Age_yr_78_F,Age_yr_78_P,Age_yr_79_M,Age_yr_79_F,Age_yr_79_P,Age_yr_75_79_M,Age_yr_75_79_F,Age_yr_75_79_P,Age_yr_80_84_M,Age_yr_80_84_F,Age_yr_80_84_P,Age_yr_85_89_M,Age_yr_85_89_F,Age_yr_85_89_P,Age_yr_90_94_M,Age_yr_90_94_F,Age_yr_90_94_P,Age_yr_95_99_M,Age_yr_95_99_F,Age_yr_95_99_P,Age_yr_100_yr_over_M,Age_yr_100_yr_over_F,Age_yr_100_yr_over_P,Tot_M,Tot_F,Tot_P
"1RNSW",34162,17095,17246,34341,16617,16843,33460,16747,17075,33822,16248,16576,32824,83759,84850,168609,16498,16422,32920,16293,16310,32603,15863,15995,31858,16300,15996,32296,17400,17290,34690,82354,82013,164367,14394,14442,28836,14364,14307,28671,13701,13847,27548,12347,12652,24999,12241,12533,24774,67047,67781,134828,11267,11639,22906,10975,11409,22384,10435,11030,21465,10131,10573,20704,9811,10455,20266,52619,55106,107725,9169,9941,19110,8170,9425,17595,7716,8707,16423,7392,8437,15829,7177,8344,15521,39624,44854,84478,29251,37521,66772,15220,24888,40108,4507,10124,14631,752,2627,3379,83,342,425,1239010,1273938,2512948
"1GSYD",53171,25043,26610,51653,24304,25384,49688,23902,25038,48940,22632,24061,46693,121853,128292,250145,22519,23581,46100,22550,23296,45846,21639,22311,43950,21993,22232,44225,22494,22847,45341,111195,114267,225462,19203,19397,38600,17700,18254,35954,17163,17496,34659,14828,15571,30399,14325,14943,29268,83219,85661,168880,13634,14627,28261,13062,13950,27012,12340,13501,25841,11461,13061,24522,11073,12546,23619,61570,67685,129255,10459,12040,22499,9638,11422,21060,9227,10735,19962,8713,10659,19372,8281,10227,18508,46318,55083,101401,35351,48488,83839,19601,34344,53945,6323,14950,21273,1224,3965,5189,126,540,666,2162220,2229456,4391676
"19799",3,3,3,6,0,3,3,0,0,0,0,0,0,6,6,12,0,3,3,0,3,3,0,3,3,3,3,6,0,4,4,3,16,19,0,0,0,0,3,3,0,0,0,0,3,3,0,3,3,0,9,9,3,0,3,0,3,3,0,3,3,6,0,6,0,3,3,9,9,18,0,0,0,0,0,0,0,0,0,3,3,6,0,3,3,3,6,9,7,8,15,0,0,0,0,0,0,0,0,0,0,0,0,55,60,115
"19499",177,95,83,178,108,77,185,77,73,150,100,55,155,488,357,845,111,76,187,71,76,147,89,66,155,101,73,174,99,65,164,471,356,827,86,42,128,89,44,133,81,48,129,76,43,119,63,36,99,395,213,608,66,37,103,54,33,87,42,23,65,33,24,57,36,17,53,231,134,365,29,14,43,24,7,31,15,13,28,23,8,31,7,3,10,98,45,143,48,51,99,33,43,76,15,22,37,3,7,10,0,0,0,7594,5323,12917
