"region_id",One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
"1RNSW",2967,2132,5099,4228,4347,8575,205,103,308,57,36,93,869,860,1729,378238,320683,698921,31453,32096,63549,16007,552,16559,6208,757,6965,6178,1513,7691,4740,1975,6715,22926,20473,43399,474076,385527,859603,323,304,627,13,7,20,10,14,24,1026,660,1686,235,243,478,181,62,243,1788,1290,3078,25,29,54,4,0,4,259,287,546,281,443,724,89,95,184,658,854,1512,4327,2100,6427,6773,4244,11017,327,222,549,89,96,185,336,96,432,752,414,1166,29227,32193,61420,47812,72737,120549,9549,8071,17620,568189,503186,1071375
"1GSYD",97945,89816,187761,49429,58466,107895,3907,2551,6458,614,550,1164,3813,2171,5984,635495,471470,1106965,38225,55312,93537,21612,365,21977,11132,1513,12645,12547,3077,15624,6563,2910,9473,41784,42769,84553,923066,730970,1654036,21690,22053,43743,684,542,1226,346,249,595,15101,11673,26774,3624,6177,9801,1916,785,2701,43361,41479,84840,732,759,1491,67,94,161,2148,2242,4390,1051,2314,3365,824,699,1523,4822,6108,10930,6783,3398,10181,54966,50985,105951,5789,5370,11159,499,459,958,495,181,676,6783,6010,12793,35119,46493,81612,67372,110989,178361,16688,13830,30518,1103994,959277,2063271
"19799",0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,12,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,3,3,7,0,7,0,0,0,22,12,34
"19499",132,106,238,86,104,190,9,12,21,0,4,4,12,5,17,953,512,1465,168,102,270,46,0,46,17,3,20,30,13,43,48,19,67,239,148,387,1740,1028,2768,46,37,83,0,5,5,0,0,0,13,8,21,7,3,10,4,3,7,70,56,126,3,0,3,0,0,0,0,4,4,3,4,7,0,0,0,6,8,14,18,5,23,94,69,163,12,6,18,0,3,3,5,0,5,17,9,26,48,48,96,252,259,511,57,31,88,2208,1444,3652
