"region_id",Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_Country_birth_ns,Tot_P_Tot_Resp
"1RNSW",99674,1756239,167406,2512950
"1GSYD",194398,1580456,312924,4391674
"19799",9,44,8,119
"19499",512,5475,2883,12918
