"region_id",Median_age_persons,Median_mortgage_repay_monthly,Median_Tot_prsnl_inc_weekly,Median_rent_weekly_,Median_Tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_Tot_hhd_inc_weekly,Average_household_size
"1RNSW",41,1560,490,220,1215,1.1,961,2.4
"1GSYD",36,2167,619,351,1683,1.2,1447,2.7
"19799",63,2945,495,261,0,0,0,0
"19499",37,0,349,0,0,0,0,0
