"region_id",Sme_Usl_ad_5_yr_ago_as_2011_M,Sme_Usl_ad_5_yr_ago_as_2011_F,Sme_Usl_ad_5_yr_ago_as_2011_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
"1RNSW",676291,694316,1370607,119273,128619,247892,213286,231226,444512,11403,12186,23589,21815,22819,44634,2543,2605,5148,3220,3332,6552,1405,1546,2951,1901,1885,3786,7500,7902,15402,46,40,86,263119,283541,546660,21934,22862,44796,5515,5138,10653,409841,440160,850001,71333,61731,133064,1157465,1196207,2353672
"1GSYD",1132317,1187172,2319489,121903,126233,248136,433975,453069,887044,9333,9049,18382,12088,12925,25013,2959,3045,6004,3614,3774,7388,1131,1171,2302,919,817,1736,3237,3428,6665,18,10,28,467274,487288,954562,147201,155784,302985,8481,8455,16936,744859,777760,1522619,131555,119110,250665,2008731,2084042,4092773
"19799",33,36,69,0,0,0,7,3,10,0,3,3,0,0,0,0,3,3,7,7,14,5,0,5,0,0,0,0,0,0,0,0,0,19,16,35,3,0,3,0,0,0,22,16,38,3,3,6,58,55,113
"19499",877,478,1355,297,127,424,2490,2169,4659,199,161,360,331,275,606,70,60,130,78,71,149,38,35,73,25,20,45,43,46,89,0,0,0,3274,2837,6111,645,682,1327,105,51,156,4321,3697,8018,2088,903,2991,7286,5078,12364
