"region_id",M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_Married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_Married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_Married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_Married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_Married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_Married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_Married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_Married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_Married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_Married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_Married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_Married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_Married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_Married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_Married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_Married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_Married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_Married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_Married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_Married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_Married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_Married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_Married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_Married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_Married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_Married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_Married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_Married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_Married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_Married,P_Tot_Tot
"1RNSW",178,54,88,39,85555,85914,2731,219,117,55,68749,71871,45655,2500,2432,164,78248,128999,87624,6679,11430,457,46903,153093,104693,9016,23783,1517,34630,173639,110849,7808,26631,3656,17170,166114,85652,4275,15225,7127,7381,119660,47694,1621,5172,10861,3530,68878,11065,248,817,7598,836,20564,496141,32420,85695,31474,343002,988732,204,56,48,55,80594,80957,5608,492,150,72,62919,69241,58743,4259,4019,352,65573,132946,96804,9388,17250,1402,38086,162930,109914,10871,30842,4338,23965,179930,108885,7176,29527,11112,10162,166862,75827,3143,15745,24025,4152,122892,34097,1092,5566,39181,2439,82375,5853,170,1299,29388,1269,37979,495935,36647,104446,109925,289159,1036112,382,110,136,94,166149,166871,8339,711,267,127,131668,141112,104398,6759,6451,516,143821,261945,184428,16067,28680,1859,84989,316023,214607,19887,54625,5855,58595,353569,219734,14984,56158,14768,27332,332976,161479,7418,30970,31152,11533,242552,81791,2713,10738,50042,5969,151253,16918,418,2116,36986,2105,58543,992076,69067,190141,141399,632161,2024844
"1GSYD",291,66,65,85,141420,141927,6606,285,208,107,147173,154379,128527,4625,5535,257,194864,333808,204677,9952,18993,680,85027,319329,197411,12181,31373,1898,49477,292340,164718,9517,29995,4260,24558,233048,106222,5087,15782,7113,10590,144794,57715,2003,5505,11547,4897,81667,14922,347,1073,9611,1320,27273,881089,44063,108529,35558,659326,1728565,730,63,79,58,132930,133860,15881,838,444,119,135597,152879,163698,8048,9663,591,161085,343085,216911,14886,30283,2247,69834,334161,196098,15606,45685,6769,38481,302639,154011,10560,42038,16795,19158,242562,88303,4564,21793,30807,7879,153346,39693,1503,8588,49072,4714,103570,7732,276,2362,40704,2719,53793,883057,56344,160935,147162,572397,1819895,1021,129,144,143,274350,275787,22487,1123,652,226,282770,307258,292225,12673,15198,848,355949,676893,421588,24838,49276,2927,154861,653490,393509,27787,77058,8667,87958,594979,318729,20077,72033,21055,43716,475610,194525,9651,37575,37920,18469,298140,97408,3506,14093,60619,9611,185237,22654,623,3435,50315,4039,81066,1764146,100407,269464,182720,1231723,3548460
"19799",0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,3,0,3,0,3,9,4,0,4,0,0,8,6,0,3,0,0,9,11,0,0,0,0,11,9,0,0,0,0,9,0,0,0,0,0,0,33,0,10,0,9,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,9,0,3,3,3,18,10,0,0,5,0,15,4,0,0,10,0,14,0,0,3,0,0,3,29,0,6,18,3,56,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,6,0,3,0,3,12,7,0,4,0,0,11,15,0,6,3,3,27,21,0,0,5,0,26,13,0,0,10,0,23,0,0,3,0,0,3,62,0,16,18,12,108
"19499",0,0,0,0,385,385,13,8,3,0,680,704,191,67,36,3,1200,1497,256,152,146,6,812,1372,211,190,301,19,500,1221,325,127,266,35,209,962,290,58,167,40,68,623,55,10,30,26,25,146,15,0,4,23,6,48,1356,612,953,152,3885,6958,3,3,0,0,367,373,22,8,3,3,575,611,215,78,20,4,842,1159,175,94,105,16,341,731,191,88,186,17,190,672,362,57,170,52,77,718,210,13,67,35,21,346,28,4,15,45,4,96,12,0,3,56,3,74,1218,345,569,228,2420,4780,3,3,0,0,752,758,35,16,6,3,1255,1315,406,145,56,7,2042,2656,431,246,251,22,1153,2103,402,278,487,36,690,1893,687,184,436,87,286,1680,500,71,234,75,89,969,83,14,45,71,29,242,27,0,7,79,9,122,2574,957,1522,380,6305,11738
