"region_id",P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
"1RNSW",3293,5258,8129,9188,8785,5887,1393,185,13,42131,1909,2094,3648,4618,4778,3665,1464,578,154,22908,71518,93866,186591,235891,263304,176243,37228,6032,698,1071371
"1GSYD",3866,8628,17229,17341,15848,9842,2356,234,18,75362,2994,6223,13263,11888,10584,6556,2069,619,187,54383,89984,197878,500132,489656,446183,275484,56946,6204,804,2063271
"19799",0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,3,3,9,9,12,0,0,0,36
"19499",3,22,40,21,24,6,3,0,0,119,6,22,58,27,31,15,6,0,0,165,177,561,1185,711,586,374,57,0,3,3654
