region_id,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
RA10,457916,913829,10980,62137,61817,287974,16908,78135,337133,1315021,426838,1743267,37348,159199,55533,192065,121730,394930,214611,746194,641449,2489461,2798,13142,14649,52565,7708,27738,77709,210764,102864,304209,9892,32161,23181,52970,80216,176328,113289,261459,216153,565668,24745,52652,1340263,4021610
RA11,154975,306165,2783,15455,15180,70350,4977,22659,77083,308066,100023,416530,6398,26024,11339,36127,25423,78804,43160,140955,143183,557485,835,3759,4769,16907,2419,8768,28437,77939,36460,107373,1822,5580,5658,12074,18127,38040,25607,55694,62067,163067,4326,8948,364551,1035665
RA12,52283,103125,858,4667,4938,22777,1513,6847,23625,95621,30934,129912,1560,6183,3270,9929,7701,23393,12531,39505,43465,169417,234,1081,1336,4851,718,2673,8566,24454,10854,33059,438,1334,1475,3095,5331,11216,7244,15645,18098,48704,1514,3180,115360,324426
RA13,3143,6183,48,252,272,1150,125,585,1815,7301,2260,9288,97,356,183,512,497,1515,777,2383,3037,11671,20,79,70,277,70,264,571,1722,731,2342,16,46,55,109,396,844,467,999,1198,3341,135,291,7513,21486
RA14,701,1375,18,101,60,258,30,145,444,1756,552,2260,20,74,34,91,110,332,164,497,716,2757,11,39,25,101,8,50,203,654,247,844,5,6,20,49,117,271,142,326,389,1170,59,122,1865,5424
RA15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RA19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
