region_id,Intct_fam_no_otr_chld_pre_Fam,Step_fam_no_otr_chld_pre_Fam,Blnd_fam_no_otr_chld_pre_Fam,Intct_fam_othr_child_pres_Fam,Step_fam_othr_child_pres_Fam,Blnd_fam_othr_child_pres_Fam,Otr_cpl_fam_otr_chld_only_Fam,Tot_Families
RA10,575608,36452,19729,6419,353,623,2264,641448
RA11,122064,10860,7573,1271,100,238,1075,143181
RA12,37095,2984,2325,436,35,67,526,43468
RA13,2617,157,161,57,0,9,38,3039
RA14,612,38,17,28,0,3,19,717
RA15,0,0,0,0,0,0,0,0
RA19,0,0,0,0,0,0,0,0
