region_id,Australia_M,Australia_F,Australia_P,Bosnia_Herzegovina_M,Bosnia_Herzegovina_F,Bosnia_Herzegovina_P,Cambodia_M,Cambodia_F,Cambodia_P,Canada_M,Canada_F,Canada_P,China_excl_SARs_Taiwan_M,China_excl_SARs_Taiwan_F,China_excl_SARs_Taiwan_P,Croatia_M,Croatia_F,Croatia_P,Egypt_M,Egypt_F,Egypt_P,Fiji_M,Fiji_F,Fiji_P,Frmr_Yug_Repc_Mac_FYROM_M,Frmr_Yug_Repc_Mac_FYROM_F,Frmr_Yug_Repc_Mac_FYROM_P,Germany_M,Germany_F,Germany_P,Greece_M,Greece_F,Greece_P,Hong_Kong_SAR_China_M,Hong_Kong_SAR_China_F,Hong_Kong_SAR_China_P,India_M,India_F,India_P,Indonesia_M,Indonesia_F,Indonesia_P,Iraq_M,Iraq_F,Iraq_P,Ireland_M,Ireland_F,Ireland_P,Italy_M,Italy_F,Italy_P,Japan_M,Japan_F,Japan_Tot,Korea_Republic_South_M,Korea_Republic_South_F,Korea_Republic_South_P,Lebanon_M,Lebanon_F,Lebanon_P,Malaysia_M,Malaysia_F,Malaysia_P,Malta_M,Malta_F,Malta_P,Netherlands_M,Netherlands_F,Netherlands_P,New_Zealand_M,New_Zealand_F,New_Zealand_P,Philippines_M,Philippines_F,Philippines_P,Poland_M,Poland_F,Poland_P,Singapore_M,Singapore_F,Singapore_P,South_Africa_M,South_Africa_F,South_Africa_P,South_Eastern_Europe_nfd_M,South_Eastern_Europe_nfd_F,South_Eastern_Europe_nfd_P,Sri_Lanka_M,Sri_Lanka_F,Sri_Lanka_P,Thailand_M,Thailand_F,Thailand_P,Turkey_M,Turkey_F,Turkey_P,UK_Channel_Islands_Isle_Man_M,UK_Channel_Islands_Isle_Man_F,UK_Channel_Islands_Isle_Man_P,United_States_America_M,United_States_America_F,United_States_America_P,Vietnam_M,Vietnam_F,Vietnam_P,Born_elsewhere_M,Born_elsewhere_F,Born_elsewhere_P,Country_birth_not_stated_M,Country_birth_not_stated_F,Country_birth_not_stated_P,Tot_M,Tot_F,Tot_P
RA10,1571305,1620968,3192273,3682,3821,7503,4954,6004,10958,4587,5175,9762,67787,84986,152773,8179,8283,16462,9190,8441,17631,14286,16586,30872,8440,8497,16937,10904,12237,23141,14636,15761,30397,17790,19954,37744,49426,41195,90621,11799,14120,25919,14666,14366,29032,10330,8691,19021,23730,22451,46181,3726,7569,11295,18940,22101,41041,28529,26945,55474,11858,14023,25881,7067,7022,14089,6223,5935,12158,47086,46391,93477,26509,39230,65739,5726,7513,13239,4844,5702,10546,17502,18035,35537,3784,3821,7605,11368,11386,22754,5590,10616,16206,6483,6150,12633,108978,101600,210578,10718,11099,21817,32302,38525,70827,149901,148555,298456,148168,139516,287684,2500993,2583270,5084263
RA11,561402,583077,1144479,86,78,164,77,92,169,766,993,1759,1183,1379,2562,578,446,1024,360,264,624,460,487,947,116,99,215,2893,3274,6167,578,395,973,318,344,662,1767,1565,3332,290,451,741,135,97,232,1232,1030,2262,1942,1328,3270,187,468,655,300,292,592,405,273,678,474,668,1142,839,654,1493,2387,2361,4748,7857,8117,15974,839,2640,3479,395,495,890,232,333,565,1866,1955,3821,317,297,614,387,367,754,285,769,1054,106,66,172,25634,26106,51740,1725,1852,3577,392,364,756,9213,9253,18466,37462,36214,73676,665485,688943,1354428
RA12,185697,184244,369941,17,10,27,6,10,16,163,205,368,218,245,463,87,63,150,74,50,124,197,219,416,18,16,34,760,842,1602,80,67,147,64,63,127,699,601,1300,44,72,116,18,13,31,260,212,472,1129,960,2089,36,97,133,51,55,106,46,37,83,66,116,182,141,110,251,628,590,1218,1980,2034,4014,247,791,1038,72,99,171,33,50,83,360,366,726,67,58,125,82,84,166,53,195,248,79,63,142,5594,5738,11332,431,529,960,90,74,164,2151,1963,4114,13512,12406,25918,215250,213347,428597
RA13,13279,12199,25478,8,6,14,0,0,0,4,6,10,9,14,23,30,8,38,3,3,6,12,14,26,0,3,3,45,28,73,7,6,13,4,0,4,24,20,44,8,11,19,0,0,0,31,23,54,14,10,24,0,0,0,13,9,22,8,8,16,3,11,14,7,3,10,23,15,38,121,149,270,19,52,71,5,5,10,0,3,3,40,42,82,24,19,43,3,5,8,0,5,5,0,0,0,191,181,372,19,25,44,0,8,8,170,128,298,1201,975,2176,15325,13994,29319
RA14,3554,3305,6859,0,0,0,0,0,0,4,4,8,6,0,6,0,0,0,4,4,8,0,4,4,0,0,0,11,12,23,0,0,0,3,0,3,0,6,6,3,3,6,0,0,0,4,5,9,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,44,37,81,0,6,6,0,0,0,0,3,3,3,8,11,0,0,0,3,3,6,0,3,3,3,0,3,45,57,102,14,13,27,0,0,0,32,31,63,431,331,762,4173,3842,8015
RA15,27,35,62,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,4,0,0,0,0,0,0,0,0,0,5,6,11,3,0,3,0,0,0,4,3,7,4,0,4,58,57,115
RA19,4867,3414,8281,5,4,9,4,0,4,17,22,39,95,111,206,15,6,21,10,4,14,17,23,40,3,5,8,40,33,73,8,7,15,12,15,27,59,25,84,17,14,31,27,20,47,61,42,103,29,15,44,4,21,25,26,29,55,27,16,43,18,19,37,4,6,10,28,19,47,253,162,415,27,28,55,13,6,19,12,13,25,39,27,66,6,3,9,8,6,14,6,19,25,17,11,28,385,304,689,48,54,102,47,39,86,350,257,607,989,527,1516,7593,5326,12919
