region_id,P_85y_ov_DNUDW_,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW_,P_Tot_UDW_NS,P_Tot_Total
RA10,46314,19256,98168,951778,1016163,456217,374368,966167,347799,4112492
RA11,15185,6395,31705,208105,283826,153176,134031,214167,95189,1088494
RA12,4270,2011,9232,59579,83096,47435,47125,72134,33827,343196
RA13,223,79,439,4089,5201,2702,2996,5414,2528,22930
RA14,27,14,67,993,1491,696,657,1547,807,6191
RA15,0,0,0,9,6,6,3,70,17,111
RA19,66,47,122,2359,1819,643,572,3420,2923,11736
