region_id,No_IC_DS_Separate_house,No_IC_DS_SemD_ro_tr_h_th,No_IC_DS_Flat_Unit_or_Apart,No_IC_DS_Other_dwelling,No_IC_DS_Not_stated,No_IC_Total,Tof_IC_BrdB_DS_Separate_house,Tof_IC_BrdB_DS_SemD_ro_tr_h_t,Tof_IC_BrdB_DS_Flt_Unt_or_Apt,Tof_IC_BrdB_DS_Other_dwelling,Tof_IC_BrdB_DS_Not_stated,Tof_IC_BrdB_Total,Tof_IC_DU_DS_Separate_house,Tof_IC_DU_DS_SemD_ro_tr_h_th,Tof_IC_DU_DS_Flt_Unt_or_Aprt,Tof_IC_DU_DS_Other_dwelling,Tof_IC_DU_DS_Not_stated,Tof_IC_D_up_Total,Tof_IC_Oth_DS_Separate_house,Tof_IC_Oth_DS_SemD_ro_tr_h_th,Tof_IC_Ot_DS_Flt_Unt_or_Aprt,Tof_IC_Oth_DS_Other_dwelling,Tof_IC_Oth_DS_Not_stated,Tof_IC_Other_Total,Tof_IC_Tot_DS_Separate_house,Tof_IC_Tot_DS_SemD_ro_tr_h_th,Tof_IC_Tot_DS_Flt_Unt_or_Apt,Tof_IC_Tot_DS_Other_dwelling,Tof_IC_Tot_DS_Not_stated,Tof_IC_Tot_Total,IC_NS_DS_Separate_house,IC_NS_DS_SemD_ro_tr_h_th,IC_NS_DS_Flat_Unit_or_Apart,IC_NS_DS_Other_dwelling,IC_NS_DS_Not_stated,IC_not_stated_Total,Total_DS_Separate_house,Total_DS_SemD_ro_tr_h_th,Total_DS_Flat_Unit_or_Apart,Total_DS_Other_dwelling,Total_DS_Not_stated,Total_Total
RA10,187078,46342,78243,3577,562,315802,841196,157107,292412,5075,1540,1297330,28936,5782,11145,307,82,46252,29189,8754,24916,574,141,63574,899321,171643,328473,5956,1763,1407156,37407,8850,17124,649,132,64162,1123806,226835,423840,10182,2457,1787120
RA11,96320,11489,13800,3626,122,125357,291795,16891,14642,3135,352,326815,16026,1110,987,198,21,18342,13792,1666,2182,350,26,18016,321613,19667,17811,3683,399,363173,14132,1645,2045,644,24,18490,432065,32801,33656,7953,545,507020
RA12,43735,1672,3463,1090,49,50009,89302,1890,2667,999,118,94976,5840,137,166,85,8,6236,4855,194,411,80,9,5549,99997,2221,3244,1164,135,106761,5457,252,522,261,73,6565,149189,4145,7229,2515,257,163335
RA13,3377,56,147,158,10,3748,5614,65,135,116,14,5944,308,3,12,3,0,326,404,5,32,23,0,464,6326,73,179,142,14,6734,475,6,20,49,0,550,10178,135,346,349,24,11032
RA14,882,0,46,76,29,1033,1277,8,57,40,24,1406,50,0,3,5,0,58,110,0,5,6,0,121,1437,8,65,51,24,1585,144,0,8,16,3,171,2463,8,119,143,56,2789
RA15,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
RA19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
