region_id,M_Y12e_15_19,M_Y12e_20_24,M_Y12e_25_34,M_Y12e_35_44,M_Y12e_45_54,M_Y12e_55_64,M_Y12e_65_74,M_Y12e_75_84,M_Y12e_85ov,M_Y12e_Tot,M_Y11e_15_19,M_Y11e_20_24,M_Y11e_25_34,M_Y11e_35_44,M_Y11e_45_54,M_Y11e_55_64,M_Y11e_65_74,M_Y11e_75_84,M_Y11e_85ov,M_Y11e_Tot,M_Y10e_15_19,M_Y10e_20_24,M_Y10e_25_34,M_Y10e_35_44,M_Y10e_45_54,M_Y10e_55_64,M_Y10e_65_74,M_Y10e_75_84,M_Y10e_85ov,M_Y10e_Tot,M_Y9e_15_19,M_Y9e_20_24,M_Y9e_25_34,M_Y9e_35_44,M_Y9e_45_54,M_Y9e_55_64,M_Y9e_65_74,M_Y9e_75_84,M_Y9e_85ov,M_Y9e_Tot,M_Y8b_15_19,M_Y8b_20_24,M_Y8b_25_34,M_Y8b_35_44,M_Y8b_45_54,M_Y8b_55_64,M_Y8b_65_74,M_Y8b_75_84,M_Y8b_85ov,M_Y8b_Tot,M_DNGTS_15_19,M_DNGTS_20_24,M_DNGTS_25_34,M_DNGTS_35_44,M_DNGTS_45_54,M_DNGTS_55_64,M_DNGTS_65_74,M_DNGTS_75_84,M_DNGTS_85_ov,M_DNGTS_Tot,M_Hghst_yr_schl_ns_15_19,M_Hghst_yr_schl_ns_20_24,M_Hghst_yr_schl_ns_25_34,M_Hghst_yr_schl_ns_35_44,M_Hghst_yr_schl_ns_45_54,M_Hghst_yr_schl_ns_55_64,M_Hghst_yr_schl_ns_65_74,M_Hghst_yr_schl_ns_75_84,M_Hghst_yr_schl_ns_85_ovr,M_Hghst_yr_schl_ns_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Y12e_15_19,F_Y12e_20_24,F_Y12e_25_34,F_Y12e_35_44,F_Y12e_45_54,F_Y12e_55_64,F_Y12e_65_74,F_Y12e_75_84,F_Y12e_85ov,F_Y12e_Tot,F_Y11e_15_19,F_Y11e_20_24,F_Y11e_25_34,F_Y11e_35_44,F_Y11e_45_54,F_Y11e_55_64,F_Y11e_65_74,F_Y11e_75_84,F_Y11e_85ov,F_Y11e_Tot,F_Y10e_15_19,F_Y10e_20_24,F_Y10e_25_34,F_Y10e_35_44,F_Y10e_45_54,F_Y10e_55_64,F_Y10e_65_74,F_Y10e_75_84,F_Y10e_85ov,F_Y10e_Tot,F_Y9e_15_19,F_Y9e_20_24,F_Y9e_25_34,F_Y9e_35_44,F_Y9e_45_54,F_Y9e_55_64,F_Y9e_65_74,F_Y9e_75_84,F_Y9e_85ov,F_Y9e_Tot,F_Y8b_15_19,F_Y8b_20_24,F_Y8b_25_34,F_Y8b_35_44,F_Y8b_45_54,F_Y8b_55_64,F_Y8b_65_74,F_Y8b_75_84,F_Y8b_85ov,F_Y8b_Tot,F_DNGTS_15_19,F_DNGTS_20_24,F_DNGTS_25_34,F_DNGTS_35_44,F_DNGTS_45_54,F_DNGTS_55_64,F_DNGTS_65_74,F_DNGTS_75_84,F_DNGTS_85_ov,F_DNGTS_Tot,F_Hghst_yr_schl_ns_15_19,F_Hghst_yr_schl_ns_20_24,F_Hghst_yr_schl_ns_25_34,F_Hghst_yr_schl_ns_35_44,F_Hghst_yr_schl_ns_45_54,F_Hghst_yr_schl_ns_55_64,F_Hghst_yr_schl_ns_65_74,F_Hghst_yr_schl_ns_75_84,F_Hghst_yr_schl_ns_85_ovr,F_Hghst_yr_schl_ns_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Y12e_15_19,P_Y12e_20_24,P_Y12e_25_34,P_Y12e_35_44,P_Y12e_45_54,P_Y12e_55_64,P_Y12e_65_74,P_Y12e_75_84,P_Y12e_85ov,P_Y12e_Tot,P_Y11e_15_19,P_Y11e_20_24,P_Y11e_25_34,P_Y11e_35_44,P_Y11e_45_54,P_Y11e_55_64,P_Y11e_65_74,P_Y11e_75_84,P_Y11e_85ov,P_Y11e_Tot,P_Y10e_15_19,P_Y10e_20_24,P_Y10e_25_34,P_Y10e_35_44,P_Y10e_45_54,P_Y10e_55_64,P_Y10e_65_74,P_Y10e_75_84,P_Y10e_85ov,P_Y10e_Tot,P_Y9e_15_19,P_Y9e_20_24,P_Y9e_25_34,P_Y9e_35_44,P_Y9e_45_54,P_Y9e_55_64,P_Y9e_65_74,P_Y9e_75_84,P_Y9e_85ov,P_Y9e_Tot
RA10,40437,124075,265025,224128,171845,127999,60937,27600,7811,1049857,7167,9885,18803,18267,15852,10083,6245,3471,981,90754,17211,24298,49359,76883,94630,66816,42455,19885,5562,397099,3728,3472,7608,10630,15918,22634,19029,11714,3744,98477,983,1228,3542,6056,11178,19296,21508,18107,6989,88887,161,520,1758,2264,3678,3932,3732,3283,907,20235,9034,14199,30863,25470,24607,21473,18547,15818,7271,167282,78721,177677,376958,363698,337708,272233,172453,99878,33265,1912591,43896,135787,297787,249441,176906,111050,49537,24245,9116,1097765,5627,7531,15792,17864,15517,10400,6914,4163,1563,85371,11823,16938,36768,71571,101103,86626,55309,29473,12303,421914,2803,2758,6379,10280,17217,26666,22379,17784,8746,115012,626,981,3180,6036,12522,23060,24359,23953,14614,109331,112,479,1743,2769,4772,5515,5732,6025,2238,29385,7400,11434,25070,22285,21481,20594,20028,21777,16214,166283,72287,175908,386719,380246,349518,283911,184258,127420,64794,2025061,84333,259862,562812,473569,348751,239049,110474,51845,16927,2147622,12794,17416,34595,36131,31369,20483,13159,7634,2544,176125,29034,41236,86127,148454,195733,153442,97764,49358,17865,819013,6531,6230,13987,20910,33135,49300,41408,29498,12490,213489
RA11,7368,18022,30153,32204,27458,29546,16720,7819,1960,171250,2738,3539,5913,6188,5681,4508,2920,1522,319,33328,8062,10209,18491,29542,40839,30131,19912,8285,1771,167242,1761,1535,3072,4592,7866,11962,10557,5785,1423,48553,520,521,1173,1881,4083,7942,8857,7412,2908,35297,42,64,163,240,314,380,371,316,106,1996,2506,3073,5628,6437,7130,6926,6795,5985,2494,46974,22997,36963,64593,81084,93371,91395,66132,37124,10981,504640,8862,22146,41272,43581,34450,26259,14445,6858,2230,200103,2116,2886,5343,6587,6601,4626,3427,1731,504,33821,5049,6947,13633,27273,41592,37047,24555,11391,3651,171138,1472,1406,2675,4181,7313,12094,10644,7380,2998,50163,318,337,768,1251,2857,6107,7325,8177,5721,32861,32,51,131,192,235,290,321,324,175,1751,2117,1850,3367,4766,5422,6098,7296,7940,5422,44278,19966,35623,67189,87831,98470,92521,68013,43801,20701,534115,16230,40168,71425,75785,61908,55805,31165,14677,4190,371353,4854,6425,11256,12775,12282,9134,6347,3253,823,67149,13111,17156,32124,56815,82431,67178,44467,19676,5422,338380,3233,2941,5747,8773,15179,24056,21201,13165,4421,98716
RA12,1838,3884,7571,8505,7392,8448,4786,2034,457,44915,860,984,1708,1854,1876,1632,1053,443,71,10481,2383,3058,5976,9719,14539,10702,6836,2522,458,56193,602,550,1127,1833,3261,4658,3973,1930,425,18359,169,217,504,824,1955,4161,4233,3209,1161,16433,9,17,45,73,124,200,203,171,53,895,896,943,1702,1984,2474,2694,2757,2195,733,16378,6757,9653,18633,24792,31621,32495,23841,12504,3358,163654,2099,4904,11177,12225,9903,7868,4170,1923,561,54830,644,801,1745,2148,2295,1717,1110,531,129,11120,1413,1942,4202,8279,13508,11901,7759,3327,955,53286,515,448,991,1440,2602,4146,3494,2231,770,16637,109,110,261,509,1237,2682,2908,3024,1873,12713,9,16,34,43,95,115,166,138,60,676,757,573,1179,1601,1947,2178,2651,2561,1518,14965,5546,8794,19589,26245,31587,30607,22258,13735,5866,164227,3937,8788,18748,20730,17295,16316,8956,3957,1018,99745,1504,1785,3453,4002,4171,3349,2163,974,200,21601,3796,5000,10178,17998,28047,22603,14595,5849,1413,109479,1117,998,2118,3273,5863,8804,7467,4161,1195,34996
RA13,119,290,709,649,478,402,246,81,25,2999,58,71,153,156,153,115,57,31,3,797,186,273,513,684,1002,756,354,143,24,3935,52,64,102,189,251,285,223,99,13,1278,33,24,50,82,185,355,326,205,58,1318,5,0,4,5,9,23,27,18,0,91,74,71,136,170,211,239,236,174,31,1342,527,793,1667,1935,2289,2175,1469,751,154,11760,160,422,969,908,647,361,201,99,22,3789,47,69,136,163,155,85,65,23,7,750,100,147,295,480,759,673,403,177,49,3083,34,47,85,102,181,188,169,114,47,967,5,10,14,34,100,179,199,135,94,770,0,3,0,6,4,11,15,9,5,53,59,60,96,128,148,157,167,129,61,1005,405,758,1595,1821,1994,1654,1219,686,285,10417,279,712,1678,1557,1125,763,447,180,47,6788,105,140,289,319,308,200,122,54,10,1547,286,420,808,1164,1761,1429,757,320,73,7018,86,111,187,291,432,473,392,213,60,2245
RA14,28,84,162,139,115,120,58,24,4,734,10,11,40,38,43,34,15,0,0,191,36,53,125,182,236,149,85,37,3,906,28,25,50,71,93,79,43,20,5,414,15,15,18,49,82,117,94,43,7,440,0,0,0,6,4,11,8,7,0,36,20,35,54,68,77,60,60,37,5,416,137,223,449,553,650,570,363,168,24,3137,29,115,273,204,145,77,44,19,5,911,11,18,46,42,54,25,13,8,0,217,37,50,89,152,190,138,84,30,8,778,20,27,44,52,61,58,30,18,4,314,6,13,10,25,46,75,52,41,15,283,0,0,0,0,3,3,6,3,3,18,26,18,44,50,57,61,38,27,8,329,129,241,506,525,556,437,267,146,43,2850,57,199,435,343,260,197,102,43,9,1645,21,29,86,80,97,59,28,8,0,408,73,103,214,334,426,287,169,67,11,1684,48,52,94,123,154,137,73,38,9,728
RA15,0,3,3,3,0,3,3,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,3,0,0,4,0,0,0,7,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,3,0,16,0,3,6,6,8,10,11,9,0,53,0,0,0,4,3,3,4,0,0,14,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,7,0,4,0,11,0,0,0,0,0,3,5,4,0,12,0,0,0,0,0,3,3,3,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,3,19,15,14,3,58,0,3,3,7,3,6,7,3,0,32,0,0,0,0,0,3,3,0,0,6,0,0,0,3,3,7,0,4,0,17,0,0,3,0,0,7,5,4,0,19
RA19,77,333,662,396,247,252,143,26,11,2147,19,49,85,84,54,42,17,8,0,358,81,121,244,291,293,218,159,20,6,1433,33,36,78,84,86,80,75,10,0,482,24,20,40,60,61,66,70,32,5,378,0,7,10,14,17,11,3,5,0,67,63,135,377,443,460,287,158,47,29,1999,297,701,1496,1372,1218,956,625,148,51,6864,98,368,707,324,194,184,67,10,5,1957,22,34,59,45,39,39,19,3,3,263,58,82,141,150,216,256,95,18,8,1024,38,29,44,37,46,81,52,10,5,342,10,11,15,14,34,45,27,13,13,182,3,0,0,7,5,7,3,3,0,28,57,87,190,154,137,104,84,39,36,888,286,611,1156,731,671,716,347,96,70,4684,175,701,1369,720,441,436,210,36,16,4104,41,83,144,129,93,81,36,11,3,621,139,203,385,441,509,474,254,38,14,2457,71,65,122,121,132,161,127,20,5,824
