region_id,F_Mgnt_Com_35_44,F_Mgnt_Com_45_54,F_Mgnt_Com_55_64,F_Mgnt_Com_65_74,F_Mgnt_Com_75_84,F_Mgnt_Com_85ov,F_Mgnt_Com_Tot,F_Society_Cult_15_24,F_Society_Cult_25_34,F_Society_Cult_35_44,F_Society_Cult_45_54,F_Society_Cult_55_64,F_Society_Cult_65_74,F_Society_Cult_75_84,F_Society_Cult_85ov,F_Society_Cult_Tot,F_Creative_Arts_15_24,F_Creative_Arts_25_34,F_Creative_Arts_35_44,F_Creative_Arts_45_54,F_Creative_Arts_55_64,F_Creative_Arts_65_74,F_Creative_Arts_75_84,F_Creative_Arts_85ov,F_Creative_Arts_Tot,F_Fd_Hosp_Psnl_Svcs_15_24,F_Fd_Hosp_Psnl_Svcs_25_34,F_Fd_Hosp_Psnl_Svcs_35_44,F_Fd_Hosp_Psnl_Svcs_45_54,F_Fd_Hosp_Psnl_Svcs_55_64,F_Fd_Hosp_Psnl_Svcs_65_74,F_Fd_Hosp_Psnl_Svcs_75_84,F_Fd_Hosp_Psnl_Svcs_85ov,F_Fd_Hosp_Psnl_Svcs_Tot,F_MixFld_Prgm_15_24,F_MixFld_Prgm_25_34,F_MixFld_Prgm_35_44,F_MixFld_Prgm_45_54,F_MixFld_Prgm_55_64,F_MixFld_Prgm_65_74,F_MixFld_Prgm_75_84,F_MixFld_Prgm_85ov,F_MixFld_Prgm_Tot,F_FldStd_InadDes_15_24,F_FldStd_InadDes_25_34,F_FldStd_InadDes_35_44,F_FldStd_InadDes_45_54,F_FldStd_InadDes_55_64,F_FldStd_InadDes_65_74,F_FldStd_InadDes_75_84,F_FldStd_InadDes_85ov,F_FldStd_InadDes_Tot,F_FldStd_NS_15_24,F_FldStd_NS_25_34,F_FldStd_NS_35_44,F_FldStd_NS_45_54,F_FldStd_NS_55_64,F_FldStd_NS_65_74,F_FldStd_NS_75_84,F_FldStd_NS_85ov,F_FldStd_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_NatPhyl_Scn_15_24,P_NatPhyl_Scn_25_34,P_NatPhyl_Scn_35_44,P_NatPhyl_Scn_45_54,P_NatPhyl_Scn_55_64,P_NatPhyl_Scn_65_74,P_NatPhyl_Scn_75_84,P_NatPhyl_Scn_85ov,P_NatPhyl_Scn_Tot,P_InfoTech_15_24,P_InfoTech_25_34,P_InfoTech_35_44,P_InfoTech_45_54,P_InfoTech_55_64,P_InfoTech_65_74,P_InfoTech_75_84,P_InfoTech_85ov,P_InfoTech_Tot,P_Eng_RelTec_15_24,P_Eng_RelTec_25_34,P_Eng_RelTec_35_44,P_Eng_RelTec_45_54,P_Eng_RelTec_55_64,P_Eng_RelTec_65_74,P_Eng_RelTec_75_84,P_Eng_RelTec_85ov,P_Eng_RelTec_Tot,P_ArchtBldng_15_24,P_ArchtBldng_25_34,P_ArchtBldng_35_44,P_ArchtBldng_45_54,P_ArchtBldng_55_64,P_ArchtBldng_65_74,P_ArchtBldng_75_84,P_ArchtBldng_85ov,P_ArchtBldng_Tot,P_Ag_Envir_Rltd_Sts_15_24,P_Ag_Envir_Rltd_Sts_25_34,P_Ag_Envir_Rltd_Sts_35_44,P_Ag_Envir_Rltd_Sts_45_54,P_Ag_Envir_Rltd_Sts_55_64,P_Ag_Envir_Rltd_Sts_65_74,P_Ag_Envir_Rltd_Sts_75_84,P_Ag_Envir_Rltd_Sts_85ov,P_Ag_Envir_Rltd_Sts_Tot,P_Health_15_24,P_Health_25_34,P_Health_35_44,P_Health_45_54,P_Health_55_64,P_Health_65_74,P_Health_75_84,P_Health_85ov,P_Health_Tot,P_Educ_15_24,P_Educ_25_34,P_Educ_35_44,P_Educ_45_54,P_Educ_55_64,P_Educ_65_74,P_Educ_75_84,P_Educ_85ov,P_Educ_Tot,P_Mgnt_Com_15_24,P_Mgnt_Com_25_34,P_Mgnt_Com_35_44,P_Mgnt_Com_45_54,P_Mgnt_Com_55_64,P_Mgnt_Com_65_74,P_Mgnt_Com_75_84,P_Mgnt_Com_85ov,P_Mgnt_Com_Tot,P_Society_Cult_15_24,P_Society_Cult_25_34,P_Society_Cult_35_44,P_Society_Cult_45_54,P_Society_Cult_55_64,P_Society_Cult_65_74,P_Society_Cult_75_84,P_Society_Cult_85ov,P_Society_Cult_Tot,P_Creative_Arts_15_24,P_Creative_Arts_25_34,P_Creative_Arts_35_44,P_Creative_Arts_45_54,P_Creative_Arts_55_64,P_Creative_Arts_65_74,P_Creative_Arts_75_84,P_Creative_Arts_85ov,P_Creative_Arts_Tot,P_Fd_Hosp_Psnl_Svcs_15_24,P_Fd_Hosp_Psnl_Svcs_25_34,P_Fd_Hosp_Psnl_Svcs_35_44,P_Fd_Hosp_Psnl_Svcs_45_54,P_Fd_Hosp_Psnl_Svcs_55_64,P_Fd_Hosp_Psnl_Svcs_65_74,P_Fd_Hosp_Psnl_Svcs_75_84,P_Fd_Hosp_Psnl_Svcs_85ov,P_Fd_Hosp_Psnl_Svcs_Tot,P_MixFld_Prgm_15_24,P_MixFld_Prgm_25_34,P_MixFld_Prgm_35_44,P_MixFld_Prgm_45_54,P_MixFld_Prgm_55_64,P_MixFld_Prgm_65_74,P_MixFld_Prgm_75_84,P_MixFld_Prgm_85ov,P_MixFld_Prgm_Tot,P_FldStd_InadDes_15_24,P_FldStd_InadDes_25_34,P_FldStd_InadDes_35_44,P_FldStd_InadDes_45_54,P_FldStd_InadDes_55_64,P_FldStd_InadDes_65_74,P_FldStd_InadDes_75_84,P_FldStd_InadDes_85ov,P_FldStd_InadDes_Tot,P_FldStd_NS_15_24,P_FldStd_NS_25_34,P_FldStd_NS_35_44,P_FldStd_NS_45_54,P_FldStd_NS_55_64,P_FldStd_NS_65_74,P_FldStd_NS_75_84,P_FldStd_NS_85ov,P_FldStd_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54
RA10,78887,56281,34220,14427,6360,2782,312020,16182,45350,40050,31093,20162,7463,2579,673,163552,8447,20430,13993,8354,4380,2019,1070,412,59105,10976,18345,15087,9327,5876,2614,1202,411,63838,507,241,258,330,279,148,116,50,1929,1237,3686,3861,2854,1785,814,395,154,14786,27464,27972,25711,24457,22477,21269,23020,16688,189058,116752,291888,263320,211551,147441,76330,47983,25622,1180887,5315,17041,17289,14761,10322,5292,1923,567,72510,7155,37883,25594,13744,5146,969,142,22,90655,17771,58635,69896,76019,58854,36836,19538,6202,343751,10047,26602,27800,22854,16516,10164,5278,1485,120746,2575,7372,7022,5551,3187,1542,718,208,28175,12018,42194,43130,41704,29787,15090,7809,2567,194299,6156,29583,32861,34516,34474,16000,6977,1986,162553,47868,149134,132386,97658,63241,27467,11399,4337,533490,23309,66583,62222,49008,34807,14323,5402,1456,257110,14011,33587,22635,13959,7785,3538,1700,590,97805,16337,30184,23911,15419,9753,4947,2152,677,103380,1065,472,476,562,474,280,188,84,3601,2248,6637,7284,5903,3912,1828,954,414,29180,60736,62598,55235,52619,45721,40524,39559,24116,381108,226611,568505,527741,444277
RA11,13546,13310,10077,5043,1931,704,61339,3502,7166,8484,8594,6172,2238,580,137,36873,813,1905,2209,1862,1329,766,323,92,9299,3588,4952,4652,3131,2159,1028,400,111,20021,93,51,54,79,46,46,29,20,418,124,330,561,513,421,204,87,36,2276,6846,4015,5790,6400,6717,7961,8612,5406,51747,25456,44368,55620,58356,48151,28113,16728,7964,284756,467,1456,2241,2213,2308,1274,486,136,10581,1079,1793,1749,1669,1132,368,75,7,7872,6306,12975,17367,21000,18856,13517,6631,1772,98424,3130,5940,7584,8657,7236,4445,2147,482,39621,1768,3794,4689,4375,3064,1696,714,166,20266,2830,8018,11233,14786,12242,6319,3012,937,59377,1284,6166,8998,11230,13099,6341,2467,567,50152,7400,15234,19131,19363,15926,8525,3284,1072,89935,4374,9439,11959,11983,9790,4118,1355,313,53331,1413,2918,3260,2889,2370,1272,513,142,14777,4967,7658,7399,5329,3785,2141,828,200,32307,165,85,84,128,105,69,53,26,715,315,764,1220,1275,1097,587,308,111,5677,15613,10582,13427,14608,14351,15154,15067,7975,106777,51111,86822,110341,119505
RA12,3644,3785,2742,1183,407,138,16058,832,1809,2212,2439,1741,574,151,26,9784,139,343,431,408,370,220,92,28,2031,884,1207,1202,943,632,281,95,29,5273,29,10,21,10,18,12,3,4,107,29,95,163,139,117,42,19,5,609,2272,1403,1935,2234,2462,2868,2746,1526,17446,6728,12070,15646,17373,14700,8438,4808,2123,81886,68,360,549,551,637,350,95,22,2632,196,323,329,382,296,114,21,0,1661,1744,3625,4619,5898,5463,3638,1508,380,26875,712,1322,1665,2313,2005,1251,538,106,9912,855,1894,2580,2548,1956,1026,380,64,11303,602,1838,2908,4178,3619,1906,801,249,16101,403,1947,2624,3200,3660,1674,584,143,14235,1588,3780,4882,5059,4088,1933,640,198,22168,993,2270,3038,3195,2620,1019,303,62,13500,225,489,598,649,637,359,143,38,3138,1204,1813,1945,1600,1126,599,198,57,8542,60,28,29,21,23,17,9,4,191,76,214,341,351,314,165,59,13,1533,5227,3410,4317,5092,5431,5744,5012,2266,36499,13953,23313,30424,35037
RA13,218,193,100,29,17,0,854,53,130,114,79,64,23,0,0,463,3,16,18,12,10,0,3,0,62,72,66,54,44,26,15,3,0,280,0,0,0,0,0,0,5,0,5,0,7,6,6,9,3,3,0,34,187,127,160,179,172,166,146,63,1200,518,975,1023,967,702,392,224,83,4884,8,24,33,24,18,9,3,0,119,7,13,10,14,6,8,3,0,61,140,327,297,340,252,133,56,9,1554,39,57,70,87,77,53,16,3,402,116,232,255,237,149,60,30,3,1082,38,148,180,243,178,88,31,23,929,52,224,243,174,140,49,8,0,890,95,276,285,255,140,51,23,3,1128,63,171,166,107,102,35,6,0,650,6,21,21,21,19,3,6,0,97,86,94,86,71,46,33,12,3,431,0,0,0,0,0,0,5,0,5,8,11,16,19,24,7,3,0,88,408,279,373,429,435,416,319,96,2755,1066,1877,2035,2021
RA14,47,40,25,5,0,0,190,12,47,41,20,11,12,0,0,143,6,7,3,4,6,0,0,0,26,6,18,12,11,5,4,3,0,59,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,10,82,56,79,66,58,37,32,10,420,172,315,303,264,193,93,49,14,1403,0,4,12,3,8,0,0,0,27,3,0,3,3,0,0,0,0,9,22,44,51,72,75,26,18,5,313,10,19,23,22,34,15,3,0,126,22,36,69,51,28,9,3,0,218,19,42,55,66,51,23,10,4,270,20,90,57,59,43,13,4,0,286,26,70,64,64,39,17,0,0,280,16,78,66,36,23,18,0,0,237,6,7,6,7,14,0,0,0,40,11,34,23,14,11,7,6,0,106,0,0,0,0,0,0,0,0,0,0,7,6,3,0,3,3,0,22,160,123,174,161,134,98,76,15,941,315,554,609,561
RA15,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,10,0,3,3,0,9,6,7,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,5,3,6,0,23,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,3,0,3,0,3,0,0,9,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,7,0,16,3,9,9,9
RA19,93,73,69,19,4,0,515,56,135,71,59,51,14,0,0,386,31,69,32,22,8,5,0,0,167,38,55,19,21,12,6,0,0,151,5,0,0,0,0,0,0,0,5,6,14,9,3,0,0,0,0,32,155,198,164,133,104,86,46,34,920,442,872,502,420,381,169,60,39,2885,20,57,30,15,13,9,4,0,148,23,68,26,14,13,0,0,0,144,64,196,123,142,146,108,15,4,798,28,84,75,58,45,42,3,0,335,23,31,28,17,12,9,0,0,120,31,125,68,80,84,30,7,0,425,18,77,37,48,64,18,7,5,274,125,279,181,118,110,44,7,0,864,83,192,100,85,77,28,3,0,568,50,113,51,38,19,14,0,0,285,60,101,43,38,23,15,0,4,284,5,0,6,0,0,0,0,0,11,11,25,25,11,7,4,0,0,83,369,591,624,604,404,242,91,58,2983,910,1939,1417,1268
