region_id,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
RA10,1609,2209,6722,12092,23700,42356,45867,42060,21603,198218,273,999,3501,5033,8450,9447,9464,9308,3145,49620,16434,25633,55933,47755,46088,42067,38575,37595,23485,333565,151008,353585,763677,743944,687226,556144,356711,227298,98059,3937652
RA11,838,858,1941,3132,6940,14049,16182,15589,8629,68158,74,115,294,432,549,670,692,640,281,3747,4623,4923,8995,11203,12552,13024,14091,13925,7916,91252,42963,72586,131782,168915,191841,183916,134145,80925,31682,1038755
RA12,278,327,765,1333,3192,6843,7141,6233,3034,29146,18,33,79,116,219,315,369,309,113,1571,1653,1516,2881,3585,4421,4872,5408,4756,2251,31343,12303,18447,38222,51037,63208,63102,46099,26239,9224,327881
RA13,38,34,64,116,285,534,525,340,152,2088,5,3,4,11,13,34,42,27,5,144,133,131,232,298,359,396,403,303,92,2347,932,1551,3262,3756,4283,3829,2688,1437,439,22177
RA14,21,28,28,74,128,192,146,84,22,723,0,0,0,6,7,14,14,10,3,54,46,53,98,118,134,121,98,64,13,745,266,464,955,1078,1206,1007,630,314,67,5987
RA15,0,0,0,0,0,3,6,6,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,6,0,19,0,3,6,10,11,29,26,23,3,111
RA19,34,31,55,74,95,111,97,45,18,560,3,7,10,21,22,18,6,8,0,95,120,222,567,597,597,391,242,86,65,2887,583,1312,2652,2103,1889,1672,972,244,121,11548
