RA_CODE_2016,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
RA10,2034,5078,12373,10968,10217,6123,1777,423,134,49123,60233,122443,303978,277388,257770,165868,35115,3099,441,1226334,321,915,1859,2026,2371,1760,841,219,36,10345,67,534,3742,3956,3159,1728,245,24,8,13469,3474,9315,29867,36112,39056,26554,4968,467,64,149891,187,1076,4842,5900,5661,3633,521,24,0,21846,9248,23567,56743,50830,42792,25210,5489,453,51,214386,1228,5303,20499,23674,20712,12872,2943,308,46,87568,27802,42725,57797,44164,39707,26269,6751,750,70,246037,38180,34970,44173,24557,20085,12910,2774,272,40,177963,1536,6863,26017,30399,33322,24096,5345,413,28,128018,1735,5143,19606,19289,13270,6244,1279,146,16,66728,904,9033,46425,47879,32021,15201,3039,381,103,154984,1104,4314,13011,11522,9867,6305,2334,440,66,48967,2483,18508,72865,64283,45237,27529,9184,1145,132,241369,1671,7927,23824,21482,19961,13844,3477,321,44,92549,1227,7738,34559,39185,38126,24487,4497,335,34,150191,5871,16586,46485,47333,48220,38807,9012,808,53,213169,5052,24606,75196,69331,71871,55852,13669,1206,111,316898,3952,6381,10768,8378,6636,4301,1389,212,27,42041
RA11,622,643,1297,1738,1970,1529,646,218,63,8725,19071,23308,49378,58531,69306,52912,11423,1304,233,285466,871,1579,3467,3939,5213,5437,3799,1317,243,25870,99,632,3353,3614,3222,1770,187,18,3,12893,1878,3267,7051,7790,8546,6185,1230,166,14,36129,105,392,1368,1858,2331,1525,166,10,0,7751,2931,5894,11863,11577,11809,8843,1858,140,15,54931,470,917,2144,2674,3113,2258,609,87,7,12280,9877,7916,11195,10579,11728,9328,2391,260,27,63298,12302,7129,8008,6555,6856,5381,1496,130,15,47870,400,1047,3019,4568,6382,5927,2081,197,13,23633,327,548,1031,1092,1227,986,234,22,3,5473,136,619,1930,2348,2684,1749,435,89,12,10014,284,733,1454,1810,2058,1664,678,119,18,8821,489,1530,4658,6097,6306,5129,2006,236,19,26470,427,1216,3200,4059,5292,4087,1108,121,13,19524,715,2140,7766,10649,12317,8055,1140,86,20,42883,791,2543,8742,12124,14289,12496,2298,191,18,53496,1319,5315,14352,16680,21980,20131,3504,203,24,83513,788,805,1205,1417,1586,1228,434,63,7,7534
RA12,181,162,350,441,522,597,264,115,28,2668,4515,5494,12836,15614,20325,17210,4734,859,149,81738,779,1537,3862,4742,6520,7296,4867,1659,284,31550,56,261,1220,1195,1040,569,61,10,3,4405,582,1110,2216,2212,2429,1872,398,49,3,10861,11,102,352,511,643,432,57,0,3,2115,625,1169,2292,2333,2790,2421,543,60,10,12242,175,260,635,760,852,683,200,30,0,3603,2435,1561,2512,2594,3331,2812,669,81,22,16010,2430,1413,1926,1681,2110,2038,553,50,8,12197,84,239,735,1089,1780,1866,681,76,9,6552,59,93,180,179,245,259,55,8,0,1070,56,141,436,446,554,339,66,8,3,2060,75,144,258,336,415,352,135,30,4,1747,128,328,974,1224,1385,1223,427,60,9,5763,113,240,655,983,1409,1177,289,41,0,4914,116,402,1531,2266,2900,2266,397,17,4,9890,163,639,2299,3264,3993,3327,645,51,7,14384,334,1119,3102,3712,5579,5349,949,59,20,20212,138,192,307,353,449,381,130,20,5,1971
RA13,15,9,38,44,35,28,18,6,3,189,220,395,1127,1073,1252,1017,309,88,14,5484,91,257,653,681,890,876,430,172,25,4076,14,81,266,202,180,101,12,3,0,864,15,31,48,54,53,42,7,0,0,259,3,6,22,23,26,25,4,0,0,103,17,39,96,90,105,83,21,3,0,461,5,21,48,20,39,32,10,0,0,172,101,80,123,127,142,135,28,10,0,745,65,59,119,100,121,99,36,8,0,607,3,9,30,49,84,92,49,11,0,329,0,3,9,11,17,16,4,0,0,63,0,16,29,23,13,11,3,3,0,96,3,4,7,11,17,3,5,0,0,54,5,19,50,37,43,40,20,3,0,213,4,27,37,61,65,66,15,0,0,276,8,41,180,168,197,150,32,0,0,772,16,63,322,244,232,172,41,3,0,1096,17,73,241,213,272,253,54,4,0,1125,0,3,17,13,28,16,7,0,0,85
RA14,0,4,7,10,4,6,0,0,0,33,28,67,153,175,213,193,62,10,3,903,22,39,84,96,119,173,90,21,0,645,3,3,17,19,15,5,4,0,0,63,0,0,3,4,0,0,0,0,0,11,0,0,3,5,3,5,0,0,0,26,4,7,8,16,12,11,6,0,0,74,0,0,0,0,5,0,0,0,0,14,8,5,7,8,17,22,4,0,0,69,7,13,22,33,48,48,10,3,0,181,0,4,5,11,12,9,6,0,0,48,0,0,0,4,3,0,0,0,0,3,0,3,4,3,0,0,0,0,0,7,0,0,0,0,9,0,0,0,0,10,0,0,3,7,3,4,0,0,0,28,0,3,5,10,33,7,3,3,0,60,3,13,57,56,48,41,10,0,0,225,0,21,54,45,54,41,11,0,0,224,3,14,32,26,49,38,13,0,0,167,0,8,3,4,8,3,3,0,0,27
RA15,0,0,0,3,0,3,0,0,0,7,3,3,17,13,17,11,11,0,0,72,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,6,0,0,0,0,4,0,0,0,0,16,3,0,3,0,3,0,0,0,0,9,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,9,0,0,3,7,8,3,3,0,0,18,0,0,0,0,0,0,0,0,0,3
RA19,3,7,20,15,12,11,0,0,0,72,44,243,451,183,185,151,28,0,0,1291,5,41,58,13,11,10,3,0,0,143,0,0,17,15,5,0,0,0,0,35,7,24,59,36,29,20,0,0,0,173,0,3,8,7,9,3,0,0,0,30,7,59,125,89,65,43,9,0,0,389,0,5,20,20,4,11,3,0,0,63,3,47,76,39,40,22,4,0,0,223,27,108,152,25,24,32,5,0,0,389,0,10,49,44,36,32,6,0,0,175,0,8,18,16,9,7,5,0,0,62,0,10,34,24,22,3,3,0,0,92,0,8,22,6,4,4,3,0,0,51,0,25,84,51,27,22,8,0,0,222,3,18,53,34,20,20,0,0,0,155,33,42,54,37,19,20,3,0,0,207,4,25,46,30,41,24,10,0,0,185,5,20,84,48,62,47,7,0,0,272,5,20,41,21,12,6,3,0,0,107
