RA_CODE_2016,A_0_4_y_Indigenous_M,A_0_4_y_Indigenous_F,A_0_4_y_Indigenous_P,A_0_4_y_Non_Indigenous_M,A_0_4_y_Non_Indigenous_F,A_0_4_y_Non_Indigenous_P,A_0_4_y_Indig_stat_ns_M,A_0_4_y_Indig_stat_ns_F,A_0_4_y_Indig_stat_ns_P,A_0_4_y_Tot_M,A_0_4_y_Tot_F,A_0_4_y_Tot_P,A_5_9_y_Indigenous_M,A_5_9_y_Indigenous_F,A_5_9_y_Indigenous_P,A_5_9_y_Non_Indigenous_M,A_5_9_y_Non_Indigenous_F,A_5_9_y_Non_Indigenous_P,A_5_9_y_Indig_stat_ns_M,A_5_9_y_Indig_stat_ns_F,A_5_9_y_Indig_stat_ns_P,A_5_9_y_Tot_M,A_5_9_y_Tot_F,A_5_9_y_Tot_P,A_10_14_y_Indigenous_M,A_10_14_y_Indigenous_F,A_10_14_y_Indigenous_P,A_10_14_y_Non_Indig_M,A_10_14_y_Non_Indig_F,A_10_14_y_Non_Indig_P,A_10_14_y_Indig_stat_ns_M,A_10_14_y_Indig_stat_ns_F,A_10_14_y_Indig_stat_ns_P,A_10_14_y_Tot_M,A_10_14_y_Tot_F,A_10_14_y_Tot_P,A_15_19_y_Indigenous_M,A_15_19_y_Indigenous_F,A_15_19_y_Indigenous_P,A_15_19_y_Non_Indig_M,A_15_19_y_Non_Indig_F,A_15_19_y_Non_Indig_P,A_15_19_y_Indig_stat_ns_M,A_15_19_y_Indig_stat_ns_F,A_15_19_y_Indig_stat_ns_P,A_15_19_y_Tot_M,A_15_19_y_Tot_F,A_15_19_y_Tot_P,A_20_24_y_Indigenous_M,A_20_24_y_Indigenous_F,A_20_24_y_Indigenous_P,A_20_24_y_Non_Indig_M,A_20_24_y_Non_Indig_F,A_20_24_y_Non_Indig_P,A_20_24_y_Indig_stat_ns_M,A_20_24_y_Indig_stat_ns_F,A_20_24_y_Indig_stat_ns_P,A_20_24_y_Tot_M,A_20_24_y_Tot_F,A_20_24_y_Tot_P,A_25_29_y_Indigenous_M,A_25_29_y_Indigenous_F,A_25_29_y_Indigenous_P,A_25_29_y_Non_Indig_M,A_25_29_y_Non_Indig_F,A_25_29_y_Non_Indig_P,A_25_29_y_Indig_stat_ns_M,A_25_29_y_Indig_stat_ns_F,A_25_29_y_Indig_stat_ns_P,A_25_29_y_Tot_M,A_25_29_y_Tot_F,A_25_29_y_Tot_P,A_30_34_y_Indigenous_M,A_30_34_y_Indigenous_F,A_30_34_y_Indigenous_P,A_30_34_y_Non_Indig_M,A_30_34_y_Non_Indig_F,A_30_34_y_Non_Indig_P,A_30_34_y_Indig_stat_ns_M,A_30_34_y_Indig_stat_ns_F,A_30_34_y_Indig_stat_ns_P,A_30_34_y_Tot_M,A_30_34_y_Tot_F,A_30_34_y_Tot_P,A_35_39_y_Indigenous_M,A_35_39_y_Indigenous_F,A_35_39_y_Indigenous_P,A_35_39_y_Non_Indig_M,A_35_39_y_Non_Indig_F,A_35_39_y_Non_Indig_P,A_35_39_y_Indig_stat_ns_M,A_35_39_y_Indig_stat_ns_F,A_35_39_y_Indig_stat_ns_P,A_35_39_y_Tot_M,A_35_39_y_Tot_F,A_35_39_y_Tot_P,A_40_44_y_Indigenous_M,A_40_44_y_Indigenous_F,A_40_44_y_Indigenous_P,A_40_44_y_Non_Indig_M,A_40_44_y_Non_Indig_F,A_40_44_y_Non_Indig_P,A_40_44_y_Indig_stat_ns_M,A_40_44_y_Indig_stat_ns_F,A_40_44_y_Indig_stat_ns_P,A_40_44_y_Tot_M,A_40_44_y_Tot_F,A_40_44_y_Tot_P,A_45_49_y_Indigenous_M,A_45_49_y_Indigenous_F,A_45_49_y_Indigenous_P,A_45_49_y_Non_Indig_M,A_45_49_y_Non_Indig_F,A_45_49_y_Non_Indig_P,A_45_49_y_Indig_stat_ns_M,A_45_49_y_Indig_stat_ns_F,A_45_49_y_Indig_stat_ns_P,A_45_49_y_Tot_M,A_45_49_y_Tot_F,A_45_49_y_Tot_P,A_50_54_y_Indigenous_M,A_50_54_y_Indigenous_F,A_50_54_y_Indigenous_P,A_50_54_y_Non_Indig_M,A_50_54_y_Non_Indig_F,A_50_54_y_Non_Indig_P,A_50_54_y_Indig_stat_ns_M,A_50_54_y_Indig_stat_ns_F,A_50_54_y_Indig_stat_ns_P,A_50_54_y_Tot_M,A_50_54_y_Tot_F,A_50_54_y_Tot_P,A_55_59_y_Indigenous_M,A_55_59_y_Indigenous_F,A_55_59_y_Indigenous_P,A_55_59_y_Non_Indig_M,A_55_59_y_Non_Indig_F,A_55_59_y_Non_Indig_P,A_55_59_y_Indig_stat_ns_M,A_55_59_y_Indig_stat_ns_F,A_55_59_y_Indig_stat_ns_P,A_55_59_y_Tot_M,A_55_59_y_Tot_F,A_55_59_y_Tot_P,A_60_64_y_Indigenous_M,A_60_64_y_Indigenous_F,A_60_64_y_Indigenous_P,A_60_64_y_Non_Indig_M,A_60_64_y_Non_Indig_F,A_60_64_y_Non_Indig_P,A_60_64_y_Indig_stat_ns_M,A_60_64_y_Indig_stat_ns_F,A_60_64_y_Indig_stat_ns_P,A_60_64_y_Tot_M,A_60_64_y_Tot_F,A_60_64_y_Tot_P,A_65_y_ov_Indigenous_M,A_65_y_ov_Indigenous_F,A_65_y_ov_Indigenous_P,A_65_y_ov_Non_Indig_M,A_65_y_ov_Non_Indig_F,A_65_y_ov_Non_Indig_P,A_65_y_ov_Indig_stat_ns_M,A_65_y_ov_Indig_stat_ns_F,A_65_y_ov_Indig_stat_ns_P,A_65_y_ov_Tot_M,A_65_y_ov_Tot_F,A_65_y_ov_Tot_P,Tot_Indigenous_M,Tot_Indigenous_F,Tot_Indigenous_P,Tot_Non_Indigenous_M,Tot_Non_Indigenous_F,Tot_Non_Indigenous_P,Tot_Indig_status_ns_M,Tot_Indig_status_ns_F,Tot_Indig_status_ns_P,Tot_Tot_M,Tot_Tot_F,Tot_Tot_P
RA10,5843,5366,11208,168482,159750,328232,8599,8217,16816,182922,173335,356263,5844,5494,11341,169126,160298,329424,7876,7598,15474,182853,173389,356238,5754,5233,10987,154201,145755,299956,6979,6466,13452,166934,157456,324391,5396,5137,10534,158253,150382,308638,7854,7063,14914,171494,162588,334081,4769,4642,9413,182452,178253,360708,11382,10920,22306,198610,193813,392426,3631,3809,7443,194798,200430,395226,13808,13500,27310,212240,217743,429981,2917,3303,6218,201130,208004,409134,13543,12749,26291,217592,224056,441647,2531,2753,5285,185573,188629,374209,11270,10410,21678,199373,201792,401166,2637,3054,5688,178249,185308,363555,10191,9332,19519,191067,197694,388761,2494,2937,5433,167879,177993,345868,9580,8837,18415,179958,189766,369717,2236,2608,4842,163012,168730,331739,9139,8533,17670,174382,179865,354249,1840,2106,3949,149960,159394,309350,8443,8156,16602,160241,169659,329902,1365,1607,2970,128887,139603,268491,7332,7368,14698,137579,148576,286156,2265,2716,4984,345626,412816,758443,21821,27302,49118,369718,442833,812549,49532,50757,100291,2547620,2635360,5182985,147809,146457,294264,2744970,2832572,5577538
RA11,4693,4330,9018,34583,32771,67353,2573,2487,5059,41849,39584,81428,4684,4536,9223,39132,37085,76221,2919,2739,5655,46736,44360,91095,4361,4172,8537,38710,36416,75131,2916,2665,5584,45989,43255,89243,3940,3831,7772,37517,36057,73570,2914,2868,5784,44368,42756,87125,3240,3016,6255,31820,30819,62632,2842,2613,5451,37896,36445,74345,2598,2435,5031,30870,31884,62750,2673,2525,5200,36145,36842,72986,2104,2087,4184,31894,33557,65449,2552,2478,5027,36548,38117,74668,1778,1865,3638,31925,34221,66150,2462,2401,4857,36164,38488,74649,1848,2105,3952,37198,39680,76870,2953,2896,5853,41993,44681,86680,1846,2151,4002,39268,42366,81641,3132,3153,6288,44246,47672,91919,1660,1874,3533,41818,44337,86151,3420,3254,6673,46896,49461,96357,1461,1631,3095,44184,47407,91589,3558,3487,7044,49202,52526,101722,1155,1190,2344,43347,45100,88449,3532,3417,6948,48038,49713,97750,1838,2062,3901,129033,144711,273742,10852,12530,23385,141721,159301,301020,37203,37287,74493,611290,636408,1247695,49296,49506,98806,697786,723206,1420993
RA12,2038,1870,3913,9530,9071,18602,1027,1007,2032,12597,11946,24542,2003,1917,3919,11048,10674,21722,1165,1230,2404,14213,13827,28042,1862,1769,3629,10737,10334,21069,1160,1165,2328,13757,13271,27028,1737,1616,3357,10204,9248,19453,1088,1001,2092,13037,11870,24903,1316,1271,2588,8048,7313,15366,901,794,1696,10269,9379,19651,1008,1043,2054,8256,8330,16590,908,849,1760,10167,10227,20401,838,874,1719,8338,8867,17207,899,905,1804,10075,10652,20723,754,834,1591,8561,9051,17614,918,885,1798,10229,10773,21001,787,949,1738,10261,10574,20833,1074,1030,2099,12124,12554,24676,846,938,1783,11570,11833,23397,1258,1201,2460,13671,13967,27638,825,915,1731,13359,13498,26859,1421,1358,2777,15601,15768,31366,800,810,1605,14978,14944,29920,1630,1450,3078,17405,17205,34607,587,622,1211,14824,14086,28906,1496,1375,2869,16906,16084,32989,1018,1132,2151,42064,42957,85019,4520,4761,9282,47600,48852,96459,16405,16581,32985,181788,180781,362566,19460,19019,38484,217654,216382,434034
RA13,310,288,598,620,635,1254,131,149,276,1065,1067,2134,322,319,642,634,624,1257,122,112,233,1071,1053,2128,315,321,638,524,480,1001,116,96,212,953,900,1854,240,256,494,425,394,819,99,75,177,769,723,1490,214,205,414,482,458,945,97,95,191,792,759,1550,168,187,356,630,628,1254,110,111,219,899,931,1832,144,162,306,644,651,1294,120,108,222,904,915,1826,125,149,273,580,569,1146,98,106,198,800,817,1620,119,200,323,643,565,1206,110,106,218,876,868,1749,149,193,341,695,623,1315,106,103,206,948,917,1868,151,175,329,827,721,1552,150,131,279,1127,1027,2154,137,147,283,868,732,1601,164,121,285,1166,996,2169,117,94,214,818,631,1446,119,83,204,1052,817,1869,191,196,381,2133,1938,4074,321,278,597,2641,2414,5059,2701,2890,5591,10523,9649,20169,1856,1676,3528,15080,14214,29298
RA14,93,84,176,102,84,189,37,23,57,233,184,414,94,103,199,91,91,178,25,30,56,209,226,430,77,74,153,70,56,126,13,25,40,159,152,314,75,86,161,52,51,100,10,13,23,140,147,291,87,85,174,51,63,116,24,18,40,167,164,327,84,83,168,92,80,167,28,24,56,202,191,388,59,57,118,81,93,176,27,25,49,166,172,341,44,37,87,101,94,195,23,14,43,167,154,322,78,63,135,79,77,162,19,21,39,176,161,339,61,81,145,108,89,197,27,27,56,196,198,399,75,64,135,141,109,248,40,26,67,251,200,451,47,55,101,159,114,272,32,24,57,234,195,438,48,34,79,149,103,252,28,17,41,221,150,373,53,77,128,354,256,608,63,42,102,463,375,838,975,981,1961,1626,1362,2983,392,324,721,2999,2669,5664
RA15,0,0,0,8,3,9,3,0,4,10,4,14,0,0,0,5,5,9,0,0,0,3,5,12,0,3,3,3,5,9,0,0,0,3,9,11,0,0,3,7,6,15,0,0,0,3,7,12,0,0,0,9,4,9,0,0,0,9,4,9,0,0,0,5,10,14,0,0,0,5,12,12,0,0,0,7,13,19,0,3,0,6,14,20,0,0,0,3,3,10,0,0,0,3,3,9,0,0,0,8,13,19,0,0,0,10,12,21,0,3,3,10,9,16,0,0,0,10,7,16,0,0,0,12,21,32,0,3,3,15,22,35,0,0,0,4,19,27,0,0,4,12,23,35,0,0,3,13,20,35,0,9,10,16,26,42,0,0,0,60,84,142,10,12,17,67,92,159,5,10,13,150,206,356,20,27,46,171,239,412
RA19,26,16,44,143,121,266,12,10,27,188,149,338,16,15,31,97,89,182,11,11,24,119,122,238,8,10,20,60,61,120,11,9,22,82,78,158,26,27,53,211,168,381,39,39,76,285,232,517,60,47,103,587,473,1060,95,102,198,746,615,1358,62,26,90,641,488,1134,219,123,336,928,635,1559,50,19,73,544,352,890,98,79,176,687,457,1142,64,32,94,477,251,721,84,55,140,625,338,955,57,24,74,467,228,695,124,39,167,644,290,940,55,29,91,442,230,671,70,47,120,572,310,881,41,9,56,436,274,710,103,55,155,585,338,919,25,12,33,405,280,690,84,44,128,514,341,850,18,21,36,389,321,710,69,52,118,477,391,866,22,10,35,760,530,1296,135,94,229,916,643,1558,538,301,839,5655,3874,9528,1153,765,1916,7351,4939,12288
