RA_CODE_2016,M_PGrad_Deg_15_24,M_PGrad_Deg_25_34,M_PGrad_Deg_35_44,M_PGrad_Deg_45_54,M_PGrad_Deg_55_64,M_PGrad_Deg_65_74,M_PGrad_Deg_75_84,M_PGrad_Deg_85ov,M_PGrad_Deg_Total,M_GradDip_and_GradCert_15_24,M_GradDip_and_GradCert_25_34,M_GradDip_and_GradCert_35_44,M_GradDip_and_GradCert_45_54,M_GradDip_and_GradCert_55_64,M_GradDip_and_GradCert_65_74,M_GradDip_and_GradCert_75_84,M_GradDip_and_GradCert_85ov,M_GradDip_and_GradCert_Total,M_BachDeg_15_24,M_BachDeg_25_34,M_BachDeg_35_44,M_BachDeg_45_54,M_BachDeg_55_64,M_BachDeg_65_74,M_BachDeg_75_84,M_BachDeg_85ov,M_BachDeg_Total,M_AdvDip_and_Dip_15_24,M_AdvDip_and_Dip_25_34,M_AdvDip_and_Dip_35_44,M_AdvDip_and_Dip_45_54,M_AdvDip_and_Dip_55_64,M_AdvDip_and_Dip_65_74,M_AdvDip_and_Dip_75_84,M_AdvDip_and_Dip_85ov,M_AdvDip_and_Dip_Total,M_Cert_III_IV_15_24,M_Cert_III_IV_25_34,M_Cert_III_IV_35_44,M_Cert_III_IV_45_54,M_Cert_III_IV_55_64,M_Cert_III_IV_65_74,M_Cert_III_IV_75_84,M_Cert_III_IV_85ov,M_Cert_III_IV_Total,M_Cert_I_II_15_24,M_Cert_I_II_25_34,M_Cert_I_II_35_44,M_Cert_I_II_45_54,M_Cert_I_II_55_64,M_Cert_I_II_65_74,M_Cert_I_II_75_84,M_Cert_I_II_85ov,M_Cert_I_II_Total,M_Cert_Levl_nfd_15_24,M_Cert_Levl_nfd_25_34,M_Cert_Levl_nfd_35_44,M_Cert_Levl_nfd_45_54,M_Cert_Levl_nfd_55_64,M_Cert_Levl_nfd_65_74,M_Cert_Levl_nfd_75_84,M_Cert_Levl_nfd_85ov,M_Cert_Levl_nfd_Total,M_Cert_Lev_Tot_15_24,M_Cert_Lev_Tot_25_34,M_Cert_Lev_Tot_35_44,M_Cert_Lev_Tot_45_54,M_Cert_Lev_Tot_55_64,M_Cert_Lev_Tot_65_74,M_Cert_Lev_Tot_75_84,M_Cert_Lev_Tot_85ov,M_Cert_Lev_Tot_Total,M_Lev_Edu_IDes_15_24,M_Lev_Edu_IDes_25_34,M_Lev_Edu_IDes_35_44,M_Lev_Edu_IDes_45_54,M_Lev_Edu_IDes_55_64,M_Lev_Edu_IDes_65_74,M_Lev_Edu_IDes_75_84,M_Lev_Edu_IDes_85ov,M_Lev_Edu_IDes_Total,M_Lev_Edu_NS_15_24,M_Lev_Edu_NS_25_34,M_Lev_Edu_NS_35_44,M_Lev_Edu_NS_45_54,M_Lev_Edu_NS_55_64,M_Lev_Edu_NS_65_74,M_Lev_Edu_NS_75_84,M_Lev_Edu_NS_85ov,M_Lev_Edu_NS_Total,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Total,F_PGrad_Deg_15_24,F_PGrad_Deg_25_34,F_PGrad_Deg_35_44,F_PGrad_Deg_45_54,F_PGrad_Deg_55_64,F_PGrad_Deg_65_74,F_PGrad_Deg_75_84,F_PGrad_Deg_85ov,F_PGrad_Deg_Total,F_GradDip_and_GradCert_15_24,F_GradDip_and_GradCert_25_34,F_GradDip_and_GradCert_35_44,F_GradDip_and_GradCert_45_54,F_GradDip_and_GradCert_55_64,F_GradDip_and_GradCert_65_74,F_GradDip_and_GradCert_75_84,F_GradDip_and_GradCert_85ov,F_GradDip_and_GradCert_Total,F_BachDeg_15_24,F_BachDeg_25_34,F_BachDeg_35_44,F_BachDeg_45_54,F_BachDeg_55_64,F_BachDeg_65_74,F_BachDeg_75_84,F_BachDeg_85ov,F_BachDeg_Total,F_AdvDip_and_Dip_15_24,F_AdvDip_and_Dip_25_34,F_AdvDip_and_Dip_35_44,F_AdvDip_and_Dip_45_54,F_AdvDip_and_Dip_55_64,F_AdvDip_and_Dip_65_74,F_AdvDip_and_Dip_75_84,F_AdvDip_and_Dip_85ov,F_AdvDip_and_Dip_Total,F_Cert_III_IV_15_24,F_Cert_III_IV_25_34,F_Cert_III_IV_35_44,F_Cert_III_IV_45_54,F_Cert_III_IV_55_64,F_Cert_III_IV_65_74,F_Cert_III_IV_75_84,F_Cert_III_IV_85ov,F_Cert_III_IV_Total,F_Cert_I_II_15_24,F_Cert_I_II_25_34,F_Cert_I_II_35_44,F_Cert_I_II_45_54,F_Cert_I_II_55_64,F_Cert_I_II_65_74,F_Cert_I_II_75_84,F_Cert_I_II_85ov,F_Cert_I_II_Total,F_Cert_Levl_nfd_15_24,F_Cert_Levl_nfd_25_34,F_Cert_Levl_nfd_35_44,F_Cert_Levl_nfd_45_54,F_Cert_Levl_nfd_55_64,F_Cert_Levl_nfd_65_74,F_Cert_Levl_nfd_75_84,F_Cert_Levl_nfd_85ov,F_Cert_Levl_nfd_Total,F_Cert_Lev_Tot_15_24,F_Cert_Lev_Tot_25_34,F_Cert_Lev_Tot_35_44,F_Cert_Lev_Tot_45_54,F_Cert_Lev_Tot_55_64,F_Cert_Lev_Tot_65_74,F_Cert_Lev_Tot_75_84,F_Cert_Lev_Tot_85ov,F_Cert_Lev_Tot_Total,F_Lev_Edu_IDes_15_24,F_Lev_Edu_IDes_25_34,F_Lev_Edu_IDes_35_44,F_Lev_Edu_IDes_45_54,F_Lev_Edu_IDes_55_64,F_Lev_Edu_IDes_65_74,F_Lev_Edu_IDes_75_84,F_Lev_Edu_IDes_85ov,F_Lev_Edu_IDes_Total,F_Lev_Edu_NS_15_24,F_Lev_Edu_NS_25_34,F_Lev_Edu_NS_35_44,F_Lev_Edu_NS_45_54,F_Lev_Edu_NS_55_64,F_Lev_Edu_NS_65_74,F_Lev_Edu_NS_75_84,F_Lev_Edu_NS_85ov,F_Lev_Edu_NS_Total,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Total,P_PGrad_Deg_15_24,P_PGrad_Deg_25_34
RA10,1907,41530,44841,30533,21634,12272,4028,971,157711,478,5569,7713,6587,6075,3093,899,198,30610,29365,111007,87191,61419,46760,26749,10111,3133,375729,12444,39610,40246,36331,26180,15312,6260,2239,178621,32444,76603,74437,77406,64580,46306,24491,7950,404217,3179,3286,2595,2262,1695,1182,395,117,14720,2541,5089,5913,6673,6855,5767,2610,793,36239,38164,84979,82946,86342,73134,53257,27492,8864,455174,1600,3933,3809,3417,2990,2439,1311,500,19994,26977,36201,29114,26301,23021,20339,15262,8694,185913,110925,322834,295857,250932,199796,133461,65355,24593,1403760,3645,53174,43508,26191,16413,7323,1692,384,152332,1248,10320,11905,10484,9674,4614,1131,252,49622,41310,144895,111341,71807,47324,23559,8484,2611,451333,18177,49067,52679,50147,37320,21310,8812,3134,240648,25338,45728,40240,37980,24714,10229,3454,1667,189345,4756,4739,5840,5746,4641,2294,631,254,28903,3713,6072,9768,13347,12906,9267,3638,1809,60521,33806,56538,55842,57073,42262,21793,7722,3731,278768,1529,3791,3918,4692,5309,4364,2220,1030,26844,24808,33120,26024,25276,25539,25538,22603,18858,201770,124519,350902,305214,245655,183843,108507,52670,30003,1401319,5547,94710
RA11,57,1506,2500,2848,3242,2622,872,194,13846,47,586,1020,1323,1884,1145,275,55,6341,1572,7843,9033,8328,9224,6731,2394,675,45808,1007,4374,6622,7865,7813,5952,2337,644,36606,12157,25948,26048,29768,29051,21921,10656,2763,158314,1482,1174,841,805,677,475,166,33,5645,646,1049,1271,1665,2151,2069,949,264,10066,14279,28170,28159,32233,31878,24470,11772,3062,174029,224,389,438,503,615,733,400,127,3422,9320,8579,8451,9439,10054,10173,7235,3459,66703,26504,51442,56220,62535,64711,51835,25285,8229,346761,149,2683,3373,3337,3161,1672,378,62,14811,203,1686,2380,2657,3294,1576,361,60,12209,3304,15372,16932,13254,12553,7265,2618,729,72040,2828,8576,10876,12810,13053,8130,3214,920,60411,9810,16178,15084,15831,11616,4605,1218,521,74857,2170,2015,1920,2177,1962,1135,257,60,11698,1222,1695,2489,3933,4536,3627,1343,460,19305,13201,19889,19494,21942,18112,9367,2816,1040,105863,223,427,484,786,1273,1376,644,310,5514,8067,6074,6692,8744,10699,12119,10399,6680,69481,27972,54708,60223,63528,62149,41518,20431,9800,340331,204,4187
RA12,14,225,357,426,542,509,147,33,2244,6,118,195,262,373,274,54,12,1290,331,1675,2011,1848,2234,1550,462,123,10229,184,953,1594,1912,2128,1490,548,103,8902,3398,6960,7082,8726,9383,6604,2702,631,45490,443,312,270,303,291,144,45,9,1806,200,318,409,538,626,525,226,52,2889,4042,7587,7765,9563,10298,7269,2973,692,50187,66,122,105,113,203,185,105,28,927,3386,2730,2850,3773,4333,4235,2868,1078,25247,8024,13402,14876,17895,20111,15505,7157,2060,99032,29,441,596,673,710,356,72,8,2880,42,369,541,644,860,376,78,14,2934,727,3821,4192,3536,3355,2034,635,209,18504,588,1988,2523,3518,3780,2195,788,237,15624,2531,4248,4208,4620,3696,1416,332,113,21167,570,560,618,724,658,345,78,19,3576,315,517,694,1139,1315,918,277,83,5270,3419,5329,5521,6490,5670,2678,689,209,30009,59,110,108,225,366,350,165,60,1445,2891,2228,2454,3495,4290,4414,3491,2020,25285,7757,14288,15939,18598,19033,12399,5908,2758,96677,45,662
RA13,0,24,25,17,14,12,0,3,94,0,19,9,11,10,6,0,0,46,23,179,133,86,61,30,6,0,524,19,97,101,137,83,40,11,0,488,243,490,444,437,453,253,111,16,2449,18,20,24,22,19,8,0,0,119,14,21,34,34,31,27,7,0,170,280,529,497,496,507,289,117,18,2737,3,7,5,9,5,9,3,3,49,285,280,253,327,371,299,192,44,2053,610,1137,1023,1082,1049,690,340,68,5994,0,57,37,30,18,4,0,0,149,3,31,25,39,30,7,0,0,143,70,390,280,188,151,70,23,9,1184,35,167,167,201,186,78,27,11,880,136,285,241,223,163,58,8,9,1128,44,47,36,42,29,12,3,3,215,22,31,44,54,43,21,7,3,230,204,360,328,324,237,91,18,10,1571,9,6,5,8,16,9,0,3,57,245,259,266,305,278,260,191,73,1879,566,1273,1106,1098,923,520,264,109,5854,0,74
RA14,0,0,0,5,4,0,0,0,11,0,0,3,5,0,0,0,0,11,0,23,17,11,11,6,3,0,69,0,20,22,23,21,18,0,0,102,40,74,72,84,95,45,12,0,420,4,9,12,5,3,5,0,0,47,0,8,9,16,7,5,3,0,44,45,97,95,104,104,50,16,0,508,0,3,3,5,0,0,0,0,16,84,109,77,99,91,67,30,0,550,134,248,210,241,232,141,50,6,1275,0,7,10,5,10,5,0,0,30,0,3,4,7,3,3,0,0,17,5,53,38,28,31,12,0,0,174,3,29,30,37,29,13,11,0,156,34,47,39,37,34,8,0,0,197,14,16,8,11,7,3,0,0,60,5,4,6,9,9,6,0,0,40,49,64,53,54,49,22,0,0,301,0,3,0,3,0,3,0,0,14,58,79,62,85,67,46,23,4,438,126,239,210,228,192,98,37,12,1127,0,7
RA15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,11,0,0,0,0,3,5,0,0,13,0,0,4,6,7,18,5,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,10,7,18,5,0,41,0,0,0,0,0,0,0,0,0,3,0,0,0,3,11,6,0,26,3,11,12,11,12,34,13,3,92,0,3,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,3,3,9,4,0,0,25,0,4,0,3,4,8,3,0,20,0,4,0,3,8,3,0,0,22,0,0,0,0,0,3,0,0,3,0,0,0,0,4,0,0,0,11,4,4,0,3,7,4,3,0,33,0,0,0,0,0,0,0,0,0,0,3,0,3,10,14,8,0,47,8,17,6,17,29,33,12,0,122,0,3
RA19,6,92,43,19,14,11,4,0,193,0,13,3,12,15,7,0,0,51,91,214,89,69,55,43,5,3,574,30,70,45,39,44,53,5,0,294,108,229,179,178,200,149,16,0,1063,30,15,14,6,3,0,0,0,64,19,16,13,12,25,10,0,0,104,152,261,204,200,232,158,20,3,1231,4,11,6,7,5,4,0,0,50,253,510,509,478,331,170,51,9,2315,542,1168,909,814,700,456,87,23,4703,9,75,39,23,21,5,6,0,177,0,19,17,12,14,7,0,0,67,108,284,103,74,57,38,6,0,673,45,75,54,64,83,47,4,3,374,48,79,55,76,69,28,5,0,351,18,9,5,7,17,7,0,0,60,16,13,11,11,24,16,0,0,92,80,99,71,98,101,48,5,0,504,0,11,7,7,5,5,0,0,37,191,288,194,188,172,109,42,17,1196,440,848,485,472,448,262,64,21,3038,14,165
