RA_CODE_2016,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
RA10,594,2603,123,120051,10768,1769,712,10461,1077,7587,525,3077,1105,6718,32942,76739,750,106,445,856,185,446,91,177,297,900,1971,6228,159849,24426,5506,187591,22472,141265,5933,39379,8580,69137,36484,700629
RA11,65,199,24,11714,2968,574,161,3166,316,1509,180,673,180,1248,7671,18655,215,42,127,242,41,120,22,41,75,237,335,1489,31612,6671,1445,44593,4800,22415,1772,7404,1731,12159,8448,143051
RA12,16,47,7,2040,1230,190,70,1128,128,517,64,217,54,436,2232,6255,77,9,42,71,13,42,7,14,27,105,148,546,9097,1789,475,12010,1344,6211,518,2068,537,3948,2568,40559
RA13,0,0,0,163,146,11,8,103,6,35,3,8,6,34,150,507,11,0,5,7,0,4,0,0,6,5,12,53,711,80,52,737,112,403,37,100,47,215,173,2665
RA14,0,0,0,34,38,0,0,12,0,7,0,3,3,6,24,96,3,0,0,0,0,0,0,0,0,3,4,12,130,11,4,77,17,79,3,19,3,70,34,451
RA15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RA19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
