RA_CODE_2016,M_Y12e_15_19,M_Y12e_20_24,M_Y12e_25_34,M_Y12e_35_44,M_Y12e_45_54,M_Y12e_55_64,M_Y12e_65_74,M_Y12e_75_84,M_Y12e_85ov,M_Y12e_Tot,M_Y11e_15_19,M_Y11e_20_24,M_Y11e_25_34,M_Y11e_35_44,M_Y11e_45_54,M_Y11e_55_64,M_Y11e_65_74,M_Y11e_75_84,M_Y11e_85ov,M_Y11e_Tot,M_Y10e_15_19,M_Y10e_20_24,M_Y10e_25_34,M_Y10e_35_44,M_Y10e_45_54,M_Y10e_55_64,M_Y10e_65_74,M_Y10e_75_84,M_Y10e_85ov,M_Y10e_Tot,M_Y9e_15_19,M_Y9e_20_24,M_Y9e_25_34,M_Y9e_35_44,M_Y9e_45_54,M_Y9e_55_64,M_Y9e_65_74,M_Y9e_75_84,M_Y9e_85ov,M_Y9e_Tot,M_Y8b_15_19,M_Y8b_20_24,M_Y8b_25_34,M_Y8b_35_44,M_Y8b_45_54,M_Y8b_55_64,M_Y8b_65_74,M_Y8b_75_84,M_Y8b_85ov,M_Y8b_Tot,M_DNGTS_15_19,M_DNGTS_20_24,M_DNGTS_25_34,M_DNGTS_35_44,M_DNGTS_45_54,M_DNGTS_55_64,M_DNGTS_65_74,M_DNGTS_75_84,M_DNGTS_85_ov,M_DNGTS_Tot,M_Hghst_yr_schl_ns_15_19,M_Hghst_yr_schl_ns_20_24,M_Hghst_yr_schl_ns_25_34,M_Hghst_yr_schl_ns_35_44,M_Hghst_yr_schl_ns_45_54,M_Hghst_yr_schl_ns_55_64,M_Hghst_yr_schl_ns_65_74,M_Hghst_yr_schl_ns_75_84,M_Hghst_yr_schl_ns_85_ovr,M_Hghst_yr_schl_ns_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Y12e_15_19,F_Y12e_20_24,F_Y12e_25_34,F_Y12e_35_44,F_Y12e_45_54,F_Y12e_55_64,F_Y12e_65_74,F_Y12e_75_84,F_Y12e_85ov,F_Y12e_Tot,F_Y11e_15_19,F_Y11e_20_24,F_Y11e_25_34,F_Y11e_35_44,F_Y11e_45_54,F_Y11e_55_64,F_Y11e_65_74,F_Y11e_75_84,F_Y11e_85ov,F_Y11e_Tot,F_Y10e_15_19,F_Y10e_20_24,F_Y10e_25_34,F_Y10e_35_44,F_Y10e_45_54,F_Y10e_55_64,F_Y10e_65_74,F_Y10e_75_84,F_Y10e_85ov,F_Y10e_Tot,F_Y9e_15_19,F_Y9e_20_24,F_Y9e_25_34,F_Y9e_35_44,F_Y9e_45_54,F_Y9e_55_64,F_Y9e_65_74,F_Y9e_75_84,F_Y9e_85ov,F_Y9e_Tot,F_Y8b_15_19,F_Y8b_20_24,F_Y8b_25_34,F_Y8b_35_44,F_Y8b_45_54,F_Y8b_55_64,F_Y8b_65_74,F_Y8b_75_84,F_Y8b_85ov,F_Y8b_Tot,F_DNGTS_15_19,F_DNGTS_20_24,F_DNGTS_25_34,F_DNGTS_35_44,F_DNGTS_45_54,F_DNGTS_55_64,F_DNGTS_65_74,F_DNGTS_75_84,F_DNGTS_85_ov,F_DNGTS_Tot,F_Hghst_yr_schl_ns_15_19,F_Hghst_yr_schl_ns_20_24,F_Hghst_yr_schl_ns_25_34,F_Hghst_yr_schl_ns_35_44,F_Hghst_yr_schl_ns_45_54,F_Hghst_yr_schl_ns_55_64,F_Hghst_yr_schl_ns_65_74,F_Hghst_yr_schl_ns_75_84,F_Hghst_yr_schl_ns_85_ovr,F_Hghst_yr_schl_ns_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Y12e_15_19,P_Y12e_20_24,P_Y12e_25_34,P_Y12e_35_44,P_Y12e_45_54,P_Y12e_55_64,P_Y12e_65_74,P_Y12e_75_84,P_Y12e_85ov,P_Y12e_Tot,P_Y11e_15_19,P_Y11e_20_24,P_Y11e_25_34,P_Y11e_35_44,P_Y11e_45_54,P_Y11e_55_64,P_Y11e_65_74,P_Y11e_75_84,P_Y11e_85ov,P_Y11e_Tot,P_Y10e_15_19,P_Y10e_20_24,P_Y10e_25_34,P_Y10e_35_44,P_Y10e_45_54,P_Y10e_55_64,P_Y10e_65_74,P_Y10e_75_84,P_Y10e_85ov,P_Y10e_Tot,P_Y9e_15_19,P_Y9e_20_24,P_Y9e_25_34,P_Y9e_35_44,P_Y9e_45_54,P_Y9e_55_64,P_Y9e_65_74,P_Y9e_75_84,P_Y9e_85ov,P_Y9e_Tot
RA10,46506,147534,311930,271367,193433,152600,90685,35600,11382,1261029,7876,10470,19606,18263,16859,12116,7843,3780,1271,98079,11634,20775,49664,57250,93508,75822,49377,24528,7327,389886,2615,3168,7721,8920,13850,16247,22617,12179,4637,91953,681,1411,4377,5390,8882,15131,20700,17476,8125,82183,177,842,2846,2626,3672,4346,3938,3677,1522,23636,8173,13602,33032,26170,23703,21206,19320,14813,8469,168503,77660,197799,429184,389989,353913,297460,214476,112055,42740,2115268,49755,155505,348907,299229,211271,146871,77510,31450,12276,1332769,5838,7571,15567,15743,16770,11791,8412,4571,1753,88016,7654,13984,35405,45576,92803,91719,67899,34864,14358,404260,1718,2355,5998,7519,13066,20900,26225,16944,9940,104673,429,885,2948,4843,9138,19077,23992,22822,15033,99162,122,547,2213,2731,4535,6287,5848,6587,3423,32293,7331,12292,30098,23190,21462,20981,21282,19442,17478,173565,72850,193146,441133,398827,369040,317623,231165,136674,74261,2234731,96257,303039,660836,570594,404706,299468,168197,67049,23655,2593798,13716,18040,35169,34008,33621,23906,16255,8349,3023,186098,19284,34756,85078,102824,186317,167536,117269,59394,21683,794139,4334,5530,13718,16435,26914,37143,48842,29126,14576,196622
RA11,7641,19402,35216,36834,28753,32176,24600,10010,2920,197570,2984,3916,6171,6242,6204,5287,3745,1802,483,36838,5208,8899,19122,22152,38033,36004,24465,11210,2481,167571,1295,1245,3031,3478,6357,8338,13148,6401,2008,45313,290,397,1078,1441,2707,5785,8396,6628,3122,29839,50,71,176,223,298,351,427,338,123,2043,3011,3886,7837,7745,8751,9262,9351,6739,3258,59837,20479,37817,72633,78119,91095,97209,84132,43131,14403,539015,8920,23415,47166,49970,38094,33410,21258,9024,3166,234419,2301,2849,5438,5902,6948,5728,4277,2190,675,36303,3393,5894,13457,17225,36738,40536,31223,14640,4897,168006,847,1043,2457,2799,5515,8905,12582,7527,3676,45347,205,262,695,939,1848,4556,6636,6658,5283,27080,25,37,141,190,249,319,328,319,189,1800,2853,2859,5566,6096,7688,8737,9716,8810,6107,58432,18539,36365,74912,83126,97076,102187,86023,49162,23996,571390,16557,42817,82387,86807,66849,65590,45860,19038,6090,431987,5283,6763,11610,12148,13150,11016,8021,3997,1154,73143,8603,14793,32580,39377,74771,76536,55690,25845,7375,335574,2139,2287,5490,6277,11871,17246,25732,13930,5686,90663
RA12,1951,4623,8535,9066,7241,9068,6650,2491,638,50259,930,1114,1763,1808,1897,1913,1264,583,135,11411,1635,2673,5915,6945,12812,12853,8107,3355,700,54985,455,422,1030,1289,2485,3471,4600,2244,593,16589,84,152,430,604,1288,2911,4101,2964,1160,13678,8,16,59,59,107,153,209,159,51,825,1137,1253,2490,2565,3436,3933,3919,2641,997,22374,6200,10252,20225,22337,29265,34289,28858,14429,4278,170136,2140,5492,12173,12855,10522,9559,5871,2370,864,61840,641,846,1648,1859,2333,1980,1393,700,220,11613,957,1696,3989,5066,11244,12966,9186,4147,1274,50512,249,349,802,941,1844,3191,3909,2333,1037,14645,69,70,216,319,706,1870,2628,2385,1653,9922,3,11,38,31,54,93,149,117,73,573,1044,906,2002,2240,3010,3620,3673,3009,1839,21341,5096,9360,20858,23306,29714,33281,26807,15056,6959,170439,4089,10111,20713,21919,17758,18624,12526,4859,1502,112104,1568,1958,3408,3668,4231,3894,2659,1278,358,23030,2587,4366,9904,12007,24055,25813,17294,7500,1968,105500,701,773,1829,2228,4327,6657,8509,4575,1630,31238
RA13,130,314,738,656,445,423,272,100,22,3108,49,89,145,135,171,115,79,36,9,821,100,211,503,466,819,838,428,154,24,3546,29,36,101,129,220,251,211,121,33,1141,12,29,41,48,115,226,325,208,72,1078,0,4,4,6,10,21,27,13,0,89,113,103,262,239,292,346,277,178,49,1865,437,793,1806,1681,2071,2220,1616,819,206,11655,132,423,1068,893,646,438,222,102,31,3961,56,59,137,125,177,127,61,34,4,784,62,124,293,300,639,687,422,196,72,2792,24,29,79,99,133,180,176,104,63,889,0,8,23,31,61,126,177,152,82,660,0,0,0,0,8,9,9,10,5,48,83,106,241,238,275,247,244,176,71,1688,362,760,1849,1686,1948,1812,1307,775,333,10824,260,737,1810,1547,1090,862,494,205,57,7067,110,147,288,259,349,242,140,67,10,1610,160,342,794,767,1459,1527,847,357,102,6343,52,71,180,228,353,429,388,224,98,2022
RA14,22,47,110,101,79,99,55,19,7,544,8,10,29,35,35,25,11,0,0,158,15,40,90,89,164,142,59,30,4,630,12,18,31,37,52,52,52,15,0,259,6,4,10,18,31,64,71,25,14,245,0,0,0,0,0,7,4,3,0,16,28,46,95,67,89,76,61,35,3,485,95,167,371,342,446,453,314,126,26,2342,33,81,160,145,91,88,49,21,5,670,10,19,29,31,32,20,8,4,4,162,13,26,72,54,145,128,64,22,6,531,8,14,30,28,45,36,26,11,3,193,0,3,5,13,18,34,38,19,18,140,0,0,0,0,0,0,0,0,3,6,17,20,65,48,76,46,39,23,7,336,86,159,358,313,403,351,228,96,43,2037,58,125,267,243,174,187,104,43,8,1212,25,33,58,68,63,41,23,6,4,319,34,62,161,144,307,266,123,47,15,1160,16,24,60,64,99,79,77,22,8,457
RA15,0,0,8,3,8,10,15,10,0,52,0,0,3,5,0,0,4,0,0,12,0,3,3,3,14,3,11,4,0,42,0,0,0,4,0,0,4,0,0,8,0,0,0,0,3,3,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,14,3,0,26,3,9,11,18,25,22,48,16,3,152,3,4,17,10,8,22,11,7,3,76,0,0,0,0,3,3,0,0,0,12,0,0,0,4,10,8,19,5,0,50,0,0,0,3,4,5,3,3,3,22,0,0,0,0,0,0,9,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,4,14,6,0,40,4,4,24,14,31,46,60,24,7,217,3,3,21,7,16,29,27,18,4,125,0,0,0,4,6,4,3,0,0,25,0,3,4,3,20,18,35,9,0,87,0,0,0,4,3,4,7,3,3,34
RA19,85,356,679,376,234,254,167,42,10,2199,26,52,92,68,57,48,25,3,3,380,34,105,225,227,269,237,190,22,8,1323,18,35,67,67,77,61,86,23,3,436,3,22,42,29,41,58,67,18,3,286,0,0,3,3,17,9,4,4,0,41,80,166,499,497,446,319,173,52,12,2245,241,744,1609,1269,1148,985,719,162,32,6910,80,379,647,296,220,206,108,21,4,1964,17,27,38,30,48,41,22,3,0,237,29,58,80,80,138,232,157,27,8,811,11,19,32,28,38,65,58,11,8,270,11,5,6,11,17,37,33,14,9,130,0,3,4,3,4,3,3,4,0,22,50,134,279,182,185,141,95,37,17,1120,200,613,1091,629,646,732,472,120,48,4549,164,734,1328,670,459,457,274,59,11,4161,46,83,133,98,109,91,52,8,3,614,65,157,305,306,412,475,350,49,17,2136,25,54,97,95,121,127,145,34,7,701
