RA_CODE_2016,M_NatPhySci_Occ_Mng,M_NatPhySci_Occ_Pro,M_NatPhySci_Occ_TTW,M_NatPhySci_Occ_CPS,M_NatPhySci_Occ_CA,M_NatPhySci_Occ_Sal,M_NatPhySci_Occ_MOD,M_NatPhySci_Occ_Lab,M_NatPhySci_Occ_IDNS,M_NatPhySci_Total,M_InfoTechn_Occ_Mng,M_InfoTechn_Occ_Pro,M_InfoTechn_Occ_TTW,M_InfoTechn_Occ_CPS,M_InfoTechn_Occ_CA,M_InfoTechn_Occ_Sal,M_InfoTechn_Occ_MOD,M_InfoTechn_Occ_Lab,M_InfoTechn_Occ_IDNS,M_InfoTechn_Total,M_EngRelTech_Occ_Mng,M_EngRelTech_Occ_Pro,M_EngRelTech_Occ_TTW,M_EngRelTech_Occ_CPS,M_EngRelTech_Occ_CA,M_EngRelTech_Occ_Sal,M_EngRelTech_Occ_MOD,M_EngRelTech_Occ_Lab,M_EngRelTech_Occ_IDNS,M_EngRelTech_Total,M_ArchitBuild_Occ_Mng,M_ArchitBuild_Occ_Pro,M_ArchitBuild_Occ_TTW,M_ArchitBuild_Occ_CPS,M_ArchitBuild_Occ_CA,M_ArchitBuild_Occ_Sal,M_ArchitBuild_Occ_MOD,M_ArchitBuild_Occ_Lab,M_ArchitBuild_Occ_IDNS,M_ArchitBuild_Total,M_AgriEnviRelStu_Occ_Mng,M_AgriEnviRelStu_Occ_Pro,M_AgriEnviRelStu_Occ_TTW,M_AgriEnviRelStu_Occ_CPS,M_AgriEnviRelStu_Occ_CA,M_AgriEnviRelStu_Occ_Sal,M_AgriEnviRelStu_Occ_MOD,M_AgriEnviRelStu_Occ_Lab,M_AgriEnviRelStu_Occ_IDNS,M_AgriEnviRelStu_Total,M_Health_Occ_Mng,M_Health_Occ_Pro,M_Health_Occ_TTW,M_Health_Occ_CPS,M_Health_Occ_CA,M_Health_Occ_Sal,M_Health_Occ_MOD,M_Health_Occ_Lab,M_Health_Occ_IDNS,M_Health_Total,M_Educat_Occ_Mng,M_Educat_Occ_Pro,M_Educat_Occ_TTW,M_Educat_Occ_CPS,M_Educat_Occ_CA,M_Educat_Occ_Sal,M_Educat_Occ_MOD,M_Educat_Occ_Lab,M_Educat_Occ_IDNS,M_Educat_Total,M_ManagCom_Occ_Mng,M_ManagCom_Occ_Pro,M_ManagCom_Occ_TTW,M_ManagCom_Occ_CPS,M_ManagCom_Occ_CA,M_ManagCom_Occ_Sal,M_ManagCom_Occ_MOD,M_ManagCom_Occ_Lab,M_ManagCom_Occ_IDNS,M_ManagCom_Total,M_SocietCultu_Occ_Mng,M_SocietCultu_Occ_Pro,M_SocietCultu_Occ_TTW,M_SocietCultu_Occ_CPS,M_SocietCultu_Occ_CA,M_SocietCultu_Occ_Sal,M_SocietCultu_Occ_MOD,M_SocietCultu_Occ_Lab,M_SocietCultu_Occ_IDNS,M_SocietCultu_Total,M_CreatArt_Occ_Mng,M_CreatArt_Occ_Pro,M_CreatArt_Occ_TTW,M_CreatArt_Occ_CPS,M_CreatArt_Occ_CA,M_CreatArt_Occ_Sal,M_CreatArt_Occ_MOD,M_CreatArt_Occ_Lab,M_CreatArt_Occ_IDNS,M_CreatArt_Total,M_FoodHospPersServ_Occ_Mng,M_FoodHospPersServ_Occ_Pro,M_FoodHospPersServ_Occ_TTW,M_FoodHospPersServ_Occ_CPS,M_FoodHospPersServ_Occ_CA,M_FoodHospPersServ_Occ_Sal,M_FoodHospPersServ_Occ_MOD,M_FoodHospPersServ_Occ_Lab,M_FoodHospPersServ_Occ_IDNS,M_FoodHospPersServ_Total,M_MixFieldProg_Occ_Mng,M_MixFieldProg_Occ_Pro,M_MixFieldProg_Occ_TTW,M_MixFieldProg_Occ_CPS,M_MixFieldProg_Occ_CA,M_MixFieldProg_Occ_Sal,M_MixFieldProg_Occ_MOD,M_MixFieldProg_Occ_Lab,M_MixFieldProg_Occ_IDNS,M_MixFieldProg_Total,M_FS_ID_Occ_Mng,M_FS_ID_Occ_Pro,M_FS_ID_Occ_TTW,M_FS_ID_Occ_CPS,M_FS_ID_Occ_CA,M_FS_ID_Occ_Sal,M_FS_ID_Occ_MOD,M_FS_ID_Occ_Lab,M_FS_ID_Occ_IDNS,M_FS_ID_Total,M_FS_NS_Occ_Mng,M_FS_NS_Occ_Pro,M_FS_NS_Occ_TTW,M_FS_NS_Occ_CPS,M_FS_NS_Occ_CA,M_FS_NS_Occ_Sal,M_FS_NS_Occ_MOD,M_FS_NS_Occ_Lab,M_FS_NS_Occ_IDNS,M_FS_NS_Total,M_Tot_Occ_Mng,M_Tot_Occ_Pro,M_Tot_Occ_TTW,M_Tot_Occ_CPS,M_Tot_Occ_CA,M_Tot_Occ_Sal,M_Tot_Occ_MOD,M_Tot_Occ_Lab,M_Tot_Occ_IDNS,M_Total_Total,F_NatPhySci_Occ_Mng,F_NatPhySci_Occ_Pro,F_NatPhySci_Occ_TTW,F_NatPhySci_Occ_CPS,F_NatPhySci_Occ_CA,F_NatPhySci_Occ_Sal,F_NatPhySci_Occ_MOD,F_NatPhySci_Occ_Lab,F_NatPhySci_Occ_IDNS,F_NatPhySci_Total,F_InfoTechn_Occ_Mng,F_InfoTechn_Occ_Pro,F_InfoTechn_Occ_TTW,F_InfoTechn_Occ_CPS,F_InfoTechn_Occ_CA,F_InfoTechn_Occ_Sal,F_InfoTechn_Occ_MOD,F_InfoTechn_Occ_Lab,F_InfoTechn_Occ_IDNS,F_InfoTechn_Total,F_EngRelTech_Occ_Mng,F_EngRelTech_Occ_Pro,F_EngRelTech_Occ_TTW,F_EngRelTech_Occ_CPS,F_EngRelTech_Occ_CA,F_EngRelTech_Occ_Sal,F_EngRelTech_Occ_MOD,F_EngRelTech_Occ_Lab,F_EngRelTech_Occ_IDNS,F_EngRelTech_Total,F_ArchitBuild_Occ_Mng,F_ArchitBuild_Occ_Pro,F_ArchitBuild_Occ_TTW,F_ArchitBuild_Occ_CPS,F_ArchitBuild_Occ_CA,F_ArchitBuild_Occ_Sal,F_ArchitBuild_Occ_MOD,F_ArchitBuild_Occ_Lab,F_ArchitBuild_Occ_IDNS,F_ArchitBuild_Total,F_AgriEnviRelStu_Occ_Mng,F_AgriEnviRelStu_Occ_Pro,F_AgriEnviRelStu_Occ_TTW,F_AgriEnviRelStu_Occ_CPS,F_AgriEnviRelStu_Occ_CA,F_AgriEnviRelStu_Occ_Sal,F_AgriEnviRelStu_Occ_MOD,F_AgriEnviRelStu_Occ_Lab,F_AgriEnviRelStu_Occ_IDNS,F_AgriEnviRelStu_Total
RA10,5913,14566,2645,1403,2069,1425,1160,1287,442,30904,12393,35503,8478,1840,4420,3213,3002,2723,1211,72787,34204,46773,90421,6060,11867,8669,22589,16482,3432,240504,17192,8251,49514,1643,3182,2062,5141,9086,1222,97304,2328,2162,6335,673,941,727,1530,2840,254,17797,3477,32327,1786,6086,1300,1056,1161,1229,461,48871,3917,19141,1197,2152,1138,755,1072,855,257,30478,60934,66821,9498,8899,27888,21990,11032,9516,3619,220200,13279,34408,3372,17014,7415,3805,3247,3445,1365,87347,4628,17145,4578,2190,2467,2851,1462,1908,443,37667,4618,911,15730,2725,1446,2034,3307,3025,365,34170,142,122,281,120,80,112,228,364,65,1511,2126,2677,1914,931,1093,697,1774,1082,566,12865,2400,2197,4795,1347,1229,1406,3212,3158,4253,23996,167549,283011,200556,53081,66535,50804,59923,56992,17951,956399,3877,12567,3107,2392,4885,1860,205,831,352,30076,2787,8961,1162,1120,3937,1205,200,619,360,20355,2653,6805,2218,1298,3238,1516,819,1648,312,20505,1171,5427,1382,549,1359,932,69,249,99,11229,788,1672,997,606,1187,593,99,607,74,6623
RA11,878,1882,472,230,223,140,105,208,59,4209,745,1427,860,175,300,273,156,371,66,4374,8164,5892,30724,1885,2087,2124,8563,5860,961,66265,5478,966,15479,636,547,705,2200,3183,344,29537,3086,1429,2929,348,410,542,1102,2131,179,12157,889,6513,383,1773,204,165,238,341,107,10610,1451,6116,459,666,249,171,309,254,65,9740,7166,5255,1374,1183,2610,2929,1412,1396,342,23661,1822,4173,603,4720,770,478,481,744,193,13994,529,1480,647,313,193,297,189,341,54,4050,1254,161,4382,632,258,565,1014,1300,93,9657,33,35,34,21,14,30,38,77,8,288,438,369,480,242,147,111,425,289,110,2619,903,402,1783,408,229,517,1188,1376,882,7681,32842,36095,60616,13231,8239,9037,17415,17879,3486,198843,534,1585,548,324,554,207,26,152,50,3976,172,326,107,101,428,118,15,108,23,1394,331,501,487,245,415,263,258,451,32,2978,175,441,254,89,230,128,22,45,18,1403,688,826,592,431,723,367,83,601,41,4352
RA12,251,375,97,41,40,27,39,80,7,956,131,169,162,34,43,39,35,73,9,702,3196,986,8466,370,452,515,2669,2028,294,18974,1616,143,3145,163,118,168,604,916,110,6991,3824,640,816,101,153,209,554,1077,100,7471,239,1128,70,414,33,27,51,96,26,2082,465,1410,101,135,40,32,94,87,16,2372,1814,843,268,208,410,648,320,387,54,4964,516,731,132,1061,152,89,113,201,51,3049,122,212,126,48,27,25,37,75,13,682,387,42,954,148,49,149,294,439,29,2495,20,4,11,4,0,7,11,30,7,96,160,69,104,44,37,19,127,124,30,708,653,104,568,116,76,166,549,658,291,3184,13397,6867,15015,2900,1623,2127,5490,6273,1042,54735,189,285,121,69,141,34,12,57,10,914,50,45,23,38,106,28,9,36,8,336,145,92,107,46,123,52,45,135,10,747,42,71,49,19,50,23,6,19,0,292,590,356,232,160,374,133,51,328,29,2254
RA13,17,22,4,3,0,0,3,3,0,53,0,3,7,0,0,0,0,9,0,25,263,63,504,19,12,15,178,123,19,1197,99,8,109,7,6,3,40,44,3,313,471,26,50,5,14,8,52,74,13,713,10,64,0,25,3,0,6,5,0,120,23,99,6,4,3,0,12,4,0,155,143,17,15,19,16,19,24,12,0,261,32,30,4,90,4,3,6,12,0,183,4,0,7,0,0,3,0,5,0,20,22,0,44,3,3,3,29,20,4,129,0,0,0,0,0,0,0,0,0,9,7,3,8,3,0,0,8,6,7,37,55,5,36,10,5,7,40,59,17,243,1160,340,778,190,61,65,396,385,64,3445,9,23,3,6,4,3,0,0,0,50,3,0,0,0,9,0,0,3,0,18,8,6,14,0,3,5,0,3,0,47,3,3,0,0,0,0,0,0,0,9,77,30,14,7,35,4,4,28,0,198
RA14,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,50,5,64,8,5,3,18,32,3,184,15,4,13,3,3,0,8,13,0,53,54,3,8,0,0,0,7,24,3,92,5,6,0,3,0,0,0,0,0,17,3,19,3,3,0,0,0,0,0,28,25,4,3,0,3,3,0,3,0,46,6,7,0,34,0,0,0,0,0,51,0,0,0,0,3,0,0,3,0,12,3,0,16,5,0,0,0,5,0,25,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,3,0,5,14,3,4,3,0,0,4,13,9,47,180,48,112,63,19,15,41,89,16,580,0,3,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,13,3,0,3,4,0,0,12,0,35
RA15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,0,13,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,13,0,0,0,7,6,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RA19,4,13,7,7,3,0,3,5,0,42,9,21,6,0,3,3,6,4,0,61,26,43,118,5,6,11,57,49,9,317,18,9,80,7,5,5,13,20,0,162,3,6,10,3,0,0,5,8,0,34,7,44,3,11,0,0,3,5,0,77,3,15,5,3,0,0,5,4,0,33,32,55,6,18,21,19,10,26,3,190,11,37,3,26,9,6,10,12,0,111,6,25,3,13,3,0,4,0,0,54,6,3,33,8,0,3,4,11,0,64,0,3,0,3,0,0,0,0,0,10,0,0,3,3,4,0,3,4,0,23,4,3,16,13,0,0,11,16,18,76,126,273,286,117,60,59,131,167,36,1251,0,9,4,9,0,3,0,3,0,30,0,9,3,0,0,0,0,0,0,19,0,10,3,3,0,3,0,3,0,33,0,0,8,0,0,0,0,0,0,9,0,0,8,3,0,3,0,4,0,20
