RA_CODE_2016,M_Tot_0,M_Tot_1_15,M_Tot_16_24,M_Tot_25_34,M_Tot_35_39,M_Tot_40,M_Tot_41_48,M_Tot_49over,M_Tot_hours_NS,M_Tot_Tot,F_AgriForestFish_0,F_AgriForestFish_1_15,F_AgriForestFish_16_24,F_AgriForestFish_25_34,F_AgriForestFish_35_39,F_AgriForestFish_40,F_AgriForestFish_41_48,F_AgriForestFish_49over,F_AgriForestFish_hours_NS,F_AgriForestFish_Tot,F_Min_0,F_Min_1_15,F_Min_16_24,F_Min_25_34,F_Min_35_39,F_Min_40,F_Min_41_48,F_Min_49over,F_Min_hours_NS,F_Min_Tot,F_Mnfg_0,F_Mnfg_1_15,F_Mnfg_16_24,F_Mnfg_25_34,F_Mnfg_35_39,F_Mnfg_40,F_Mnfg_41_48,F_Mnfg_49over,F_Mnfg_hours_NS,F_Mnfg_Tot,F_EGW_WS_0,F_EGW_WS_1_15,F_EGW_WS_16_24,F_EGW_WS_25_34,F_EGW_WS_35_39,F_EGW_WS_40,F_EGW_WS_41_48,F_EGW_WS_49over,F_EGW_WS_hours_NS,F_EGW_WS_Tot,F_Cnstn_0,F_Cnstn_1_15,F_Cnstn_16_24,F_Cnstn_25_34,F_Cnstn_35_39,F_Cnstn_40,F_Cnstn_41_48,F_Cnstn_49over,F_Cnstn_hours_NS,F_Cnstn_Tot,F_WTrade_0,F_WTrade_1_15,F_WTrade_16_24,F_WTrade_25_34,F_WTrade_35_39,F_WTrade_40,F_WTrade_41_48,F_WTrade_49over,F_WTrade_hours_NS,F_WTrade_Tot,F_RTrade_0,F_RTrade_1_15,F_RTrade_16_24,F_RTrade_25_34,F_RTrade_35_39,F_RTrade_40,F_RTrade_41_48,F_RTrade_49over,F_RTrade_hours_NS,F_RTrade_Tot,F_AccomFoodS_0,F_AccomFoodS_1_15,F_AccomFoodS_16_24,F_AccomFoodS_25_34,F_AccomFoodS_35_39,F_AccomFoodS_40,F_AccomFoodS_41_48,F_AccomFoodS_49over,F_AccomFoodS_hours_NS,F_AccomFoodS_Tot,F_TransPostWhse_0,F_TransPostWhse_1_15,F_TransPostWhse_16_24,F_TransPostWhse_25_34,F_TransPostWhse_35_39,F_TransPostWhse_40,F_TransPostWhse_41_48,F_TransPostWhse_49over,F_TransPostWhse_hours_NS,F_TransPostWhse_Tot,F_InfoMedTelecom_0,F_InfoMedTelecom_1_15,F_InfoMedTelecom_16_24,F_InfoMedTelecom_25_34,F_InfoMedTelecom_35_39,F_InfoMedTelecom_40,F_InfoMedTelecom_41_48,F_InfoMedTelecom_49over,F_InfoMedTelecom_hours_NS,F_InfoMedTelecom_Tot,F_FinInsurS_0,F_FinInsurS_1_15,F_FinInsurS_16_24,F_FinInsurS_25_34,F_FinInsurS_35_39,F_FinInsurS_40,F_FinInsurS_41_48,F_FinInsurS_49over,F_FinInsurS_hours_NS,F_FinInsurS_Tot,F_RentHirREserv_0,F_RentHirREserv_1_15,F_RentHirREserv_16_24,F_RentHirREserv_25_34,F_RentHirREserv_35_39,F_RentHirREserv_40,F_RentHirREserv_41_48,F_RentHirREserv_49over,F_RentHirREserv_hours_NS,F_RentHirREserv_Tot,F_ProScieTechServ_0,F_ProScieTechServ_1_15,F_ProScieTechServ_16_24,F_ProScieTechServ_25_34,F_ProScieTechServ_35_39,F_ProScieTechServ_40,F_ProScieTechServ_41_48,F_ProScieTechServ_49over,F_ProScieTechServ_hours_NS,F_ProScieTechServ_Tot,F_AdminSupServ_0,F_AdminSupServ_1_15,F_AdminSupServ_16_24,F_AdminSupServ_25_34,F_AdminSupServ_35_39,F_AdminSupServ_40,F_AdminSupServ_41_48,F_AdminSupServ_49over,F_AdminSupServ_hours_NS,F_AdminSupServ_Tot,F_PubAdmiSafety_0,F_PubAdmiSafety_1_15,F_PubAdmiSafety_16_24,F_PubAdmiSafety_25_34,F_PubAdmiSafety_35_39,F_PubAdmiSafety_40,F_PubAdmiSafety_41_48,F_PubAdmiSafety_49over,F_PubAdmiSafety_hours_NS,F_PubAdmiSafety_Tot,F_EducTrain_0,F_EducTrain_1_15,F_EducTrain_16_24,F_EducTrain_25_34,F_EducTrain_35_39,F_EducTrain_40,F_EducTrain_41_48,F_EducTrain_49over,F_EducTrain_hours_NS,F_EducTrain_Tot,F_HealthCareSocA_0,F_HealthCareSocA_1_15,F_HealthCareSocA_16_24,F_HealthCareSocA_25_34,F_HealthCareSocA_35_39,F_HealthCareSocA_40,F_HealthCareSocA_41_48,F_HealthCareSocA_49over,F_HealthCareSocA_hours_NS,F_HealthCareSocA_Tot,F_ArtRecServ_0,F_ArtRecServ_1_15,F_ArtRecServ_16_24,F_ArtRecServ_25_34,F_ArtRecServ_35_39,F_ArtRecServ_40,F_ArtRecServ_41_48,F_ArtRecServ_49over,F_ArtRecServ_hours_NS,F_ArtRecServ_Tot,F_OthServ_0,F_OthServ_1_15,F_OthServ_16_24,F_OthServ_25_34,F_OthServ_35_39,F_OthServ_40,F_OthServ_41_48,F_OthServ_49over,F_OthServ_hours_NS,F_OthServ_Tot
RA10,29682,98562,92504,88962,263277,338821,157314,273681,29120,1371927,118,632,593,675,626,564,218,409,71,3909,83,92,151,152,339,429,190,298,11,1757,1332,4465,4824,4813,12876,9542,3824,3992,332,45999,207,178,387,473,1447,1263,434,406,26,4828,787,4215,4211,3709,4709,6399,1934,2569,276,28810,991,2227,3140,3350,8770,8183,3060,3274,181,33177,4769,31703,24545,21142,23356,14582,6599,7384,1504,135577,2758,27048,18630,12758,10520,7650,3988,5645,1255,90250,1342,2476,3370,3953,7523,6295,2465,2397,333,30152,1016,2055,2236,2271,5529,6477,2905,3859,156,26506,3846,2999,6698,7860,18191,19450,6870,8164,531,74610,739,2425,2657,2466,4824,5558,2224,2587,174,23656,3695,10867,12509,12058,19057,24051,10020,13615,603,106482,1496,7943,8041,6429,9033,8037,2957,3373,532,47843,4092,3637,6630,7384,22269,12690,6028,4786,502,68020,5908,23353,21230,20751,25456,22459,11152,17820,1208,149343,10694,25508,43446,43906,48375,41728,12209,14931,2374,243171,765,4930,2891,2668,2474,2713,1146,1612,197,19401,1310,8264,6960,6263,8466,6280,2870,2795,527,43741
RA11,9596,24651,18618,24245,57220,61709,35179,66011,6725,303958,309,1337,1075,1104,861,1014,403,1375,132,7622,105,84,89,148,190,210,260,379,13,1477,337,1426,1170,1381,1871,1528,643,680,104,9131,52,63,132,189,465,320,84,92,7,1403,230,1307,974,1017,1001,1059,403,520,62,6568,108,425,461,556,710,649,317,312,32,3580,1687,9614,6675,6727,6009,2704,1712,1901,451,37480,1066,9875,4685,4624,2905,1885,1103,2127,422,28695,210,772,756,807,937,688,317,498,58,5039,107,343,280,305,636,329,182,192,18,2394,336,430,823,1008,1674,1039,398,430,34,6179,165,525,546,612,1292,874,397,503,38,4962,492,2155,1974,2394,2853,1888,832,1200,85,13870,389,2842,1793,1601,1706,1222,383,600,154,10683,1251,934,1867,2192,6258,2853,1514,1285,124,18273,1736,5140,5420,6583,6685,5098,2993,4813,324,38798,3562,6619,12187,15222,12620,9281,2906,3692,602,66697,178,1045,516,563,452,328,158,295,57,3598,322,2206,1680,1722,1794,1166,620,666,120,10298
RA12,3174,6659,5290,6769,15412,17229,10018,26132,2538,93223,348,1258,976,1191,646,1328,461,2318,205,8731,28,22,22,49,40,49,91,172,10,480,116,376,334,413,701,558,244,253,38,3027,10,25,34,36,90,48,18,24,0,280,62,258,178,201,180,202,74,118,19,1295,36,132,141,165,215,179,111,93,4,1077,446,2357,1625,1902,1568,707,529,619,130,9894,288,2439,1189,1241,688,438,322,860,133,7604,54,313,296,241,222,197,88,161,26,1593,26,90,63,69,133,50,36,45,6,515,120,138,198,263,353,230,92,92,16,1502,36,122,119,141,250,130,67,106,12,977,145,487,513,594,742,450,205,298,35,3463,115,765,535,544,433,305,97,195,47,3038,271,275,427,579,1541,494,262,259,44,4147,455,1450,1634,2046,1696,1411,866,1489,122,11164,968,1644,2920,3849,2995,2488,724,1076,221,16885,49,201,99,124,137,91,52,98,13,867,90,511,390,395,447,298,154,189,39,2529
RA13,209,314,241,383,801,1094,667,2780,233,6723,32,103,95,109,68,182,58,426,24,1095,12,9,4,6,8,19,25,61,0,144,0,11,7,8,17,10,4,13,0,71,0,0,0,0,4,0,0,3,0,14,0,14,8,13,6,10,3,0,0,57,3,3,6,9,18,7,6,12,0,68,11,110,84,103,76,56,30,30,5,501,11,107,74,73,38,35,15,61,12,430,3,18,22,22,13,11,10,13,3,112,0,5,7,10,3,0,4,3,0,36,8,12,12,18,10,9,3,0,3,81,0,3,3,0,8,10,0,4,0,32,4,22,17,33,27,17,10,20,4,153,15,40,30,21,22,24,12,18,0,186,20,26,27,38,131,37,26,16,4,325,56,99,107,170,134,119,57,162,13,901,65,62,149,170,191,166,38,78,19,937,0,10,0,8,5,7,0,7,0,34,11,17,20,12,21,14,11,10,0,115
RA14,27,46,38,77,137,208,87,456,43,1121,5,7,8,9,22,30,8,106,3,200,0,0,0,0,3,0,3,3,0,9,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,3,0,3,0,0,0,0,10,0,0,0,0,0,0,0,3,0,5,0,9,6,3,9,9,0,11,3,49,5,25,16,8,9,7,4,26,3,106,3,0,0,0,0,3,3,3,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,3,3,0,0,3,0,5,0,16,0,7,9,3,6,5,3,5,0,36,7,3,11,11,31,9,0,8,0,84,4,15,24,32,29,16,7,39,3,165,7,8,13,9,26,45,9,6,3,125,0,0,0,0,5,0,0,0,0,4,0,0,7,7,7,4,0,0,0,20
RA15,20,0,3,3,11,8,3,7,5,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,4,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,3,3,3,4,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3
RA19,85,152,190,184,356,428,187,348,103,2042,0,3,8,9,18,9,5,5,3,64,0,0,0,0,0,0,0,4,0,7,0,3,10,4,13,9,4,3,0,41,0,0,0,0,0,0,0,0,0,3,0,6,3,4,4,4,3,3,0,27,0,3,3,3,5,0,0,0,0,23,3,12,23,18,18,23,4,4,0,108,4,30,41,39,30,20,15,23,4,196,0,3,3,6,5,3,0,0,0,23,0,0,3,0,3,10,4,3,0,27,0,3,4,0,9,11,3,6,0,44,0,0,6,0,3,8,3,0,0,20,4,8,14,8,20,18,7,10,0,84,4,14,5,14,16,7,3,6,0,72,10,3,4,4,22,12,11,16,0,74,9,23,17,19,26,14,6,6,3,124,13,19,32,41,30,37,12,10,0,186,3,9,4,4,10,6,6,4,0,49,3,7,3,5,11,3,3,7,0,42
