RA_CODE_2016,F_Tot_LF_15_19,F_Tot_LF_20_24,F_Tot_LF_25_34,F_Tot_LF_35_44,F_Tot_LF_45_54,F_Tot_LF_55_64,F_Tot_LF_65_74,F_Tot_LF_75_84,F_Tot_LF_85ov,F_Tot_LF_Tot,F_Not_in_LF_15_19,F_Not_in_LF_20_24,F_Not_in_LF_25_34,F_Not_in_LF_35_44,F_Not_in_LF_45_54,F_Not_in_LF_55_64,F_Not_in_LF_65_74,F_Not_in_LF_75_84,F_Not_in_LF_85ov,F_Not_in_LF_Tot,F_LFS_NS_15_19,F_LFS_NS_20_24,F_LFS_NS_25_34,F_LFS_NS_35_44,F_LFS_NS_45_54,F_LFS_NS_55_64,F_LFS_NS_65_74,F_LFS_NS_75_84,F_LFS_NS_85ov,F_LFS_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Emp_FullT_15_19,P_Emp_FullT_20_24,P_Emp_FullT_25_34,P_Emp_FullT_35_44,P_Emp_FullT_45_54,P_Emp_FullT_55_64,P_Emp_FullT_65_74,P_Emp_FullT_75_84,P_Emp_FullT_85ov,P_Emp_FullT_Tot,P_Emp_PartT_15_19,P_Emp_PartT_20_24,P_Emp_PartT_25_34,P_Emp_PartT_35_44,P_Emp_PartT_45_54,P_Emp_PartT_55_64,P_Emp_PartT_65_74,P_Emp_PartT_75_84,P_Emp_PartT_85ov,P_Emp_PartT_Tot,P_Emp_awy_f_wrk_15_19,P_Emp_awy_f_wrk_20_24,P_Emp_awy_f_wrk_25_34,P_Emp_awy_f_wrk_35_44,P_Emp_awy_f_wrk_45_54,P_Emp_awy_f_wrk_55_64,P_Emp_awy_f_wrk_65_74,P_Emp_awy_f_wrk_75_84,P_Emp_awy_f_wrk_85ov,P_Emp_awy_f_wrk_Tot,P_Hours_wkd_NS_15_19,P_Hours_wkd_NS_20_24,P_Hours_wkd_NS_25_34,P_Hours_wkd_NS_35_44,P_Hours_wkd_NS_45_54,P_Hours_wkd_NS_55_64,P_Hours_wkd_NS_65_74,P_Hours_wkd_NS_75_84,P_Hours_wkd_NS_85ov,P_Hours_wkd_NS_Tot,P_Tot_Emp_15_19,P_Tot_Emp_20_24,P_Tot_Emp_25_34,P_Tot_Emp_35_44,P_Tot_Emp_45_54,P_Tot_Emp_55_64,P_Tot_Emp_65_74,P_Tot_Emp_75_84,P_Tot_Emp_85ov,P_Tot_Emp_Tot,P_Unem_look_FTW_15_19,P_Unem_look_FTW_20_24,P_Unem_look_FTW_25_34,P_Unem_look_FTW_35_44,P_Unem_look_FTW_45_54,P_Unem_look_FTW_55_64,P_Unem_look_FTW_65_74,P_Unem_look_FTW_75_84,P_Unem_look_FTW_85ov,P_Unem_look_FTW_Tot,P_Unem_look_PTW_15_19,P_Unem_look_PTW_20_24,P_Unem_look_PTW_25_34,P_Unem_look_PTW_35_44,P_Unem_look_PTW_45_54,P_Unem_look_PTW_55_64,P_Unem_look_PTW_65_74,P_Unem_look_PTW_75_84,P_Unem_look_PTW_85ov,P_Unem_look_PTW_Tot,P_Tot_Unemp_15_19,P_Tot_Unemp_20_24,P_Tot_Unemp_25_34,P_Tot_Unemp_35_44,P_Tot_Unemp_45_54,P_Tot_Unemp_55_64,P_Tot_Unemp_65_74,P_Tot_Unemp_75_84,P_Tot_Unemp_85ov,P_Tot_Unemp_Tot,P_Tot_LF_15_19,P_Tot_LF_20_24,P_Tot_LF_25_34,P_Tot_LF_35_44,P_Tot_LF_45_54,P_Tot_LF_55_64,P_Tot_LF_65_74,P_Tot_LF_75_84,P_Tot_LF_85ov,P_Tot_LF_Tot,P_Not_in_LF_15_19,P_Not_in_LF_20_24,P_Not_in_LF_25_34,P_Not_in_LF_35_44,P_Not_in_LF_45_54,P_Not_in_LF_55_64,P_Not_in_LF_65_74,P_Not_in_LF_75_84,P_Not_in_LF_85ov,P_Not_in_LF_Tot,P_LFS_NS_15_19,P_LFS_NS_20_24,P_LFS_NS_25_34,P_LFS_NS_35_44,P_LFS_NS_45_54,P_LFS_NS_55_64,P_LFS_NS_65_74,P_LFS_NS_75_84,P_LFS_NS_85ov,P_LFS_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
RA10,73505,135664,322422,292535,270953,174082,35838,3214,491,1308700,82339,46875,91613,86496,80750,127861,181465,121784,63144,882328,6742,11277,27768,20456,17925,16292,14281,11903,10723,137366,162588,193813,441807,399488,369632,318235,231582,136904,74350,2328398,22929,123053,458348,420227,379394,228648,37297,2445,359,1672702,84527,112289,148490,152634,138615,111641,43455,5979,627,798261,4436,6359,23279,16524,11087,11434,3570,460,78,77227,3234,6908,13294,9849,8815,5507,1723,529,201,50070,115131,248612,643410,599233,537918,357234,86044,9414,1266,2598257,6751,14266,23642,17838,16809,11412,859,101,37,91712,20840,16224,13928,10742,9113,8152,1647,210,37,80902,27593,30489,37565,28586,25924,19562,2503,318,74,172615,142720,279104,680970,627817,563843,376793,88549,9730,1347,2770870,177101,90182,133706,119126,122556,206393,330206,218526,100051,1497856,14264,23141,56947,42982,37568,32879,27570,20829,15737,271924,334081,392426,871631,789932,723966,616060,446326,249090,117134,4540648
RA11,22329,25835,52687,61767,72430,55298,11644,1323,237,303554,17846,7996,17312,16260,18467,40076,67722,42347,19773,247796,2579,2621,4955,5144,6239,6862,6703,5537,4007,44654,42756,36445,74959,83167,97137,102232,86071,49217,24019,596008,9276,28051,67134,75608,89259,62895,11126,1376,207,344927,25031,17879,30400,37350,41712,40253,14923,2157,268,209972,1532,1657,4983,3586,4043,5054,1571,209,45,22684,1200,1340,1984,2057,2254,1706,786,392,117,11838,37033,48929,104497,118607,137269,109905,28412,4129,646,589423,2800,3854,4658,4113,4365,3411,216,39,10,23465,4167,2107,2389,2234,2153,2399,468,47,11,15980,6971,5959,7048,6344,6518,5805,685,84,24,39445,44002,54889,111547,124951,143783,115712,29098,4221,671,628871,37832,13972,25848,25840,31696,69798,127814,78299,31596,442702,5290,5492,10246,10537,12803,13962,13309,9853,6158,87648,87125,74345,147650,161324,188280,199472,170225,92372,38424,1159221
RA12,5256,6164,13728,16526,21307,17945,4783,870,161,86738,5676,2408,5404,4904,5927,12533,19463,12211,5556,74080,936,816,1741,1898,2502,2813,2578,1985,1249,16512,11870,9379,20880,23326,29736,33289,26819,15065,6967,177331,2841,7797,17964,20542,26877,21895,5989,1161,194,105253,5614,3670,7758,10026,12185,12704,5036,1071,175,58248,407,414,1339,993,1235,1793,640,155,31,7000,434,424,622,667,793,792,423,233,64,4453,9296,12305,27683,32223,41091,37189,12093,2622,470,174964,835,1133,1443,1302,1468,1192,55,15,11,7452,751,485,622,594,637,823,130,15,11,4076,1589,1619,2067,1894,2102,2021,180,33,17,11527,10882,13923,29750,34120,43195,39204,12277,2652,489,186488,12050,3956,7815,7688,10633,22471,37998,23120,8844,134581,1968,1773,3559,3872,5175,5915,5426,3739,1916,33349,24903,19651,41124,45682,59009,67596,55696,29512,11249,354419
RA13,272,441,1203,1137,1311,1053,312,84,14,5821,375,216,427,334,400,552,831,574,267,3982,74,99,218,211,239,206,172,109,50,1377,723,759,1849,1688,1946,1812,1307,775,333,11189,190,623,1697,1553,1912,1579,488,129,15,8179,212,230,546,574,630,592,278,77,12,3153,11,35,115,73,82,108,33,11,6,477,24,33,64,83,67,58,37,18,3,391,432,916,2425,2284,2692,2339,844,239,33,12204,56,78,116,98,103,78,3,0,0,536,49,41,47,42,47,46,10,0,0,281,109,116,167,140,148,121,10,3,0,813,542,1036,2589,2420,2842,2463,853,240,33,13022,769,318,609,532,695,1079,1687,1128,416,7234,176,198,455,414,491,496,387,228,80,2927,1490,1550,3654,3363,4027,4032,2930,1595,533,23182
RA14,42,80,180,188,230,204,64,10,3,989,95,69,129,76,112,109,135,70,40,831,11,16,54,48,63,38,31,15,0,281,147,164,358,308,403,351,228,99,43,2107,26,93,241,262,347,324,109,23,0,1434,27,28,71,84,86,85,42,11,0,433,0,3,17,13,12,8,5,0,0,72,3,3,17,11,13,19,5,4,0,84,56,128,352,377,462,440,167,41,3,2028,10,16,23,25,26,22,0,0,0,115,16,13,18,10,15,10,0,0,0,81,21,32,42,37,40,33,3,0,0,204,77,166,386,406,502,475,173,41,3,2232,185,123,217,148,214,231,291,151,66,1630,29,38,121,92,133,103,75,38,7,645,291,327,733,658,848,804,539,220,72,4502
RA15,9,3,17,13,17,13,11,0,0,72,0,0,0,4,10,32,40,13,5,110,0,0,3,0,8,5,14,8,0,41,7,4,24,14,31,53,60,24,7,220,3,3,16,5,16,6,0,0,0,48,3,0,3,4,4,6,7,0,0,25,0,3,7,8,15,3,6,0,0,43,0,0,0,3,0,3,0,0,0,4,6,3,23,27,30,25,10,0,0,130,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,6,3,23,27,30,25,10,0,0,130,3,3,5,4,12,36,73,24,9,185,0,3,4,0,8,10,20,17,0,63,12,9,32,34,50,74,108,42,10,374
RA19,84,295,554,250,241,194,35,3,0,1646,106,192,265,203,236,400,352,87,35,1876,46,131,271,182,169,131,88,30,14,1063,232,615,1091,629,646,732,477,120,48,4590,53,288,703,408,289,194,38,3,3,1977,49,193,294,165,168,135,40,3,0,1047,6,19,49,19,26,30,8,0,0,148,8,33,44,37,21,15,0,0,0,158,112,528,1094,630,507,376,89,7,4,3331,45,112,204,133,120,82,5,0,0,699,26,48,72,29,25,34,7,3,0,245,68,152,277,169,143,113,11,3,0,941,183,683,1372,797,653,491,96,8,4,4272,221,394,575,437,539,786,852,203,56,4062,114,285,759,662,610,445,240,72,21,3220,517,1358,2703,1900,1798,1722,1196,282,78,11545
