SOS_CODE_2021,M15_19_Managers,M15_19_Professionals,M15_19_TechnicTrades_Wrs,M15_19_CommunPersnlSvc_W,M15_19_ClericalAdminis_W,M15_19_Sales_W,M15_19_Mach_oper_drivers,M15_19_Labourers,M15_19_Occu_ID_NS,M15_19_Tot,M20_24_Managers,M20_24_Professionals,M20_24_TechnicTrades_W,M20_24_CommunPersnlSvc_W,M20_24_ClericalAdminis_W,M20_24_Sales_W,M20_24_Mach_oper_drivers,M20_24_Labourers,M20_24_Occu_ID_NS,M20_24_Tot,M25_34_Managers,M25_34_Professionals,M25_34_TechnicTrades_W,M25_34_CommunPersnlSvc_W,M25_34_ClericalAdminis_W,M25_34_Sales_W,M25_34_Mach_oper_drivers,M25_34_Labourers,M25_34_Occu_ID_NS,M25_34_Tot,M35_44_Managers,M35_44_Professionals,M35_44_TechnicTrades_W,M35_44_CommunPersnlSvc_W,M35_44_ClericalAdminis_W,M35_44_Sales_W,M35_44_Mach_oper_drivers,M35_44_Labourers,M35_44_Occu_ID_NS,M35_44_Tot,M45_54_Managers,M45_54_Professionals,M45_54_TechnicTrades_W,M45_54_CommunPersnlSvc_W,M45_54_ClericalAdminis_W,M45_54_Sales_W,M45_54_Mach_oper_drivers,M45_54_Labourers,M45_54_Occu_ID_NS,M45_54_Tot,M55_64_Managers,M55_64_Professionals,M55_64_TechnicTrades_W,M55_64_CommunPersnlSvc_W,M55_64_ClericalAdminis_W,M55_64_Sales_W,M55_64_Mach_oper_drivers,M55_64_Labourers,M55_64_Occu_ID_NS,M55_64_Tot,M65_74_Managers,M65_74_Professionals,M65_74_TechnicTrades_W,M65_74_CommunPersnlSvc_W,M65_74_ClericalAdminis_W,M65_74_Sales_W,M65_74_Mach_oper_drivers,M65_74_Labourers,M65_74_Occu_ID_NS,M65_74_Tot,M75_84_Managers,M75_84_Professionals,M75_84_TechnicTrades_W,M75_84_CommunPersnlSvc_W,M75_84_ClericalAdminis_W,M75_84_Sales_W,M75_84_Mach_oper_drivers,M75_84_Labourers,M75_84_Occu_ID_NS,M75_84_Tot,M85_ov_Managers,M85_ov_Professionals,M85_ov_TechnicTrades_W,M85_ov_CommunPersnlSvc_W,M85_ov_ClericalAdminis_W,M85_ov_Sales_W,M85_ov_Mach_oper_drivers,M85_ov_Labourers,M85_ov_Occu_ID_NS,M85_ov_Tot,M_Tot_Managers,M_Tot_Professionals,M_Tot_TechnicTrades_W,M_Tot_CommunPersnlSvc_W,M_Tot_ClericalAdminis_W,M_Tot_Sales_W,M_Tot_Mach_oper_drivers,M_Tot_Labourers,M_Tot_Occu_ID_NS,M_Tot_Tot,F15_19_Managers,F15_19_Professionals,F15_19_TechnicTrades_Wrs,F15_19_CommunPersnlSvc_W,F15_19_ClericalAdminis_W,F15_19_Sales_W,F15_19_Mach_oper_drivers,F15_19_Labourers,F15_19_Occu_ID_NS,F15_19_Tot,F20_24_Managers,F20_24_Professionals,F20_24_TechnicTrades_W,F20_24_CommunPersnlSvc_W,F20_24_ClericalAdminis_W,F20_24_Sales_W,F20_24_Mach_oper_drivers,F20_24_Labourers,F20_24_Occu_ID_NS,F20_24_Tot,F25_34_Managers,F25_34_Professionals,F25_34_TechnicTrades_W,F25_34_CommunPersnlSvc_W,F25_34_ClericalAdminis_W,F25_34_Sales_W,F25_34_Mach_oper_drivers,F25_34_Labourers,F25_34_Occu_ID_NS,F25_34_Tot,F35_44_Managers,F35_44_Professionals,F35_44_TechnicTrades_W,F35_44_CommunPersnlSvc_W,F35_44_ClericalAdminis_W,F35_44_Sales_W,F35_44_Mach_oper_drivers,F35_44_Labourers,F35_44_Occu_ID_NS,F35_44_Tot,F45_54_Managers,F45_54_Professionals,F45_54_TechnicTrades_W,F45_54_CommunPersnlSvc_W,F45_54_ClericalAdminis_W,F45_54_Sales_W,F45_54_Mach_oper_drivers,F45_54_Labourers,F45_54_Occu_ID_NS,F45_54_Tot,F55_64_Managers,F55_64_Professionals,F55_64_TechnicTrades_W,F55_64_CommunPersnlSvc_W,F55_64_ClericalAdminis_W,F55_64_Sales_W,F55_64_Mach_oper_drivers,F55_64_Labourers,F55_64_Occu_ID_NS,F55_64_Tot,F65_74_Managers,F65_74_Professionals,F65_74_TechnicTrades_W,F65_74_CommunPersnlSvc_W,F65_74_ClericalAdminis_W,F65_74_Sales_W,F65_74_Mach_oper_drivers,F65_74_Labourers,F65_74_Occu_ID_NS,F65_74_Tot,F75_84_Managers,F75_84_Professionals,F75_84_TechnicTrades_W,F75_84_CommunPersnlSvc_W,F75_84_ClericalAdminis_W,F75_84_Sales_W,F75_84_Mach_oper_drivers,F75_84_Labourers,F75_84_Occu_ID_NS,F75_84_Tot,F85ov_Managers,F85ov_Professionals,F85ov_TechnicTrades_W,F85ov_CommunPersnlSvc_W,F85ov_ClericalAdminis_W,F85ov_Sales_W,F85ov_Mach_oper_drivers,F85ov_Labourers,F85ov_Occu_ID_NS,F85ov_Tot,F_Tot_Managers,F_Tot_Professionals,F_Tot_TechnicTrades_W,F_Tot_CommunPersnlSvc_W,F_Tot_ClericalAdminis_W,F_Tot_Sales_W,F_Tot_Mach_oper_drivers,F_Tot_Labourers,F_Tot_Occu_ID_NS,F_Tot_Tot
SOS10,922,2307,12437,5239,1968,11830,3709,15559,918,54892,5934,20523,28527,13686,9882,15314,10847,17078,2809,124604,40050,101202,63253,21068,24501,20009,26957,26594,7597,331234,70299,102826,51401,15355,24254,15676,26361,19256,6911,332341,63946,68632,42821,12741,19679,12667,27482,19447,5450,272866,39718,44640,32328,9140,14725,9657,25612,18156,3552,197532,10493,16657,7669,2522,4492,3281,6477,5323,1143,58066,1801,2869,712,247,575,575,495,586,395,8247,180,213,42,8,45,47,11,34,116,705,233356,359859,239195,80011,100108,89071,127954,122039,28890,1380487,869,3266,1914,13837,4738,25319,1142,6404,816,58300,6073,28503,5743,30573,21471,20806,2579,6254,2129,124134,36469,131900,13110,42120,53086,22216,4709,11156,5914,320679,49401,111909,10533,32855,60555,18110,3972,10411,5439,303188,40983,78471,8798,32580,61973,17722,4460,13215,3855,262055,20467,47228,5968,23769,47939,13345,3696,12915,2380,177709,4123,12584,1301,4750,13146,3194,708,2933,788,43521,446,1136,109,297,1422,350,42,219,276,4284,49,48,11,16,72,35,0,8,96,340,158874,415042,47480,180790,264390,121107,21311,63510,21700,1294204
SOS11,416,228,6011,1641,357,4719,1141,6951,413,21879,1327,1681,10755,3022,926,2898,2638,5857,565,29663,6756,9621,22675,5982,2663,3872,8295,10456,1421,71740,10467,10956,16947,5043,2966,3074,8744,8109,1399,67707,11205,10097,14171,5094,3348,3184,9778,8084,1314,66275,9186,8291,11512,3882,3312,3083,10021,7937,1087,58316,3328,3555,2954,1024,1086,1233,2989,2351,383,18901,776,553,311,81,162,200,342,297,186,2901,96,38,18,9,6,25,18,10,77,306,43558,45008,85349,25764,14842,22286,43965,50050,6858,337677,288,455,977,6219,1263,9582,249,3138,377,22554,1244,3798,1861,9538,3948,4855,495,2459,434,28621,5565,19997,4097,15095,11321,6437,1075,5123,992,69691,7652,19268,3313,12676,12824,5462,901,5023,1012,68140,8130,16761,3016,13068,15264,5978,950,5867,967,69991,5548,12925,2152,11087,13865,5515,809,6003,679,58586,1466,3568,519,2226,3759,1436,202,1365,272,14822,254,223,35,136,375,113,22,125,179,1463,17,6,3,0,29,3,0,8,59,121,30177,77003,15966,70052,62633,39389,4706,29105,4968,334002
SOS12,28,19,565,141,36,374,104,638,62,1974,111,97,968,227,59,207,217,473,49,2410,517,585,1825,381,175,220,651,792,116,5247,1017,853,1661,408,233,232,796,688,122,6013,1259,922,1655,488,307,272,1061,891,175,7026,1102,877,1444,434,313,301,1199,983,140,6788,439,370,379,105,116,113,373,273,59,2232,121,72,31,0,14,17,38,21,19,343,12,0,0,5,0,0,0,4,3,29,4604,3787,8534,2189,1264,1744,4437,4758,748,32064,32,35,93,560,111,781,25,300,41,1981,76,238,165,723,303,349,30,185,36,2106,450,1375,314,1011,872,433,75,349,93,4971,760,1701,307,1035,1251,385,76,413,94,6027,883,1708,351,1319,1671,579,106,537,102,7250,687,1476,257,1244,1394,587,98,624,87,6447,196,401,55,249,396,150,25,117,30,1633,31,24,6,10,49,14,4,17,10,172,4,4,0,0,0,0,0,0,8,19,3119,6972,1553,6153,6058,3275,434,2543,502,30608
SOS13,341,120,3085,723,132,1438,556,2720,212,9329,808,612,3828,807,307,689,977,1990,203,10216,3573,1931,5858,913,484,679,2296,3021,389,19144,6664,2839,5675,1045,678,757,3006,2564,539,23766,9727,4056,6271,1387,1155,1149,4366,3231,650,31999,10518,3796,5492,1247,1126,1113,4337,3507,593,31720,6663,1806,1452,297,427,455,1397,1240,318,14053,2330,307,134,25,54,85,144,250,180,3509,360,14,19,0,3,4,3,26,43,473,40976,15481,31817,6453,4361,6364,17092,18546,3125,144209,167,192,546,2233,556,3020,116,1435,187,8450,420,1072,718,2368,1340,1242,208,991,147,8498,1943,4847,1257,2769,3381,1316,336,1390,289,17524,3872,6656,1201,3026,5228,1398,333,1385,378,23479,5890,7589,1376,4305,7412,2100,479,1971,498,31621,5447,6218,1029,3586,6557,1875,428,2079,428,27648,3102,1769,265,694,1985,470,115,595,237,9232,951,132,31,38,251,52,11,138,150,1744,113,6,4,0,7,7,3,13,24,185,21910,28481,6415,19018,26713,11484,2038,9995,2330,128384
SOS17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS19,0,0,8,9,0,14,0,20,0,57,4,9,25,19,3,18,12,32,4,128,27,94,79,33,11,15,69,97,11,435,38,45,57,24,14,7,55,33,12,295,21,47,30,19,15,11,36,40,5,228,33,29,35,13,11,6,32,22,10,187,7,14,7,0,0,4,9,3,4,52,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,133,236,241,122,63,69,216,254,55,1388,4,0,3,21,3,26,0,5,0,66,4,16,6,30,9,19,11,19,0,122,29,94,15,60,41,25,18,87,3,369,25,56,6,33,24,11,0,24,6,195,26,37,3,41,38,10,4,19,8,189,21,40,4,21,44,7,4,16,3,156,0,12,0,4,7,0,0,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,264,47,216,168,104,35,165,22,1128
