SOS_CODE_2021,NegNil_inc_Emp_WFT,NegNil_inc_Emp_WPT,NegNil_inc_Emp_AW,NegNil_inc_E_T,NegNil_inc_UnE_lfw_FTW,NegNil_inc_UnE_lfw_PTW,NegNil_inc_UnE_lfw_Tot,NegNil_inc_T_LF,NegNil_inc_Notin_LF,NegNil_inc_LF_sta_NS,NegNil_inc_Tot,I_1_149_Emp_WFT,I_1_149_Emp_WPT,I_1_149_Emp_AW,I_1_149_E_T,I_1_149_UnE_lfw_FTW,I_1_149_UnE_lfw_PTW,I_1_149_UnE_lfw_Tot,I_1_149_T_LF,I_1_149_Notin_LF,I_1_149_LF_sta_NS,I_1_149_Tot,I_150_299_Emp_WFT,I_150_299_Emp_WPT,I_150_299_Emp_AW,I_150_299_E_T,I_150_299_UnE_lfw_FTW,I_150_299_UnE_lfw_PTW,I_150_299_UnE_lfw_Tot,I_150_299_T_LF,I_150_299_Notin_LF,I_150_299_LF_sta_NS,I_150_299_Tot,I_300_399_Emp_WFT,I_300_399_Emp_WPT,I_300_399_Emp_AW,I_300_399_E_T,I_300_399_UnE_lfw_FTW,I_300_399_UnE_lfw_PTW,I_300_399_UnE_lfw_Tot,I_300_399_T_LF,I_300_399_Notin_LF,I_300_399_LF_sta_NS,I_300_399_Tot,I_400_499_Emp_WFT,I_400_499_Emp_WPT,I_400_499_Emp_AW,I_400_499_E_T,I_400_499_UnE_lfw_FTW,I_400_499_UnE_lfw_PTW,I_400_499_UnE_lfw_Tot,I_400_499_T_LF,I_400_499_Notin_LF,I_400_499_LF_sta_NS,I_400_499_Tot,I_500_649_Emp_WFT,I_500_649_Emp_WPT,I_500_649_Emp_AW,I_500_649_E_T,I_500_649_UnE_lfw_FTW,I_500_649_UnE_lfw_PTW,I_500_649_UnE_lfw_Tot,I_500_649_T_LF,I_500_649_Notin_LF,I_500_649_LF_sta_NS,I_500_649_Tot,I_650_799_Emp_WFT,I_650_799_Emp_WPT,I_650_799_Emp_AW,I_650_799_E_T,I_650_799_UnE_lfw_FTW,I_650_799_UnE_lfw_PTW,I_650_799_UnE_lfw_Tot,I_650_799_T_LF,I_650_799_Notin_LF,I_650_799_LF_sta_NS,I_650_799_Tot,I_800_999_Emp_WFT,I_800_999_Emp_WPT,I_800_999_Emp_AW,I_800_999_E_T,I_800_999_UnE_lfw_FTW,I_800_999_UnE_lfw_PTW,I_800_999_UnE_lfw_Tot,I_800_999_T_LF,I_800_999_Notin_LF,I_800_999_LF_sta_NS,I_800_999_Tot,I_1000_1249_Emp_WFT,I_1000_1249_Emp_WPT,I_1000_1249_Emp_AW,I_1000_1249_E_T,I_1000_1249_UnE_lfw_FTW,I_1000_1249_UnE_lfw_PTW,I_1000_1249_UnE_lfw_Tot,I_1000_1249_T_LF,I_1000_1249_Notin_LF,I_1000_1249_LF_sta_NS,I_1000_1249_Tot,I_1250_1499_Emp_WFT,I_1250_1499_Emp_WPT,I_1250_1499_Emp_AW,I_1250_1499_E_T,I_1250_1499_UnE_lfw_FTW,I_1250_1499_UnE_lfw_PTW,I_1250_1499_UnE_lfw_Tot,I_1250_1499_T_LF,I_1250_1499_Notin_LF,I_1250_1499_LF_sta_NS,I_1250_1499_Tot,I_1500_1749_Emp_WFT,I_1500_1749_Emp_WPT,I_1500_1749_Emp_AW,I_1500_1749_E_T,I_1500_1749_UnE_lfw_FTW,I_1500_1749_UnE_lfw_PTW,I_1500_1749_UnE_lfw_Tot,I_1500_1749_T_LF,I_1500_1749_Notin_LF,I_1500_1749_LF_sta_NS,I_1500_1749_Tot,I_1750_1999_Emp_WFT,I_1750_1999_Emp_WPT,I_1750_1999_Emp_AW,I_1750_1999_E_T,I_1750_1999_UnE_lfw_FTW,I_1750_1999_UnE_lfw_PTW,I_1750_1999_UnE_lfw_Tot,I_1750_1999_T_LF,I_1750_1999_Notin_LF,I_1750_1999_LF_sta_NS,I_1750_1999_Tot,I_2000_2499_Emp_WFT,I_2000_2499_Emp_WPT,I_2000_2499_Emp_AW,I_2000_2499_E_T,I_2000_2499_UnE_lfw_FTW,I_2000_2499_UnE_lfw_PTW,I_2000_2499_UnE_lfw_Tot,I_2000_2499_T_LF,I_2000_2499_Notin_LF,I_2000_2499_LF_sta_NS,I_2000_2499_Tot,I_2500_2999_Emp_WFT,I_2500_2999_Emp_WPT,I_2500_2999_Emp_AW,I_2500_2999_E_T,I_2500_2999_UnE_lfw_FTW,I_2500_2999_UnE_lfw_PTW,I_2500_2999_UnE_lfw_Tot,I_2500_2999_T_LF,I_2500_2999_Notin_LF,I_2500_2999_LF_sta_NS,I_2500_2999_Tot,I_3000_3499_Emp_WFT,I_3000_3499_Emp_WPT,I_3000_3499_Emp_AW,I_3000_3499_E_T,I_3000_3499_UnE_lfw_FTW,I_3000_3499_UnE_lfw_PTW,I_3000_3499_UnE_lfw_Tot,I_3000_3499_T_LF,I_3000_3499_Notin_LF,I_3000_3499_LF_sta_NS,I_3000_3499_Tot,I_3500_3999_Emp_WFT,I_3500_3999_Emp_WPT,I_3500_3999_Emp_AW,I_3500_3999_E_T,I_3500_3999_UnE_lfw_FTW,I_3500_3999_UnE_lfw_PTW,I_3500_3999_UnE_lfw_Tot,I_3500_3999_T_LF,I_3500_3999_Notin_LF,I_3500_3999_LF_sta_NS,I_3500_3999_Tot,I_4000more_Emp_WFT,I_4000more_Emp_WPT,I_4000more_Emp_AW,I_4000more_E_T,I_4000more_UnE_lfw_FTW,I_4000more_UnE_lfw_PTW,I_4000more_UnE_lfw_Tot,I_4000more_T_LF,I_4000more_Notin_LF,I_4000more_LF_sta_NS,I_4000more_Tot,Part_inc_sta_Emp_WFT,Part_inc_sta_Emp_WPT,Part_inc_sta_Emp_AW,Part_inc_sta_E_T,Part_inc_sta_UnE_lfw_FTW,Part_inc_sta_UnE_lfw_PTW,Part_inc_sta_UnE_lfw_Tot,Part_inc_sta_T_LF,Part_inc_sta_Notin_LF,Part_inc_sta_LF_sta_NS,Part_inc_sta_Tot,All_inc_NS_Emp_WFT,All_inc_NS_Emp_WPT
SOS10,56,96,102,250,287,191,476,727,5147,61,5935,26,124,38,193,70,51,123,319,1027,10,1362,29,337,138,509,155,157,313,822,2137,19,2975,62,627,228,915,215,246,461,1378,3547,27,4956,114,1067,409,1586,269,328,601,2185,6358,48,8589,352,2484,814,3648,450,551,1000,4654,8862,43,13556,985,3936,1309,6233,413,408,822,7051,9016,62,16132,2496,4726,1340,8557,351,318,671,9229,11898,106,21232,4896,5298,1458,11661,294,260,558,12214,10977,80,23270,6016,4857,1400,12274,293,266,560,12835,9115,64,22011,6248,3416,972,10631,210,133,343,10979,6151,51,17178,6196,2713,848,9755,166,124,287,10044,5003,45,15087,13204,4369,1552,19129,247,143,396,19523,7366,42,26924,5587,2057,769,8411,118,82,198,8616,4112,20,12739,5221,1366,471,7048,85,45,129,7176,1943,17,9138,2121,614,213,2947,36,18,58,3009,1097,5,4108,8035,1557,475,10069,120,45,171,10239,2414,34,12685,4686,2254,1038,7977,239,161,402,8375,4977,564,13919,206,164
SOS11,27,40,30,97,62,43,105,194,769,25,991,7,52,11,75,23,22,44,116,262,0,377,22,170,25,220,72,74,146,365,592,10,967,19,345,72,441,141,134,273,719,1166,14,1897,54,668,111,835,167,223,391,1226,2499,30,3753,243,1834,302,2378,245,318,564,2940,3731,27,6697,717,2622,422,3761,207,245,448,4211,3522,45,7778,1590,2981,377,4950,143,149,290,5242,4718,62,10027,2686,2824,353,5865,102,125,228,6093,3989,35,10117,2755,2045,305,5109,91,94,179,5290,2729,31,8044,2354,1343,220,3916,46,35,83,4003,1531,17,5551,2142,880,165,3191,30,22,54,3237,1059,21,4315,3711,1138,234,5083,43,29,72,5155,1221,12,6386,1410,424,102,1929,28,11,40,1968,521,8,2499,922,233,58,1214,11,8,20,1236,207,11,1447,344,76,26,447,4,4,4,450,110,0,563,695,204,47,946,19,12,33,976,312,16,1305,1681,1183,287,3151,86,69,153,3304,1850,175,5323,86,78
SOS12,5,0,5,11,4,3,7,18,82,0,106,6,3,3,8,0,0,3,10,26,5,40,0,15,4,16,0,5,6,28,50,3,76,6,25,11,41,10,9,22,63,94,3,156,8,47,13,67,13,12,28,94,206,0,301,19,166,20,209,17,26,40,247,275,3,524,48,216,26,290,13,18,31,323,272,3,597,107,211,24,336,7,8,18,358,420,5,776,193,209,22,429,14,13,24,455,310,10,771,162,150,26,343,9,9,9,350,243,4,599,156,88,36,271,5,0,3,279,120,0,395,146,67,15,224,0,0,0,223,96,6,327,259,95,25,382,6,0,5,385,91,0,473,81,35,15,133,0,0,0,133,41,0,175,65,15,0,82,0,0,0,82,18,0,103,28,8,4,40,0,0,0,40,11,0,48,68,15,0,90,0,0,0,97,35,0,131,135,88,30,256,11,7,16,267,180,13,460,10,11
SOS13,19,12,11,37,9,8,15,55,228,3,289,17,21,0,36,0,3,3,41,83,0,122,13,34,15,58,14,4,18,77,148,4,228,27,63,19,113,29,22,50,159,258,3,418,52,151,28,228,28,27,62,288,482,0,770,61,335,71,467,36,57,96,563,626,12,1194,149,417,78,647,29,38,68,719,620,13,1349,290,441,77,809,24,12,42,854,881,20,1747,453,473,67,993,22,16,34,1028,805,14,1842,434,388,57,887,21,18,36,919,578,11,1512,387,212,56,648,10,3,15,665,354,7,1025,410,212,53,676,3,3,8,686,278,4,970,735,281,71,1089,6,6,14,1104,367,10,1479,319,115,31,460,8,4,10,472,180,4,652,255,73,21,349,0,0,0,349,84,0,426,95,34,13,139,0,0,0,139,44,0,180,335,102,33,474,9,0,6,480,108,5,592,481,297,74,858,27,18,42,899,565,51,1511,35,26
SOS17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
