SOS_CODE_2021,M_Ptn_in_RM_0_14,M_Ptn_in_RM_15_24,M_Ptn_in_RM_25_34,M_Ptn_in_RM_35_44,M_Ptn_in_RM_45_54,M_Ptn_in_RM_55_64,M_Ptn_in_RM_65_74,M_Ptn_in_RM_75_84,M_Ptn_in_RM_85ov,M_Ptn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ptn_in_RM_0_14,F_Ptn_in_RM_15_24,F_Ptn_in_RM_25_34,F_Ptn_in_RM_35_44,F_Ptn_in_RM_45_54,F_Ptn_in_RM_55_64,F_Ptn_in_RM_65_74,F_Ptn_in_RM_75_84,F_Ptn_in_RM_85ov,F_Ptn_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
SOS10,..,3617,112837,244870,215461,191325,152050,84495,21943,1026587,..,15031,85127,47857,32726,22010,10629,3553,521,217456,..,386,2198,7381,13295,10131,4846,2923,1984,43148,511334,..,..,..,..,..,..,..,..,511334,..,150313,..,..,..,..,..,..,..,150313,..,102396,80767,26346,16578,7589,1197,43,0,234908,..,15740,16578,6663,6056,7854,6555,3805,2123,65373,..,9875,17588,6917,4843,3621,1647,473,107,45073,..,26668,51224,15235,9971,9456,6428,2418,498,121899,..,8634,34622,33704,34336,39573,33081,20708,9358,214011,5727,7114,7881,5072,4128,3347,2459,1066,404,37190,517069,339779,408828,394033,337383,294906,218886,119478,36932,2667295,..,8819,159679,257955,216947,182812,135910,60391,9701,1032221,..,22210,89186,43863,29776,18475,7889,2109,240,213752,..,3543,20866,42512,54786,34633,16200,11652,7852,192041,483236,..,..,..,..,..,..,..,..,483236,..,154879,..,..,..,..,..,..,..,154879,..,70306,53776,13886,9253,5754,1340,67,0,154387,..,13112,11512,4158,5568,14026,17211,12465,7306,85356,..,9161,12076,3880,2495,2004,960,326,142,31045
SOS11,..,850,23511,41383,42465,48783,54489,34047,8294,253833,..,7444,22462,13252,11185,9034,5485,1958,286,71098,..,221,1362,3161,4505,2996,1540,843,593,15224,136148,..,..,..,..,..,..,..,..,136148,..,25869,..,..,..,..,..,..,..,25869,..,29185,13117,5739,4550,2443,470,11,0,55517,..,3944,2719,1312,1494,1955,1865,959,429,14673,..,2546,2953,1412,1179,823,442,165,33,9556,..,4104,6369,2463,2617,3237,2866,1092,220,22966,..,2811,8031,7873,11491,16895,17158,10692,4397,79341,2184,2524,2400,1791,1609,1475,1448,659,209,14301,138333,79490,82932,78380,81107,87647,85773,50413,14455,698529,..,1652,31543,45191,45479,51910,51705,26209,4004,257693,..,10963,23467,13401,11221,8560,4459,1281,172,73515,..,2722,11830,15850,16104,7983,4176,3309,2437,64402,130172,..,..,..,..,..,..,..,..,130172,..,27466,..,..,..,..,..,..,..,27466,..,18549,6769,2516,1972,1749,457,13,0,32035,..,3145,1548,611,1381,3081,3568,2397,1454,17189,..,2401,1875,685,559,437,250,96,42,6341
SOS12,..,55,1762,3733,4670,5877,6280,3111,584,26068,..,474,1613,1277,1311,1238,775,230,21,6934,..,20,111,244,417,275,164,114,60,1403,12469,..,..,..,..,..,..,..,..,12469,..,2506,..,..,..,..,..,..,..,2506,..,2844,1329,583,469,219,36,0,0,5479,..,307,172,105,129,256,240,120,49,1376,..,202,210,100,110,96,61,24,4,802,..,138,285,149,243,418,345,104,18,1696,..,171,454,498,1011,1902,1912,1057,343,7354,216,242,222,195,193,219,209,90,28,1622,12687,6957,6151,6890,8555,10498,10014,4864,1096,67710,..,118,2377,4253,5294,6269,5708,2206,248,26472,..,706,1805,1313,1301,1253,590,161,18,7141,..,158,783,1127,1239,681,356,275,194,4822,11730,..,..,..,..,..,..,..,..,11730,..,2703,..,..,..,..,..,..,..,2703,..,1864,695,244,203,171,40,0,0,3211,..,246,96,47,80,263,350,296,147,1527,..,205,136,39,65,54,44,9,0,558
SOS13,..,220,6466,15916,23592,27571,24812,11450,1961,111982,..,1348,4974,4094,4720,4663,2796,682,92,23367,..,35,240,742,1240,1090,597,327,219,4495,47896,..,..,..,..,..,..,..,..,47896,..,11392,..,..,..,..,..,..,..,11392,..,12421,5767,2427,1618,887,117,0,0,23231,..,852,544,368,586,862,935,598,302,5044,..,747,851,452,524,530,359,130,25,3626,..,439,734,463,751,1198,1064,373,58,5076,..,586,1357,1691,3230,5957,5964,2822,797,22416,612,992,869,659,753,824,703,285,65,5753,48511,29040,21806,26811,37026,43582,37345,16659,3510,264282,..,444,8925,18748,26041,28492,21850,7761,826,113078,..,2051,5485,4381,5021,4410,1999,398,38,23782,..,322,1725,2586,3065,1870,1065,978,588,12201,44291,..,..,..,..,..,..,..,..,44291,..,12453,..,..,..,..,..,..,..,12453,..,7468,3269,987,749,489,94,12,0,13071,..,670,261,142,311,894,1364,1160,729,5534,..,984,739,310,325,351,225,78,22,3034
SOS17,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SOS19,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,239,260,455,361,287,227,184,54,4,2077,239,260,455,361,287,227,184,54,4,2077,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
