SOS_CODE_2021,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Brazil_0_4,F_Brazil_5_14,F_Brazil_15_24,F_Brazil_25_44,F_Brazil_45_54,F_Brazil_55_64,F_Brazil_65_74,F_Brazil_75_84,F_Brazil_85ov,F_Brazil_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot
SOS10,143,998,872,1805,900,652,635,226,51,6279,117,1089,1555,6675,4417,3065,2291,1021,285,20513,56,433,899,5518,2621,2509,1875,778,243,14924,56,219,381,3404,652,330,497,156,20,5715,92,485,985,5510,1026,539,277,64,16,8988,27,176,221,2226,1635,1702,824,595,97,7512,495,1761,1557,4417,2008,1627,988,484,75,13407,144,1076,2881,11162,9114,9949,5306,1594,586,41829,7,61,104,787,577,620,482,306,90,3033,7,61,326,969,678,425,207,48,11,2745,791,5692,7408,38512,17517,16414,12906,8779,3161,111183,6748,15172,16475,43760,15595,13380,10213,7345,3690,132380,175676,365300,361641,856343,356701,311794,233418,130878,46944,2838701,32,360,762,2959,976,703,359,116,29,6291,153546,289419,250475,418327,192792,159408,123434,74718,38695,1700821,88,641,1044,8581,1600,865,293,47,12,13167,3,20,47,1149,636,962,580,301,94,3800,33,231,582,7632,841,412,180,65,27,10011,22,106,366,2411,1558,1469,988,376,182,7463,58,292,438,2950,1095,794,459,186,45,6312
SOS11,3,45,35,68,79,46,42,12,3,334,25,181,257,778,549,396,349,207,37,2779,10,79,48,390,133,94,70,40,11,872,0,6,27,295,12,7,7,4,0,362,16,136,124,309,94,38,13,4,3,734,5,18,3,59,44,42,24,10,0,220,45,162,166,477,285,314,389,174,25,2042,17,91,103,460,166,77,34,11,0,954,0,12,10,88,105,123,167,147,42,695,3,37,46,193,146,93,64,20,3,616,85,456,540,2699,1229,1300,1482,1222,395,9402,2413,6178,5761,11883,5845,6093,6097,4471,2065,50808,46825,100932,87800,179077,88784,95651,94358,56413,18800,768642,0,6,20,50,21,8,5,5,0,106,41617,87044,74476,148704,77126,84825,80056,49847,23535,667214,8,41,8,323,24,14,5,3,0,436,0,0,0,20,15,24,19,12,7,100,0,14,28,371,46,31,14,4,0,500,0,18,13,126,30,19,11,3,0,215,14,57,69,517,250,193,179,71,21,1365
SOS12,0,5,3,3,0,6,0,0,0,30,0,6,14,46,46,55,34,11,3,217,0,0,0,12,10,3,5,0,0,29,0,0,0,17,6,3,0,0,0,31,0,6,3,12,6,4,0,0,0,29,0,0,0,0,5,0,0,0,0,11,5,15,13,45,34,43,46,16,0,220,0,4,4,11,6,3,0,0,0,23,0,0,3,5,9,20,13,14,6,73,0,0,0,9,11,14,7,0,0,42,5,27,20,141,107,140,160,125,26,741,217,587,520,1191,727,918,924,512,170,5772,3902,9683,7611,14446,9386,11562,11057,5379,1306,74329,0,0,0,0,0,0,0,0,0,0,3476,8336,6379,12597,8107,9399,8041,3738,1281,61347,0,0,0,3,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,3,0,0,0,28,7,3,4,5,0,42,0,0,0,0,5,0,0,0,0,6,0,8,5,47,28,33,11,6,0,142
SOS13,0,16,9,20,23,30,23,7,0,129,7,57,78,231,239,203,161,46,9,1032,0,0,7,50,23,26,17,7,0,132,0,3,0,43,6,11,11,5,0,82,5,32,29,61,15,14,15,3,0,172,0,4,0,17,19,22,7,5,5,71,11,80,65,199,112,181,205,67,11,926,0,9,12,75,51,31,12,6,0,187,0,3,5,21,36,49,62,27,9,213,0,5,9,41,50,42,33,14,0,193,14,85,98,601,466,626,710,459,120,3167,925,2690,2511,4870,3566,4570,3880,1951,481,25449,14047,38580,33245,56241,41279,48733,41527,18477,4005,296123,0,0,0,3,4,3,0,0,0,13,12290,32268,26037,45859,33473,35626,26132,10865,2935,225493,0,0,0,9,12,3,3,0,0,32,0,0,0,17,10,12,6,0,0,47,3,5,0,67,14,15,10,9,0,110,0,0,0,34,18,10,11,0,0,75,7,16,17,153,89,113,79,22,4,500
SOS17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS19,0,0,0,0,0,0,0,0,0,3,0,0,5,10,3,0,6,0,0,26,0,0,0,3,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,7,16,5,3,4,0,0,33,0,0,0,6,3,5,3,0,0,19,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,4,12,56,17,17,18,3,0,132,79,160,218,814,375,289,120,30,7,2087,258,382,658,2271,1010,949,648,166,19,6375,0,0,0,0,0,0,0,0,0,0,109,203,390,775,368,422,252,64,17,2601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,7,9,0,3,0,0,0,15
