SOS_CODE_2021,M_AgriForestFish_0,M_AgriForestFish_1_19,M_AgriForestFish_20_29,M_AgriForestFish_30_34,M_AgriForestFish_35_39,M_AgriForestFish_40_44,M_AgriForestFish_45_49,M_AgriForestFish_50_over,M_AgriForestFish_hours_NS,M_AgriForestFish_Tot,M_Min_0,M_Min_1_19,M_Min_20_29,M_Min_30_34,M_Min_35_39,M_Min_40_44,M_Min_45_49,M_Min_50_over,M_Min_hours_NS,M_Min_Tot,M_Mnfg_0,M_Mnfg_1_19,M_Mnfg_20_29,M_Mnfg_30_34,M_Mnfg_35_39,M_Mnfg_40_44,M_Mnfg_45_49,M_Mnfg_50_over,M_Mnfg_hours_NS,M_Mnfg_Tot,M_EGW_WS_0,M_EGW_WS_1_19,M_EGW_WS_20_29,M_EGW_WS_30_34,M_EGW_WS_35_39,M_EGW_WS_40_44,M_EGW_WS_45_49,M_EGW_WS_50_over,M_EGW_WS_hours_NS,M_EGW_WS_Tot,M_Cnstn_0,M_Cnstn_1_19,M_Cnstn_20_29,M_Cnstn_30_34,M_Cnstn_35_39,M_Cnstn_40_44,M_Cnstn_45_49,M_Cnstn_50_over,M_Cnstn_hours_NS,M_Cnstn_Tot,M_WTrade_0,M_WTrade_1_19,M_WTrade_20_29,M_WTrade_30_34,M_WTrade_35_39,M_WTrade_40_44,M_WTrade_45_49,M_WTrade_50_over,M_WTrade_hours_NS,M_WTrade_Tot,M_RTrade_0,M_RTrade_1_19,M_RTrade_20_29,M_RTrade_30_34,M_RTrade_35_39,M_RTrade_40_44,M_RTrade_45_49,M_RTrade_50_over,M_RTrade_hours_NS,M_RTrade_Tot,M_AccomFoodS_0,M_AccomFoodS_1_19,M_AccomFoodS_20_29,M_AccomFoodS_30_34,M_AccomFoodS_35_39,M_AccomFoodS_40_44,M_AccomFoodS_45_49,M_AccomFoodS_50_over,M_AccomFoodS_hours_NS,M_AccomFoodS_Tot,M_TransPostWhse_0,M_TransPostWhse_1_19,M_TransPostWhse_20_29,M_TransPostWhse_30_34,M_TransPostWhse_35_39,M_TransPostWhse_40_44,M_TransPostWhse_45_49,M_TransPostWhse_50_over,M_TransPostWhse_hours_NS,M_TransPostWhse_Tot,M_InfoMedTelecom_0,M_InfoMedTelecom_1_19,M_InfoMedTelecom_20_29,M_InfoMedTelecom_30_34,M_InfoMedTelecom_35_39,M_InfoMedTelecom_40_44,M_InfoMedTelecom_45_49,M_InfoMedTelecom_50_over,M_InfoMedTelecom_hours_NS,M_InfoMedTelecom_Tot,M_FinInsurS_0,M_FinInsurS_1_19,M_FinInsurS_20_29,M_FinInsurS_30_34,M_FinInsurS_35_39,M_FinInsurS_40_44,M_FinInsurS_45_49,M_FinInsurS_50_over,M_FinInsurS_hours_NS,M_FinInsurS_Tot,M_RentHirREserv_0,M_RentHirREserv_1_19,M_RentHirREserv_20_29,M_RentHirREserv_30_34,M_RentHirREserv_35_39,M_RentHirREserv_40_44,M_RentHirREserv_45_49,M_RentHirREserv_50_over,M_RentHirREserv_hours_NS,M_RentHirREserv_Tot,M_ProScieTechServ_0,M_ProScieTechServ_1_19,M_ProScieTechServ_20_29,M_ProScieTechServ_30_34,M_ProScieTechServ_35_39,M_ProScieTechServ_40_44,M_ProScieTechServ_45_49,M_ProScieTechServ_50_over,M_ProScieTechServ_hours_NS,M_ProScieTechServ_Tot,M_AdminSupServ_0,M_AdminSupServ_1_19,M_AdminSupServ_20_29,M_AdminSupServ_30_34,M_AdminSupServ_35_39,M_AdminSupServ_40_44,M_AdminSupServ_45_49,M_AdminSupServ_50_over,M_AdminSupServ_hours_NS,M_AdminSupServ_Tot,M_PubAdmiSafety_0,M_PubAdmiSafety_1_19,M_PubAdmiSafety_20_29,M_PubAdmiSafety_30_34,M_PubAdmiSafety_35_39,M_PubAdmiSafety_40_44,M_PubAdmiSafety_45_49,M_PubAdmiSafety_50_over,M_PubAdmiSafety_hours_NS,M_PubAdmiSafety_Tot,M_EducTrain_0,M_EducTrain_1_19,M_EducTrain_20_29,M_EducTrain_30_34,M_EducTrain_35_39,M_EducTrain_40_44,M_EducTrain_44_49,M_EducTrain_50_over,M_EducTrain_hours_NS,M_EducTrain_Tot,M_HealthCareSocA_0,M_HealthCareSocA_1_19,M_HealthCareSocA_20_29,M_HealthCareSocA_30_34,M_HealthCareSocA_35_39,M_HealthCareSocA_40_44,M_HealthCareSocA_45_49,M_HealthCareSocA_50_over,M_HealthCareSocA_hours_NS,M_HealthCareSocA_Tot,M_ArtRecServ_0,M_ArtRecServ_1_19,M_ArtRecServ_20_29,M_ArtRecServ_30_34,M_ArtRecServ_35_39,M_ArtRecServ_40_44,M_ArtRecServ_45_49,M_ArtRecServ_50_over,M_ArtRecServ_hours_NS,M_ArtRecServ_Tot,M_OthServ_0,M_OthServ_1_19,M_OthServ_20_29,M_OthServ_30_34,M_OthServ_35_39,M_OthServ_40_44,M_OthServ_45_49,M_OthServ_50_over,M_OthServ_hours_NS,M_OthServ_Tot,M_ID_NS_0,M_ID_NS_1_19,M_ID_NS_20_29,M_ID_NS_30_34,M_ID_NS_35_39,M_ID_NS_40_44,M_ID_NS_45_49,M_ID_NS_50_over,M_ID_NS_hours_NS,M_ID_NS_Tot
SOS10,338,744,570,326,914,1135,319,819,75,5238,537,232,251,144,1770,2592,972,2469,76,9036,6556,6286,5594,3689,27078,25956,8249,13144,751,97307,904,682,523,475,4471,5457,1479,3030,132,17142,37106,16318,12022,7112,22564,47427,10086,25961,3059,181672,2285,3331,2777,1800,13315,14931,3875,7626,276,50231,11271,21091,14983,7232,20738,19081,4828,9538,1286,110043,18391,23967,10578,3989,7353,5929,1588,3887,1102,76781,9102,8984,9476,4914,19569,23025,7167,15719,1542,99497,1683,2099,1553,996,8909,12033,2732,6117,258,36383,1607,2670,2660,2691,22017,32355,7803,20025,543,92365,1336,2632,1808,1004,4680,6987,1941,4986,208,25579,3895,10101,8126,5335,30597,55512,11524,29492,952,155537,5250,6948,5415,2547,8069,8662,1717,3511,538,42660,4815,3419,3262,2028,28928,21856,7919,9327,703,82261,4655,11193,4653,3178,15651,13452,3859,8777,409,65827,4642,9935,9620,7616,21369,21610,4559,10902,785,91033,5082,2709,1687,1027,3373,3717,723,1822,196,20331,6096,5928,3828,2196,9373,10344,2749,5162,530,46201,5889,6687,5429,2969,14484,16448,3327,7574,12584,75377
SOS11,393,1069,1014,796,2263,2674,881,2826,241,12152,849,239,417,160,1713,3209,1966,6357,210,15122,905,1403,1170,1274,8168,8756,3222,4874,286,30049,278,220,178,247,2040,2169,657,1206,56,7042,2390,3190,2949,2882,10124,17207,4685,10457,801,54692,274,531,390,359,2185,2893,1075,2199,78,9990,1154,6024,3359,2061,6061,4729,1643,2901,306,28232,1995,7853,3267,1627,3454,2446,798,2065,343,23842,1036,1815,1704,1091,3220,3747,1469,5263,301,19642,149,300,191,144,782,674,180,424,14,2864,127,219,218,203,982,1214,366,814,24,4174,128,391,226,193,656,845,356,874,36,3699,330,1353,1023,823,2701,3802,1057,2714,92,13895,555,2162,1449,929,1907,1843,500,1175,152,10666,1540,1085,987,745,9833,7056,2448,2939,237,26876,642,2062,1338,1220,3755,3305,1269,2522,111,16231,1011,2533,2811,2752,5806,4859,1180,2295,214,23454,331,809,424,260,823,699,156,435,54,4004,484,1234,941,710,3458,4010,1194,2466,163,14659,723,1405,961,725,3187,3416,871,2041,3053,16392
SOS12,71,177,154,112,267,430,154,524,42,1943,75,25,27,13,137,233,104,446,16,1075,95,123,108,106,595,753,266,422,36,2502,31,21,15,31,183,222,54,134,7,707,323,412,441,383,997,1796,445,1141,100,6038,32,54,47,40,200,267,73,182,18,905,96,478,263,174,453,379,117,263,19,2249,180,651,238,132,212,206,70,235,35,1943,132,181,200,83,263,389,140,601,48,2036,16,29,16,7,45,71,14,41,0,246,11,29,16,16,73,113,35,80,3,378,17,35,23,11,52,77,26,82,3,317,45,147,117,97,225,324,89,254,7,1310,71,211,142,81,153,187,36,122,19,1020,180,118,89,91,960,630,210,241,23,2546,64,180,138,100,288,302,82,237,13,1403,97,211,240,176,426,344,82,186,19,1788,42,85,58,23,104,93,13,51,9,478,59,129,88,80,288,431,124,248,20,1483,96,161,88,84,294,354,77,229,316,1694
SOS13,669,1972,1880,1534,2418,5738,2130,14942,674,31965,341,97,148,71,526,1115,628,2257,103,5277,393,543,484,460,1998,2527,864,2000,133,9408,115,100,88,68,629,742,212,487,25,2462,1770,1945,1447,1308,3334,7080,1748,5398,448,24468,129,294,207,141,719,1020,375,1123,45,4047,420,1567,824,474,1258,1240,404,1103,94,7386,530,1801,622,301,465,474,144,529,76,4953,436,709,654,358,899,1341,520,2285,177,7374,52,101,62,33,179,246,44,211,6,941,45,126,102,77,242,449,138,421,16,1617,65,199,141,80,202,383,123,470,29,1693,193,692,531,382,771,1477,439,1457,63,5997,215,633,390,279,424,614,155,381,56,3149,571,365,268,269,2762,2396,788,1182,102,8696,261,784,486,345,987,987,311,806,58,5024,296,731,689,556,1029,1038,264,783,58,5439,170,337,163,102,342,285,55,259,21,1733,283,546,351,272,1018,1424,425,1228,80,5628,451,680,442,326,924,1357,308,1181,1279,6946
SOS17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS19,0,10,9,0,6,13,6,16,8,76,3,6,4,0,5,4,0,23,0,35,7,5,11,6,29,18,6,8,4,90,0,0,4,0,4,5,0,0,0,10,33,21,11,16,30,51,10,35,5,210,4,0,9,4,17,10,5,9,0,48,6,14,16,3,19,9,3,3,5,80,13,34,18,9,12,12,3,0,5,100,12,14,16,0,14,11,10,20,0,110,0,0,0,6,3,10,0,3,0,26,6,4,0,0,7,16,4,4,0,42,4,0,0,0,0,0,0,0,0,6,10,11,9,10,14,23,4,22,0,97,11,11,6,7,5,0,0,8,0,56,10,5,3,5,19,15,6,21,4,86,3,5,6,0,11,4,4,6,0,45,0,11,13,9,15,20,3,13,3,87,10,0,8,0,7,4,5,4,0,38,0,5,5,0,6,3,0,4,3,34,14,16,7,7,13,12,4,11,31,112
