SOS_CODE_2021,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
SOS10,15682,4009,5935,614,26242,4464,776,1362,167,6776,3130,1426,2975,251,7781,2599,1374,4956,237,9160,12669,3414,8589,567,25228,8866,5130,13556,660,28211,47160,10482,16132,1149,74925,30397,14493,21232,2340,68458,34289,24504,23270,2527,84586,40802,33713,22011,2951,99477,25350,32382,17178,1930,76836,28951,35295,15087,1908,81237,64941,87968,26924,3561,183395,48375,76908,12739,2265,140284,38507,74247,9138,1316,123205,26436,54311,4108,747,85604,79682,214770,12685,1426,308567,17089,41035,13919,904,72947,6862,5735,3393,486,16477,536256,721949,235194,26003,1519396
SOS11,2971,413,991,90,4463,1456,111,377,52,2002,958,206,967,68,2197,807,169,1897,57,2929,4932,520,3753,171,9375,3450,720,6697,194,11063,25404,2046,7778,430,35650,15651,3121,10027,896,29683,16642,5942,10117,837,33541,18999,9739,8044,753,37542,9913,9465,5551,432,25361,11171,10638,4315,404,26531,21621,24885,6386,641,53532,13289,20497,2499,294,36584,9254,16398,1447,171,27275,4715,10544,563,59,15879,10161,22381,1305,120,33963,7252,12617,5323,306,25501,3432,1130,1585,212,6356,182059,151543,79619,6194,419420
SOS12,327,47,106,10,496,181,10,40,3,232,105,25,76,4,213,105,19,156,3,284,577,63,301,14,961,449,85,524,18,1072,2784,204,597,34,3618,1617,328,776,87,2818,1754,656,771,51,3236,1974,938,599,64,3576,989,983,395,27,2391,1068,1036,327,19,2448,2007,2254,473,33,4777,1259,1952,175,28,3412,865,1603,103,12,2585,463,1011,48,0,1528,1040,2310,131,12,3490,777,1491,460,34,2765,389,148,158,22,716,18748,15152,6226,487,40613
SOS13,1814,317,289,33,2448,831,93,122,10,1059,487,154,228,15,877,461,122,418,14,1016,2261,285,770,44,3357,1508,417,1194,52,3178,7740,937,1349,107,10129,5291,1338,1747,181,8563,6058,2377,1842,188,10467,6921,3591,1512,144,12170,3695,3498,1025,74,8288,4594,3823,970,88,9478,8223,8615,1479,128,18443,5390,7425,652,67,13537,3844,6531,426,43,10846,2236,4673,180,20,7111,6511,13706,592,42,20849,3188,7275,1511,71,12041,1462,772,386,49,2666,72516,65939,16692,1380,156531
SOS17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
