SOS_CODE_2021,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
SOS10,11111,54027,225505,251831,205330,133188,27638,2290,132,911052,30867,48131,68031,51047,43253,42509,22964,4788,412,312007,11970,19268,29433,23399,20389,19275,6674,935,94,131433,947,3175,8265,6056,3896,2572,786,235,63,26001,54892,124604,331234,332341,272866,197532,58066,8247,705,1380487,2539,7124,13376,10374,9320,7592,1197,61,3,51578,7022,6399,5027,2361,2114,2929,1268,171,15,27299,9561,13520,18399,12732,11432,10523,2470,225,18,78882,64460,138127,349635,345071,284292,208052,60532,8478,721,1459370,94979,45817,61279,51177,55915,89780,161780,112929,39410,713067,7176,11079,27264,21920,16496,13958,11105,9472,6811,125281,166619,195022,438180,418163,356701,311794,233418,130878,46944,2297716,5143,47777,186622,163007,146930,85348,13931,690,36,649487,37943,54292,91978,107996,92540,72915,23587,2785,173,484214,14366,19675,36178,28172,19850,17566,5392,603,58,141852,855,2389,5899,4015,2741,1881,608,207,72,18662,58300,124134,320679,303188,262055,177709,43521,4284,340,1294204,1447,4027,8208,6637,5646,3587,350,21,7,29932,6897,5596,6512,5631,4510,4021,877,56,12,34103,8342,9625,14723,12264,10156,7605,1224,78,21,64041
SOS11,7591,18998,54447,53375,51621,40097,8504,791,64,235486,12296,8602,12860,10649,10989,14021,8795,1776,149,80129,1485,1238,2711,2443,2604,3313,1283,189,33,15295,513,820,1716,1241,1063,885,320,143,56,6759,21879,29663,71740,67707,66275,58316,18901,2901,306,337677,1337,1957,2820,2123,2166,1981,290,9,3,12679,1879,964,921,566,647,874,416,39,13,6326,3214,2921,3743,2693,2816,2852,709,48,15,19012,25092,32581,75484,70397,69088,61166,19606,2948,320,356683,17775,6336,10434,10565,14089,29152,69506,49219,16082,223150,2958,3060,6453,5738,5609,5334,5250,4242,2403,41044,45826,41981,92366,86705,88784,95651,94358,56413,18800,620876,3373,12979,33023,31913,36905,25201,3942,201,9,147551,16675,13064,28814,31457,29230,28999,9407,976,52,158675,1998,1954,6583,3849,3059,3698,1200,139,18,22499,504,631,1272,918,797,694,270,146,50,5280,22554,28621,69691,68140,69991,58586,14822,1463,121,334002,712,1003,1397,1163,1243,893,94,5,5,6519,1935,1067,1475,1313,1216,1374,290,26,10,8701,2651,2069,2873,2479,2461,2269,381,35,13,15219
SOS12,704,1531,3980,4684,5271,4456,982,111,10,21727,1047,686,940,933,1296,1717,1012,188,16,7838,162,121,202,246,324,481,172,26,0,1734,61,72,132,143,142,141,56,18,5,768,1974,2410,5247,6013,7026,6788,2232,343,29,32064,97,156,206,150,220,265,34,6,0,1135,115,70,67,55,58,130,57,3,0,563,221,232,271,200,277,396,96,7,0,1696,2191,2640,5521,6215,7304,7184,2323,350,29,33757,1764,446,729,823,1391,3594,7959,4551,1100,22353,318,248,585,575,689,780,774,485,178,4632,4275,3333,6832,7612,9386,11562,11057,5379,1306,60750,285,898,2101,2680,3644,2572,440,36,4,12659,1447,989,2269,2903,3176,3351,1023,118,9,15288,203,167,484,362,342,446,136,13,0,2156,49,49,115,85,101,75,34,8,9,514,1981,2106,4971,6027,7250,6447,1633,172,19,30608,56,75,116,89,106,120,7,0,0,574,152,49,94,113,110,154,25,0,0,693,204,122,212,200,213,271,33,0,0,1264
SOS13,3977,6946,14733,18964,24977,22199,7999,1664,176,101640,4307,2335,3020,3230,4922,7180,4964,1450,215,31614,729,653,886,1000,1448,1698,792,169,35,7411,322,288,505,570,653,636,291,223,49,3545,9329,10216,19144,23766,31999,31720,14053,3509,473,144209,254,409,614,533,676,735,124,4,0,3347,470,186,206,166,197,387,162,14,0,1797,724,592,818,701,877,1126,285,23,0,5144,10057,10814,19964,24462,32875,32850,14335,3528,475,149358,7685,2069,3474,3539,5132,11967,23930,13191,3034,74021,1438,1177,2204,2595,3272,3918,3260,1756,494,20124,19179,14066,25644,30595,41279,48733,41527,18477,4005,243500,1410,3863,7765,10547,16479,11948,3179,567,40,55781,5823,3705,7461,11065,13186,13523,5206,910,106,60981,937,718,1901,1467,1449,1755,599,114,13,8951,285,206,400,403,510,435,250,153,29,2670,8450,8498,17524,23479,31621,27648,9232,1744,185,128384,172,222,302,245,360,326,28,0,0,1658,572,220,307,325,348,428,81,7,0,2299,745,445,611,572,708,756,108,7,0,3957
SOS17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS19,23,70,243,184,129,102,17,4,0,762,22,48,133,69,54,61,26,0,0,410,10,10,51,33,34,14,6,0,0,152,4,11,23,14,7,10,6,5,0,66,57,128,435,295,228,187,52,6,0,1388,13,36,75,70,57,33,6,0,0,285,9,15,25,13,17,23,3,0,0,106,24,49,97,83,79,56,12,0,0,392,78,181,530,377,303,237,61,4,0,1775,83,92,218,241,274,401,459,127,13,1917,90,136,412,483,435,312,131,39,8,2040,253,411,1164,1108,1010,949,648,166,19,5734,9,48,170,97,85,52,9,0,0,470,48,50,160,75,75,78,24,0,0,506,6,21,43,23,19,22,3,0,0,136,0,0,6,9,6,0,0,0,0,20,66,122,369,195,189,156,34,0,0,1128,9,16,28,37,24,12,0,0,0,135,19,19,28,24,14,19,4,0,0,124,27,37,57,62,40,30,6,0,0,252
