SOS_CODE_2021,F_Health_Occ_Mng,F_Health_Occ_Pro,F_Health_Occ_TTW,F_Health_Occ_CPS,F_Health_Occ_CA,F_Health_Occ_Sal,F_Health_Occ_MOD,F_Health_Occ_Lab,F_Health_Occ_IDNS,F_Health_Total,F_Educat_Occ_Mng,F_Educat_Occ_Pro,F_Educat_Occ_TTW,F_Educat_Occ_CPS,F_Educat_Occ_CA,F_Educat_Occ_Sal,F_Educat_Occ_MOD,F_Educat_Occ_Lab,F_Educat_Occ_IDNS,F_Educat_Total,F_ManagCom_Occ_Mng,F_ManagCom_Occ_Pro,F_ManagCom_Occ_TTW,F_ManagCom_Occ_CPS,F_ManagCom_Occ_CA,F_ManagCom_Occ_Sal,F_ManagCom_Occ_MOD,F_ManagCom_Occ_Lab,F_ManagCom_Occ_IDNS,F_ManagCom_Total,F_SocietCultu_Occ_Mng,F_SocietCultu_Occ_Pro,F_SocietCultu_Occ_TTW,F_SocietCultu_Occ_CPS,F_SocietCultu_Occ_CA,F_SocietCultu_Occ_Sal,F_SocietCultu_Occ_MOD,F_SocietCultu_Occ_Lab,F_SocietCultu_Occ_IDNS,F_SocietCultu_Total,F_CreatArt_Occ_Mng,F_CreatArt_Occ_Pro,F_CreatArt_Occ_TTW,F_CreatArt_Occ_CPS,F_CreatArt_Occ_CA,F_CreatArt_Occ_Sal,F_CreatArt_Occ_MOD,F_CreatArt_Occ_Lab,F_CreatArt_Occ_IDNS,F_CreatArt_Total,F_FoodHospPersServ_Occ_Mng,F_FoodHospPersServ_Occ_Pro,F_FoodHospPersServ_Occ_TTW,F_FoodHospPersServ_Occ_CPS,F_FoodHospPersServ_Occ_CA,F_FoodHospPersServ_Occ_Sal,F_FoodHospPersServ_Occ_MOD,F_FoodHospPersServ_Occ_Lab,F_FoodHospPersServ_Occ_IDNS,F_FoodHospPersServ_Total,F_MixFieldProg_Occ_Mng,F_MixFieldProg_Occ_Pro,F_MixFieldProg_Occ_TTW,F_MixFieldProg_Occ_CPS,F_MixFieldProg_Occ_CA,F_MixFieldProg_Occ_Sal,F_MixFieldProg_Occ_MOD,F_MixFieldProg_Occ_Lab,F_MixFieldProg_Occ_IDNS,F_MixFieldProg_Total,F_FS_ID_Occ_Mng,F_FS_ID_Occ_Pro,F_FS_ID_Occ_TTW,F_FS_ID_Occ_CPS,F_FS_ID_Occ_CA,F_FS_ID_Occ_Sal,F_FS_ID_Occ_MOD,F_FS_ID_Occ_Lab,F_FS_ID_Occ_IDNS,F_FS_ID_Total,F_FS_NS_Occ_Mng,F_FS_NS_Occ_Pro,F_FS_NS_Occ_TTW,F_FS_NS_Occ_CPS,F_FS_NS_Occ_CA,F_FS_NS_Occ_Sal,F_FS_NS_Occ_MOD,F_FS_NS_Occ_Lab,F_FS_NS_Occ_IDNS,F_FS_NS_Total,F_Tot_Occ_Mng,F_Tot_Occ_Pro,F_Tot_Occ_TTW,F_Tot_Occ_CPS,F_Tot_Occ_CA,F_Tot_Occ_Sal,F_Tot_Occ_MOD,F_Tot_Occ_Lab,F_Tot_Occ_IDNS,F_Total_Total,P_NatPhySci_Occ_Mng,P_NatPhySci_Occ_Pro,P_NatPhySci_Occ_TTW,P_NatPhySci_Occ_CPS,P_NatPhySci_Occ_CA,P_NatPhySci_Occ_Sal,P_NatPhySci_Occ_MOD,P_NatPhySci_Occ_Lab,P_NatPhySci_Occ_IDNS,P_NatPhySci_Total,P_InfoTechn_Occ_Mng,P_InfoTechn_Occ_Pro,P_InfoTechn_Occ_TTW,P_InfoTechn_Occ_CPS,P_InfoTechn_Occ_CA,P_InfoTechn_Occ_Sal,P_InfoTechn_Occ_MOD,P_InfoTechn_Occ_Lab,P_InfoTechn_Occ_IDNS,P_InfoTechn_Total,P_EngRelTech_Occ_Mng,P_EngRelTech_Occ_Pro,P_EngRelTech_Occ_TTW,P_EngRelTech_Occ_CPS,P_EngRelTech_Occ_CA,P_EngRelTech_Occ_Sal,P_EngRelTech_Occ_MOD,P_EngRelTech_Occ_Lab,P_EngRelTech_Occ_IDNS,P_EngRelTech_Total,P_ArchitBuild_Occ_Mng,P_ArchitBuild_Occ_Pro,P_ArchitBuild_Occ_TTW,P_ArchitBuild_Occ_CPS,P_ArchitBuild_Occ_CA,P_ArchitBuild_Occ_Sal,P_ArchitBuild_Occ_MOD,P_ArchitBuild_Occ_Lab,P_ArchitBuild_Occ_IDNS,P_ArchitBuild_Total,P_AgriEnviRelStu_Occ_Mng,P_AgriEnviRelStu_Occ_Pro,P_AgriEnviRelStu_Occ_TTW,P_AgriEnviRelStu_Occ_CPS,P_AgriEnviRelStu_Occ_CA,P_AgriEnviRelStu_Occ_Sal,P_AgriEnviRelStu_Occ_MOD,P_AgriEnviRelStu_Occ_Lab,P_AgriEnviRelStu_Occ_IDNS,P_AgriEnviRelStu_Total,P_Health_Occ_Mng,P_Health_Occ_Pro,P_Health_Occ_TTW,P_Health_Occ_CPS,P_Health_Occ_CA,P_Health_Occ_Sal,P_Health_Occ_MOD,P_Health_Occ_Lab,P_Health_Occ_IDNS,P_Health_Total,P_Educat_Occ_Mng,P_Educat_Occ_Pro,P_Educat_Occ_TTW,P_Educat_Occ_CPS,P_Educat_Occ_CA,P_Educat_Occ_Sal,P_Educat_Occ_MOD,P_Educat_Occ_Lab,P_Educat_Occ_IDNS,P_Educat_Total,P_ManagCom_Occ_Mng,P_ManagCom_Occ_Pro,P_ManagCom_Occ_TTW,P_ManagCom_Occ_CPS,P_ManagCom_Occ_CA,P_ManagCom_Occ_Sal,P_ManagCom_Occ_MOD,P_ManagCom_Occ_Lab,P_ManagCom_Occ_IDNS,P_ManagCom_Total,P_SocietCultu_Occ_Mng,P_SocietCultu_Occ_Pro,P_SocietCultu_Occ_TTW,P_SocietCultu_Occ_CPS,P_SocietCultu_Occ_CA,P_SocietCultu_Occ_Sal,P_SocietCultu_Occ_MOD,P_SocietCultu_Occ_Lab,P_SocietCultu_Occ_IDNS,P_SocietCultu_Total,P_CreatArt_Occ_Mng,P_CreatArt_Occ_Pro,P_CreatArt_Occ_TTW,P_CreatArt_Occ_CPS,P_CreatArt_Occ_CA,P_CreatArt_Occ_Sal,P_CreatArt_Occ_MOD,P_CreatArt_Occ_Lab,P_CreatArt_Occ_IDNS,P_CreatArt_Total
SOS10,8033,97490,4657,24847,10687,3547,789,2160,1089,153300,10410,68659,881,18374,8100,2173,423,1333,658,111024,59468,78611,4799,19884,96127,25235,3226,8489,4164,299999,20756,61773,2845,43781,28112,7402,1438,4327,2186,172632,9989,27271,2959,4994,9408,5638,598,1336,657,62862,5099,2199,9340,9045,9006,5050,924,3389,573,44626,61,111,40,154,213,122,32,144,15,885,2437,4049,561,1844,3281,1160,283,632,387,14625,1628,2727,676,2497,3583,1506,434,1313,3874,18234,133992,391789,37458,132716,185296,58322,10102,27406,15162,992238,12179,31508,6690,4305,7940,3322,1593,2431,937,70904,20405,62278,11086,4116,9445,5676,4900,4942,1882,124735,41041,66629,80818,6668,15217,8312,20038,15182,3400,257304,19546,16274,46867,2201,4999,2769,4788,8136,1392,106977,3413,4274,6713,1291,2172,1158,1460,2984,300,23768,12578,135910,6663,31655,12362,4655,2187,3429,1575,211008,14432,88265,1981,20458,9141,2809,1486,2165,900,141636,131320,156152,15933,29062,126535,47178,16834,18686,8238,549931,36484,100884,6492,61756,36340,11214,5127,7720,3667,269686,16051,46208,7608,7341,12372,8636,2488,3319,1127,105144
SOS11,2062,25123,1704,10464,3177,1342,271,1113,230,45493,3075,20712,314,7017,2123,620,122,516,198,34707,8318,7850,1259,5227,22841,6126,560,2666,597,55443,3337,10376,778,18751,5604,2095,350,1936,489,43722,1032,3058,494,1132,1376,809,85,409,98,8496,1803,600,4695,4640,2727,2052,293,1867,192,18863,20,23,5,71,54,58,3,53,0,293,332,548,128,478,464,188,54,190,79,2451,424,631,270,1186,996,696,111,747,859,5923,22360,73048,11884,50528,41653,15165,2407,10919,2949,230913,1409,3554,1126,768,837,348,187,479,111,8828,1236,2504,1344,533,768,563,404,669,103,8124,7949,7162,33138,2287,2557,2239,9351,6243,860,71783,5184,1667,16908,850,830,720,2425,3443,467,32495,2290,2301,3466,808,1083,817,1225,2407,203,14603,2967,32738,2274,12895,3439,1545,664,1523,330,58387,4428,27475,771,7875,2372,811,479,849,290,45355,16387,13808,3458,7235,25945,9265,2515,4639,970,84215,5367,15141,1593,25157,6546,2664,1051,2908,722,61145,1696,4944,1227,1646,1727,1209,335,893,150,13824
SOS12,228,2069,194,928,343,128,26,109,44,4066,329,1996,25,625,250,52,9,41,23,3354,784,674,92,429,2183,488,50,236,54,4988,353,1028,76,1594,509,147,29,167,55,3954,128,314,63,125,141,78,9,32,19,913,174,58,388,402,248,168,27,130,19,1616,0,3,0,4,0,7,0,0,0,15,31,52,14,39,56,27,0,22,5,246,39,65,36,116,94,68,10,72,65,578,2324,6633,1135,4395,4088,1273,224,977,307,21366,167,349,125,65,93,29,20,50,3,903,97,173,85,36,74,31,20,46,9,561,903,591,3417,214,287,231,953,680,113,7394,627,186,1916,86,84,65,294,377,51,3693,333,220,395,88,146,84,161,307,33,1767,324,2606,244,1132,356,145,59,146,54,5069,492,2617,71,689,273,73,61,72,36,4389,1497,1160,255,548,2396,714,198,386,94,7242,557,1398,155,2217,591,191,75,249,77,5517,209,496,133,160,171,109,36,79,20,1412
SOS13,1936,8541,845,2702,1581,424,101,482,152,16759,2226,7814,135,2035,1092,195,50,261,121,13933,4788,3058,420,1293,8865,1765,231,867,297,21581,1993,3527,306,4724,2083,562,128,568,192,14085,726,1183,244,350,625,254,44,181,61,3666,801,183,1304,1109,1102,506,95,536,102,5734,3,9,9,16,10,8,0,6,0,64,239,239,59,152,213,50,20,59,33,1065,422,267,110,361,453,262,51,276,365,2559,15471,26976,4569,13380,17598,4574,986,4197,1436,89188,1217,1585,431,288,441,130,83,206,66,4451,616,831,271,99,256,94,49,117,32,2362,6923,2657,13194,715,988,766,4298,2601,489,32629,3890,715,6505,246,386,234,1053,1545,230,14802,7066,1572,1774,444,937,562,803,2167,202,15522,2469,10847,1008,3216,1665,469,173,608,185,20639,3039,9578,316,2254,1175,267,164,381,157,17321,9091,5217,967,1638,9683,2792,713,1391,460,31947,3332,5099,567,6232,2392,692,311,870,293,19791,1064,1788,505,501,699,347,115,344,79,5446
SOS17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS19,8,79,0,26,9,10,3,3,3,139,7,38,0,15,6,0,0,6,0,67,28,33,7,20,55,19,7,25,3,192,16,37,3,47,16,10,3,26,4,162,6,31,3,10,7,10,3,6,0,77,6,3,9,11,9,10,0,12,0,65,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,9,6,0,0,4,0,4,0,3,3,28,82,241,31,138,118,57,27,109,19,829,10,30,4,3,6,0,4,3,0,63,11,17,6,0,0,0,5,3,0,55,18,39,68,15,8,5,31,33,6,228,9,8,48,3,0,0,10,22,0,107,5,3,12,3,6,0,6,11,3,55,8,116,3,38,12,10,3,6,3,198,9,45,0,13,7,0,6,13,0,90,56,58,13,23,72,32,15,38,5,315,28,67,4,76,20,15,17,38,5,267,6,49,8,13,9,10,10,18,0,121
