SOS_CODE_2021,M_Arthritis_0_14,M_Arthritis_15_24,M_Arthritis_25_34,M_Arthritis_35_44,M_Arthritis_45_54,M_Arthritis_55_64,M_Arthritis_65_74,M_Arthritis_75_84,M_Arthritis_85_over,M_Arthritis_Tot,M_Asthma_0_14,M_Asthma_15_24,M_Asthma_25_34,M_Asthma_35_44,M_Asthma_45_54,M_Asthma_55_64,M_Asthma_65_74,M_Asthma_75_84,M_Asthma_85_over,M_Asthma_Tot,M_Cancer_0_14,M_Cancer_15_24,M_Cancer_25_34,M_Cancer_35_44,M_Cancer_45_54,M_Cancer_55_64,M_Cancer_65_74,M_Cancer_75_84,M_Cancer_85_over,M_Cancer_Tot,M_Dementia_0_14,M_Dementia_15_24,M_Dementia_25_34,M_Dementia_35_44,M_Dementia_45_54,M_Dementia_55_64,M_Dementia_65_74,M_Dementia_75_84,M_Dementia_85_over,M_Dementia_Tot,M_Diabetes_0_14,M_Diabetes_15_24,M_Diabetes_25_34,M_Diabetes_35_44,M_Diabetes_45_54,M_Diabetes_55_64,M_Diabetes_65_74,M_Diabetes_75_84,M_Diabetes_85_over,M_Diabetes_Tot,M_Heart_disease_0_14,M_Heart_disease_15_24,M_Heart_disease_25_34,M_Heart_disease_35_44,M_Heart_disease_45_54,M_Heart_disease_55_64,M_Heart_disease_65_74,M_Heart_disease_75_84,M_Heart_disease_85_over,M_Heart_disease_Tot,M_Kidney_disease_0_14,M_Kidney_disease_15_24,M_Kidney_disease_25_34,M_Kidney_disease_35_44,M_Kidney_disease_45_54,M_Kidney_disease_55_64,M_Kidney_disease_65_74,M_Kidney_disease_75_84,M_Kidney_disease_85_over,M_Kidney_disease_Tot,M_Lung_cond_0_14,M_Lung_cond_15_24,M_Lung_cond_25_34,M_Lung_cond_35_44,M_Lung_cond_45_54,M_Lung_cond_55_64,M_Lung_cond_65_74,M_Lung_cond_75_84,M_Lung_cond_85_over,M_Lung_cond_Tot,M_Mental_health_cond_0_14,M_Mental_health_cond_15_24,M_Mental_health_cond_25_34,M_Mental_health_cond_35_44,M_Mental_health_cond_45_54,M_Mental_health_cond_55_64,M_Mental_health_cond_65_74,M_Mental_health_cond_75_84,M_Mental_health_cond_85_over,M_Mental_health_cond_Tot,M_Stroke_0_14,M_Stroke_15_24,M_Stroke_25_34,M_Stroke_35_44,M_Stroke_45_54,M_Stroke_55_64,M_Stroke_65_74,M_Stroke_75_84,M_Stroke_85_over,M_Stroke_Tot,M_Other_0_14,M_Other_15_24,M_Other_25_34,M_Other_35_44,M_Other_45_54,M_Other_55_64,M_Other_65_74,M_Other_75_84,M_Other_85_over,M_Other_Tot,M_None_0_14,M_None_15_24,M_None_25_34,M_None_35_44,M_None_45_54,M_None_55_64,M_None_65_74,M_None_75_84,M_None_85_over,M_None_Tot,M_NS_0_14,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_over,M_NS_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_over,M_Tot_Tot,F_Arthritis_0_14,F_Arthritis_15_24,F_Arthritis_25_34,F_Arthritis_35_44,F_Arthritis_45_54,F_Arthritis_55_64,F_Arthritis_65_74,F_Arthritis_75_84,F_Arthritis_85_over,F_Arthritis_Tot,F_Asthma_0_14,F_Asthma_15_24,F_Asthma_25_34,F_Asthma_35_44,F_Asthma_45_54,F_Asthma_55_64,F_Asthma_65_74,F_Asthma_75_84,F_Asthma_85_over,F_Asthma_Tot,F_Cancer_0_14,F_Cancer_15_24,F_Cancer_25_34,F_Cancer_35_44,F_Cancer_45_54,F_Cancer_55_64,F_Cancer_65_74,F_Cancer_75_84,F_Cancer_85_over,F_Cancer_Tot,F_Dementia_0_14,F_Dementia_15_24,F_Dementia_25_34,F_Dementia_35_44,F_Dementia_45_54,F_Dementia_55_64,F_Dementia_65_74,F_Dementia_75_84,F_Dementia_85_over,F_Dementia_Tot,F_Diabetes_0_14,F_Diabetes_15_24,F_Diabetes_25_34,F_Diabetes_35_44,F_Diabetes_45_54,F_Diabetes_55_64,F_Diabetes_65_74,F_Diabetes_75_84,F_Diabetes_85_over,F_Diabetes_Tot,F_Heart_disease_0_14,F_Heart_disease_15_24,F_Heart_disease_25_34,F_Heart_disease_35_44,F_Heart_disease_45_54,F_Heart_disease_55_64,F_Heart_disease_65_74,F_Heart_disease_75_84,F_Heart_disease_85_over,F_Heart_disease_Tot
SOS10,351,1007,3720,7947,16374,31248,41190,31227,12497,145554,37956,28054,28399,26961,21400,17938,14115,7852,2584,185255,496,664,1488,2670,5100,12276,20319,16884,6081,65989,32,52,63,95,288,862,2693,6650,6279,17007,706,1614,3490,10175,19446,34542,40884,25896,7257,144006,844,819,1309,3307,9761,23869,37429,31357,13076,121766,613,480,799,1436,2386,4126,6382,6089,3109,25424,498,382,631,1154,2762,6552,10492,9638,3883,35991,8991,22003,28005,26208,26419,22978,14437,7138,2985,159162,136,150,285,678,1783,4222,7058,7143,3429,24885,22829,15029,16951,21824,27013,33301,29273,16686,7665,190572,435403,272489,331672,304015,230892,162066,86249,33956,8424,1865179,40058,28928,35605,31339,27072,22152,15025,9810,5682,215666,540978,361641,438180,418163,356701,311794,233418,130878,46944,2838701,466,1629,5171,11650,28255,54349,72912,58931,30343,263699,24595,26691,34500,32995,30067,27230,23667,14055,5585,219388,417,595,1770,4687,10747,17057,20657,15218,6492,77629,29,30,45,83,252,744,2604,8175,12666,24622,702,1717,3952,8079,15151,26871,33065,23116,9140,121792,671,697,1114,1970,4603,11137,20233,22178,15690,78282
SOS11,153,427,1466,3116,6756,15310,22995,16678,5944,72845,14650,8414,8388,8007,7036,7564,7548,4100,1287,66985,130,197,406,769,1704,4867,10042,8112,2782,29002,14,14,27,32,103,365,1227,2941,2415,7150,287,549,1031,2211,5178,10214,15572,10387,2757,48195,294,299,483,977,2959,8388,16122,14053,5679,49255,188,170,258,405,755,1548,2815,2954,1346,10452,231,163,270,568,1457,4038,6867,5590,1903,21093,4904,9080,10186,10362,11129,10965,8186,3830,1411,70055,55,50,115,251,661,1719,3258,3373,1511,10990,8364,4580,4559,5625,7607,10700,10446,5962,2628,60470,107127,58096,60116,52739,48695,41626,29991,13187,3210,414797,15545,10082,10733,9796,9330,8366,6914,4515,2086,77370,147761,87800,92366,86705,88784,95651,94358,56413,18800,768642,172,617,2019,4707,11085,23920,35152,28178,14015,119868,10658,9609,12159,11836,11718,13048,13175,7876,2864,92944,144,175,531,1237,3064,6023,8946,6873,2878,29869,0,8,30,44,92,295,1103,3356,5131,10056,276,640,1334,2370,4772,8584,11705,8820,3294,41802,236,262,465,724,1810,4849,9155,10252,7171,34922
SOS12,13,47,111,268,692,1961,2632,1541,385,7655,1216,704,588,675,731,876,880,372,116,6169,14,18,22,71,161,538,1136,749,178,2879,4,6,4,7,14,34,103,212,121,495,33,37,67,170,442,1064,1571,967,194,4545,28,24,41,76,303,949,1748,1256,373,4786,16,15,23,41,91,162,283,254,101,981,10,13,35,38,133,468,796,489,157,2143,391,671,706,829,1021,1236,884,295,61,6089,7,6,6,18,55,190,340,294,95,1019,645,346,345,435,732,1281,1178,510,141,5615,10149,5176,4542,4794,5371,5140,3637,1314,257,40375,1396,850,765,819,967,1073,972,497,168,7509,13582,7611,6832,7612,9386,11562,11057,5379,1306,74329,19,43,165,397,1136,2662,3420,2128,785,10747,957,720,851,978,1142,1359,1271,643,159,8073,15,18,36,126,302,691,866,533,155,2750,0,0,0,3,3,28,88,198,233,556,16,43,97,185,442,835,1132,687,207,3653,28,18,42,52,170,470,912,749,411,2846
SOS13,47,132,356,977,2735,6596,8868,4722,1198,25628,4118,2439,1931,2452,2871,3186,2846,1116,245,21200,59,59,89,243,711,2189,3968,2513,566,10395,8,0,4,8,35,93,329,615,334,1427,96,174,233,481,1674,3598,5079,2795,533,14660,102,90,107,253,1093,3597,5997,4061,1088,16391,78,60,54,105,255,533,913,746,251,2997,82,45,62,151,441,1450,2335,1445,370,6374,1194,2041,1945,2557,3415,3873,2585,898,179,18683,17,11,35,75,198,592,1049,848,276,3103,2136,1320,1109,1586,2866,4341,3987,1601,425,19382,40018,23637,16915,19480,24563,23818,15161,5079,828,169493,5644,4137,3857,4202,4856,5400,4058,1968,481,34606,52626,33245,25644,30595,41279,48733,41527,18477,4005,296123,52,172,477,1361,3864,8751,10353,5725,1792,32553,2837,2416,2478,3157,4033,4655,3631,1461,359,25032,47,42,118,423,1318,2508,2927,1457,356,9194,0,0,0,5,24,70,229,539,503,1371,73,146,236,465,1203,2457,2958,1768,423,9735,71,91,101,182,583,1570,2646,2041,923,8204
SOS17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS19,0,0,15,23,53,134,131,35,5,389,27,41,61,52,47,55,40,12,3,333,0,0,3,6,9,47,43,28,0,140,0,0,0,0,3,0,4,3,0,16,0,0,3,21,36,79,75,20,4,240,5,3,4,5,30,69,108,39,3,265,0,0,0,5,12,10,16,6,0,48,0,3,8,14,16,58,55,16,0,164,10,94,132,145,167,137,58,5,0,755,0,0,0,0,4,23,17,4,0,54,25,31,39,72,77,111,75,19,7,461,314,289,527,365,281,261,189,44,0,2264,262,241,426,496,450,318,137,35,3,2375,639,658,1164,1108,1010,949,648,166,19,6375,3,3,17,29,70,136,107,42,6,422,32,67,79,60,68,72,56,13,0,448,0,0,7,10,14,44,38,5,0,122,0,0,0,0,0,0,0,0,6,13,0,6,4,9,13,33,38,10,4,122,3,5,8,8,12,30,37,15,6,120
