SOS_CODE_2021,F_ID_NS_0,F_ID_NS_1_19,F_ID_NS_20_29,F_ID_NS_30_34,F_ID_NS_35_39,F_ID_NS_40_44,F_ID_NS_45_49,F_ID_NS_50_over,F_ID_NS_hours_NS,F_ID_NS_Tot,F_Tot_0,F_Tot_1_19,F_Tot_20_29,F_Tot_30_34,F_Tot_35_39,F_Tot_40_44,F_Tot_45_49,F_Tot_50_over,F_Tot_hours_NS,F_Tot_Tot,P_AgriForestFish_0,P_AgriForestFish_1_19,P_AgriForestFish_20_29,P_AgriForestFish_30_34,P_AgriForestFish_35_39,P_AgriForestFish_40_44,P_AgriForestFish_45_49,P_AgriForestFish_50_over,P_AgriForestFish_hours_NS,P_AgriForestFish_Tot,P_Min_0,P_Min_1_19,P_Min_20_29,P_Min_30_34,P_Min_35_39,P_Min_40_44,P_Min_45_49,P_Min_50_over,P_Min_hours_NS,P_Min_Tot,P_Mnfg_0,P_Mnfg_1_19,P_Mnfg_20_29,P_Mnfg_30_34,P_Mnfg_35_39,P_Mnfg_40_44,P_Mnfg_45_49,P_Mnfg_50_over,P_Mnfg_hours_NS,P_Mnfg_Tot,P_EGW_WS_0,P_EGW_WS_1_19,P_EGW_WS_20_29,P_EGW_WS_30_34,P_EGW_WS_35_39,P_EGW_WS_40_44,P_EGW_WS_45_49,P_EGW_WS_50_over,P_EGW_WS_hours_NS,P_EGW_WS_Tot,P_Cnstn_0,P_Cnstn_1_19,P_Cnstn_20_29,P_Cnstn_30_34,P_Cnstn_35_39,P_Cnstn_40_44,P_Cnstn_45_49,P_Cnstn_50_over,P_Cnstn_hours_NS,P_Cnstn_Tot,P_WTrade_0,P_WTrade_1_19,P_WTrade_20_29,P_WTrade_30_34,P_WTrade_35_39,P_WTrade_40_44,P_WTrade_45_49,P_WTrade_50_over,P_WTrade_hours_NS,P_WTrade_Tot,P_RTrade_0,P_RTrade_1_19,P_RTrade_20_29,P_RTrade_30_34,P_RTrade_35_39,P_RTrade_40_44,P_RTrade_45_49,P_RTrade_50_over,P_RTrade_hours_NS,P_RTrade_Tot,P_AccomFoodS_0,P_AccomFoodS_1_19,P_AccomFoodS_20_29,P_AccomFoodS_30_34,P_AccomFoodS_35_39,P_AccomFoodS_40_44,P_AccomFoodS_45_49,P_AccomFoodS_50_over,P_AccomFoodS_hours_NS,P_AccomFoodS_Tot,P_TransPostWhse_0,P_TransPostWhse_1_19,P_TransPostWhse_20_29,P_TransPostWhse_30_34,P_TransPostWhse_35_39,P_TransPostWhse_40_44,P_TransPostWhse_45_49,P_TransPostWhse_50_over,P_TransPostWhse_hours_NS,P_TransPostWhse_Tot,P_InfoMedTelecom_0,P_InfoMedTelecom_1_19,P_InfoMedTelecom_20_29,P_InfoMedTelecom_30_34,P_InfoMedTelecom_35_39,P_InfoMedTelecom_40_44,P_InfoMedTelecom_45_49,P_InfoMedTelecom_50_over,P_InfoMedTelecom_hours_NS,P_InfoMedTelecom_Tot,P_FinInsurS_0,P_FinInsurS_1_19,P_FinInsurS_20_29,P_FinInsurS_30_34,P_FinInsurS_35_39,P_FinInsurS_40_44,P_FinInsurS_45_49,P_FinInsurS_50_over,P_FinInsurS_hours_NS,P_FinInsurS_Tot,P_RentHirREserv_0,P_RentHirREserv_1_19,P_RentHirREserv_20_29,P_RentHirREserv_30_34,P_RentHirREserv_35_39,P_RentHirREserv_40_44,P_RentHirREserv_45_49,P_RentHirREserv_50_over,P_RentHirREserv_hours_NS,P_RentHirREserv_Tot,P_ProScieTechServ_0,P_ProScieTechServ_1_19,P_ProScieTechServ_20_29,P_ProScieTechServ_30_34,P_ProScieTechServ_35_39,P_ProScieTechServ_40_44,P_ProScieTechServ_45_49,P_ProScieTechServ_50_over,P_ProScieTechServ_hours_NS,P_ProScieTechServ_Tot,P_AdminSupServ_0,P_AdminSupServ_1_19,P_AdminSupServ_20_29,P_AdminSupServ_30_34,P_AdminSupServ_35_39,P_AdminSupServ_40_44,P_AdminSupServ_45_49,P_AdminSupServ_50_over,P_AdminSupServ_hours_NS,P_AdminSupServ_Tot,P_PubAdmiSafety_0,P_PubAdmiSafety_1_19,P_PubAdmiSafety_20_29,P_PubAdmiSafety_30_34,P_PubAdmiSafety_35_39,P_PubAdmiSafety_40_44,P_PubAdmiSafety_45_49,P_PubAdmiSafety_50_over,P_PubAdmiSafety_hours_NS,P_PubAdmiSafety_Tot,P_EducTrain_0,P_EducTrain_1_19,P_EducTrain_20_29,P_EducTrain_30_34,P_EducTrain_35_39,P_EducTrain_40_44,P_EducTrain_45_49,P_EducTrain_50_over,P_EducTrain_hours_NS,P_EducTrain_Tot,P_HealthCareSocA_0,P_HealthCareSocA_1_19,P_HealthCareSocA_20_29,P_HealthCareSocA_30_34,P_HealthCareSocA_35_39,P_HealthCareSocA_40_44,P_HealthCareSocA_45_49,P_HealthCareSocA_50_overr,P_HealthCareSocA_hours_NS,P_HealthCareSocA_Tot,P_ArtRecServ_0,P_ArtRecServ_1_19,P_ArtRecServ_20_29,P_ArtRecServ_30_34,P_ArtRecServ_35_39,P_ArtRecServ_40_44,P_ArtRecServ_45_49,P_ArtRecServ_50_over,P_ArtRecServ_hours_NS,P_ArtRecServ_Tot
SOS10,4561,7024,5730,3133,9722,8744,1448,2684,9017,52059,141852,205761,174673,103778,271132,232358,52323,93677,18662,1294204,581,1393,1148,679,1576,1620,462,1066,115,8644,629,332,400,227,2118,3005,1094,2731,82,10626,10326,12340,10674,6814,39490,35486,10750,16452,1043,143382,1192,1020,960,780,6383,6945,1811,3620,154,22867,41927,22575,16610,9265,28425,54411,11345,28528,3466,216556,4404,6353,5842,3804,22370,23047,5661,10308,418,82216,36212,50329,35411,17142,40670,32375,7853,14349,2558,236902,39731,51260,21513,7930,13173,9910,2505,5738,2016,153784,12469,12841,13390,6820,27429,29987,8715,18051,1850,131552,3359,3876,3391,2356,14792,18657,4275,9632,388,60725,5772,6662,9533,8276,45773,57452,13217,30002,1015,177704,2974,5860,4493,2626,10488,12648,3223,7072,380,49763,10136,24275,22449,14132,57879,88290,19174,43297,1637,281263,10674,15647,12004,5594,16703,15448,3039,5588,953,85649,9987,7536,10657,5575,55236,36371,12187,14762,1107,153405,17750,40316,27048,18246,47927,39279,11730,26836,1454,230589,26151,56103,60133,41921,80023,70178,12982,25960,3148,376598,10605,6127,3915,2137,6099,6047,1252,2715,349,39256
SOS11,672,1868,1171,757,1528,1119,210,468,2220,10021,22499,65955,55930,36788,68145,45726,12422,21252,5280,334002,601,1952,1749,1232,3193,3409,1044,3221,312,16722,1009,345,585,236,2007,3629,2231,7080,231,17360,1422,3222,2541,2287,10871,11018,3788,5580,364,41100,359,317,331,376,2592,2600,749,1341,68,8735,2788,4757,4219,3589,11593,18618,4971,11005,896,62430,440,1080,877,725,3157,3690,1264,2461,103,13792,4053,18016,11631,6477,13012,8304,2699,4274,730,69190,5439,20638,8620,3972,6698,4458,1360,3514,799,55496,1382,2831,2639,1560,4253,4595,1731,5715,346,25055,307,672,526,316,1384,1006,299,594,36,5129,556,764,1229,887,3067,2516,662,1258,62,10995,332,936,765,595,2235,1729,556,1243,68,8459,1001,3809,3474,2473,6273,6216,1729,3853,187,29011,1456,5964,3589,1979,4169,3166,783,1767,318,23185,3203,2529,3447,2160,18056,10834,3622,4223,398,48471,3132,9368,8314,6756,12499,9914,4072,7974,399,62421,6635,15320,19969,16331,24299,18427,3928,6839,1070,112806,742,1950,1131,553,1430,1110,278,649,90,7944
SOS12,76,227,139,85,162,117,20,44,202,1073,2156,6550,5370,3369,5480,3977,1059,2140,514,30608,100,331,250,172,355,526,191,599,52,2570,87,35,31,27,157,258,116,482,16,1201,125,303,238,188,804,945,302,497,45,3448,42,47,37,47,216,251,65,139,11,855,368,640,603,470,1141,1941,471,1209,104,6942,53,117,94,74,290,346,93,210,20,1284,326,1498,958,563,1028,681,214,424,47,5730,506,1877,737,321,445,391,123,412,75,4885,170,344,324,147,369,481,162,668,61,2722,21,56,45,27,90,107,25,55,4,435,45,91,137,83,218,221,54,140,3,990,37,86,54,36,174,144,43,114,9,703,115,426,392,272,500,542,141,390,12,2791,171,585,340,178,323,295,68,173,35,2158,346,270,360,218,1686,958,306,348,44,4530,332,943,890,673,1075,922,330,799,62,6028,604,1421,1765,1307,1744,1416,284,543,92,9180,79,212,129,52,151,133,24,85,14,881
SOS13,380,944,627,352,626,587,102,358,1070,5051,8951,25942,21811,13227,20437,18094,4741,12512,2670,128384,1090,4546,4099,2852,3719,8100,2745,18485,1030,46668,412,157,236,115,641,1287,733,2487,109,6178,642,1370,1061,887,2784,3233,1054,2391,181,13597,140,169,174,126,788,890,242,555,26,3110,2144,3099,2348,1715,4073,7877,1879,5689,514,29352,220,607,497,345,1137,1426,490,1340,55,6121,1444,5260,3172,1606,2951,2317,739,1718,253,19466,1570,5143,1915,818,1080,1019,270,1016,229,13057,617,1308,1190,589,1292,1768,609,2555,223,10146,113,241,181,99,334,371,83,308,17,1743,181,349,477,304,785,896,252,636,31,3916,171,517,419,270,675,728,211,656,47,3694,522,1969,1840,1205,2038,2674,779,2200,125,13344,486,1780,1020,599,983,1030,256,600,125,6880,1169,897,1139,791,5415,3796,1199,1789,162,16357,1352,3907,3474,2503,3902,3484,1213,3003,217,23058,2031,4887,5915,4199,5057,4715,1006,2147,334,30293,400,793,454,278,623,514,120,410,45,3634
SOS17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS19,0,11,9,3,4,3,6,0,15,54,136,241,168,98,172,161,35,102,20,1128,3,25,8,9,14,23,3,33,8,130,3,6,4,0,5,7,0,19,0,41,9,13,19,7,42,27,10,7,4,135,7,0,4,0,3,3,4,0,0,23,42,27,11,23,33,55,14,38,3,246,4,0,9,5,12,11,5,6,0,57,27,41,40,25,33,21,3,9,6,196,33,86,50,17,19,21,4,8,5,235,16,27,17,8,23,17,8,21,0,134,0,7,0,6,10,13,0,9,0,40,0,7,8,0,20,23,5,8,0,78,4,4,3,0,0,6,0,0,0,20,13,28,14,17,34,35,7,29,3,187,19,29,18,6,15,7,5,16,0,113,18,16,11,5,31,31,8,31,5,150,19,28,21,14,17,20,5,18,0,137,31,38,45,29,47,49,6,32,7,287,16,15,9,5,12,10,5,5,0,76
