SOS_CODE_2021,COB_Aus_Arth,COB_Aus_Asth,COB_Aus_Canc_rem,COB_Aus_Dem_Alzh,COB_Aus_Dia_ges_dia,COB_Aus_HD_HA_ang,COB_Aus_Kid_dis,COB_Aus_LC_COPD_emph,COB_Aus_MHC_dep_anx,COB_Aus_Stroke,COB_Aus_oth_LTHC,COB_Aus_no_LTHC,COB_AUS_LTHC_NS,COB_Aus_Tot,COB_Bo_Ocea_Ant_Arth,COB_Bo_Ocea_Ant_Asth,COB_Bo_Ocea_Ant_Can_rem,COB_Bo_Ocea_Ant_Dem_Alzh,COB_Bo_Ocea_Ant_Dia_ges_dia,COB_Bo_Ocea_Ant_HD_HA_ang,COB_Bo_Ocea_Ant_Kid_dis,COB_Bo_Ocea_Ant_LC_COPD_emph,COB_Bo_Ocea_Ant_MHC_dep_anx,COB_Bo_Ocea_Ant_Stroke,COB_Bo_Ocea_Ant_oth_LTHC,COB_Bo_Ocea_Ant_no_LTHC,COB_Bo_Ocea_Ant_LTHC_NS,COB_Bo_Ocea_Ant_Tot,COB_Bo_UK_CI_IM_Arth,COB_Bo_UK_CI_IM_Asth,COB_Bo_UK_CI_IM_Can_rem,COB_Bo_UK_CI_IM_Dem_Alzh,COB_Bo_UK_CI_IM_Dia_ges_dia,COB_Bo_UK_CI_IM_HD_HA_ang,COB_Bo_UK_CI_IM_Kid_dis,COB_Bo_UK_CI_IM_LC_COPD_emph,COB_Bo_UK_CI_IM_MHC_dep_anx,COB_Bo_UK_CI_IM_Stroke,COB_Bo_UK_CI_IM_oth_LTHC,COB_Bo_UK_CI_IM_no_LTHC,COB_Bo_UK_CI_IM_LTHC_NS,COB_Bo_UK_CI_IM_Tot,COB_Bo_NW_Eu_Arth,COB_Bo_NW_Eu_Asth,COB_Bo_NW_Eu_Can_rem,COB_Bo_NW_Eu_Dem_Alzh,COB_Bo_NW_Eu_Dia_ges_dia,COB_Bo_NW_Eu_HD_HA_ang,COB_Bo_NW_Eu_Kid_dis,COB_Bo_NW_Eu_LC_COPD_emph,COB_Bo_NW_Eu__MHC_Dep_anx,COB_Bo_NW_Eu_Stroke,COB_Bo_NW_Eu_oth_LTHC,COB_Bo_NW_Eu_no_LTHC,COB_Bo_NW_Eu_LTHC_NS,COB_Bo_NW_Eu_Tot,COB_Bo_SE_Eu_Asth,COB_Bo_SE_Eu_Arth,COB_Bo_SE_Eu_Can_rem,COB_Bo_SE_Eu_Dem_Alzh,COB_Bo_SE_Eu_Dia_ges_dia,COB_Bo_SE_Eu_HD_HA_ang,COB_Bo_SE_Eu_Kid_dis,COB_Bo_SE_Eu_LC_COPD_emph,COB_Bo_SE_Eu_MHC_Dep_anx,COB_Bo_SE_Eu_Stroke,COB_Bo_SE_Eu_oth_LTHC,COB_Bo_SE_Eu_no_LTHC,COB_Bo_SE_Eu_LTHC_NS,COB_Bo_SE_Eu_Tot,COB_Bo_NA_ME_Asth,COB_Bo_NA_ME_Arth,COB_Bo_NA_ME_Can_rem,COB_Bo_NA_ME_Dem_Alzh,COB_Bo_NA_ME_Dia_ges_dia,COB_Bo_NA_ME_HD_HA_ang,COB_Bo_NA_ME_Kid_dis,COB_Bo_NA_ME_LC_COPD_emph,COB_Bo_NA_ME_MHC_Dep_anx,COB_Bo_NA_ME_Stroke,COB_Bo_NA_ME_oth_LTHC,COB_Bo_NA_ME_no_LTHC,COB_Bo_NA_ME_LTHC_NS,COB_Bo_NA_ME_Tot,COB_Bo_SE_Asia_Arth,COB_Bo_SE_Asia_Asth,COB_Bo_SE_Asia_Can_rem,COB_Bo_SE_Asia_Dem_Alzh,COB_Bo_SE_Asia_Dia_ges_dia,COB_Bo_SE_Asia_HD_HA_ang,COB_Bo_SE_Asia_Kid_dis,COB_Bo_SE_Asia_LC_COPD_emph,COB_Bo_SE_Asia_MHC_Dep_anx,COB_Bo_SE_Asia_Stroke,COB_Bo_SE_Asia_oth_LTHC,COB_Bo_SE_Asia_no_LTHC,COB_Bo_SE_Asia_LTHC_NS,COB_Bo_SE_Asia_Tot,COB_Bo_NE_Asia_Arth,COB_Bo_NE_Asia_Asth,COB_Bo_NE_Asia_Can_rem,COB_Bo_NE_Asia_Dem_Alzh,COB_Bo_NE_Asia_Dia_ges_dia,COB_Bo_NE_Asia_HD_HA_ang,COB_Bo_NE_Asia_Kid_dis,COB_Bo_NE_Asia_LC_COPD_emph,COB_Bo_NE_Asia_MHC_Dep_anx,COB_Bo_NE_Asia_Stroke,COB_Bo_NE_Asia_oth_LTHC,COB_Bo_NE_Asia_no_LTHC,COB_Bo_NE_Asia_LTHC_NS,COB_Bo_NE_Asia_Tot,COB_Bo_SC_Asia_Arth,COB_Bo_SC_Asia_Asth,COB_Bo_SC_Asia_Can_rem,COB_Bo_SC_Asia_Dem_Alzh,COB_Bo_SC_Asia_Dia_ges_dia,COB_Bo_SC_Asia_HD_HA_ang,COB_Bo_SC_Asia_Kid_dis,COB_Bo_SC_Asia_LC_COPD_emph,COB_Bo_SC_Asia_MHC_Dep_anx,COB_Bo_SC_Asia_Stroke,COB_Bo_SC_Asia_oth_LTHC,COB_Bo_SC_Asia_no_LTHC,COB_Bo_SC_Asia_LTHC_NS,COB_Bo_SC_Asia_Tot,COB_Bo_Amer_Arth,COB_Bo_Amer_Asth,COB_Bo_Amer_Can_rem,COB_Bo_Amer_Dem_Alzh,COB_Bo_Amer_Dia_ges_dia,COB_Bo_Amer_HD_HA_ang,COB_Bo_Amer_Kid_dis,COB_Bo_Amer_LC_COPD_emph,COB_Bo_Amer_MHC_Dep_anx,COB_Bo_Amer_Stroke,COB_Bo_Amer_oth_LTHC,COB_Bo_Amer_no_LTHC,COB_Bo_Amer_LTHC_NS,COB_Bo_Amer_Tot,COB_Bo_SS_Afr_Arth,COB_Bo_SS_Afr_Asth,COB_Bo_SS_Afr_Can_rem,COB_Bo_SS_Afr_Dem_Alzh,COB_Bo_SS_Afr_Dia_ges_dia,COB_Bo_SS_Afr_HD_HA_ang,COB_Bo_SS_Afr_Kid_dis,COB_Bo_SS_Afr_LC_COPD_emph,COB_Bo_SS_Afr_MHC_Dep_anx,COB_Bo_SS_Afr_Stroke,COB_Bo_SS_Afr_oth_LTHC,COB_Bo_SS_Afr_no_LTHC,COB_Bo_SS_Afr_LTHC_NS,COB_Bo_SS_Afr_Tot,COB_Bo_Tot_ob_Arth,COB_Bo_Tot_ob_Asth,COB_Bo_Tot_ob_Can_rem,COB_Bo_Tot_ob_Dem_Alzh,COB_Bo_Tot_ob_Dia_ges_dia,COB_Bo_Tot_ob_HD_HA_ang,COB_Bo_Tot_ob_Kid_dis,COB_Bo_Tot_ob_LC_COPD_emph,COB_Bo_Tot_ob_MHC_Dep_anx,COB_Bo_Tot_ob_Stroke,COB_Bo_Tot_ob_oth_LTHC,COB_Bo_Tot_ob_no_LTHC,COB_Bo_Tot_ob_LTHC_NS,COB_Bo_Tot_ob_Tot,COB_COB_NS_Arth,COB_COB_NS_Asth,COB_COB_NS_Can_rem,COB_COB_NS_Dem_Alzh,COB_COB_NS_Dia_ges_dia,COB_COB_NS_HD_HA_ang,COB_COB_NS_Kid_dis,COB_COB_NS_LC_COPD_emph,COB_COB_NS__MHC_Dep_anx,COB_COB_NS_Stroke,COB_COB_NS_oth_LTHC,COB_COB_NS_no_LTHC,COB_COB_NS_LTHC_NS,COB_COB_NS_Tot,COB_Tot_Arth,COB_Tot_Asth,COB_Tot_Can_rem,COB_Tot_Dem_Alzh,COB_Tot_Dia_ges_dia,COB_Tot_HD_HA_ang,COB_Tot_Kid_dis,COB_Tot_LC_COPD_emph,COB_Tot_MHC_Dep_anx,COB_Tot_Stroke,COB_Tot_oth_LTHC,COB_Tot_no_LTHC,COB_Tot_LTHC_NS,COB_Tot_Tot,LFS_Emp_Arth,LFS_Emp_Asth,LFS_Emp_Can_rem,LFS_Emp_Dem_Alzh
SOS10,248043,308287,87407,20851,115522,110533,26374,50153,309612,24798,266694,2209648,130462,3384937,12067,12037,4284,978,12770,7111,1995,2179,8813,1495,10972,95168,5623,150391,27272,16035,10176,2851,11758,13129,2640,5906,16544,2918,19003,113044,6827,200319,8304,4260,3431,1300,4085,4678,858,1739,4774,1143,6448,51896,2327,80142,35570,7743,10731,6642,23893,18787,4249,5131,14452,4614,22438,102643,8004,199118,22545,11511,5256,2183,22495,12099,3366,3063,13990,2838,24330,140152,8377,223041,16221,14260,6133,1853,23703,9021,2812,1828,10230,2324,26861,240286,9430,331830,10762,6876,7080,2180,17928,8965,2503,1769,8357,2266,25850,293624,7166,371357,9679,10182,2575,733,21534,7170,1561,1045,6650,1072,14757,297353,7596,361991,7871,6471,2775,680,4638,2866,786,901,7760,747,8606,78998,3058,112350,4620,4397,2018,368,3827,2505,558,579,4331,457,5600,49678,2058,72473,154905,93774,54454,19764,146633,86330,21320,24130,95901,19879,164871,1462862,60462,2103005,6307,2581,1754,1012,3642,3197,936,1495,3221,920,3101,17733,232453,265883,409255,404641,143613,41629,265791,200051,48626,75780,408731,45595,434669,3690248,423379,5753827,113607,200280,44053,665
SOS11,163128,146084,49330,13741,74108,69803,17934,37338,161424,17054,120381,707518,58802,1296268,2937,2185,1069,217,1601,1348,384,714,2181,347,2151,12901,1056,23345,11760,4456,3753,1206,5000,5478,1223,2858,5552,1341,5941,21878,1777,51241,3318,1042,1152,515,1598,1814,364,814,1421,492,1910,8335,602,17121,2729,619,820,458,1672,1466,348,489,1011,358,1470,5884,584,12860,393,229,118,42,357,248,77,69,304,52,505,4392,306,6241,933,955,292,66,989,405,157,136,693,100,1168,16131,805,21026,257,189,145,30,299,136,34,47,228,33,419,7178,248,8752,509,472,151,61,993,372,94,84,380,55,676,19395,530,22756,1216,891,428,101,544,469,119,205,1130,113,1148,6947,347,11312,728,594,310,69,500,360,94,119,623,82,806,6858,294,10115,24777,11641,8245,2763,13561,12091,2889,5526,13530,2968,16206,109890,6563,184767,4805,2200,1300,692,2321,2286,633,1295,2398,658,1844,8170,83776,102843,192705,159929,58870,17202,89993,84177,21453,44158,177348,20681,138423,825583,149131,1583879,47537,69434,14269,270
SOS12,15478,12899,4679,831,6846,6258,1562,3497,13246,1488,10486,70113,5056,122903,291,178,101,18,134,132,24,69,223,32,190,1113,67,2072,1231,511,396,101,504,565,106,283,530,124,604,2413,172,5410,308,91,125,28,124,162,26,69,134,22,185,955,64,1778,215,52,67,25,126,128,26,45,67,33,105,543,46,1107,23,20,6,3,14,14,0,0,12,0,20,149,10,239,89,67,29,4,55,30,14,10,57,4,78,814,50,1143,21,23,5,0,16,9,4,4,15,0,32,363,14,473,40,27,5,4,46,19,0,5,18,6,25,405,14,533,130,95,39,6,51,53,15,22,112,7,124,650,26,1100,54,44,27,0,33,37,0,12,52,3,75,448,17,700,2407,1094,810,181,1096,1150,215,527,1222,231,1438,7846,480,14556,520,254,143,32,257,225,58,147,260,64,169,1057,9097,11339,18403,14248,5629,1048,8198,7635,1837,4179,14731,1781,12087,79017,14632,148805,5128,6122,1484,34
SOS13,48376,42029,16135,2062,19602,20017,4331,9581,39396,4104,34917,289434,20484,467555,973,653,381,29,406,414,89,231,633,90,665,4415,421,7802,3404,1399,1226,222,1329,1520,273,699,1602,351,1924,8865,605,18010,1081,332,437,106,463,594,114,250,430,131,656,4047,201,7169,1428,264,422,184,958,747,142,242,385,158,681,3153,299,6809,235,93,60,18,232,135,38,25,100,21,215,1432,191,2384,240,198,111,12,224,109,28,31,141,23,265,2930,279,4166,104,55,68,12,121,52,10,9,72,17,141,2060,145,2708,114,66,41,11,152,89,13,12,66,14,127,1319,80,1892,442,290,153,21,160,165,37,65,340,35,367,2592,159,4182,269,185,109,16,129,121,23,50,184,22,254,1949,93,3016,8299,3528,3000,636,4170,3947,770,1611,3948,862,5292,32759,2486,58130,1505,684,461,101,623,628,164,333,671,161,553,4294,40736,48584,58179,46237,19591,2803,24398,24589,5266,11524,44018,5128,40752,326490,63710,574269,22411,23453,7613,192
SOS17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS19,656,648,201,16,264,298,65,213,1342,60,722,2790,464,5912,28,26,16,0,12,12,0,12,36,4,32,138,13,257,40,25,18,0,20,25,3,17,48,10,47,207,13,367,10,14,4,0,8,5,3,5,11,0,15,136,7,193,21,11,6,0,8,5,6,5,9,6,10,76,8,127,8,9,0,0,3,7,0,5,21,0,3,71,4,110,6,8,0,0,10,0,0,0,25,0,14,164,11,227,8,0,0,0,7,5,0,0,12,0,12,169,8,198,0,3,4,0,6,7,0,0,10,0,9,101,5,128,11,11,0,0,6,3,0,0,27,0,13,125,8,182,3,3,0,0,4,0,0,0,15,0,8,72,3,109,137,108,54,5,84,75,18,49,208,20,160,1246,89,1901,20,14,7,0,7,20,0,12,31,4,18,53,3431,3558,813,776,260,27,365,387,85,268,1585,79,894,4089,3980,11371,116,215,44,4
