SOS_CODE_2021,M_NatPhySci_Occ_Mng,M_NatPhySci_Occ_Pro,M_NatPhySci_Occ_TTW,M_NatPhySci_Occ_CPS,M_NatPhySci_Occ_CA,M_NatPhySci_Occ_Sal,M_NatPhySci_Occ_MOD,M_NatPhySci_Occ_Lab,M_NatPhySci_Occ_IDNS,M_NatPhySci_Total,M_InfoTechn_Occ_Mng,M_InfoTechn_Occ_Pro,M_InfoTechn_Occ_TTW,M_InfoTechn_Occ_CPS,M_InfoTechn_Occ_CA,M_InfoTechn_Occ_Sal,M_InfoTechn_Occ_MOD,M_InfoTechn_Occ_Lab,M_InfoTechn_Occ_IDNS,M_InfoTechn_Total,M_EngRelTech_Occ_Mng,M_EngRelTech_Occ_Pro,M_EngRelTech_Occ_TTW,M_EngRelTech_Occ_CPS,M_EngRelTech_Occ_CA,M_EngRelTech_Occ_Sal,M_EngRelTech_Occ_MOD,M_EngRelTech_Occ_Lab,M_EngRelTech_Occ_IDNS,M_EngRelTech_Total,M_ArchitBuild_Occ_Mng,M_ArchitBuild_Occ_Pro,M_ArchitBuild_Occ_TTW,M_ArchitBuild_Occ_CPS,M_ArchitBuild_Occ_CA,M_ArchitBuild_Occ_Sal,M_ArchitBuild_Occ_MOD,M_ArchitBuild_Occ_Lab,M_ArchitBuild_Occ_IDNS,M_ArchitBuild_Total,M_AgriEnviRelStu_Occ_Mng,M_AgriEnviRelStu_Occ_Pro,M_AgriEnviRelStu_Occ_TTW,M_AgriEnviRelStu_Occ_CPS,M_AgriEnviRelStu_Occ_CA,M_AgriEnviRelStu_Occ_Sal,M_AgriEnviRelStu_Occ_MOD,M_AgriEnviRelStu_Occ_Lab,M_AgriEnviRelStu_Occ_IDNS,M_AgriEnviRelStu_Total,M_Health_Occ_Mng,M_Health_Occ_Pro,M_Health_Occ_TTW,M_Health_Occ_CPS,M_Health_Occ_CA,M_Health_Occ_Sal,M_Health_Occ_MOD,M_Health_Occ_Lab,M_Health_Occ_IDNS,M_Health_Total,M_Educat_Occ_Mng,M_Educat_Occ_Pro,M_Educat_Occ_TTW,M_Educat_Occ_CPS,M_Educat_Occ_CA,M_Educat_Occ_Sal,M_Educat_Occ_MOD,M_Educat_Occ_Lab,M_Educat_Occ_IDNS,M_Educat_Total,M_ManagCom_Occ_Mng,M_ManagCom_Occ_Pro,M_ManagCom_Occ_TTW,M_ManagCom_Occ_CPS,M_ManagCom_Occ_CA,M_ManagCom_Occ_Sal,M_ManagCom_Occ_MOD,M_ManagCom_Occ_Lab,M_ManagCom_Occ_IDNS,M_ManagCom_Total,M_SocietCultu_Occ_Mng,M_SocietCultu_Occ_Pro,M_SocietCultu_Occ_TTW,M_SocietCultu_Occ_CPS,M_SocietCultu_Occ_CA,M_SocietCultu_Occ_Sal,M_SocietCultu_Occ_MOD,M_SocietCultu_Occ_Lab,M_SocietCultu_Occ_IDNS,M_SocietCultu_Total,M_CreatArt_Occ_Mng,M_CreatArt_Occ_Pro,M_CreatArt_Occ_TTW,M_CreatArt_Occ_CPS,M_CreatArt_Occ_CA,M_CreatArt_Occ_Sal,M_CreatArt_Occ_MOD,M_CreatArt_Occ_Lab,M_CreatArt_Occ_IDNS,M_CreatArt_Total,M_FoodHospPersServ_Occ_Mng,M_FoodHospPersServ_Occ_Pro,M_FoodHospPersServ_Occ_TTW,M_FoodHospPersServ_Occ_CPS,M_FoodHospPersServ_Occ_CA,M_FoodHospPersServ_Occ_Sal,M_FoodHospPersServ_Occ_MOD,M_FoodHospPersServ_Occ_Lab,M_FoodHospPersServ_Occ_IDNS,M_FoodHospPersServ_Total,M_MixFieldProg_Occ_Mng,M_MixFieldProg_Occ_Pro,M_MixFieldProg_Occ_TTW,M_MixFieldProg_Occ_CPS,M_MixFieldProg_Occ_CA,M_MixFieldProg_Occ_Sal,M_MixFieldProg_Occ_MOD,M_MixFieldProg_Occ_Lab,M_MixFieldProg_Occ_IDNS,M_MixFieldProg_Total,M_FS_ID_Occ_Mng,M_FS_ID_Occ_Pro,M_FS_ID_Occ_TTW,M_FS_ID_Occ_CPS,M_FS_ID_Occ_CA,M_FS_ID_Occ_Sal,M_FS_ID_Occ_MOD,M_FS_ID_Occ_Lab,M_FS_ID_Occ_IDNS,M_FS_ID_Total,M_FS_NS_Occ_Mng,M_FS_NS_Occ_Pro,M_FS_NS_Occ_TTW,M_FS_NS_Occ_CPS,M_FS_NS_Occ_CA,M_FS_NS_Occ_Sal,M_FS_NS_Occ_MOD,M_FS_NS_Occ_Lab,M_FS_NS_Occ_IDNS,M_FS_NS_Total,M_Tot_Occ_Mng,M_Tot_Occ_Pro,M_Tot_Occ_TTW,M_Tot_Occ_CPS,M_Tot_Occ_CA,M_Tot_Occ_Sal,M_Tot_Occ_MOD,M_Tot_Occ_Lab,M_Tot_Occ_IDNS,M_Total_Total,F_NatPhySci_Occ_Mng,F_NatPhySci_Occ_Pro,F_NatPhySci_Occ_TTW,F_NatPhySci_Occ_CPS,F_NatPhySci_Occ_CA,F_NatPhySci_Occ_Sal,F_NatPhySci_Occ_MOD,F_NatPhySci_Occ_Lab,F_NatPhySci_Occ_IDNS,F_NatPhySci_Total,F_InfoTechn_Occ_Mng,F_InfoTechn_Occ_Pro,F_InfoTechn_Occ_TTW,F_InfoTechn_Occ_CPS,F_InfoTechn_Occ_CA,F_InfoTechn_Occ_Sal,F_InfoTechn_Occ_MOD,F_InfoTechn_Occ_Lab,F_InfoTechn_Occ_IDNS,F_InfoTechn_Total,F_EngRelTech_Occ_Mng,F_EngRelTech_Occ_Pro,F_EngRelTech_Occ_TTW,F_EngRelTech_Occ_CPS,F_EngRelTech_Occ_CA,F_EngRelTech_Occ_Sal,F_EngRelTech_Occ_MOD,F_EngRelTech_Occ_Lab,F_EngRelTech_Occ_IDNS,F_EngRelTech_Total,F_ArchitBuild_Occ_Mng,F_ArchitBuild_Occ_Pro,F_ArchitBuild_Occ_TTW,F_ArchitBuild_Occ_CPS,F_ArchitBuild_Occ_CA,F_ArchitBuild_Occ_Sal,F_ArchitBuild_Occ_MOD,F_ArchitBuild_Occ_Lab,F_ArchitBuild_Occ_IDNS,F_ArchitBuild_Total,F_AgriEnviRelStu_Occ_Mng,F_AgriEnviRelStu_Occ_Pro,F_AgriEnviRelStu_Occ_TTW,F_AgriEnviRelStu_Occ_CPS,F_AgriEnviRelStu_Occ_CA,F_AgriEnviRelStu_Occ_Sal,F_AgriEnviRelStu_Occ_MOD,F_AgriEnviRelStu_Occ_Lab,F_AgriEnviRelStu_Occ_IDNS,F_AgriEnviRelStu_Total
SOS10,6778,16720,2961,1502,2361,1383,1273,1423,497,34904,16410,48153,9548,2372,5032,4016,4438,4042,1385,95401,37141,55702,78441,5220,11505,6962,19117,13658,3016,230767,17754,9217,44966,1560,3197,1776,4679,7840,1244,92242,2387,2292,5556,625,906,605,1319,2424,214,16320,4544,38414,2007,6809,1675,1106,1391,1268,486,57709,4021,19608,1094,2083,1035,630,1060,832,236,30614,71848,77546,11138,9179,30406,21940,13602,10197,4073,249937,15725,39108,3654,17969,8224,3813,3691,3389,1483,97047,6056,18932,4644,2343,2958,2999,1883,1985,476,42282,4922,1020,12686,2650,1745,2055,3653,3412,364,32512,110,101,164,74,68,82,158,211,39,1006,2751,3397,2087,1022,1252,832,2029,1208,584,15157,2787,2593,4334,1318,1396,1314,2871,2500,5136,24257,193253,332809,183280,54737,71776,49524,61173,54384,19229,1020164,5400,14791,3732,2800,5578,1938,325,1009,432,35998,3995,14127,1538,1741,4408,1661,465,898,503,29336,3904,10929,2380,1444,3707,1345,917,1521,386,26534,1794,7061,1908,640,1801,988,116,293,142,14734,1028,1991,1156,661,1270,556,139,559,93,7448
SOS11,833,1933,521,286,219,122,149,294,48,4410,1003,2128,1205,332,367,400,378,492,84,6396,7551,6511,32570,1986,2145,1986,8974,5785,826,68340,4985,1073,16588,717,575,553,2408,3348,449,30698,1746,1408,2868,359,471,440,1126,1912,141,10465,902,7618,571,2431,261,202,390,409,96,12890,1348,6761,459,859,254,186,354,333,93,10655,8076,5962,2202,2003,3107,3136,1950,1973,370,28772,2024,4764,816,6405,946,568,704,974,230,17423,665,1889,730,514,347,401,247,481,54,5329,1447,215,4783,978,359,709,1344,1600,124,11561,14,25,49,33,16,35,30,105,8,305,500,445,646,306,194,138,559,500,147,3441,791,406,1792,507,285,424,1285,1435,1194,8111,31882,41136,65800,17723,9549,9313,19903,19630,3856,218796,580,1619,603,484,622,222,37,194,62,4417,234,381,140,194,396,160,35,181,21,1731,398,647,576,300,407,256,373,456,32,3445,197,596,322,135,253,161,18,92,22,1796,543,892,604,449,618,373,99,497,56,4137
SOS12,96,190,60,26,25,7,11,28,0,448,73,143,82,31,39,31,17,34,4,446,851,549,3355,182,239,201,927,625,108,7035,602,122,1879,72,53,56,287,376,49,3493,253,135,314,35,53,44,140,239,31,1243,93,534,52,207,15,15,32,42,13,1001,160,620,46,64,25,20,53,27,10,1041,712,486,159,122,213,222,147,150,37,2254,206,375,78,627,80,41,48,79,23,1564,78,182,67,39,31,34,18,42,3,501,126,22,364,57,25,60,106,144,9,908,0,8,0,3,0,0,3,4,0,22,45,43,75,22,28,11,58,42,13,334,85,34,193,43,27,32,150,148,128,836,3388,3452,6717,1533,848,784,2005,1973,433,21126,65,161,65,40,71,23,7,23,3,455,21,34,4,6,35,8,4,13,6,115,54,46,63,26,52,32,32,50,0,356,24,68,34,13,33,8,7,5,0,198,78,89,84,48,89,40,18,75,8,526
SOS13,711,781,182,109,98,54,59,120,34,2139,438,654,227,67,85,68,40,83,29,1690,6662,2423,12973,615,766,678,4179,2467,472,31235,3733,419,6371,222,250,183,1038,1499,218,13936,5818,923,1295,143,233,272,703,1500,153,11034,536,2308,166,521,82,50,69,129,28,3884,811,1762,180,218,79,68,112,124,33,3385,4305,2154,544,348,820,1021,476,525,163,10366,1342,1572,265,1500,304,129,189,311,98,5708,338,606,256,150,81,87,75,163,20,1783,544,57,988,196,78,147,387,456,41,2897,9,10,7,5,0,3,8,16,0,68,352,160,208,98,63,34,218,149,66,1352,872,166,719,134,80,165,552,564,467,3709,26466,13999,24368,4333,3021,2966,8103,8105,1825,93183,506,807,252,183,345,79,20,81,28,2306,175,176,43,37,170,29,8,30,6,671,259,235,219,95,227,91,120,135,20,1393,154,296,137,27,136,46,13,45,11,866,1243,650,482,300,701,295,105,666,50,4489
SOS17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS19,8,19,4,3,0,0,4,4,0,37,10,17,3,0,0,0,5,3,0,44,22,37,69,11,8,6,30,26,6,206,7,8,46,3,0,0,10,20,0,93,3,0,10,3,3,5,5,4,0,31,0,36,0,9,0,0,3,0,0,53,0,9,0,5,0,0,3,4,0,20,30,23,8,6,15,13,7,9,0,118,11,27,0,26,4,3,11,14,0,105,0,17,9,4,0,0,3,8,0,44,0,0,19,0,0,6,3,12,0,40,0,0,0,0,0,0,0,0,0,0,6,0,5,6,0,0,9,4,0,27,0,3,6,0,0,4,4,11,11,53,103,214,175,81,38,34,99,120,26,885,0,8,0,0,7,0,0,4,0,24,3,4,5,0,0,0,0,0,0,13,0,9,0,3,0,0,0,3,0,19,3,3,0,0,0,0,0,0,0,9,4,0,0,0,4,0,3,6,0,24
