SOS_CODE_2021,M_0_cond_0_14,M_0_cond_15_24,M_0_cond_25_34,M_0_cond_35_44,M_0_cond_45_54,M_0_cond_55_64,M_0_cond_65_74,M_0_cond_75_84,M_0_cond_85_over,M_0_cond_Tot,M_1_cond_0_14,M_1_cond_15_24,M_1_cond_25_34,M_1_cond_35_44,M_1_cond_45_54,M_1_cond_55_64,M_1_cond_65_74,M_1_cond_75_84,M_1_cond_85_over,M_1_cond_Tot,M_2_cond_0_14,M_2_cond_15_24,M_2_cond_25_34,M_2_cond_35_44,M_2_cond_45_54,M_2_cond_55_64,M_2_cond_65_74,M_2_cond_75_84,M_2_cond_85_over,M_2_cond_Tot,M_3_or_mo_cond_0_14,M_3_or_mo_cond_15_24,M_3_or_mo_cond_25_34,M_3_or_mo_cond_35_44,M_3_or_mo_cond_45_54,M_3_or_mo_cond_55_64,M_3_or_mo_cond_65_74,M_3_or_mo_cond_75_84,M_3_or_mo_cond_85_over,M_3_or_mo_cond_Tot,M_1m_cond_Tot_0_14,M_1m_cond_Tot_15_24,M_1m_cond_Tot_25_34,M_1m_cond_Tot_35_44,M_1m_cond_Tot_45_54,M_1m_cond_Tot_55_64,M_1m_cond_Tot_65_74,M_1m_cond_Tot_75_84,M_1m_cond_Tot_85_over,M_1m_cond_Tot_Tot,M_cond_NS_0_14,M_cond_NS_15_24,M_cond_NS_25_34,M_cond_NS_35_44,M_cond_NS_45_54,M_cond_NS_55_64,M_cond_NS_65_74,M_cond_NS_75_84,M_cond_NS_85_over,M_cond_NS_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_over,M_Tot_Tot,F_0_cond_0_14,F_0_cond_15_24,F_0_cond_25_34,F_0_cond_35_44,F_0_cond_45_54,F_0_cond_55_64,F_0_cond_65_74,F_0_cond_75_84,F_0_cond_85_over,F_0_cond_Tot,F_1_cond_0_14,F_1_cond_15_24,F_1_cond_25_34,F_1_cond_35_44,F_1_cond_45_54,F_1_cond_55_64,F_1_cond_65_74,F_1_cond_75_84,F_1_cond_85_over,F_1_cond_Tot,F_2_cond_0_14,F_2_cond_15_24,F_2_cond_25_34,F_2_cond_35_44,F_2_cond_45_54,F_2_cond_55_64,F_2_cond_65_74,F_2_cond_75_84,F_2_cond_85_over,F_2_cond_Tot,F_3_or_mo_cond_0_14,F_3_or_mo_cond_15_24,F_3_or_mo_cond_25_34,F_3_or_mo_cond_35_44,F_3_or_mo_cond_45_54,F_3_or_mo_cond_55_64,F_3_or_mo_cond_65_74,F_3_or_mo_cond_75_84,F_3_or_mo_cond_85_over,F_3_or_mo_cond_Tot,F_1m_cond_Tot_0_14,F_1m_cond_Tot_15_24,F_1m_cond_Tot_25_34,F_1m_cond_Tot_35_44,F_1m_cond_Tot_45_54,F_1m_cond_Tot_55_64,F_1m_cond_Tot_65_74,F_1m_cond_Tot_75_84,F_1m_cond_Tot_85_over,F_1m_cond_Tot_Tot,F_cond_NS_0_14,F_cond_NS_15_24,F_cond_NS_25_34,F_cond_NS_35_44,F_cond_NS_45_54,F_cond_NS_55_64,F_cond_NS_65_74,F_cond_NS_75_84,F_cond_NS_85_over,F_cond_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_0_cond_0_14,P_0_cond_15_24,P_0_cond_25_34,P_0_cond_35_44,P_0_cond_45_54,P_0_cond_55_64,P_0_cond_65_74,P_0_cond_75_84,P_0_cond_85_over,P_0_cond_Tot,P_1_cond_0_14,P_1_cond_15_24,P_1_cond_25_34,P_1_cond_35_44,P_1_cond_45_54,P_1_cond_55_64,P_1_cond_65_74,P_1_cond_75_84,P_1_cond_85_over,P_1_cond_Tot,P_2_cond_0_14,P_2_cond_15_24,P_2_cond_25_34,P_2_cond_35_44,P_2_cond_45_54,P_2_cond_55_64,P_2_cond_65_74,P_2_cond_75_84,P_2_cond_85_over,P_2_cond_Tot,P_3_or_mo_cond_0_14,P_3_or_mo_cond_15_24,P_3_or_mo_cond_25_34,P_3_or_mo_cond_35_44,P_3_or_mo_cond_45_54,P_3_or_mo_cond_55_64,P_3_or_mo_cond_65_74,P_3_or_mo_cond_75_84,P_3_or_mo_cond_85_over,P_3_or_mo_cond_Tot,P_1m_cond_Tot_0_14,P_1m_cond_Tot_15_24,P_1m_cond_Tot_25_34,P_1m_cond_Tot_35_44,P_1m_cond_Tot_45_54,P_1m_cond_Tot_55_64,P_1m_cond_Tot_65_74,P_1m_cond_Tot_75_84,P_1m_cond_Tot_85_over,P_1m_cond_Tot_Tot,P_cond_NS_0_14,P_cond_NS_15_24,P_cond_NS_25_34,P_cond_NS_35_44,P_cond_NS_45_54,P_cond_NS_55_64,P_cond_NS_65_74,P_cond_NS_75_84,P_cond_NS_85_over,P_cond_NS_Tot
SOS10,452770,282723,343012,318794,247757,179968,98909,39359,10355,1973638,45885,45272,52016,57608,63981,75848,70555,40862,13680,465708,2151,4398,6753,8722,13642,23353,31012,23323,9080,122430,108,325,795,1697,4250,10482,17920,17516,8148,61253,48151,49995,59560,68032,81876,109678,119488,81709,30913,649392,40058,28928,35605,31339,27072,22152,15025,9810,5682,215666,540978,361641,438180,418163,356701,311794,233418,130878,46944,2838701,440005,252352,334374,315411,249565,185439,110597,44388,14225,1946356,31829,55498,66994,65461,71300,79843,78295,49648,22545,521409,1621,8442,12753,13331,19135,27827,33928,27748,15203,160004,69,529,1541,3263,7386,13996,19625,19788,13446,79644,33522,64472,81289,82051,97821,121670,131854,97184,51198,761062,37416,24998,32272,28922,24685,21181,16161,11883,10197,207713,510944,341820,447933,426387,372072,328291,258614,153451,75619,2915129,892780,535077,677387,634199,497321,365405,209510,83749,24580,3920000,77716,100775,119006,123070,135286,155687,148850,90517,36227,987120,3778,12834,19508,22049,32775,51182,64942,51070,24285,282430,179,855,2343,4967,11632,24479,37545,37303,21594,140899,81675,114462,140853,150081,179693,231345,251341,178892,82105,1410452,77473,53924,67875,60266,51754,43330,31183,21695,15879,423379
SOS11,112847,60811,62784,55830,52525,46210,33634,14693,3695,443028,17928,14686,15662,16651,19245,25487,28701,17197,5309,160866,1376,2052,2757,3554,5453,10005,14878,10849,3871,54793,64,169,435,871,2228,5571,10234,9165,3841,32581,19364,16908,18848,21074,26926,41069,53811,37212,13017,248235,15545,10082,10733,9796,9330,8366,6914,4515,2086,77370,147761,87800,92366,86705,88784,95651,94358,56413,18800,768642,111977,52797,60220,55324,52692,49677,37141,16711,5242,441788,13526,18905,21631,20772,22559,27941,31285,21065,9340,187032,1081,3934,5636,6055,8050,12274,16045,12629,6586,72297,62,306,874,1829,4095,7900,10858,10092,6352,42361,14672,23148,28139,28663,34702,48110,58191,43781,22274,301693,14697,8429,8493,8186,7846,7832,7041,5577,3665,71761,141347,84373,96855,92164,95246,105625,102377,66075,31185,815241,224821,113612,123004,111151,105219,95888,70779,31403,8944,884820,31453,33585,37292,37426,41806,53435,59987,38262,14656,347890,2460,5988,8393,9611,13501,22275,30923,23477,10455,127091,130,481,1304,2700,6322,13472,21093,19255,10184,74940,34042,40055,46991,49742,61629,89182,112002,80991,35292,549932,30246,18514,19226,17980,17179,16200,13950,10084,5747,149131
SOS12,10578,5409,4741,5048,5754,5665,4064,1439,292,42989,1498,1190,1093,1393,1972,3049,3318,1685,367,15567,111,157,189,281,508,1150,1597,960,226,5181,0,12,42,77,190,616,1105,796,254,3088,1610,1358,1320,1745,2672,4817,6018,3446,845,23836,1396,850,765,819,967,1073,972,497,168,7509,13582,7611,6832,7612,9386,11562,11057,5379,1306,74329,10161,4618,4524,4983,5633,5782,3978,1283,329,41289,1188,1389,1525,1756,2212,3064,3113,1649,521,16415,86,265,388,472,821,1295,1573,950,327,6188,0,20,76,140,367,787,997,726,345,3461,1274,1677,1987,2369,3402,5149,5685,3328,1199,26066,1382,802,678,786,877,967,899,474,252,7120,12814,7098,7190,8140,9922,11906,10562,5084,1773,74475,20736,10026,9266,10031,11385,11455,8044,2713,614,84274,2678,2583,2620,3145,4183,6118,6429,3335,883,31985,197,424,570,752,1334,2449,3171,1917,558,11365,8,33,118,219,553,1403,2101,1525,595,6551,2884,3032,3310,4113,6074,9968,11701,6773,2041,49898,2774,1651,1444,1602,1843,2047,1871,969,419,14632
SOS13,41564,24534,17609,20435,26195,25903,16742,5583,927,179499,5099,4125,3608,4914,7865,11726,12122,5619,1182,56256,295,418,510,836,1742,3908,5472,3002,766,16962,25,24,49,213,619,1791,3134,2306,647,8806,5414,4573,4177,5963,10226,17421,20724,10924,2593,82024,5644,4137,3857,4202,4856,5400,4058,1968,481,34606,52626,33245,25644,30595,41279,48733,41527,18477,4005,296123,39536,20332,16388,20376,25532,24388,14807,4831,903,167092,3668,4824,4594,5921,8641,11358,10328,4738,1285,55357,198,745,994,1411,2472,4262,4601,2543,830,18068,4,58,130,371,981,2081,2541,1683,680,8530,3874,5622,5722,7703,12092,17702,17469,8971,2800,81953,5289,3170,2729,3464,4262,4494,3484,1692,512,29106,48701,29127,24836,31539,41886,46587,35755,15494,4215,278147,81106,44866,33997,40809,51731,50294,31545,10414,1831,346587,8762,8949,8202,10835,16504,23088,22448,10359,2467,111613,499,1165,1509,2245,4220,8171,10075,5546,1603,35026,30,85,186,581,1601,3869,5673,3993,1327,17337,9289,10200,9895,13664,22322,35129,38194,19893,5395,163979,10930,7302,6588,7670,9114,9902,7544,3664,999,63710
SOS17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS19,332,298,549,403,317,286,211,47,3,2443,36,100,168,154,165,184,159,43,9,1008,7,18,17,43,53,86,89,30,3,343,0,0,5,9,29,74,52,17,3,203,44,123,191,206,244,348,303,88,12,1552,262,241,426,496,450,318,137,35,3,2375,639,658,1164,1108,1010,949,648,166,19,6375,276,284,470,269,247,261,144,31,7,1986,50,143,154,127,122,155,96,21,4,870,5,47,53,43,56,79,50,19,8,347,0,5,15,19,36,55,44,12,4,196,57,192,223,186,204,284,190,56,16,1408,285,220,335,292,212,157,68,19,7,1605,616,703,1022,749,666,698,404,104,32,4997,610,587,1016,670,557,546,356,76,7,4427,89,244,317,279,285,344,254,66,12,1883,9,67,72,88,99,159,139,48,5,690,0,4,21,33,68,124,102,33,10,394,97,311,408,394,453,632,494,148,27,2966,555,462,763,794,661,469,210,54,14,3980
