SOS_CODE_2021,M_AgriForestFish_PD,M_AgriForestFish_GD_GC,M_AgriForestFish_BD,M_AgriForestFish_AdD_D,M_AgriForestFish_Cert,M_AgriForestFish_ID_NS,M_AgriForestFish_ToT,M_Min_PD,M_Min_GD_GC,M_Min_BD,M_Min_AdD_D,M_Min_Cert,M_Min_ID_NS,M_Min_ToT,M_Mnfg_PD,M_Mnfg_GD_GC,M_Mnfg_BD,M_Mnfg_AdD_D,M_Mnfg_Cert,M_Mnfg_ID_NS,M_Mnfg_ToT,M_EGW_WS_PD,M_EGW_WS_GD_GC,M_EGW_WS_BD,M_EGW_WS_AdD_D,M_EGW_WS_Cert,M_EGW_WS_ID_NS,M_EGW_WS_ToT,M_Cnstn_PD,M_Cnstn_GD_GC,M_Cnstn_BD,M_Cnstn_AdD_D,M_Cnstn_Cert,M_Cnstn_ID_NS,M_Cnstn_ToT,M_WTrade_PD,M_WTrade_GD_GC,M_WTrade_BD,M_WTrade_AdD_D,M_WTrade_Cert,M_WTrade_ID_NS,M_WTrade_ToT,M_RTrade_PD,M_RTrade_GD_GC,M_RTrade_BD,M_RTrade_AdD_D,M_RTrade_Cert,M_RTrade_ID_NS,M_RTrade_ToT,M_AccomFoodS_PD,M_AccomFoodS_GD_GC,M_AccomFoodS_BD,M_AccomFoodS_AdD_D,M_AccomFoodS_Cert,M_AccomFoodS_ID_NS,M_AccomFoodS_ToT,M_TransPostWhse_PD,M_TransPostWhse_GD_GC,M_TransPostWhse_BD,M_TransPostWhse_AdD_D,M_TransPostWhse_Cert,M_TransPostWhse_ID_NS,M_TransPostWhse_ToT,M_InfoMedTelecom_PD,M_InfoMedTelecom_GD_GC,M_InfoMedTelecom_BD,M_InfoMedTelecom_AdD_D,M_InfoMedTelecom_Cert,M_InfoMedTelecom_ID_NS,M_InfoMedTelecom_ToT,M_FinInsurS_PD,M_FinInsurS_GD_GC,M_FinInsurS_BD,M_FinInsurS_AdD_D,M_FinInsurS_Cert,M_FinInsurS_ID_NS,M_FinInsurS_ToT,M_RentHirREserv_PD,M_RentHirREserv_GD_GC,M_RentHirREserv_BD,M_RentHirREserv_AdD_D,M_RentHirREserv_Cert,M_RentHirREserv_ID_NS,M_RentHirREserv_ToT,M_ProScieTechServ_PD,M_ProScieTechServ_GD_GC,M_ProScieTechServ_BD,M_ProScieTechServ_AdD_D,M_ProScieTechServ_Cert,M_ProScieTechServ_ID_NS,M_ProScieTechServ_ToT,M_AdminSupServ_PD,M_AdminSupServ_GD_GC,M_AdminSupServ_BD,M_AdminSupServ_AdD_D,M_AdminSupServ_Cert,M_AdminSupServ_ID_NS,M_AdminSupServ_ToT,M_PubAdmiSafety_PD,M_PubAdmiSafety_GD_GC,M_PubAdmiSafety_BD,M_PubAdmiSafety_AdD_D,M_PubAdmiSafety_Cert,M_PubAdmiSafety_ID_NS,M_PubAdmiSafety_ToT,M_EducTrain_PD,M_EducTrain_GD_GC,M_EducTrain_BD,M_EducTrain_AdD_D,M_EducTrain_Cert,M_EducTrain_ID_NS,M_EducTrain_ToT,M_HealthCareSocA_PD,M_HealthCareSocA_GD_GC,M_HealthCareSocA_BD,M_HealthCareSocA_AdD_D,M_HealthCareSocA_Cert,M_HealthCareSocA_ID_NS,M_HealthCareSocA_ToT,M_ArtRecServ_PD,M_ArtRecServ_GD_GC,M_ArtRecServ_BD,M_ArtRecServ_AdD_D,M_ArtRecServ_Cert,M_ArtRecServ_ID_NS,M_ArtRecServ_ToT,M_OthServ_PD,M_OthServ_GD_GC,M_OthServ_BD,M_OthServ_AdD_D,M_OthServ_Cert,M_OthServ_ID_NS,M_OthServ_ToT,M_ID_NS_PD,M_ID_NS_GD_GC,M_ID_NS_BD,M_ID_NS_AdD_D,M_ID_NS_Cert,M_ID_NS_ID_NS,M_ID_NS_ToT,M_ToT_PD,M_ToT_GD_GC,M_ToT_BD,M_ToT_AdD_D,M_ToT_Cert,M_ToT_ID_NS,M_ToT_ToT,F_AgriForestFish_PD,F_AgriForestFish_GD_GC,F_AgriForestFish_BD,F_AgriForestFish_AdD_D,F_AgriForestFish_Cert,F_AgriForestFish_ID_NS,F_AgriForestFish_ToT,F_Min_PD,F_Min_GD_GC,F_Min_BD,F_Min_AdD_D,F_Min_Cert,F_Min_ID_NS,F_Min_ToT,F_Mnfg_PD,F_Mnfg_GD_GC,F_Mnfg_BD,F_Mnfg_AdD_D,F_Mnfg_Cert,F_Mnfg_ID_NS,F_Mnfg_ToT,F_EGW_WS_PD,F_EGW_WS_GD_GC,F_EGW_WS_BD,F_EGW_WS_AdD_D,F_EGW_WS_Cert,F_EGW_WS_ID_NS,F_EGW_WS_ToT,F_Cnstn_PD,F_Cnstn_GD_GC,F_Cnstn_BD,F_Cnstn_AdD_D,F_Cnstn_Cert,F_Cnstn_ID_NS,F_Cnstn_ToT,F_WTrade_PD,F_WTrade_GD_GC,F_WTrade_BD,F_WTrade_AdD_D,F_WTrade_Cert,F_WTrade_ID_NS,F_WTrade_ToT,F_RTrade_PD,F_RTrade_GD_GC,F_RTrade_BD,F_RTrade_AdD_D,F_RTrade_Cert,F_RTrade_ID_NS,F_RTrade_ToT,F_AccomFoodS_PD,F_AccomFoodS_GD_GC,F_AccomFoodS_BD,F_AccomFoodS_AdD_D
SOS10,338,57,1013,476,1207,112,3207,698,135,1524,925,3948,165,7390,7330,970,17826,9944,28943,1797,66815,2185,312,3610,1816,4872,285,13083,6318,921,22824,13618,82984,3039,129708,5737,731,12362,5313,10055,967,35165,8739,1068,21371,10203,18324,2040,61750,3719,470,11788,9953,11774,1480,39181,6850,1064,16493,11425,22356,2467,60657,5826,924,14228,4443,4073,686,30170,20155,3675,41970,8987,5162,1671,81617,2989,547,7286,4007,5444,648,20913,35356,5525,75097,13328,9459,2663,141428,3312,537,9555,4946,8578,1007,27940,11313,3025,21835,13266,16692,1504,67642,20453,3353,22402,4321,5168,781,56477,19684,3148,33589,9184,10724,2003,78336,1638,394,5633,2338,3474,354,13821,2990,557,6444,3730,21285,769,35776,7165,756,15161,6090,14100,5804,49072,172793,28175,362018,138307,288626,30241,1020164,235,68,758,384,568,99,2108,219,57,508,204,252,37,1282,4076,727,11736,5540,6543,1076,29690,968,162,1807,641,787,101,4468,3118,583,8702,5518,6512,847,25272,4281,654,9993,4125,4048,692,23789,7311,1241,25242,13651,18256,2575,68274,2996,532,12184,8653
SOS11,229,72,1115,763,3514,385,6075,285,103,970,935,8327,240,10869,609,167,2066,1805,12646,609,17901,235,88,653,914,3252,101,5247,314,100,1864,2227,31929,859,37282,153,52,644,691,4205,170,5914,583,113,1928,1586,8085,522,12813,459,93,1710,1837,5950,494,10541,237,92,850,1265,6882,494,9830,138,52,551,364,773,60,1930,323,158,1151,875,707,97,3317,78,56,498,499,1499,97,2728,1573,657,5128,1814,2397,262,11822,179,75,698,812,3856,278,5890,1686,794,4410,4797,8730,467,20887,2879,1221,6228,1320,2330,227,14201,2877,784,6528,2881,5687,517,19266,152,46,572,370,1252,79,2484,323,83,909,762,8704,192,10978,323,77,941,800,5357,1330,8833,13638,4878,39416,27317,126074,7468,218796,156,80,722,476,965,162,2561,74,40,364,238,805,43,1570,252,121,1385,1157,2684,323,5919,98,46,342,238,499,36,1263,130,110,837,1131,2569,206,4980,82,38,431,469,1184,74,2277,538,242,2736,2991,9772,911,17181,408,153,2152,2439
SOS12,21,10,105,116,615,65,926,10,13,48,93,617,15,788,26,10,123,149,1197,48,1555,13,9,67,86,351,10,537,33,7,185,238,3651,125,4239,20,3,58,72,405,18,574,56,9,134,125,698,38,1060,18,8,115,126,548,50,864,22,12,68,136,773,50,1056,11,6,59,35,60,11,180,41,14,94,71,62,9,296,7,0,49,46,134,8,245,153,53,500,178,228,18,1131,14,12,75,67,412,27,611,138,75,390,513,801,42,1953,234,102,542,105,222,21,1226,174,58,490,243,440,46,1457,22,16,71,43,143,9,304,28,17,58,68,968,23,1155,38,11,96,66,602,145,967,1074,455,3329,2579,12914,776,21126,8,11,87,74,155,22,351,0,0,18,18,37,0,80,23,17,129,99,259,33,556,3,8,16,17,56,4,105,20,13,95,151,292,32,596,11,7,52,62,98,7,237,37,35,211,282,848,93,1507,30,14,209,228
SOS13,520,212,3091,2689,9501,931,16949,106,31,338,392,2876,105,3849,154,43,719,637,4535,183,6272,67,25,201,321,1217,44,1869,120,48,924,1148,14191,485,16917,83,32,393,343,1598,103,2551,108,29,552,438,2193,163,3488,87,21,364,302,1251,126,2145,64,29,289,454,2850,186,3877,51,21,184,118,262,21,657,207,50,536,290,221,30,1339,46,27,269,264,621,49,1280,821,224,2431,683,887,117,5173,44,31,262,276,1232,78,1924,626,269,1476,1406,2792,148,6716,752,326,1839,437,872,91,4320,730,191,1609,716,1207,143,4592,67,30,260,150,486,37,1026,82,21,214,240,3687,76,4328,166,34,498,378,2261,597,3928,4905,1698,16448,11696,54740,3701,93183,366,354,2668,2083,2994,647,9109,30,14,150,82,319,20,612,110,54,619,517,967,126,2389,25,14,128,90,180,17,450,84,60,608,728,1428,149,3060,51,28,313,281,531,54,1263,133,99,1026,1027,2616,349,5249,93,54,615,665
SOS17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS19,6,0,9,4,17,5,43,0,0,3,3,16,0,21,3,0,12,5,33,3,62,0,0,4,0,3,0,9,4,0,12,16,99,5,131,0,0,9,5,6,0,20,4,0,10,10,17,0,38,0,0,13,7,35,0,64,0,0,5,13,25,10,52,4,0,10,3,0,0,23,5,3,12,7,3,0,38,0,0,3,0,0,0,6,15,8,39,10,8,5,79,0,0,8,0,15,0,27,5,0,15,6,20,4,51,10,4,16,8,3,0,40,16,0,21,6,21,5,75,0,0,11,5,9,0,27,3,0,4,4,14,0,23,0,0,10,4,21,26,65,85,21,238,109,369,68,885,0,0,30,5,5,0,42,0,0,0,0,0,0,0,0,0,10,9,8,3,35,0,0,0,0,0,0,4,0,0,7,0,8,0,16,3,0,0,0,0,0,6,9,0,13,9,25,4,60,6,0,26,10
