SOS_CODE_2021,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4_to_8_SB_FHs_CF_no_C,FoA_4_to_8_SB_FHs_CF_C,FoA_4_to_8_SB_FHs_OnePF,FoA_4_to_8_SB_FHs_Oth_fam,FoA_4_to_8_SB_FHs_Tot,FoA_4_to_8_SB_Lone_P_H,FoA_4_to_8_SB_Group_H,FoA_4_to_8_SB_Tot,FoA_9moSB_FHs_CF_no_C,FoA_9moSB_FHs_CF_C,FoA_9moSB_FHs_OnePF,FoA_9moSB_FHs_Oth_fam,FoA_9moSB_FHs_Tot,FoA_9moSB_Lone_P_H,FoA_9moSB_Group_H,FoA_9moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
SOS10,277047,522300,141914,12685,953942,173576,27937,1155458,22187,22573,11187,1146,57102,37192,3911,98205,38593,58611,23587,2074,122860,43093,8557,174513,60781,81184,34774,3223,179961,80288,12471,272714,22486,16995,9828,1620,50926,49574,6936,107437,39799,28617,15378,2715,86505,63350,12330,162189,56594,37785,15098,3120,112593,68127,13723,194443,39190,20616,7218,2262,69290,42051,11594,122931,2003,2574,1061,140,5783,2700,480,8960,160074,106583,48581,9856,325092,225803,45068,595962,250,41,66,6,358,691,39,1088,344,53,122,20,540,1044,46,1639,18,8,6,0,32,28,0,60,1565,1168,643,164,3538,2593,897,7027,2177,1274,832,188,4471,4355,980,9812,843,790,305,50,1988,1925,295,4205,500920,712136,226405,26002,1465455,485947,86753,2038151
SOS11,154615,141838,66977,5189,368611,124451,14734,507797,10050,3572,4850,445,18915,27995,1672,48579,3979,1929,2237,183,8325,7570,851,16741,14024,5503,7084,623,27241,35561,2522,65322,3872,1777,2245,244,8137,15693,1131,24958,769,242,274,27,1309,1933,178,3415,841,125,171,15,1151,1440,107,2698,150,17,23,0,192,142,11,346,306,173,130,9,622,458,49,1134,5941,2331,2845,304,11417,19666,1469,32546,355,53,61,12,484,1053,60,1599,717,78,132,27,954,1914,92,2956,20,10,7,0,40,58,5,107,336,247,159,21,768,632,104,1509,1424,392,367,64,2242,3662,265,6166,412,237,129,14,791,1092,98,1980,176412,150298,77404,6194,410301,184430,19087,613818
SOS12,17184,14674,5741,462,38053,12944,1346,52345,195,97,93,3,392,518,39,943,112,60,66,4,246,178,19,443,311,164,153,9,636,692,59,1386,102,50,41,7,203,369,16,592,57,4,6,0,72,63,6,134,3,0,0,0,8,14,0,19,0,0,0,0,0,0,0,0,18,11,8,0,43,36,8,78,188,68,60,8,327,473,27,826,70,25,11,0,111,235,12,347,170,13,10,0,195,283,14,495,0,4,3,0,13,14,0,25,44,25,13,10,93,58,5,162,294,65,42,7,407,585,28,1025,50,45,21,8,119,129,9,254,18025,15016,6013,489,39544,14822,1473,55835
SOS13,66317,63836,15354,1336,146844,36159,4136,187132,291,239,89,9,624,270,14,906,89,66,28,8,184,51,15,248,381,303,117,11,805,320,26,1151,61,37,24,3,127,145,11,285,0,4,0,0,8,0,0,7,4,0,0,0,6,0,0,5,3,4,0,0,16,0,0,13,121,82,32,5,240,133,9,378,196,130,62,9,393,285,16,692,179,46,29,3,260,406,18,681,231,54,68,11,359,530,61,956,83,31,27,4,143,197,15,358,128,116,28,3,273,88,8,368,626,248,144,19,1036,1226,106,2365,342,281,100,12,730,540,45,1315,67857,64799,15775,1378,149805,38519,4335,192660
SOS17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
